[0.         1.38788489 0.08613738 0.11677196 1.0785124 ],[-1.38788489  0.         -0.93685326 -0.82950475  0.18573601],[-0.08613738  0.93685326  0.          0.16204516 -0.09916832],[-0.11677196  0.82950475 -0.16204516  0.          0.20492796],[-1.0785124  -0.18573601  0.09916832 -0.20492796  0.        ]
[ 4.4082689  -0.03671624  0.0117727  -0.070044   -2.14001881],[-0.03671624  1.88240392 -0.9292785  -0.00627497  1.06835729],[ 0.0117727  -0.9292785   6.5572076   0.09022944 -3.20781211],[-0.070044   -0.00627497  0.09022944  1.26352824  0.04270559],[-2.14001881  1.06835729 -3.20781211  0.04270559  5.49146453]
[ 4.02123923  0.30015582 -0.72332814  0.61800046 -1.83877085],[0.30015582 0.71612846 0.02222905 0.00447623 0.17490997],[-0.72332814  0.02222905  4.66323644 -0.31195888 -0.96379952],[ 0.61800046  0.00447623 -0.31195888  2.2052056   0.09685867],[-1.83877085  0.17490997 -0.96379952  0.09685867  3.118625  ]
