iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,normNTdirx,normNTdirw,stepsize,linesearch_status,linesearch_counter,linesearch_RightItem,gradfNTdir,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle,CovDerivKKT_minabseigval
0,0.0,0.795889712196942,1.1591068670336378e-15,4.274872468151456,3.5189532058923123,2.427241840793688,0.0,0.0,0.0,0.0,33.58809517917194,0.5,1.0,1.0,,,,,,,,,,,,
1,1.7712032794952393,0.7925014125331445,1.8639010178424154,3.9064460311110367,3.0878077612553376,2.3928568330584405,0.0,0.0,0.0,0.0,27.815918622981712,0.5,0.9359772568458518,1.089371337901151,15.741837499703378,15.96634040244549,0.125,True,3.0,-51.176190358343874,-0.03117239626445592,4.671907474136148e-14,7.105427357601002e-14,15.96634040244549,0.025247109949006936,8.338024387168949e-05
2,3.560227155685425,0.7909092477877747,1.4912989299147563,3.894581676007448,3.0224934544388065,2.4560740520121844,0.0,0.0,0.0,0.0,27.460141754831934,0.5,0.9286423099579015,1.1027026233674107,102.77875575758665,102.80889379862363,0.015625,True,6.0,-41.61498244064045,-0.029714753499941016,5.032366426121788e-13,7.744915819785092e-13,102.80889379862363,0.004318585580089219,-2.5514573260469744e-06
3,5.325712203979492,0.7917248523575192,1.9867462384216066,3.329243714908163,2.349727627177719,2.3585257665188375,0.0,0.0,0.0,0.0,19.290159745685912,0.5,0.8076831203790659,1.295241095899494,8.515836340870916,8.842495306555769,0.25,True,2.0,-41.122258872160714,0.00934565549282431,3.8995362262435204e-14,7.105427357601002e-14,8.842495306555769,0.05160270611796787,4.580154060050883e-05
4,7.090171813964844,0.7946568666003364,3.9689402141969845,2.880338908813238,1.5061653930862815,2.4266020182932935,0.0,0.0,0.3719549616097817,0.025291794668957226,13.345645112411324,0.5,0.5920540324930129,1.7714759810138443,8.405674166016144,8.656701926064502,0.5,True,1.0,-28.14268712424759,0.015128233155671461,6.470227669393502e-14,1.5276668818842154e-13,8.656701926064502,0.061585392900606356,2.441238528753421e-05
5,8.877797365188599,0.7971653610824069,3.906790688964921,2.6765582779085806,1.3263413286190815,2.3000147934046593,0.0,0.0,0.3327388696395577,0.024748873147446344,11.910241129541625,0.5,0.5545080188909307,2.014845381563233,31.299470421732124,31.397011171989895,0.125,True,3.0,-21.082842586562847,0.02367583904582099,2.282609509225118e-13,1.7763568394002505e-14,31.397011171989895,0.016713611511340185,7.728905682021419e-06
6,10.646738290786743,0.8003368084799964,11.669216150425623,2.4361273992847137,1.004323956809899,2.178724968329483,0.0,0.0,0.40153165642559197,0.033656923653311306,10.28367665744433,0.5,0.4832491634327864,2.5877319663171097,46.947189281543636,47.0237012688148,0.25,True,2.0,-18.900815970853735,0.02186230172881231,5.936815821698649e-13,1.4210854715202004e-14,47.0237012688148,0.01053472629761103,-1.3225714828434078e-05
7,12.412619829177856,0.8022422399078899,3.44689107212226,2.2280333181675247,0.8784338429438309,2.0156826751989083,0.0,0.0,0.3431215083047263,0.028779442842957362,8.851749762716555,0.5,0.45261333825086086,2.997335850192465,27.723275963450664,27.941861414867066,0.125,True,3.0,-16.830877251552852,0.01619656560499061,4.908734311791392e-13,2.5224267119483557e-13,27.941861414867066,0.01648930589276867,1.8245294463580786e-05
8,14.195871829986572,0.8028105745887305,3.148844944499835,2.1816561736443014,0.8505399220581753,1.982582461698524,0.0,0.0,0.3122953982272696,0.025736798432576376,8.590761556568118,0.5,0.44551882788793645,3.1133488480698004,100.8006060028498,100.87541208656111,0.03125,True,5.0,-14.425758182031698,0.023033470682890342,1.2211695800134465e-12,6.501466032204917e-13,100.87541208656111,0.004995224283671471,-2.9027356566356893e-06
9,15.986772775650024,0.803029623497877,2.5224836250595155,2.1733749106732967,0.8437555662157097,1.9772962545719328,0.0,0.0,0.30775534036152985,0.02516898692419373,8.566800292952786,0.5,0.4437774036905222,3.141317233047535,322.91969858395015,322.94169841999945,0.0078125,True,7.0,-14.005730697093984,0.03585740366239928,2.800831949548798e-12,9.094947017729282e-13,322.94169841999945,0.0015752316601093538,-6.421367816513227e-07
