iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,normNTdirx,normNTdirw,stepsize,linesearch_status,linesearch_counter,linesearch_RightItem,gradfNTdir,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle,CovDerivKKT_minabseigval
0,0.0,0.8017135889516366,1.070660311629829e-15,3.0407880704311565,1.5337113746577713,2.6256659171573613,0.0,0.0,0.0,0.0,24.51576068598785,0.5,1.0,1.0,,,,,,,,,,,,
1,1.7730696201324463,0.809729310125549,4.37023163780243,2.8922903730354883,1.2556596482111073,2.5975242382649824,0.0,0.0,0.2037897971784779,0.012736862323654868,18.39889786907126,0.5,0.8693661031341842,1.16076868758689,19.246041900800055,19.424074856802036,0.25,True,2.0,-33.0315213719757,0.027972632015550586,3.5646577985179584e-14,2.842170943040401e-14,19.424074856802036,0.08176957598725351,(-6.947004749288432e-05+0j)
2,3.566843271255493,0.8079224968564376,2.5141534927767655,2.9747076050446393,0.80727170404467,2.728445394789786,0.0,0.0,0.8675588705825175,0.054921382543843614,13.173242174040887,0.5,0.6348877072135651,1.5908137374502869,5.337019897985019,5.782390449666033,0.5,True,1.0,-24.705036997683045,0.002012065722491475,5.1618910287344805e-14,1.4210854715202004e-14,5.782390449666033,0.15145075312224104,(-0.00035640540634599354+0j)
3,5.342007398605347,0.8084041108325175,1.2976008389231304,2.5685422917458656,0.6307250208659753,2.386493921532418,0.0,0.0,0.7097801303440554,0.0456935224290001,10.157746157575302,0.5,0.5527365166780324,2.0217336829681782,5.249423962836567,5.774048493341019,0.25,True,2.0,-19.89716593574741,0.004115712861977958,4.5703324816432103e-14,1.0658141036401503e-14,5.774048493341019,0.07354799117996275,(-9.171423420390785e-05+0j)
4,7.135713338851929,0.8090839368915419,1.3789574529677402,2.2041770123270505,0.49557062357004755,2.0750898610311386,0.0,0.0,0.5535781236659747,0.036116825757500616,7.831183423834362,0.5,0.48156639105496574,2.6054367862863357,5.577372263239013,6.2427009151013575,0.25,True,2.0,-15.427209805240768,0.004750045282544375,3.6822321527003254e-14,5.329070518200751e-15,6.2427009151013575,0.06066465692961281,(-0.0001714528413481047+0j)
5,8.910417795181274,0.8090981081755262,2.419742099250157,1.9106612489971342,0.4118744610064246,1.8088384876409382,0.0,0.0,0.45704176741921554,0.0294533699387386,6.216225532728452,0.5,0.41948326183303297,3.4473907435748683,9.842388289700281,10.4948446518014,0.25,True,2.0,-11.951867823769456,0.002935033295275273,6.625678873457531e-14,1.0658141036401503e-14,10.4948446518014,0.03283447834176164,(4.927423375236462e-05+0j)
6,10.674183130264282,0.8108528214075842,1.929869789038161,1.6035908218525232,0.36318107552170886,1.5406977609184103,0.0,0.0,0.2559161060784052,0.017181247094215184,4.5303150224212105,0.5,0.3651359826843012,4.734541703568428,7.808824664362341,9.425222957714542,0.25,True,2.0,-9.61699175412761,0.008735132189633128,5.651542986488402e-14,1.7763568394002505e-14,9.425222957714542,0.033573530118911656,(8.074683563590002e-05+0j)
7,12.47062349319458,0.811743429959605,1.2101147591910029,1.470649234351657,0.3270379521035185,1.4245336015532095,0.0,0.0,0.16163450333766427,0.011403678643874569,3.83959062878212,0.5,0.34177320547536977,5.804192551376883,9.717045165395781,12.9871316820846,0.125,True,3.0,-6.927441471229136,0.007926626542457961,1.177814668882347e-13,3.730349362740526e-14,12.9871316820846,0.021257299754215423,(-4.999847346060739e-05+0j)
8,14.250643730163574,0.8127265596671569,1.549867811325335,1.363580525681103,0.29862051899846137,1.327581497630346,0.0,0.0,0.0849596070194576,0.006689043249024866,3.3056611035246757,0.5,0.31979101570264734,7.236814087510541,12.475506919172226,16.968523977249358,0.125,True,3.0,-5.810238473869691,0.008848459653722295,1.2547313169703469e-13,1.509903313490213e-14,16.968523977249358,0.01535391243151881,(-2.3398214185649e-05+0j)
9,16.0859375,0.8137136138995357,1.959146319861454,1.2774015286116005,0.2776433824143265,1.2464982223272036,0.0,0.0,0.022828355493893192,0.0026608353456647415,2.8876963072483073,0.5,0.2990623460395942,9.239194584201442,15.805079297115467,22.52360387683594,0.125,True,3.0,-4.975061507463258,0.00887393597613485,1.0390721696129419e-13,2.6645352591003757e-14,22.52360387683594,0.011020737804939156,(-7.130777152983111e-06+0j)
10,17.90446925163269,0.813573357045861,1.8433823982430462,1.1963981107751722,0.2668449431356529,1.1660322002621857,0.0,0.0,0.02304612203945498,0.0014403826274659362,2.4104382051099265,0.5,0.2794444042251059,12.083715011043363,14.77265320179673,27.16394838975949,0.125,True,3.0,-4.344380025397319,-0.00110956079516116,8.837193205156733e-14,1.5987211554602254e-14,27.16394838975949,0.008724494094897898,(-1.9583339755369503e-06+0j)
11,19.717971801757812,0.8132948446686693,1.7814884651751566,1.1025803532786733,0.228549266081955,1.0784419667642622,0.0,0.0,0.020287748301716337,0.001267984268857271,2.0752124423339553,0.5,0.2575088954579746,14.021931695937052,14.528941147081433,22.802571126610115,0.125,True,3.0,-3.5714496093762627,-0.0020180273174378433,1.3701600436939503e-13,7.549516567451064e-15,22.802571126610115,0.009646923400702613,(-1.894059179834256e-05+0j)
12,21.491307020187378,0.8128810827443285,0.9742852102036175,1.042970558811109,0.2121012758015708,1.020999416985251,0.0,0.0,0.0184429371678283,0.0014369310341138895,1.9168266900964948,0.5,0.2394353287861333,16.51847142216442,7.923812712252885,23.42145230788029,0.125,True,3.0,-3.089451584828133,-0.0043885211199844384,8.331108185019554e-14,5.3734794391857577e-14,23.42145230788029,0.008734131499753578,(-5.6905169431143775e-06+0j)
13,23.381280183792114,0.8123917845320513,1.824002568873961,1.0172890202894302,0.262394689798318,0.9826451780163216,0.0,0.0,0.017064628303523767,0.0018145317624765405,1.9008141216442216,0.5,0.22268573321852608,20.63886651187206,14.741993097576236,38.20335250400321,0.125,True,3.0,-2.9163849534582096,-0.004054605860627946,1.4065447494777553e-13,1.2656542480726785e-13,38.20335250400321,0.005050320569993955,(-9.736247837876276e-06+0j)
14,25.187113285064697,0.8123544528370603,0.8108417016191157,1.0325522114382326,0.3351103822818051,0.9763851476822516,0.0,0.0,0.016706824653883498,0.0020481266073610564,1.8543068112636563,0.5,0.2065549801030327,27.522735557585946,6.727028952142908,58.779803540955406,0.125,True,3.0,-3.0082052708232823,-7.038242587811654e-05,3.372621324408989e-13,6.661338147750939e-14,58.779803540955406,0.0026116795402660285,(2.0768837422464795e-05+0j)
15,27.00664258003235,0.8123996828024497,0.2391150973639987,1.0458804326152495,0.33572935757070665,0.9902483238205495,0.0,0.0,0.01752965547841069,0.0020890313672876836,1.7929752610455665,0.5,0.20310924712895573,30.878792639287482,7.680988210424489,113.67218273105057,0.03125,True,5.0,-3.025974265641485,0.001502408822634001,6.796726056265066e-13,2.8910207561239076e-13,113.67218273105057,0.0009265443555639256,(1.6525503072507214e-05+0j)
16,28.830890417099,0.8124555625724877,0.2579901579352947,1.0708677490863736,0.33980418825501685,1.015238036725519,0.0,0.0,0.018308669761156908,0.002127294027693465,1.7372744932284383,0.5,0.19967476964564174,35.056248229864984,8.295480701123218,141.40065592188733,0.03125,True,5.0,-2.9258966617824735,0.0018613648855706527,6.759571825648964e-13,2.6290081223123707e-13,141.40065592188733,0.000661510870847336,(1.5628516318233316e-05+0j)
17,30.620038986206055,0.8125228146481355,0.28414707296784397,1.1132667546869977,0.34915959083281706,1.0568090049784171,0.0,0.0,0.01905382048924678,0.00216338896917988,1.6896411628058026,0.5,0.1962343290574926,40.402455978007765,9.149928447927907,180.85514710508312,0.03125,True,5.0,-2.836628768328235,0.0022390976200509856,7.432254310061034e-13,7.194245199571014e-14,180.85514710508312,0.00045042655952219174,(1.4817614449339181e-05+0j)
