[ 0.          0.06801978 -0.85389249  0.5124654   0.40016192],[-0.06801978  0.          0.00943092 -1.62612318 -0.42201655],[ 0.85389249 -0.00943092  0.          0.31484411 -0.49874328],[-0.5124654   1.62612318 -0.31484411  0.         -0.70146936],[-0.40016192  0.42201655  0.49874328  0.70146936  0.        ]
[ 6.52556719 -3.72335129 -1.12571374  0.21812181 -1.67106676],[-3.72335129  3.53870385 -0.19579316  0.87068803  0.36954853],[-1.12571374 -0.19579316  4.56845141  0.03439827 -0.39977727],[ 0.21812181  0.87068803  0.03439827  2.55478384 -1.83263113],[-1.67106676  0.36954853 -0.39977727 -1.83263113  3.29685214]
[ 4.40265934  1.71127214 -0.6811149  -1.64071832 -2.76365271],[ 1.71127214  5.18593428  0.11807234 -2.48054082 -3.61408343],[-0.6811149   0.11807234  7.34427158 -1.95800639 -3.07888434],[-1.64071832 -2.48054082 -1.95800639  4.43854184  2.32268053],[-2.76365271 -3.61408343 -3.07888434  2.32268053  6.59699662]
