[ 0.          0.7985806  -0.11545266  0.11112581 -0.29717283],[-0.7985806   0.         14.5549373  -2.88884731 -0.42384161],[  0.11545266 -14.5549373    0.           7.99279988  -1.23789038],[-0.11112581  2.88884731 -7.99279988  0.          1.37168618],[ 0.29717283  0.42384161  1.23789038 -1.37168618  0.        ]
[ 0.46744667  0.10577637  0.10597742  0.05939663 -0.0281811 ],[ 0.10577637 22.58181267 14.60492823 -9.46562346 -0.24756344],[ 0.10597742 14.60492823 14.19919246 -6.4514902   0.66108633],[ 0.05939663 -9.46562346 -6.4514902   4.55768748 -0.56448903],[-0.0281811  -0.24756344  0.66108633 -0.56448903  3.7596531 ]
[ 1.83382513  0.19175168  0.19061231  0.30018916 -0.64526809],[0.19175168 0.14109118 0.00949243 0.13562736 0.11088011],[0.19061231 0.00949243 0.15835182 0.12994707 0.08592026],[0.30018916 0.13562736 0.12994707 0.67421191 0.33736699],[-0.64526809  0.11088011  0.08592026  0.33736699  1.12949149]
