iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
0,0.0,0.811187178447836,1.1430445635548513e-15,4.415856303022538,3.7268230397365465,2.368665641122175,0.0,0,0,0.0,1,,1.0,,,,,,,,,,
1,0.4716207981109619,0.8044990264722726,0.3445357680436839,0.049647158368291575,0.048477253645707576,0.0107142994645453,0.0,0,0,0.0,1,0.01124109485905994,0.01124109485905994,unknown,7.0,4.283415590834802e-09,-212083.0580138007,-212083.05801380504,4.112825458124988e-09,5.693530875319197e-10,5.303456375681178e-08,1.0,159.0
2,0.9583804607391357,0.8044990264722726,1.13983538151312e-14,0.029166487130239407,0.028694193614854424,0.005227544768977924,0.0,0,0,0.0,1,0.004742772712576574,0.004742772712576574,unknown,9.0,6.998465766960833e-11,-15224.682765484455,-15224.68276548453,1.154093578532253e-09,5.499054574033438e-12,6.62135179519782e-21,1.0,441.0
3,1.442720651626587,0.8044990264722726,1.1682074826291581e-14,0.028311066352224842,0.02775876617943188,0.005564834067221273,0.0,0,0,0.0,1,0.005138576260316299,0.005138576260316299,unknown,9.0,3.490083711599744e-11,-16278.985927622782,-16278.98592762282,1.9069487573342655e-09,5.493495504308683e-12,6.62135179519782e-21,1.0,441.0
4,1.9224703311920166,0.8044990264722723,1.2204502741754128e-14,0.028187754345513218,0.027618257170555938,0.005637496421642756,0.0,0,0,0.0,1,0.004791216273155878,0.004791216273155878,unknown,9.0,3.692673052339919e-11,-13748.85801989077,-13748.858019890817,2.2144674516060503e-09,6.665286431975222e-12,7.3570575502198e-21,1.0,440.0
5,2.407465696334839,0.8044990264722723,8.621593127533512e-16,0.028145868668016306,0.027587608697903068,0.005577971800628341,0.0,0,0,0.0,1,0.004819175103404162,0.004819175103404162,unknown,9.0,3.5586750392341265e-11,-13104.65152638968,-13104.651526389713,8.69631225772444e-10,5.37106720956859e-12,2.2735628527635557e-22,1.0,473.0
6,2.9147756099700928,0.8044990264722723,1.5062355308809328e-15,0.028192278619826185,0.027621752210276254,0.005642993763243716,0.0,0,0,0.0,1,0.004835780319862409,0.004835780319862409,unknown,9.0,5.108879549222971e-11,-14235.917882435562,-14235.917882435622,1.187779047268475e-09,5.4151542574179255e-12,7.134681140738125e-23,1.0,484.0
7,3.4019248485565186,0.8044990264722723,1.2012105204063596e-15,0.028143003334862884,0.02758433067273137,0.005579725624393613,0.0,0,0,0.0,1,0.004801862234021598,0.004801862234021598,unknown,9.0,3.1691952501280536e-11,-13043.742138119247,-13043.742138119278,1.150915494458369e-09,3.7757777826459505e-12,7.134681140738125e-23,1.0,484.0
8,3.903607130050659,0.8044990264722723,1.2949173356167362e-15,0.028188704879580556,0.0276186863757438,0.005640145890523789,0.0,0,0,0.0,1,0.004838519043267314,0.004838519043267314,unknown,9.0,5.317963918871587e-11,-14226.826308582886,-14226.826308582946,7.562126403328043e-10,4.950442879478782e-12,3.41249587210351e-23,1.0,491.0
9,4.382755994796753,0.8044990264722723,1.2899649183143104e-15,0.028143541052125205,0.027584318300328557,0.005582498263216557,0.0,0,0,0.0,1,0.004801679514800907,0.004801679514800907,unknown,9.0,3.278181023597125e-11,-13102.093147028556,-13102.093147028598,1.1616204649153766e-09,3.5752349502105683e-12,8.674106646613685e-24,1.0,504.0
10,4.867736101150513,0.8044990264722723,1.2899649183143104e-15,0.028185416929297352,0.02761592508501594,0.0056372341779554495,0.0,0,0,0.0,1,0.004837079516380124,0.004837079516380124,unknown,9.0,4.459077336220719e-11,-14183.936606771516,-14183.936606771565,8.602240678190214e-10,3.91666047279028e-12,7.026026383757084e-24,1.0,506.0
11,5.347189903259277,0.8044990264722723,1.2899649183143104e-15,0.02814436176058185,0.027584626521710648,0.00558511222521441,0.0,0,0,0.0,1,0.004803037901717947,0.004803037901717947,unknown,9.0,3.419430117199212e-11,-13162.862702556075,-13162.862702556118,1.3004016644426429e-09,4.957382080983767e-12,7.806695981952316e-24,1.0,505.0
12,5.832641363143921,0.8044990264722723,1.2899649183143104e-15,0.028182491508361544,0.027613475293254124,0.005634608224864851,0.0,0,0,0.0,1,0.0048353452825794264,0.0048353452825794264,unknown,9.0,3.6119205467432165e-11,-14141.146708791619,-14141.146708791654,6.379284018081622e-10,8.620497167193779e-12,7.026026383757084e-24,1.0,506.0
13,6.3159499168396,0.8044990264722723,1.2899649183143104e-15,0.02814523494063497,0.02758504080903819,0.005587465742824494,0.0,0,0,0.0,1,0.004804428733521869,0.004804428733521869,unknown,9.0,3.538276052961588e-11,-13217.323181582991,-13217.323181583039,1.4094373571363767e-09,3.697659462236827e-12,7.806695981952316e-24,1.0,505.0
14,6.801730155944824,0.8044990264722723,1.2899649183143104e-15,0.02817993627654839,0.0276113458443771,0.005632263240698853,0.0,0,0,0.0,1,0.004833751764846787,0.004833751764846787,unknown,9.0,2.8382394545263946e-11,-14101.946936848912,-14101.94693684894,1.9353864009013034e-09,4.858022213579659e-12,7.026026383757084e-24,1.0,506.0
15,7.301913261413574,0.8044990264722723,1.2899649183143104e-15,0.028146119496858916,0.027585515112608826,0.005589579474655645,0.0,0,0,0.0,1,0.004805710836632287,0.004805710836632287,unknown,9.0,3.6328242836752694e-11,-13265.551928443008,-13265.551928443047,8.972373251468505e-10,6.434640206263047e-12,7.806695981952316e-24,1.0,505.0
16,7.7993340492248535,0.8044990264722723,1.2899649183143104e-15,0.02817770013685716,0.027609491570011236,0.005630165206112386,0.0,0,0,0.0,1,0.004832323160069417,0.004832323160069417,unknown,9.0,2.1198315170527334e-11,-14066.31126825305,-14066.311268253061,1.2237029030505256e-09,3.639374306554884e-12,7.026026383757084e-24,1.0,506.0
17,8.2831871509552,0.8044990264722723,1.2899649183143104e-15,0.028146993523439627,0.02758602139828231,0.005591481719728933,0.0,0,0,0.0,1,0.004806879564363119,0.004806879564363119,unknown,9.0,3.7060735570922815e-11,-13308.356387203143,-13308.356387203185,7.846938611512354e-10,3.728239501599756e-12,7.806695981952316e-24,1.0,505.0
18,8.784870862960815,0.8044990264722723,1.2899649183143104e-15,0.028175735608583424,0.02760787039920677,0.005628282962449421,0.0,0,0,0.0,1,0.004831042957157827,0.004831042957157827,unknown,9.0,1.4446210618038921e-11,-14033.905588688289,-14033.905588688305,9.852980442504341e-10,1.013293700003036e-11,7.026026383757084e-24,1.0,506.0
19,9.287323951721191,0.8044990264722723,1.2899649183143104e-15,0.028147843141590655,0.027586540510248798,0.0055931973145951054,0.0,0,0,0.0,1,0.004807943855999544,0.004807943855999544,unknown,9.0,3.761186659743598e-11,-13346.474473755425,-13346.47447375546,1.7367302415818383e-09,6.136931261343835e-12,7.806695981952316e-24,1.0,505.0
20,9.793806314468384,0.8044990264722723,1.2899649183143104e-15,0.02817400342670907,0.02760644763634656,0.00562659026319402,0.0,0,0,0.0,1,0.004829893446144195,0.004829893446144195,unknown,9.0,1.447998368488176e-11,-14004.40895652928,-14004.408956529285,1.5917798770796545e-09,2.1339010301993616e-11,7.026026383757084e-24,1.0,506.0
21,10.289897441864014,0.8044990264722723,1.2899649183143104e-15,0.028148659417786007,0.027587059086318217,0.005594747356807121,0.0,0,0,0.0,1,0.004808913178239401,0.004808913178239401,unknown,9.0,3.801025444329397e-11,-13380.521585628781,-13380.52158562881,1.6335112906214083e-09,3.249197313949465e-12,7.806695981952316e-24,1.0,505.0
22,10.781975030899048,0.8044990264722723,1.2899649183143104e-15,0.02817247122520782,0.027605194779775508,0.005625064986808389,0.0,0,0,0.0,1,0.004828859273336396,0.004828859273336396,unknown,9.0,1.4634095901609126e-11,-13977.538701147914,-13977.53870114793,1.603627890458247e-09,3.787997272894527e-12,7.026026383757084e-24,1.0,506.0
23,11.264819383621216,0.8044990264722723,1.2899649183143104e-15,0.02814943681186372,0.027587567841268774,0.0055961498754501975,0.0,0,0,0.0,1,0.004809796210085696,0.004809796210085696,unknown,9.0,3.82812231766039e-11,-13411.010533301467,-13411.010533301516,8.766809041215344e-10,3.382382691417191e-12,7.806695981952316e-24,1.0,505.0
24,11.766298770904541,0.8044990264722723,1.2899649183143104e-15,0.028171112111186006,0.027604088237664214,0.005623688304685739,0.0,0,0,0.0,1,0.004827927315490191,0.004827927315490191,unknown,9.0,1.486679462838741e-11,-13953.046280624125,-13953.04628062415,1.5896346809980157e-09,3.908325825583844e-12,7.026026383757084e-24,1.0,506.0
25,12.265284776687622,0.8044990264722723,1.2899649183143104e-15,0.02815017217150064,0.027588060422923524,0.0055974204225026705,0.0,0,0,0.0,1,0.004810600794044759,0.004810600794044759,unknown,9.0,3.844696005271765e-11,-13438.372604610242,-13438.372604610287,8.545106586570207e-10,4.793293710522598e-12,7.806695981952316e-24,1.0,505.0
26,12.771252632141113,0.8044990264722723,1.2899649183143104e-15,0.028169903563064005,0.027603108314415297,0.005622444142451155,0.0,0,0,0.0,1,0.0048270864334801445,0.0048270864334801445,unknown,8.0,1.5256397489142357e-09,-13930.711625130847,-13930.711625132373,5.028793496417012e-10,3.2274966793974866e-12,7.026026383757084e-24,1.0,506.0
27,13.28067398071289,0.8044990264722723,1.2899649183143104e-15,0.028150864150858195,0.02758853278305849,0.005598572257118784,0.0,0,0,0.0,1,0.004811334014875548,0.004811334014875548,unknown,9.0,3.8526748458623504e-11,-13462.976137463123,-13462.976137463162,6.266857166074458e-10,4.78615176185708e-12,7.806695981952316e-24,1.0,505.0
28,13.792911529541016,0.8044990264722723,1.2899649183143104e-15,0.02816882661760173,0.027602238552137295,0.005621318343895255,0.0,0,0,0.0,1,0.004826326534228393,0.004826326534228393,unknown,9.0,1.792177033646347e-11,-13910.340660607857,-13910.340660607879,1.2220817633823177e-09,3.7115990527368926e-12,7.026026383757084e-24,1.0,506.0
29,14.302924394607544,0.8044990264722723,1.2899649183143104e-15,0.028151512091968468,0.02758898171575166,0.005599617929124041,0.0,0,0,0.0,1,0.004812002195511679,0.004812002195511679,unknown,9.0,3.8537257261154506e-11,-13485.125603047454,-13485.125603047496,1.0243640771382652e-09,4.088968480364149e-12,7.806695981952316e-24,1.0,505.0
30,14.813649654388428,0.8044990264722723,1.2899649183143104e-15,0.0281678648445162,0.027601464694790596,0.005620298622062706,0.0,0,0,0.0,1,0.004825639304548896,0.004825639304548896,unknown,9.0,2.0153161613828365e-11,-13891.753438379961,-13891.753438379963,2.238548227050019e-09,8.645976500121309e-12,7.026026383757084e-24,1.0,506.0
31,15.323623895645142,0.8044990264722723,1.2899649183143104e-15,0.028152117036641475,0.027589406280315067,0.00560056735915842,0.0,0,0,0.0,1,0.00481261128181536,0.00481261128181536,unknown,9.0,3.8492731125255676e-11,-13505.103046168015,-13505.10304616806,1.3628682325834201e-09,3.406644431498654e-12,7.806695981952316e-24,1.0,505.0
32,15.830464363098145,0.8044990264722723,1.2899649183143104e-15,0.02816700454184661,0.02760077492893246,0.005619374358664936,0.0,0,0,0.0,1,0.004825017255519225,0.004825017255519225,unknown,9.0,2.203241501292907e-11,-13874.793266526845,-13874.79326652685,1.242902267497416e-09,4.536945307302078e-12,7.026026383757084e-24,1.0,506.0
33,16.313995122909546,0.8044990264722723,1.2899649183143104e-15,0.028152680020290775,0.027589805631966835,0.005601429952714793,0.0,0,0,0.0,1,0.0048131664752488375,0.0048131664752488375,unknown,9.0,3.8405293808966015e-11,-13523.138698967425,-13523.13869896746,1.3091416569309033e-09,4.752807786565507e-12,7.806695981952316e-24,1.0,505.0
