iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,mu,num_inner,inner_status,TR_radius,dxtype,normdx,minxfeasi,minyfeasi,compl,mineigvalHw,ared/pred,radius_update,dual_clipping,maxabsLagmult
0,0.0,-7.225446213460514e-05,3.6500241499888574e-08,13.772609104731655,13.416467845391278,0,0.0,0.1,,,,,,,,,,,,,1.0
1,3.3235292434692383,-7.225446213460514e-05,3.6500241499888574e-08,13.772609104731655,13.416467845391278,0,0.0,0.1,1.0,primal_infeasible,1.3091984905545118,boundary,1.3091984905545122,-0.04109834219816198,-38.55552063746222,236.66507837588824,-83216.80769733679,,,,1.0
1,6.540700197219849,-7.225446213460514e-05,3.6500241499888574e-08,13.772609104731655,13.416467845391278,0,0.0,0.1,2.0,primal_infeasible,0.32729962263862805,boundary,0.32729962263862816,-0.037971481397493054,-34.28914318902321,16.941473225820637,-44135.77716841942,,,,1.0
1,9.769848108291626,-7.225446213460514e-05,3.6500241499888574e-08,13.772609104731655,13.416467845391278,0,0.0,0.1,3.0,primal_infeasible,0.08182490565965704,boundary,0.08182490565965703,-0.026517538686954396,0.11549853684167377,29.33960708016332,-30037.06166909505,,,,1.0
1,13.016146183013916,-7.225446213460514e-05,3.6500241499888574e-08,13.772609104731655,13.416467845391278,0,0.0,0.1,4.0,primal_infeasible,0.020456226414914257,boundary,0.020456226414914246,-0.0015373141029886644,0.11897067822689,22.535591654572332,-446.53736720901503,,,,1.0
1,16.29312825202942,-7.225446213460514e-05,3.6500241499888574e-08,13.772609104731655,13.416467845391278,0,0.0,0.1,5.0,unsuccessful,0.005114056603728562,boundary,0.00511405660372856,3.7649973359905255e-05,0.11915234729736357,6.710666881028989,-2.131070946141959,0.03162619412250577,reduced,,1.0
1,19.572574853897095,-0.0013506537703333115,0.0012785141504648818,1352.8274085453784,1352.825873375735,0,0.0,0.1,6.0,successful,0.0012785141509321404,boundary,0.0012785141509321404,0.00013738292055650068,0.11918870605591458,1.7454132283442154,-2.172420299941501,0.16170097641813297,reduced,False,1366.3045544217005
1,22.88858699798584,-0.0014074046700651745,0.000319628533033936,18.84291559934079,18.822988814058856,0,0.0,0.1,7.0,successful,0.0003196285377330351,boundary,0.00031962853773303515,0.0001399463679256494,0.11917291902172586,0.07659528678150536,-2.26099573246666,1.2020553067682893,expanded,False,715.0024609411583
1,26.174866199493408,-0.002012755428296463,0.0006392570741512859,46.31640474682876,46.30813368725889,0,0.0,0.1,8.0,successful,0.0006392570754660702,boundary,0.0006392570754660701,0.00013381744874492677,0.11915660788981977,0.02864552673305185,-2.243878021592011,0.7580389188566651,expanded,False,738.4242054147705
1,29.439632177352905,-0.0027385370314712875,0.0012785140720255118,19.895137218557128,19.876160243892162,0,0.0,0.1,9.0,successful,0.0012785141509321404,boundary,0.0012785141509321404,0.00013119565241304212,0.11906900865241236,0.02709290680232565,-164.24580786282283,0.9298371111691395,expanded,False,751.250008848594
1,33.630500078201294,-0.0037699132279080095,0.002557027343401365,25.455873025794762,25.440963637825767,0,0.0,0.1,10.0,successful,0.002557028301864281,boundary,0.002557028301864281,0.00013013216158503445,0.11887033043478745,0.003033728544490306,-781.6832138856782,0.7971242482998909,expanded,False,749.4999005185364
1,36.92475605010986,-0.0020620412719840678,0.0051140501553478095,29.73818497779244,29.725655481434615,0,0.0,0.1,11.0,successful,0.005114056603728562,boundary,0.005114056603728565,0.00020105640711359131,0.11833354627788736,0.04752335933671634,-1.9554540682353228,0.7618576775368546,expanded,False,299.7802623502063
