iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
0,0.0,-1.1291053791688979e-05,3.332000937312528e-08,11.7303817769524,11.410911092412604,0.0,0.0,1.0,,1.0,,,,,,,,,,
1,1.6949341297149658,-0.0026428700011602163,0.002680018552829288,0.9999999999949869,0.9999999999949869,0.0,0.0,1.0,2.3408874581469645e-10,2.3408874581469645e-10,optimal,14.0,5.1611244537738475e-14,-0.0013157894736829246,-0.001315789473734536,2.802664878927847e-16,9.060674054299383e-17,1.0,1.0,0.0
2,3.3535990715026855,-0.013691967782175407,0.0648463930376382,4.078205831266182,4.072803856771926,0.0002796765213700037,3.6799542285526804e-06,25.401344293486126,24.901344293486126,24.901344293486126,unknown,24.0,5.7376592948415665e-09,-1451025.9147348811,-1451025.914734888,2.588872095050371e-09,2.1363606915417596e-14,3.807340659913045e-09,1.0,184.0
3,4.9442760944366455,-0.016413827548180954,0.013562258274876567,0.999999999571659,0.999999999571659,0.0,0.0,25.401344293486126,2.9640657760870493e-09,2.9640657760870493e-09,optimal,14.0,6.782357978931963e-14,-0.0013609298826063737,-0.0013609298826741973,2.9725866929772744e-16,1.0897966153522285e-16,1.0,1.0,0.0
4,6.582816123962402,-0.045944300311664334,0.7145357131795649,7.799068226119218,3.673448200928403,0.0007096714125251825,9.337781743752401e-06,25.401344293486126,12.73491301444733,12.73491301444733,unknown,29.0,1.1063127751073454e-08,-78635.40491127496,-78635.4049112892,1.0933214901320798e-09,3.741092513790249e-10,1.87779806664731e-07,1.0,147.0
5,8.207773923873901,-0.05926044140410564,0.14195208557281275,0.99999997292411,0.9999999667479001,0.00010588676139139733,1.8375890058294145e-06,25.401344293486126,1.4494445400011998e-08,1.4494445400011998e-08,optimal,14.0,1.1479738376136587e-14,-0.008219840239832313,-0.008219840239843793,2.690396865643221e-16,3.6968400571846014e-16,0.81,1.0,2.0
6,9.802339792251587,-0.07522509495395227,0.4551777179922535,0.3079603960528996,0.2853766479046524,0.00031801589975182843,7.970299370372777e-06,25.401344293486126,0.26789663646132456,0.26789663646132456,optimal,13.0,7.897454966863457e-13,-0.22238032484394646,-0.22238032484473488,1.4881394790259805e-15,1.7172701399957118e-14,0.07178979876918531,1.0,25.0
7,12.36360502243042,-0.12221351151905434,0.7070281122405657,0.96575869527133,0.9657569437336647,0.0013783774733278492,1.8136545701682227e-05,25.401344293486126,0.005529535375611423,0.005529535375611423,optimal,13.0,8.247532692645061e-13,-0.029611380234590153,-0.029611380235414906,4.2419570092373305e-16,2.6445933532242514e-16,0.81,1.0,2.0
8,13.94081997871399,-0.14031096197937976,0.39290022664980506,0.134880927875099,0.10313223166791474,0.00103989947831723,2.4105080405793687e-05,25.401344293486126,0.46014436066667586,0.46014436066667586,optimal,14.0,4.360153811533291e-13,-0.15900971394184293,-0.15900971394227814,8.15023799781348e-16,2.7788170085712068e-14,0.10941898913151243,1.0,21.0
9,15.588502168655396,-0.14203660407640453,0.031344285879221924,0.3461138449685448,0.3460629509424131,0.0011194745457681204,2.4733913564859143e-05,25.401344293486126,0.17041065308615388,0.17041065308615388,optimal,15.0,2.8086006874034144e-14,-0.03132539950142496,-0.03132539950145304,2.6108358789204956e-16,3.206634862592938e-14,0.03815204244769462,1.0,31.0
