0.2841117172697376
"[-5.87575394e-01  6.22456207e-17 -7.53147075e-09  5.87575394e-01
 -9.90235275e-01 -2.06839384e-08  9.90235275e-01]","[ 0.80916942  1.         -1.          0.80916942  0.13940624  1.
  0.13940624]"
0.654531169922836,0.7158882827054581,0.6465790083757259,0.654531169922836,2.344552454094621e-10,0.05994937892974576,2.3445524540951603e-10
