iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter
0,0.0,0.8079847676453723,1.4174378709434721e-15,4.5060174426459785,3.7747860135748477,2.4607282956778294,0.0,0,0.0,0.0,35.42921471759751,0.5,1.0,1.0,,,
1,0.6268548965454102,0.8097603154612526,1.8540355035268483,4.185682471108598,3.291609002873446,2.5855846381714636,0.0,0,0.0,0.0,29.971129220240666,0.5,0.9359250911396951,1.0879941513857214,0.125,True,3.0
2,1.2232019901275635,0.8049592037019344,1.733462927714167,2.974532209678215,2.0566063200041462,2.149002631671764,0.0,0,0.0,0.0,13.312543775829361,0.5,0.6812865480190152,1.4621935331868454,0.5,True,1.0
3,1.82020902633667,0.8041403039888275,1.443088115951297,2.5094368080775573,1.600533968432287,1.9327607481602251,0.0,0,0.0,0.0,9.219345501706517,0.5,0.5924682608340313,1.8411025531936605,0.25,True,2.0
4,2.4196531772613525,0.8033490520447933,1.5776185258937647,2.1504774284091237,1.2504575978198433,1.749537685199944,0.0,0,0.005182105456809343,0.00032388159105058395,6.5997854582909605,0.5,0.5160352276592376,2.336139228572185,0.25,True,2.0
5,3.0418059825897217,0.8045838944861908,2.8216753827275682,2.0797342597871085,1.0935328819792594,1.7689904991511762,0.0,0,0.012370985217041776,0.000773186576065111,6.525536446395818,0.5,0.4833136864797296,2.6780105642856085,0.125,True,3.0
6,3.6514670848846436,0.8042375455402709,1.0633862280989226,1.794208094147516,0.8469968632241143,1.5815857799751303,0.0,0,0.019115945528053385,0.0011947465955033365,4.932910808462564,0.5,0.4210698147624749,3.4860650047783657,0.25,True,2.0
7,4.252213716506958,0.8040494753887752,0.8912211132860284,1.5502689336686466,0.6463586606008604,1.408905517979652,0.0,0,0.02322692340524431,0.0014516827128277694,3.739571170892817,0.5,0.3665645824235669,4.689555499850554,0.25,True,2.0
8,4.850941181182861,0.803442247112206,1.1257406093221416,1.3794880635205413,0.48747276204907264,1.289332460612275,0.0,0,0.04886483228237726,0.004574303119201074,3.248593599710131,0.5,0.3181905489654683,6.598736054001336,0.25,True,2.0
9,5.452650785446167,0.8020891891360858,0.7922915019767535,1.3464001518040203,0.45954761041260866,1.2626807925241075,0.0,0,0.08179537486599431,0.006586065599884953,3.1780240141963185,0.5,0.3076818346285258,7.2751292156835685,0.0625,True,4.0
10,6.04680061340332,0.7993157431092215,1.58986444456341,1.1992397142862996,0.3600013108958525,1.143709249486277,0.0,0,0.022452196201933405,0.0014032622626208378,2.2506025068776037,0.5,0.2867655185863713,8.745017969434558,0.125,True,3.0
11,6.655853271484375,0.7980446557238255,0.7381037471610263,1.2073848050572977,0.5425034590601495,1.0783718723991658,0.0,0,0.02412818288514322,0.0015080114303214513,1.7006120066129082,0.5,0.2767556422618616,10.853245762372024,0.0625,True,4.0
12,7.258247375488281,0.7975128204411894,1.969164586935273,1.2016099701392327,0.5631253576444057,1.0612109555321259,0.0,0,0.024241694958477857,0.001515105934904866,1.633050580125029,0.5,0.2677990491798235,12.774985243846867,0.0625,True,4.0
13,7.872843980789185,0.7969607677970526,1.4504223626627568,1.2083417383230042,0.5896867222821888,1.0544039214614447,0.0,0,0.024324813345141565,0.0015203008340713478,1.6018065672715167,0.5,0.25905634786273996,15.354402876263414,0.0625,True,4.0
14,8.48258113861084,0.7962274115207876,1.3861598830459485,1.2263518912150826,0.6083250174786399,1.0645587699253771,0.0,0,0.024377439803840807,0.0015235899877400504,1.5791456836101658,0.5,0.25047654198038305,18.99915499714125,0.0625,True,4.0
15,9.103902339935303,0.7957640466151572,0.8551024368304789,1.2444160665819115,0.6109049207023456,1.0838686853050297,0.0,0,0.024396672806022743,0.0015247920503764214,1.5546600201099283,0.5,0.2463911600311475,21.784290534859583,0.03125,True,5.0
16,9.725989818572998,0.7951903686258394,1.0762698960797479,1.272730371138967,0.6062912316015772,1.1187750586945833,0.0,0,0.024411229905663155,0.0015257018691039472,1.5265905211490798,0.5,0.24232561400489455,25.406169582733234,0.03125,True,5.0
17,10.33759355545044,0.7948140660393461,0.7780605596169866,1.2952757999467295,0.6003172603492017,1.1475026680605007,0.0,0,0.02441744557690195,0.0015260903485563718,1.502959184896907,0.5,0.24036174513432718,27.860575270061123,0.015625,True,6.0
18,10.939689636230469,0.7942914506149603,1.197186386697262,1.312195334715029,0.5621994542347326,1.1854079343506208,0.0,0,0.02442128753057065,0.0015263304706606656,1.4320802686178935,0.5,0.23840090221429563,30.78933059759665,0.015625,True,6.0
19,11.543907880783081,0.7937085859678235,1.9334171778107738,1.2468904932996137,0.35842610828911875,1.1940145299649059,0.0,0,0.024411665456407716,0.0015257290910254823,1.165817871251019,0.5,0.23792901602409067,31.673418805651547,0.00390625,True,8.0
20,12.135425329208374,0.7940456472487464,0.8161357483995277,1.2781408631035354,0.374390509969226,1.2218345226868392,0.0,0,0.024417435382469717,0.0015260897114043573,1.1654357747746467,0.5,0.23697298597483113,33.57065393575062,0.0078125,True,7.0
21,12.77017617225647,0.7933271964524844,1.9587317854951518,1.2440358068442892,0.21797738387124127,1.2245469586796305,0.0,0,0.02440686009790156,0.0015254287561188476,1.0591846888022278,0.5,0.23685676214406376,33.82897497939837,0.0009765625,True,10.0
22,13.410491943359375,0.7933679717812027,0.4820701014603038,1.2773824681268888,0.21748031724701278,1.258496050258993,0.0,0,0.024412557641405066,0.0015257848525878166,1.0533621288973989,0.5,0.2359013145250537,35.99039477688798,0.0078125,True,7.0
23,14.032227754592896,0.7934305538035645,0.6718666323698756,1.3167555812679719,0.21652373547537193,1.2986017523287614,0.0,0,0.02441764986265822,0.0015261031164161387,1.0503388131231088,0.5,0.2349461699560259,38.42196633576522,0.0078125,True,7.0
