iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
0,0.0,0.8079847676453723,1.4174378709434721e-15,4.5060174426459785,3.7747860135748477,2.4607282956778294,0.0,0,0.0,0.0,1,,1.0,,,,,,,,,,
1,0.49397921562194824,0.8046685977589255,0.40132660830628014,0.03257116136831615,0.03192059134069265,0.006477375059774213,0.0,0,3.6981620311071772e-06,2.3113512694419858e-07,1,0.005442065767985391,0.005442065767985391,unknown,9.0,3.0835581975698456e-12,-15108.87692892102,-15108.876928921021,3.1360689534507317e-10,1.1401607908974417e-10,2.318269218083099e-07,1.0,145.0
2,0.9885189533233643,0.8046685977589255,1.9678233947599724e-15,0.060648207313004264,0.05909279098810428,0.013647237443562108,0.0,0,3.6981620312181995e-06,2.3113512695113747e-07,1,0.012648590067342239,0.012648590067342239,unknown,8.0,9.095175324041746e-11,-15882.949549076664,-15882.949549076759,4.463486624651898e-10,4.244758750555094e-12,8.944464445860129e-22,1.0,460.0
3,1.4595494270324707,0.7992527737005299,0.46490799881744543,0.03738352353569081,0.03647179852490723,0.008205835990447533,0.0,0,0.0,0.0,1,0.005799640349046098,0.005799640349046098,unknown,9.0,7.434299716748022e-13,-38587.84548002639,-38587.84548002639,8.94868107181612e-10,1.504912482340202e-11,1.6900182599825792e-07,1.0,148.0
4,1.9409940242767334,0.7992527737005296,2.1367043609136354e-14,0.06640413989313455,0.06497448705129187,0.013704956306697557,0.0,0,0.0,0.0,1,0.01821101552987219,0.01821101552987219,unknown,8.0,4.666242838429257e-10,-234946.91330559633,-234946.9133055968,3.4110057127580153e-09,1.5412118605302887e-11,3.1669720374525526e-21,1.0,448.0
5,2.4331557750701904,0.7992527737005295,6.708753225003968e-15,0.04053198951494081,0.04012753240317547,0.005711682525436263,0.0,0,0.0,0.0,1,0.005704408162139598,0.005704408162139598,unknown,8.0,8.549201902708164e-12,-228360.37874458169,-228360.37874458166,3.3972587087343915e-09,1.8257699865010968e-11,9.938293828733477e-22,1.0,459.0
6,2.931575298309326,0.7992527737005295,3.677495936909296e-15,0.08605692279330401,0.08466254927774637,0.0154287624405153,0.0,0,0.0,0.0,1,0.025921749120308892,0.025921749120308892,unknown,8.0,5.634826375178607e-10,-168678.98158340892,-168678.98158340948,1.6426083273651088e-09,1.0819619497188167e-11,6.520514581032034e-22,1.0,463.0
7,3.418882369995117,0.7992527737005292,2.494988700987239e-14,0.041073439952836396,0.04020296771336345,0.008411233952132903,0.0,0,0.0,0.0,1,0.005187466497018629,0.005187466497018629,unknown,8.0,1.0141996049860973e-11,-173104.42707011575,-173104.42707011575,9.399873022863063e-10,2.7045377431405764e-11,4.3442689128292896e-21,1.0,445.0
8,3.9089784622192383,0.7992527737005292,3.1689746895711648e-15,0.07717287743243799,0.07588556982491755,0.014036855187315228,0.0,0,0.0,0.0,1,0.019899767864810004,0.019899767864810004,unknown,9.0,2.103319877539237e-11,-172434.75173330188,-172434.7517333019,2.6957500517053775e-09,1.7955120113337412e-10,5.868463122928831e-22,1.0,464.0
9,4.398914337158203,0.7992527737005292,4.08555626722198e-15,0.041728994142644416,0.040962640707425356,0.007960591588018515,0.0,0,0.0,0.0,1,0.004989144850555769,0.004989144850555769,unknown,8.0,9.082199744267626e-12,-185295.02385247848,-185295.02385247848,1.6872354624681546e-09,1.834759779830811e-11,5.868463122928831e-22,1.0,464.0
10,4.8805625438690186,0.7992527737005292,3.733553739952461e-15,0.07073259053740134,0.06952554090598374,0.013011476697979328,0.0,0,0.0,0.0,1,0.019385994910187145,0.019385994910187145,unknown,9.0,8.97335303297236e-11,-179688.59243666116,-179688.59243666122,3.2221668367735707e-09,1.7477697551922466e-11,5.868463122928831e-22,1.0,464.0
11,5.3664772510528564,0.7992527737005292,3.2617267032845317e-15,0.04148285738079222,0.04071953925583506,0.007921273841223733,0.0,0,0.0,0.0,1,0.004635528815837081,0.004635528815837081,unknown,8.0,9.882331964262438e-12,-194627.56203243538,-194627.56203243538,8.84014573184922e-10,2.4991944717761433e-11,5.281616810635948e-22,1.0,465.0
12,5.849416971206665,0.7992527737005292,3.403384222803963e-15,0.07611250236491969,0.07479726875014736,0.014088349930638974,0.0,0,0.0,0.0,1,0.020688409520514775,0.020688409520514775,unknown,9.0,1.1305588095489727e-10,-174098.91721295792,-174098.91721295807,1.2342423750790264e-09,1.404715745748985e-11,5.868463122928831e-22,1.0,464.0
13,6.338200569152832,0.7992527737005286,3.645194414142994e-14,0.04128307277494697,0.04053824313438375,0.007806596013574466,0.0,0,0.0,0.0,1,0.004701747893986086,0.004701747893986086,unknown,8.0,9.705913450943234e-12,-189133.57583378916,-189133.57583378916,2.491719404069336e-09,2.2425753322623475e-11,5.959216615678038e-21,1.0,442.0
14,6.836131811141968,0.7992527737005284,9.975378589037195e-15,0.07489578083073146,0.07360488724424784,0.013845524909028392,0.0,0,0.0,0.0,1,0.020532114258256646,0.020532114258256646,unknown,9.0,4.905128704207822e-11,-174139.1193627078,-174139.1193627079,2.3513304567829093e-09,1.9299720698103883e-11,1.6830587865558223e-21,1.0,454.0
15,7.325762748718262,0.7992527737005284,8.464881781863648e-16,0.04137422148587487,0.040617763727681964,0.007875498290548573,0.0,0,0.0,0.0,1,0.004758053983339856,0.004758053983339856,unknown,8.0,9.718377373510817e-12,-188680.34585801055,-188680.34585801055,2.1337375937713273e-09,2.4413458845098006e-11,7.927423489709027e-23,1.0,483.0
16,7.813230037689209,0.7992527737005284,1.6050608057359028e-15,0.0747095669857458,0.07342203049833358,0.013810316314241717,0.0,0,0.0,0.0,1,0.020403291779787874,0.020403291779787874,unknown,9.0,6.724086017512825e-11,-174957.11888711495,-174957.118887115,2.1825964384030494e-09,1.321755619945579e-11,1.1898637375327413e-23,1.0,501.0
17,8.300648212432861,0.7992527737005284,1.0649337292772841e-15,0.04136574223357577,0.0406124992951766,0.007858087014911084,0.0,0,0.0,0.0,1,0.004730371250054346,0.004730371250054346,unknown,8.0,9.73094476625301e-12,-189514.55891638415,-189514.55891638415,1.184059466192189e-09,1.53348282784971e-11,1.3220708194808237e-23,1.0,500.0
18,8.789333820343018,0.7992527737005284,8.528349450496505e-16,0.07483336686657711,0.07354279203979898,0.013838010535427455,0.0,0,0.0,0.0,1,0.02045456397449255,0.02045456397449255,unknown,9.0,6.864543492215095e-11,-174747.1225788239,-174747.12257882397,3.1155707162483593e-09,2.0427546314781947e-11,1.1898637375327413e-23,1.0,501.0
19,9.273173570632935,0.7992527737005284,1.2804092569017277e-15,0.04135861769273794,0.040605298859653666,0.007857796254183747,0.0,0,0.0,0.0,1,0.004731099374132628,0.004731099374132628,unknown,8.0,9.733826000241886e-12,-189352.17061592275,-189352.17061592275,2.5758900189798563e-09,3.930027485262765e-11,1.3220708194808237e-23,1.0,500.0
20,9.756697416305542,0.7992527737005284,1.3597753649441378e-15,0.07486333339158986,0.07357236398563104,0.013842902299234613,0.0,0,0.0,0.0,1,0.02046090887774784,0.02046090887774784,unknown,9.0,6.656019012564922e-11,-174687.22180632246,-174687.22180632254,2.2008805631154066e-09,1.745180408050991e-11,1.1898637375327413e-23,1.0,501.0
21,10.244420051574707,0.7992527737005284,1.4518049907399377e-15,0.041359740880835945,0.04060633801679168,0.00785833815739378,0.0,0,0.0,0.0,1,0.004733824020779565,0.004733824020779565,unknown,8.0,9.730116676966908e-12,-189283.2272172475,-189283.2272172475,1.9908060799445293e-09,2.711988619160362e-11,5.691081370843238e-24,1.0,508.0
