iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,0.8079847676453723,1.4174378709434721e-15,4.5060174426459785,3.7747860135748477,2.4607282956778294,0.0,0,0.0,0.0,1.0,1.0
1,0.5465664863586426,0.7964575016730365,0.46872842939934894,0.7424859626142074,0.025555210180657546,0.7397737228640092,0.0,0,0.05565884299340268,0.004504264539532572,1.0,1.0556588429934026
2,0.8686182498931885,0.7890769983465294,0.6608933533620213,0.5546121522673191,0.04065464709480343,0.3314742539309526,0.0,0,0.33215751786330244,0.03906050672052191,3.3333333333333335,0.6233365717511419
3,1.063993215560913,0.7828480717739611,0.4552492011928305,0.032372179262420864,0.03211288107839021,0.0040891147016780625,0.0,0,0.0,0.0,3.3333333333333335,0.028609426001189542
4,1.2464830875396729,0.778222415548978,0.24436773174579948,0.03808129009590903,0.03804083581795423,9.504773560121611e-06,0.0,0,0.0013569441905613155,0.00015435210116087478,3.3333333333333335,0.006522395923895956
5,1.426384687423706,0.7707867500249632,0.32793315177778753,0.07129171735471207,0.0710429785578136,8.15397407697932e-05,0.0,0,0.004279252490702157,0.0005788622637792964,3.3333333333333335,0.01426417496900719
6,1.605865716934204,0.7616065507737337,0.3492793531292231,0.043570207119785785,0.043568729320181555,1.95195756635963e-05,0.0,0,0.00035831951098130865,2.239496943633179e-05,3.3333333333333335,0.008877876870940032
7,1.7940623760223389,0.7519100947455559,0.302223658186588,0.05970245447703352,0.05965600867348721,1.8844100807219703e-05,0.0,0,0.002354430850745881,0.00014715192817161757,11.111111111111112,0.007848102835819604
8,1.9905953407287598,0.7491247609455495,0.07769560723456023,0.1559783487193541,0.1559472036155274,9.233108445398949e-05,0.0,0,0.0028575684999989637,0.0002561768961715574,37.037037037037045,0.0317507611110996
9,2.191182851791382,0.7483590371883285,0.021361926115064878,0.09509398225797057,0.09509349172670423,2.5062300919803693e-06,0.0,0,0.00022110597813806976,2.9845555594872758e-05,37.037037037037045,0.015604276675628427
10,2.3879244327545166,0.7475851020290047,0.021305980938534343,0.059925311502190236,0.05992500273675016,1.3705095082677086e-06,0.0,0,0.00019236360550589637,1.2022725344118523e-05,37.037037037037045,0.007124577981699867
