[ 0.         -0.18558791 -1.15642562  0.93736554  1.20562726],[ 0.18558791  0.         -0.05042041 -1.72385243 -0.57758873],[1.15642562 0.05042041 0.         0.74101837 0.75264272],[-0.93736554  1.72385243 -0.74101837  0.         -0.06654563],[-1.20562726  0.57758873 -0.75264272  0.06654563  0.        ]
[ 5.0134567  -2.66105808 -0.53114989 -0.41091185 -0.46910181],[-2.66105808  3.05734285 -0.67683243  1.32526693  0.43290293],[-0.53114989 -0.67683243  3.86334711 -0.34539248 -1.07795917],[-0.41091185  1.32526693 -0.34539248  2.19599678 -0.44764183],[-0.46910181  0.43290293 -1.07795917 -0.44764183  5.5720295 ]
[ 5.34875659  1.04436824 -2.08760402 -0.89996287 -2.68430627],[ 1.04436824  4.15719134 -0.99538398 -1.83612544 -1.72609515],[-2.08760402 -0.99538398  7.05666247 -0.98391974 -1.38999635],[-0.89996287 -1.83612544 -0.98391974  4.10321057  0.46148355],[-2.68430627 -1.72609515 -1.38999635  0.46148355  4.2792736 ]
