iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,-35.45814951918205,3.6500241499888574e-08,8.906023524688797,8.677854065179385,0.04099171981413315,0.006701923739893986,0.1,1.0
1,0.042755842208862305,-35.107895966583015,0.6993999081520709,2.334448721356924,0.0003453726578939095,1.3252582572017886,0.01636121305187393,0.1,1.132525825720179
2,0.10919499397277832,-35.182433981344914,0.02176765076201976,2.2449973006643007,0.00010558022488775383,1.2822944502658857,0.015830795682294885,0.33333333333333337,1.2607552707467675
3,0.20522308349609375,-35.38288518718604,0.06594704661847224,1.9500011713009635,0.00011964097788841465,1.1514181643600345,0.014215039066173265,1.1111111111111114,1.6445613255334457
4,0.24244904518127441,-35.71098414630598,0.1607056049103589,1.0781849227534406,0.0003225877608174128,0.8309896454914791,0.01025913142582073,1.1111111111111114,2.5678831538573115
5,0.2876608371734619,-35.809868604582,0.14250741863002675,0.6452757480171513,4.611992526860289e-05,0.5740924575632746,0.007101458572934086,1.1111111111111114,3.20576366226095
6,0.3379080295562744,-35.7794494882703,0.10183184446525792,0.4381093760630051,0.00029797801699396067,0.3894901665889481,0.005138413020980316,1.1111111111111114,3.6385305140264483
7,0.384274959564209,-35.719215582988255,0.06497013930166706,0.3100208969000852,1.4241538108477742e-05,0.2719280614615389,0.003950374616171878,1.1111111111111114,3.9406728045392696
8,0.4470391273498535,-35.656314272455795,0.04521232764023236,0.22621926059707248,0.00013679702647358355,0.19388390533461042,0.0032774607414779327,1.1111111111111114,4.15609936602217
9,0.491624116897583,-35.600902785293194,0.03266909830295873,0.1698631798993408,5.5060873575637824e-05,0.14040275517206657,0.0027932507804247783,1.1111111111111114,4.312102427324467
10,0.5405070781707764,-35.55478413982001,0.024400994714898944,0.13107212081422032,2.4667821081909308e-05,0.10278658494810555,0.002436552888015291,1.1111111111111114,4.426309743933473
11,0.6168820858001709,-35.51733569596904,0.018716461541295214,0.1039346964489992,3.424094849094704e-05,0.07586890642757727,0.0021576246014690546,1.1111111111111114,4.510608528853004
12,0.6923768520355225,-35.487232944826964,0.014696472530006508,0.08465405661765725,4.584816252072885e-05,0.056348750002718884,0.0019388824761544202,1.1111111111111114,4.573218251078247
13,0.7364950180053711,-35.46309262473736,0.01179168593359873,0.07069345585251155,3.020535123079696e-05,0.04203469935545456,0.001747651101694006,1.1111111111111114,4.619923472584308
14,0.7846009731292725,-35.443740024109346,0.009633436732856738,0.06036363599292725,5.136131944134152e-06,0.03146533276035779,0.001592422257945562,1.1111111111111114,4.65488495342915
