,RALM_1,RALM_2,RALM_3
0,1.0380758960300672e-27,0.01442302513522056,0.10426974968754305
1,0.45407189009806054,0.1049457522856002,-5.696610912790903e-28
2,-1.980303930657011e-27,0.05434732572415486,0.09368176174365264
3,0.06690796792438562,0.15616270600501883,-1.8111530942866732e-27
4,0.8884492345941912,0.15590224622500465,3.952695403899994e-28
5,,0.158264440437739,0.028978095868610925
6,,0.01916028909333818,0.019456371854307455
7,,0.026087469985112143,0.04026720470127379
8,,0.040202830344125785,-3.4795628708872015e-28
9,,0.038235332209188753,0.018171045977638123
10,,-9.478400934853103e-36,1.1477702296158824e-27
11,,0.13420672600465564,0.12078575279296148
12,,0.029226458643622374,0.24145537500520584
13,,0.29741045206165073,2.163719453550208e-27
14,,0.17387808628580292,0.03557599763123141
15,,0.1396439186552705,-5.347358143201404e-27
16,,0.05011740873308233,8.609216393880934e-27
17,,0.20372840723853605,0.07232186931467584
18,,6.255836148081302e-36,0.015431819421755172
19,,3.1816183363666904e-36,0.13456231583712583
20,,0.23831393661787936,3.8492777686148845e-27
21,,0.2755661393461984,0.08293216570180355
22,,-4.698779957105515e-36,0.07462895330718604
23,,0.09113724015073504,-7.429083234946627e-27
24,,0.21276076743256367,1.3672542279376868e-27
25,,0.06349533780075124,0.0020861489227949367
26,,0.16181729027695654,0.06745712287929478
27,,0.17212531877677664,0.026592826682796583
28,,0.04693657349536375,0.07375137394789769
29,,0.03518302548576447,0.04090793144608261
30,,0.036710136531806575,0.05206994915025917
31,,0.05746545484454195,0.07902491424673977
32,,0.02555385596751592,-2.169029627082712e-27
33,,0.11028249218812292,0.008411358101352205
34,,0.16774074914770473,0.050558460468230725
35,,0.0030934900381185053,0.08061704692664415
36,,0.04102304424468565,0.12175906821860016
37,,0.04357388673019764,0.01911622398375806
38,,-6.776646601978013e-36,0.02682997354391289
39,,-2.0934042232619558e-36,0.16963053879057136
40,,0.013646281458267531,7.093089701105372e-27
41,,0.007481772603567304,0.07219441842334501
42,,-3.2195007364576414e-36,0.1047135618865344
43,,0.05099646039015409,0.04080152377003298
44,,0.05267794121511386,0.1453759577708404
45,,0.19862071486849464,0.005649192198274329
46,,-4.215287358661933e-36,0.01932633024678684
47,,0.008298284011397896,0.08656065580298952
48,,-2.9319048888068028e-36,0.0287870458866818
49,,0.08616888843613409,0.009126526521535486
50,,0.049302353768365906,6.34656644613893e-28
51,,-3.5945982016141e-36,0.04795765119225245
52,,0.12440555203639792,0.10327318730949704
53,,1.2468320894391273e-35,0.04221654721483039
54,,0.010365833445162396,5.145409948072259e-28
55,,6.67319285467186e-36,0.10306493447261852
56,,7.728233300508245e-36,0.09010136958106048
57,,5.5270009695077126e-37,0.025069085097699378
58,,0.08830887133104103,0.07228806505182976
59,,-8.995769652923195e-36,0.01492296517613467
60,,0.09580212383779149,0.04198912152376187
61,,0.10948703184046477,0.0913495154663811
62,,0.2242617255362232,9.155159619170301e-27
63,,0.10583143765621802,0.02221268941851507
64,,0.01693566390440596,0.0397543528635365
65,,0.023141257397964975,0.053155662139531705
66,,-7.101781399462243e-36,0.07416993622777449
67,,0.0343635425412562,0.031512678723141015
68,,-1.834247220804912e-36,0.006545019530916955
69,,0.18953125115841712,0.06546675114781679
70,,0.14245589593811836,-7.647661216334409e-27
71,,0.045567181752156086,0.0775218407656649
72,,2.9286275456775527e-37,-2.5518665664635812e-27
73,,-7.151626100031925e-36,0.050902741275764614
74,,0.02297797143595479,0.059594726277067016
75,,0.012650813147253772,0.11721758138243492
76,,-1.1999921431541702e-35,0.06034306559796489
77,,0.01885580248905283,0.14964101562359647
78,,8.535790860068232e-37,0.09734629319478144
79,,0.016583407413157596,0.055060116690073865
80,,0.04957405865130784,0.0801011486043336
81,,-1.1215726123205902e-35,0.05704789610264555
82,,0.07971712175181384,0.026029996386895148
