iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
0,0.0,0.7975952691105745,1.2462222543165675e-15,4.564583779301644,3.723899318524946,2.639696752233697,0.0,0.0,0.0,0.0,1,,1.0,,,,,,,,,,
1,0.4554100036621094,0.7966457329941966,0.3082168916065485,0.010847928800026644,0.009002530352883726,0.0060478391059842155,0.0,0.0,0.00023589964811920883,1.4743728007450552e-05,1,0.004878009538855668,0.004878009538855668,unknown,9.0,3.287354367965961e-12,-873.4816583342558,-873.4816583342589,1.2114527053276324e-10,2.7793172310036888e-11,7.387479093976244e-07,1.0,134.0
2,0.8981459140777588,0.7946178180741993,0.4648266725773347,0.011438716633265908,0.010664090316377106,0.004137803274722735,0.0,0.0,0.0,0.0,1,0.002826486709458364,0.002826486709458364,unknown,9.0,3.426175649632882e-12,-1625.4698614726672,-1625.4698614726697,1.8791357164146882e-10,5.473110405310995e-13,8.20831010441805e-07,1.0,133.0
3,1.343980312347412,0.7945519368867384,0.01165316593618116,0.012423303467196405,0.010802249204245088,0.006135949899358744,0.0,0.0,0.0,0.0,1,0.004217422556650763,0.004217422556650763,unknown,9.0,4.284134519077477e-12,-7030.680234682195,-7030.6802346822005,4.784081308100218e-10,8.957131475367491e-13,9.82741173483224e-09,1.0,175.0
4,1.7874343395233154,0.7945460942281756,0.0011003850549582877,0.011933282412961432,0.01114348500723373,0.004269188569394855,0.0,0.0,0.0,0.0,1,0.003441020141807774,0.003441020141807774,unknown,9.0,1.3785383929997304e-11,-7980.493905025845,-7980.493905025861,6.797227369721315e-10,9.937340799809846e-13,8.709974208216501e-10,1.0,198.0
5,2.23089599609375,0.7945459709807252,2.03303470363252e-05,0.012366325443065491,0.01083560253253662,0.005959506919188802,0.0,0.0,2.8908370752755985e-08,1.806773172047249e-09,1,0.003951924640911084,0.003951924640911084,unknown,9.0,1.1881332461350279e-11,-8180.9488008317,-8180.948800831715,4.583943594093108e-10,7.456281683191574e-13,1.5893964098094157e-11,1.0,236.0
6,2.6946277618408203,0.7945459709807252,2.1752519357232577e-15,0.011869493507210734,0.010982048891036223,0.004503274172396361,0.0,0.0,2.8908370808267136e-08,1.806773175516696e-09,1,0.00350852670461515,0.00350852670461515,unknown,9.0,2.655502902617797e-12,-8110.143629712528,-8110.143629712529,3.846096533562724e-10,1.7226104217648303e-12,1.2269498553991946e-21,1.0,457.0
7,3.1539340019226074,0.7945459709807252,1.2845764968856407e-15,0.011873213314676329,0.010473841995512986,0.0055921219825751396,0.0,0.0,2.8908370808267136e-08,1.806773175516696e-09,1,0.0036928864537956727,0.0036928864537956727,unknown,9.0,3.009548139570702e-11,-8640.594624243808,-8640.594624243839,4.136442523803776e-10,9.400023471500124e-13,3.1187419105124216e-22,1.0,470.0
8,3.615776777267456,0.7945459709807252,1.9042491888974484e-15,0.012164281491005074,0.010940020758286097,0.005318429279387123,0.0,0.0,2.8908370752755985e-08,1.806773172047249e-09,1,0.003929547940062656,0.003929547940062656,unknown,8.0,1.4376773215595448e-10,-8142.885903210869,-8142.885903211014,2.527593345311914e-10,9.34577483954132e-13,6.520514581032034e-22,1.0,463.0
9,4.078297853469849,0.7945459709807252,1.4388880305084833e-15,0.011368553336198142,0.010127001204596307,0.0051660286061201,0.0,0.0,2.8908370863778288e-08,1.806773178986143e-09,1,0.00325109786653429,0.00325109786653429,unknown,9.0,2.1049972739733503e-11,-8770.801443769024,-8770.801443769049,3.619581914102295e-10,1.470425384088283e-12,8.944464445860129e-22,1.0,460.0
10,4.543543577194214,0.7945459709807252,8.222076894582198e-16,0.012726627673336691,0.011513780623956074,0.005422168171342275,0.0,0.0,2.8908370863778288e-08,1.806773178986143e-09,1,0.005038211726805988,0.005038211726805988,unknown,8.0,2.3270420122035833e-10,-7647.887087380326,-7647.887087380557,5.968028749259963e-10,1.4357650409162614e-12,3.1187419105124216e-22,1.0,470.0
11,5.009109020233154,0.7945459709807252,1.7654815269484702e-15,0.012104754615560747,0.010948764970243881,0.005162327956306536,0.0,0.0,2.8908370863778288e-08,1.806773178986143e-09,1,0.0030365250032820487,0.0030365250032820487,unknown,9.0,9.099111591445249e-13,-8282.020530138365,-8282.020530138367,3.3525016508670664e-10,1.3030307105504766e-12,3.8502986549536067e-22,1.0,468.0
12,5.468557357788086,0.7945459709807252,2.026370878672215e-15,0.013389021547590108,0.0116376846061716,0.006620437674978377,0.0,0.0,2.8908370808267136e-08,1.806773175516696e-09,1,0.004986315746993111,0.004986315746993111,unknown,8.0,1.8032505411870198e-10,-6914.728411421832,-6914.728411422013,4.706227749943714e-10,8.143092807857927e-13,9.938293828733477e-22,1.0,459.0
13,5.93203067779541,0.7945459709807252,2.104693604444091e-15,0.01224520929679051,0.01124439617726763,0.004848577660512224,0.0,0.0,2.8908370863778288e-08,1.806773178986143e-09,1,0.0038247987543332976,0.0038247987543332976,unknown,9.0,1.3226490820160982e-11,-7625.852599136528,-7625.85259913654,3.873452510164955e-10,1.2889840752007508e-12,6.520514581032034e-22,1.0,463.0
14,6.395188093185425,0.7945459709807252,6.753401253851294e-16,0.012604993633149998,0.011078710362590224,0.006012324109090618,0.0,0.0,2.8908370863778288e-08,1.806773178986143e-09,1,0.004775464891036119,0.004775464891036119,unknown,8.0,3.523698686023782e-10,-7644.977949770075,-7644.977949770431,4.4312429598281834e-10,1.4312472025889665e-12,5.779091723997882e-23,1.0,486.0
15,6.85741662979126,0.7945459709807252,1.6776130369836094e-15,0.01176417071643992,0.010810997984193391,0.004638753628990579,0.0,0.0,2.8908370863778288e-08,1.806773178986143e-09,1,0.003564442556311479,0.003564442556311479,unknown,9.0,1.0900648483079623e-11,-8071.283901017676,-8071.283901017687,3.0444883885559337e-10,9.13163882021769e-13,7.245016201146704e-22,1.0,462.0
16,7.320458173751831,0.7945459709807252,2.294167697912632e-15,0.012438598897681194,0.011038065260746157,0.005734096078377915,0.0,0.0,2.8908370863778288e-08,1.806773178986143e-09,1,0.004536060728428156,0.004536060728428156,unknown,9.0,1.1404144003329782e-11,-7621.6530938941,-7621.653093894116,6.901122767486921e-10,1.1832532539466345e-12,5.779091723997882e-23,1.0,486.0
