iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,mu,maxabsLagmult,num_inner,inner_status,TR_radius,normdx,min_primal_feasibility,min_dual_feasibility,complementarity,mineigval_TRS_quadratic,ared/pred,radius_update,dual_clipping
2,1.4970941543579102,-0.7962739399728629,0.049139440116295625,0.5148993090140632,0.44958302621417606,0,0.0,0.023862921099341006,0.4972263545250345,2.0,successful,1.0,0.11009304938628495,0.045358054912694235,0.15985966913479902,0.00245409921794744,,0.9670546092687093,unchanged,False
2,1.5693979263305664,-0.9328133137799872,0.1586071834741288,0.2771605044240768,0.1427132766799703,0,0.0,0.023862921099341006,0.40834613151125576,3.0,successful,1.0,0.025565346925128768,0.0560815887055026,0.14787092342842278,0.0011411596018699927,,1.0256308458535168,unchanged,False
2,1.636244297027588,-0.9260332850982668,0.1537472152259697,0.24587158446041532,0.05521474995869873,0,0.0,0.023862921099341006,0.4753648812057195,4.0,successful,1.0,0.014393121195605036,0.049228631012030476,0.1432485476086994,0.0004737885391798026,,0.9586675786908645,unchanged,False
2,1.6753041744232178,-0.9359695740014281,0.00492709581932476,0.23943299489445702,0.01979599791500284,0,0.0,0.0024103570149386173,0.44921838904740086,5.0,converged,1.0,0.004927135690264959,0.05290624704083657,0.14245873351487695,9.761031587655409e-05,,,,
3,1.7943332195281982,-0.9359695740014281,1.4901161193847656e-08,0.6344472066073664,0.6321217849317379,0,0.0,0.0024103570149386173,0.3548376819239301,1.0,successful,1.0,0.12945113775308673,0.016344880647120297,-0.01032448910385056,0.02458020459323097,,1.649624067581985,unchanged,True
3,1.9147229194641113,-1.0719766942281885,0.12873522559605577,0.42099762846924405,0.41918013317553765,0,0.0,0.0024103570149386173,0.3548376819239301,2.0,primal_infeasible,1.0,0.15806289735080634,-0.013476680006046215,0.011138171797029653,0.013477928388441073,,,,
3,1.9908781051635742,-1.0719766942281885,0.12873522559605577,0.42099762846924405,0.41918013317553765,0,0.0,0.0024103570149386173,0.3548376819239301,3.0,primal_infeasible,0.1422566076157257,0.1422566076157257,-0.010538999665083143,0.011260867282288544,0.010423291755696002,,,,
3,2.065122127532959,-1.0719766942281885,0.12873522559605577,0.42099762846924405,0.41918013317553765,0,0.0,0.0024103570149386173,0.3548376819239301,4.0,primal_infeasible,0.12803094685415314,0.12803094685415317,-0.007881769530667637,0.011371293219021545,0.008082818980195004,,,,
3,2.1236672401428223,-1.0719766942281885,0.12873522559605577,0.42099762846924405,0.41918013317553765,0,0.0,0.0024103570149386173,0.3548376819239301,5.0,primal_infeasible,0.11522785216873786,0.11522785216873786,-0.0054807418279028425,0.011470676562081249,0.006323763823947765,,,,
3,2.1808390617370605,-1.0719766942281885,0.12873522559605577,0.42099762846924405,0.41918013317553765,0,0.0,0.0024103570149386173,0.3548376819239301,6.0,primal_infeasible,0.10370506695186407,0.10370506695186406,-0.003313050386715967,0.01156012157083498,0.0050356976810837515,,,,
3,2.21803617477417,-1.0719766942281885,0.12873522559605577,0.42099762846924405,0.41918013317553765,0,0.0,0.0024103570149386173,0.3548376819239301,7.0,primal_infeasible,0.09333456025667765,0.09333456025667765,-0.0013573490081954733,0.011640622078713338,0.0041228124711030194,,,,
3,2.4075491428375244,-1.0719766942281885,0.12873522559605577,0.597883948481923,0.5970986879726135,0,0.0,0.0024103570149386173,0.49345831823595576,8.0,successful,0.08400110423100988,0.08400110423100988,0.00040613418698192484,0.011713072535803861,0.0034976237431353497,,0.9811327441776,expanded,False
3,2.890130043029785,-1.143693736823428,0.21027506959862222,0.4688446310586109,0.4682302443398039,0,0.0,0.0024103570149386173,0.23593214123592984,9.0,successful,0.16800220846201977,0.0047180211950779635,0.005108157375913195,0.011219112681766476,0.001277425355880635,,0.37778257370294227,unchanged,True
3,2.932638168334961,-1.1427716490967055,0.2094705952650841,0.4785667720486281,0.47790317547506966,0,0.0,0.0024103570149386173,0.17862641271133928,10.0,successful,0.16800220846201977,0.05067026132842849,0.012376301646781109,-0.4935502396619985,0.015240620766921722,,1.3004089118847029,unchanged,True
3,2.9721052646636963,-1.168573105363957,0.24668612252841454,0.4513664402832262,0.4507393486830344,0,0.0,0.0024103570149386173,0.17862641271133928,11.0,primal_infeasible,0.16800220846201977,0.16800220846201974,-0.05813139664952117,0.008739396383096945,0.017388592661643984,,,,
3,3.021522045135498,-1.168573105363957,0.24668612252841454,0.4513664402832262,0.4507393486830344,0,0.0,0.0024103570149386173,0.17862641271133928,12.0,primal_infeasible,0.15120198761581777,0.15120198761581774,-0.049886722246870026,0.008927135846101737,0.014469299391876026,,,,
3,3.0712339878082275,-1.168573105363957,0.24668612252841454,0.4513664402832262,0.4507393486830344,0,0.0,0.0024103570149386173,0.17862641271133928,13.0,primal_infeasible,0.13608178885423597,0.13608178885423597,-0.04241971419928163,0.009096101362806051,0.01205891278216464,,,,
3,3.155893325805664,-1.168573105363957,0.24668612252841454,0.4513664402832262,0.4507393486830344,0,0.0,0.0024103570149386173,0.17862641271133928,14.0,primal_infeasible,0.12247360996881237,0.12247360996881237,-0.03566542431310675,0.009248170327839932,0.010067792801349366,,,,
3,3.2150230407714844,-1.168573105363957,0.24668612252841454,0.4513664402832262,0.4507393486830344,0,0.0,0.0024103570149386173,0.17862641271133928,15.0,primal_infeasible,0.11022624897193115,0.11022624897193113,-0.02956198149027761,0.009385032396370426,0.00842180644910636,,,,
3,3.297163963317871,-1.168573105363957,0.24668612252841454,0.4513664402832262,0.4507393486830344,0,0.0,0.0024103570149386173,0.17862641271133928,16.0,primal_infeasible,0.09920362407473803,0.09920362407473803,-0.024051166610007543,0.00950820825804787,0.0070598007389577975,,,,
3,3.3784310817718506,-1.168573105363957,0.24668612252841454,0.4513664402832262,0.4507393486830344,0,0.0,0.0024103570149386173,0.17862641271133928,17.0,primal_infeasible,0.08928326166726422,0.08928326166726422,-0.01907871216280762,0.009619066533557569,0.00593142828776562,,,,
3,3.431709051132202,-1.168573105363957,0.24668612252841454,0.4513664402832262,0.4507393486830344,0,0.0,0.0024103570149386173,0.17862641271133928,18.0,primal_infeasible,0.0803549355005378,0.08035493550053778,-0.014594403938117218,0.0097188389815163,0.004995298139219909,,,,
3,3.5112669467926025,-1.168573105363957,0.24668612252841454,0.4513664402832262,0.4507393486830344,0,0.0,0.0024103570149386173,0.17862641271133928,19.0,primal_infeasible,0.07231944195048401,0.07231944195048401,-0.010552044598783773,0.009808634184679156,0.00421741753955112,,,,
3,3.5714330673217773,-1.168573105363957,0.24668612252841454,0.4513664402832262,0.4507393486830344,0,0.0,0.0024103570149386173,0.17862641271133928,20.0,primal_infeasible,0.06508749775543561,0.0650874977554356,-0.006909324426717001,0.009889449867525726,0.0035698883276237556,,,,
3,3.6644022464752197,-1.168573105363957,0.24668612252841454,0.4513664402832262,0.4507393486830344,0,0.0,0.0024103570149386173,0.17862641271133928,21.0,primal_infeasible,0.058578747979892036,0.058578747979892036,-0.0036276328386785866,0.00996218398208764,0.003029822525948255,,,,
3,3.7054712772369385,-1.168573105363957,0.24668612252841454,0.4513664402832262,0.4507393486830344,0,0.0,0.0024103570149386173,0.17862641271133928,22.0,primal_infeasible,0.052720873181902835,0.05272087318190283,-0.0006718351343446743,0.010027644685193363,0.002578444319594908,,,,
3,3.767364978790283,-1.168573105363957,0.24668612252841454,0.37434294979615595,0.3734979332821691,0,0.0,0.0024103570149386173,0.17543039320882936,23.0,successful,0.047448785863712546,0.04744878586371254,0.0019899680574393106,0.010086559317988514,0.0022003490178730354,,0.7851926938550682,unchanged,False
3,3.850147008895874,-1.1981186738492702,0.2831382450191934,0.28717912570298215,0.2861687666269427,0,0.0,0.0024103570149386173,0.19997362982820138,24.0,successful,0.047448785863712546,0.015475077774194776,0.012256388918071357,0.01007026523898525,0.0009545042324077788,,0.31347193318319677,unchanged,False
3,3.900191307067871,-1.1962632629766952,0.2838769989262348,0.29012768611319095,0.28911559029793865,0,0.0,0.0024103570149386173,0.19997362982820138,25.0,primal_infeasible,0.047448785863712546,0.04744878586371255,-0.004384917551991429,0.009587440123031967,0.004154064872971375,,,,
3,3.949057102203369,-1.1962632629766952,0.2838769989262348,0.29012768611319095,0.28911559029793865,0,0.0,0.0024103570149386173,0.19997362982820138,26.0,primal_infeasible,0.0427039072773413,0.0427039072773413,-0.0022661879345440114,0.009635851348617736,0.0032575837222194263,,,,
3,3.9818038940429688,-1.1962632629766952,0.2838769989262348,0.29012768611319095,0.28911559029793865,0,0.0,0.0024103570149386173,0.19997362982820138,27.0,primal_infeasible,0.03843351654960717,0.03843351654960718,-0.00035855084576431,0.009679421451644929,0.0025419664704177305,,,,
3,4.03407621383667,-1.1962632629766952,0.2838769989262348,0.26532824541596567,0.26412969673050735,0,0.0,0.0024103570149386173,0.32706511799467475,28.0,successful,0.03459016489464646,0.03459016489464646,0.0013588657448743826,0.009718634544369402,0.001971870361796278,,0.70043027704538,unchanged,False
3,4.104910135269165,-1.2143135803092249,0.30866319405946246,0.2310684509954508,0.22981848485514708,0,0.0,0.0024103570149386173,0.22673397012437035,29.0,successful,0.03459016489464646,0.006499879129844573,0.007786338681854072,0.009726646088071842,0.0006449303021274828,,0.5572473724372009,unchanged,False
3,4.205709934234619,-1.2130796805258566,0.30828401314612813,0.26838743696527995,0.26725536684670553,0,0.0,0.0024103570149386173,0.22479002839314147,30.0,successful,0.03459016489464646,0.034590164894646454,0.010204130536367739,0.009387031465036923,0.0009346374479874368,,1.0100130785179988,unchanged,False
3,4.245774984359741,-1.2244914025187192,0.3310783686083615,0.25733523322271806,0.2562189607006689,0,0.0,0.0024103570149386173,0.22479002839314147,31.0,primal_infeasible,0.03459016489464646,0.034590164894646454,-0.00334356685046025,0.009158975781160518,0.003384395261412343,,,,
3,4.287421226501465,-1.2244914025187192,0.3310783686083615,0.25733523322271806,0.2562189607006689,0,0.0,0.0024103570149386173,0.22479002839314147,32.0,primal_infeasible,0.03113114840518181,0.03113114840518181,-0.0015112978837982618,0.009183489869410677,0.0028413263799003698,,,,
3,4.344835042953491,-1.2244914025187192,0.3310783686083615,0.25733523322271806,0.2562189607006689,0,0.0,0.0024103570149386173,0.22479002839314147,33.0,unsuccessful,0.02801803356466363,0.028018033564663633,0.00013809858205195375,0.009205552548835821,0.0023914808957805136,,-0.7983361753168627,reduced,
3,4.413105010986328,-1.2244914025187192,0.3310783686083615,0.20322905984092293,0.20178076421061122,0,0.0,0.0024103570149386173,0.21547718019169187,34.0,successful,0.007004508391165907,0.007004508391165908,0.011145178870964388,0.009354475634955535,0.00031924527048205343,,0.9696152971807313,unchanged,False
3,4.456449031829834,-1.2273314280877208,0.3352064126698625,0.17429768058956424,0.1726027264836076,0,0.0,0.0024103570149386173,0.24793288412498554,35.0,successful,0.007004508391165907,0.007004508391165907,0.009197798068749194,0.009299515035940816,0.00012999661833818302,,0.9904952312816874,expanded,False
3,4.539304256439209,-1.2300642217595894,0.3397937729522865,0.16174426723128726,0.15990387828823152,0,0.0,0.0024103570149386173,0.26456606890812073,36.0,successful,0.014009016782331815,0.014009016782331815,0.009103862416151283,0.009187836465773614,1.805898299526288e-05,,0.9991977263352515,expanded,False
3,4.61452317237854,-1.2345759260205533,0.3489649470066082,0.1400165815352698,0.13784873860078933,0,0.0,0.0024103570149386173,0.25273812275743746,37.0,successful,0.02801803356466363,0.02801803356466364,0.009513877795771711,0.008982629391440289,7.460339669667089e-05,,0.9962597628498835,unchanged,False
3,4.717686891555786,-1.2428338636498237,0.3674052033887025,0.1192846031342697,0.11672406478250118,0,0.0,0.0024103570149386173,0.3109770516260137,38.0,successful,0.02801803356466363,0.028018033564663626,0.007341792255973183,0.008821480142340797,0.00015033738648348867,,0.9906446871171155,unchanged,False
3,4.799753189086914,-1.2505633156021845,0.3853406247832756,0.12441951387214999,0.12206609341943657,0,0.0,0.0024103570149386173,0.2308472102060442,39.0,successful,0.02801803356466363,0.0060245685983513035,0.010368104358294142,0.008806521727897502,0.0005433842060302304,,1.1818616687885377,unchanged,False
3,4.922019958496094,-1.2506804186410578,0.38759518476690996,0.12907758897442054,0.12681708144340822,0,0.0,0.0024103570149386173,0.2308472102060442,40.0,unsuccessful,0.02801803356466363,0.0178200163364556,0.002122617056158323,0.00873701470689953,0.0016628272560088582,,-0.6953811507947683,reduced,
3,4.994415998458862,-1.2506804186410578,0.38759518476690996,0.08282503148404756,0.07919516334331977,0,0.0,0.0024103570149386173,0.2698739930398634,41.0,successful,0.007004508391165907,0.0070045083911659065,0.007590927319612394,0.00877931959397217,0.00036178339554661495,,0.8843060653257835,unchanged,False
3,5.058017015457153,-1.2528935904751077,0.39153827993537554,0.10915989038956095,0.10646733805782208,0,0.0,0.0024103570149386173,0.2318135020341123,42.0,successful,0.007004508391165907,0.006188239392035751,0.010391795501641344,0.008759132122353358,0.00035703559065457187,,1.1048395168127216,unchanged,False
3,5.138983249664307,-1.2529721888512464,0.39391129255764407,0.07314855081006125,0.06900610999697591,0,0.0,0.0024103570149386173,0.27649992199871304,43.0,successful,0.007004508391165907,0.007004508391165907,0.007190875560282946,0.008736749297880795,0.00042209219428278745,,0.8095742644956189,expanded,False
3,5.254047155380249,-1.2552130368093026,0.3976092931762116,0.08002787526212451,0.07632208852094224,0,0.0,0.0024103570149386173,0.23102275902118863,44.0,successful,0.014009016782331815,0.004108101059867342,0.010395008912327159,0.008727156273734497,0.0002067258191879092,,1.054616067515083,unchanged,False
3,5.329540967941284,-1.254945950507235,0.3987264266392228,0.10792125873477242,0.10511978885453443,0,0.0,0.0024103570149386173,0.35032994672321227,45.0,successful,0.014009016782331815,0.013433304229400594,0.004586166495747619,0.008681786150937693,0.0008038216265759805,,0.3898295903718811,unchanged,False
3,5.3968000411987305,-1.2588622675991052,0.40647140404483073,0.05507702406523983,0.049563676057884136,0,0.0,0.0024103570149386173,0.24718418833703898,46.0,successful,0.014009016782331815,0.0037027548310655353,0.00823047215095965,0.00868077625599501,0.0003759144950750423,,1.0028594320725188,unchanged,False
3,5.471621036529541,-1.2580747856768526,0.4063933657169989,0.07453552382502844,0.07053269389988699,0,0.0,0.0024103570149386173,0.23258855609787346,47.0,successful,0.014009016782331815,0.004950739740132133,0.010363038747785124,0.008668488198736085,0.00013106981423879871,,1.0359987611275692,unchanged,False
3,5.540402173995972,-1.2580521101596973,0.40825885911455506,0.05700243908056438,0.05158419151719397,0,0.0,0.0024103570149386173,0.2909413642631992,48.0,successful,0.014009016782331815,0.005769709255627085,0.007021148609533978,0.0086568347792317,0.0003676184226255482,,0.6400625003635994,unchanged,False
3,5.592597246170044,-1.259831323378601,0.41092225166627183,0.048546548900954924,0.042165809518950575,0,0.0,0.0024103570149386173,0.2404831382060848,49.0,successful,0.014009016782331815,0.0027232408923300094,0.009502332108761474,0.008653903527319698,0.0001252065241739733,,1.0381387191150608,unchanged,False
3,5.661413192749023,-1.2594069794476228,0.4112485243198461,0.05570709983333003,0.05010733501448731,0,0.0,0.0024103570149386173,0.29540323580607114,50.0,successful,0.014009016782331815,0.014009016782331813,0.007852121105706156,0.008615812316792638,9.295044843276528e-05,,0.9806862090573464,unchanged,False
3,5.714690923690796,-1.2622743176554594,0.4191633512571084,0.0358287577576703,0.026539889415136415,0,0.0,0.0024103570149386173,0.24579348093389858,51.0,successful,0.014009016782331815,0.0018067733234305536,0.009478211166352866,0.008615388526243661,8.067460074015953e-05,,1.0797730321205168,unchanged,False
3,5.848637104034424,-1.261969192439596,0.419362888367856,0.05628629593914452,0.0507611157806693,0,0.0,0.0024103570149386173,0.30434282948686536,52.0,successful,0.014009016782331815,0.014009016782331813,0.007547929589456997,0.008590058208480175,0.00011478121996357745,,0.945193208907805,unchanged,False
3,5.9747560024261475,-1.2643826819397894,0.4265492629311954,0.026997240124627606,0.012233472501652905,0,0.0,0.0024103570149386173,0.2541542084455498,53.0,successful,0.014009016782331815,0.0016479129190894606,0.009164577362615368,0.008590784262687761,8.11414949903578e-05,,1.0750886594528426,unchanged,False
3,6.064604043960571,-1.2640463183096284,0.4265056565777132,0.02905697956765538,0.016220506447623243,0,0.0,0.0024103570149386173,0.24385442736143798,54.0,successful,0.014009016782331815,0.0013553364703811296,0.009855228722319968,0.008589904633980043,7.21050613856231e-06,,1.0094703085059864,unchanged,False
3,6.177045106887817,-1.2640954489300344,0.42695946218678166,0.026372747305944803,0.010657260559768277,0,0.0,0.0024103570149386173,0.2628350144274804,55.0,successful,0.014009016782331815,0.0009243742545763791,0.009117316680723903,0.008589439353268972,1.4009354730426554e-05,,0.9516517064243343,unchanged,False
3,6.305906057357788,-1.2643035394685285,0.42723736645746485,0.027009907621611335,0.012202916589640806,0,0.0,0.0024103570149386173,0.24792224183481218,56.0,successful,0.014009016782331815,0.0008646537392656672,0.009687904554697388,0.008588908044813893,8.510135986156402e-06,,1.0303282050706744,unchanged,False
3,6.460479974746704,-1.2642337831434924,0.4274454697010616,0.026296804127756663,0.010465819969517492,0,0.0,0.0024103570149386173,0.26397971767199635,57.0,successful,0.014009016782331815,0.0008277850943589616,0.009094758632496066,0.008588412737056348,9.525263539083327e-06,,0.9588505244359835,unchanged,False
3,6.6216630935668945,-1.2644482636472094,0.4277499192988085,0.025961165646862648,0.009663259642191663,0,0.0,0.0024103570149386173,0.25052677894838304,58.0,successful,0.014009016782331815,0.0006761401677240955,0.009594326749532188,0.008588036669965023,6.721277799119698e-06,,1.028216589676051,unchanged,False
3,6.7563440799713135,-1.2643733063905847,0.427883922739392,0.02623590438259987,0.010314727491524803,0,0.0,0.0024103570149386173,0.26469938462602804,59.0,successful,0.014009016782331815,0.0008172828173672571,0.009078389364741047,0.008587489254190256,7.31305169104259e-06,,0.9648935167378483,unchanged,False
3,6.845623970031738,-1.264574189437172,0.4282025185547005,0.02533923792970467,0.007840905607665895,0,0.0,0.0024103570149386173,0.2523039490250005,60.0,successful,0.014009016782331815,0.0005656690760860739,0.009531141168295914,0.00858720827838385,5.612475410118011e-06,,1.026434746604143,unchanged,False
3,7.173245191574097,-1.2644973171540215,0.42829232550889346,0.026173164330988194,0.010155300093277633,0,0.0,0.0024103570149386173,0.26519916274221683,61.0,successful,0.014009016782331815,0.000847925724876945,0.009066247671235556,0.008586590584214703,5.99593625891683e-06,,0.9691788682560544,unchanged,False
3,7.257670164108276,-1.2646923721079961,0.42863465420125924,0.02492217891057158,0.006365410244425655,0,0.0,0.0024103570149386173,0.2536410589791572,62.0,successful,0.014009016782331815,0.0004905961947003194,0.009483986742562902,0.0085863771974255,4.828581292499557e-06,,1.0249162029082914,unchanged,False
3,7.343925952911377,-1.2646149499911798,0.4286937242130297,0.026095971152517324,0.009954533584971037,0,0.0,0.0024103570149386173,0.26553076984535096,63.0,successful,0.014009016782331815,0.0009192561429887798,0.009058447371210507,0.008585660509334531,5.060941918275155e-06,,0.9728761582353265,unchanged,False
3,7.445454120635986,-1.2648100873421608,0.42907252754306113,0.02462188402039126,0.0050634566431224885,0,0.0,0.0024103570149386173,0.2547022568933481,64.0,successful,0.014009016782331815,0.0004339398240221801,0.009446913798008515,0.008585500671599362,4.206753161072596e-06,,1.0235343112469604,unchanged,False
3,7.559203147888184,-1.2647327538437911,0.429107782295347,0.025971006884646042,0.009620640610488503,0,0.0,0.0024103570149386173,0.26563787833060043,65.0,successful,0.014009016782331815,0.0010487906321629094,0.009057822656150903,0.008584634200212665,4.257252531943362e-06,,0.9768664361145354,unchanged,False
3,7.607512950897217,-1.2649337149044557,0.4295430801805349,0.0243965091076586,0.0038189449106589093,0,0.0,0.0024103570149386173,0.2555679297552531,66.0,successful,0.014009016782331815,0.0003852369010185583,0.009417213589364723,0.00858452143115458,3.619235323878701e-06,,1.0220499437835349,unchanged,False
3,7.665847063064575,-1.264857468270828,0.4295583413064094,0.025692590239987538,0.008838314539854517,0,0.0,0.0024103570149386173,0.2652127716627449,67.0,successful,0.014009016782331815,0.0012792485657288596,0.009075972806742848,0.00858340889538959,3.296481415248697e-06,,0.982621191860934,unchanged,False
3,7.743340015411377,-1.265070022346305,0.43008400081289944,0.02422732074247491,0.0025168155395826623,0,0.0,0.0024103570149386173,0.2562697950905949,68.0,successful,0.014009016782331815,0.00033010240972915857,0.00939443102890786,0.008583343052113092,2.848100802988619e-06,,1.0197791876838471,unchanged,False
3,7.819751024246216,-1.2649982244986329,0.4300817771028113,0.024914844976598308,0.006224436497296517,0,0.0,0.0024103570149386173,0.26282425858162356,69.0,successful,0.014009016782331815,0.0016282441897906119,0.009165256660060852,0.008581861668449018,1.526242550674732e-06,,0.9929036928830071,unchanged,False
3,7.880423069000244,-1.2651608907174785,0.0002193654457165302,0.024120675765540705,0.0009117379961864209,0,0.0,6.152530896356189e-05,0.2567694119597602,70.0,converged,0.014009016782331815,0.00021936544749095454,0.009382129306643271,0.008581848593904606,1.3131901243377713e-06,,,,
4,7.922267198562622,-1.2651608907174785,1.4901161193847656e-08,0.024120675765540705,0.0009117379961864209,0,0.0,6.152530896356189e-05,0.2567694119597602,1.0,primal_infeasible,1.0,0.04570805036382027,-0.007630126134937021,9.82615701559577e-05,0.004631929382484577,,,,
4,7.977910995483398,-1.2651608907174785,1.4901161193847656e-08,0.024120675765540705,0.0009117379961864209,0,0.0,6.152530896356189e-05,0.2567694119597602,2.0,primal_infeasible,0.041137245327438246,0.04113724532743825,-0.005931053963801183,0.00011034091907381575,0.0034476452132659124,,,,
4,8.030962228775024,-1.2651608907174785,1.4901161193847656e-08,0.024120675765540705,0.0009117379961864209,0,0.0,6.152530896356189e-05,0.2567694119597602,3.0,primal_infeasible,0.037023520794694426,0.037023520794694426,-0.0044012349167370955,0.0001212123330998887,0.0026324162862669765,,,,
4,8.088691234588623,-1.2651608907174785,1.4901161193847656e-08,0.024120675765540705,0.0009117379961864209,0,0.0,6.152530896356189e-05,0.2567694119597602,4.0,primal_infeasible,0.03332116871522498,0.03332116871522498,-0.0030239341220634854,0.0001309966057233547,0.0021221506280104173,,,,
4,8.157130241394043,-1.2651608907174785,1.4901161193847656e-08,0.024120675765540705,0.0009117379961864209,0,0.0,6.152530896356189e-05,0.2567694119597602,5.0,primal_infeasible,0.029989051843702486,0.029989051843702482,-0.0017840361736208667,0.00013980245108447496,0.00184450771612505,,,,
4,8.18613314628601,-1.2651608907174785,1.4901161193847656e-08,0.024120675765540705,0.0009117379961864209,0,0.0,6.152530896356189e-05,0.2567694119597602,6.0,primal_infeasible,0.026990146659332234,0.026990146659332238,-0.0006678982437525679,0.0001477277119094813,0.0017165221438744116,,,,
