iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter
0,0.0,-5.2009569270457836e-05,2.1073424255447017e-08,4.40835500093523,3.9686810854908128,1.919157173328468,0.0,0,0.0,0.0,88.06998479414199,0.5,1.0,1.0,,,
1,0.9146077632904053,-0.003446476164333884,0.5346393516059934,3.4310618912829893,2.8666462363720306,1.8853448112503126,0.0,0,0.0,0.0,55.24886672659585,0.5,0.8468716791031685,1.2344819549372736,0.25,True,2.0
2,1.779202938079834,-0.007073160798920446,0.9228795177385749,2.057524354762745,1.3079219498493162,1.588315651960735,0.0,0,0.000182430146558368,4.242561547869024e-06,17.723638842609432,0.5,0.5313440819871811,1.7601398341377892,0.5,True,1.0
3,2.6615488529205322,-0.007215168929267596,0.3199470147617566,1.4909687370378863,0.6257362596081205,1.3533077483181037,0.0,0,0.0002049934788504996,6.336988032267487e-06,6.85765731787846,0.5,0.35477823708401574,2.4242053491720448,0.5,True,1.0
4,3.5503463745117188,-0.006925122751930463,0.20790346986352673,1.0835495744815014,0.27009262766836695,1.0493472126277716,0.0,0,0.0001902846390355095,1.3582162543919859e-05,2.902250141712748,0.5,0.24177844766985712,3.0798447318813205,0.5,True,1.0
5,4.41816258430481,-0.007155549933252963,0.3056188401128659,0.7845569407111735,0.15563031127383178,0.7689658792603661,0.0,0,0.00020480480311634293,3.735289720619716e-05,1.287513088580523,0.5,0.16492780650654562,3.1478848068122804,0.5,True,1.0
6,5.279632806777954,-0.007348011778593536,0.07912132252360371,0.6165819076877099,0.07795191892878578,0.6116341369177565,0.0,0,0.0002159662462860364,5.022639131115763e-05,0.6428241648744041,0.5,0.11803477413461239,4.15934040956889,0.5,True,1.0
7,6.139551401138306,-0.0072235372273318655,0.0411595617114722,0.4820584044675689,0.04557196770765854,0.47989902009986174,0.0,0,0.00020871506051999027,5.0595938707803226e-05,0.3315988225613535,0.5,0.08498178920400792,5.623203426689996,0.5,True,1.0
8,6.992271900177002,-0.0065136047078788,0.022219687113417225,0.38129712908449925,0.1107915421157174,0.36484582105667246,0.0,0,0.00016970516389659172,3.932167341765517e-05,0.18294209583546187,0.5,0.0610836467354113,7.757100735173441,0.5,True,1.0
9,7.865875244140625,-0.006217882302038608,0.08351264095752824,0.3564156705612081,0.12096616712402813,0.33525984332625963,0.0,0,0.000154637446691151,2.412269557073356e-05,0.1586756161501874,0.5,0.056323008227961616,8.52412360711079,0.125,True,3.0
10,8.738389015197754,-0.00551394802543931,0.08671951743330109,0.35771448241818715,0.21360618366124853,0.2869355066789845,0.0,0,0.00012155748752793377,1.54168645621433e-05,0.14924552105757175,0.5,0.047853066014758215,10.626527962305477,0.25,True,2.0
11,9.610963344573975,-0.005177426639111549,0.043149636565886086,0.3410877490060031,0.21317384053901686,0.2662662583039095,0.0,0,0.00010071578816748984,1.3051974703564574e-05,0.13454736628296282,0.5,0.04448616895560544,11.84078711108365,0.125,True,3.0
12,10.489245414733887,-0.004922955700906156,0.07135300999908736,0.3207346085237829,0.20922838992917336,0.24309284273582768,0.0,0,9.455095921077081e-05,1.1892638251367387e-05,0.11836952207051571,0.5,0.04079042798745955,13.161192878878017,0.125,True,3.0
13,11.374989986419678,-0.004580483240534618,0.0621835088923248,0.28201834626420463,0.1883142706489158,0.2099334240568114,0.0,0,8.392179922711802e-05,1.2027012571234034e-05,0.09059214657896433,0.5,0.03515431722781038,15.88723093057805,0.25,True,2.0
14,12.273566246032715,-0.004004984090022879,0.11873839798953274,0.2819967163360811,0.23520959490991702,0.15555889518569121,0.0,0,6.415846374733238e-05,8.937353904332073e-06,0.08345891654902209,0.5,0.02500765888698107,22.12460176149166,0.5,True,1.0
15,13.17851710319519,-0.0037216073431018673,0.06777658189589668,0.2706293176150092,0.23471834487571777,0.13471268586520435,0.0,0,5.540142330106496e-05,7.726787412446884e-06,0.07556176618735957,0.5,0.021322197310140727,26.739946030912545,0.25,True,2.0
