iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,-0.00046661321305611675,0.0,2.6554180446390148,2.345520413377872,0.0,0.0,0.1,1.0
1,0.2125849723815918,-1.0214774202380545,7.106817001797213,11.025558329758592,0.003591557334049138,4.490648766021862,0.7346488917023523,0.1,1.4490648766021863
2,0.4602928161621094,-2.349852427518939,13.005489646288256,11.230688131961344,0.3136364888089999,5.111438366039876,0.7603461934048605,0.1,1.2195627135728717
3,0.6961350440979004,-1.7773531269831317,10.528569637233653,8.667559881284593,0.1346785474373894,3.732623038142202,0.7268472885312616,0.1,0.9536995902413488
4,0.995189905166626,-1.3203967072566116,7.564364773277839,4.246353890561327,0.001738701309350105,1.8841834791835175,0.3858200038887119,0.1,0.9432058387628169
5,1.2489328384399414,-1.4206212716805364,6.589328429855493,5.35590186020557,0.016769035926946802,2.2909922557931677,0.43740708317266436,0.33333333333333337,0.9024671013959318
6,1.3816699981689453,-0.5335149227144678,4.86453728274684,1.008292933040043,0.0005403862295640267,0.2604387860185183,0.08329644598813622,0.33333333333333337,0.6876954458917802
7,1.4647698402404785,-0.3921410506500331,1.1829586083824672,0.7554579437175841,0.0003640571889729939,0.37130742970900465,0.05755573061589581,0.33333333333333337,0.5120362355227623
8,1.5554068088531494,-0.43667731272154947,1.0734521021438002,0.5233548442270205,0.0001576503218353262,0.394217196671468,0.04636723027222736,1.1111111111111114,0.3858038556840211
9,1.8151278495788574,-0.403452855540316,0.4418475478543133,0.397094398296898,0.35956711412684494,0.13466863664485385,0.017138507402624622,1.1111111111111114,0.21308375153666884
10,2.100796937942505,-0.5183641370852032,0.9016995956967377,0.16780758246581062,0.054809983846260575,0.1198727325880515,0.021954707630738646,1.1111111111111114,0.2311163246414642
11,2.4076497554779053,-0.49022154326196915,0.25940034004478824,0.025137842722913424,0.006646909747017262,0.018374456744331746,0.0031565029814734505,1.1111111111111114,0.21060585236141535
12,3.292053699493408,-0.4901408779493288,0.04717269661554734,0.007915759365176016,0.004566164986764824,0.006150769419740992,0.0005781989711736355,1.1111111111111114,0.217440040605572
