iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,-35.45814951918205,3.6500241499888574e-08,8.906023524688797,8.677854065179385,0.04099171981413315,0.006701923739893986,1.0,1.0
1,0.19599318504333496,-35.538514803377964,0.5513848401105501,1.572064259478096,1.2314724132479253e-05,1.0259277986273774,0.012665775291696017,1.0,2.0259277986273774
2,0.26665401458740234,-35.75570801769481,0.13573651270304568,0.8939597178993495,0.0006183067498223559,0.7559987162584911,0.00933331748467273,1.0,2.7819265148858685
3,0.45664429664611816,-35.80886792807679,0.13336449070303,0.591282824587955,4.390716414173615e-06,0.5280283696382513,0.006603344623199649,1.0,3.30995488452412
4,0.5300271511077881,-35.77276522964706,0.08424260349746779,0.4188826301092641,0.00023895381243287111,0.37195166325404183,0.004954716689426098,1.0,3.681906547778162
5,0.6423392295837402,-35.71655841621237,0.05747501013449597,0.3061058282018186,0.0001123422976080417,0.2682730930920245,0.00391811904157703,1.0,3.9501796408701866
6,0.7269279956817627,-35.65906403626573,0.04128341038966561,0.22957210552438234,1.84933152959121e-05,0.19694857409970856,0.0033076152862985286,1.0,4.147128214969895
7,0.8504340648651123,-35.607738359469124,0.03062938932438589,0.17637951302289576,7.55124581769389e-06,0.14650181637289417,0.0028573764851298664,1.0,4.293630031342789
8,0.9743072986602783,-35.56420633086681,0.02336336718728945,0.1386884390454365,1.654595091988704e-05,0.1100445517596862,0.0025181583576865973,1.0,4.403674583102475
9,1.0978460311889648,-35.528106208984724,0.018246141890548063,0.11158371376444448,2.1297453896477315e-05,0.08326771706663672,0.0022482710181781045,1.0,4.486942300169112
10,1.1827893257141113,-35.49847142730144,0.01454667359213854,0.09183510587190444,2.3104721670655317e-05,0.06335820935115688,0.002034744252255738,1.0,4.550300509520269
11,1.304570198059082,-35.47424282577832,0.011811490875406658,0.07723976550078464,2.310383956930264e-05,0.04841583883668976,0.0018480816703616218,1.0,4.598716348356959
12,1.427220106124878,-35.45444933314117,0.009748555410413215,0.06626438230998519,2.1923205333820693e-05,0.03712086836858042,0.0016869552074492901,1.0,4.635837216725539
13,1.5119171142578125,-35.438259923116625,0.008163964611948443,0.05784490455270614,1.996126105929435e-05,0.028535825124747838,0.0015613938476159328,1.0,4.664373041850287
14,1.634451150894165,-35.42498617235616,0.006925772509032133,0.05123362377590358,1.745559933733391e-05,0.021982628938727933,0.0014416465478207735,1.0,4.686355670789015
15,1.7571721076965332,-35.4140673069096,0.005942415716540209,0.045903435964556566,1.4513010633952684e-05,0.016963704971283855,0.0013286824337753976,1.0,4.703319375760299
16,1.9142611026763916,-35.405050712691484,0.005149400050708345,0.04149279256415427,2.4957668746156482e-08,0.013109504420758533,0.001221329257575278,1.0,4.716428880181057
17,2.0721921920776367,-35.397572701701094,0.004500325444041506,0.03775525466771069,2.2103472725585338e-08,0.01128259609522524,0.001120311628066998,3.3333333333333335,4.726573018477572
18,2.222222089767456,-35.38254153650509,0.01051398533860532,0.029031491067761147,1.4118279739703706e-05,0.009069003738640733,0.0008604409243033433,3.3333333333333335,4.7437741008285705
19,2.368044137954712,-35.372972419616396,0.0076148423501178975,0.022697249638843096,9.866034688218444e-06,0.007232103242170596,0.0006690247359246618,3.3333333333333335,4.752574365072273
20,2.5266220569610596,-35.366696991116854,0.005645539271989054,0.017886258469041884,1.0128394281333416e-06,0.005741268026387177,0.0005213180977112317,3.3333333333333335,4.757104795506805
21,2.687056064605713,-35.36245815131511,0.00425639974100625,0.014150417711385293,6.911018695924391e-07,0.0045463593690075405,0.00040707138253142766,3.3333333333333335,4.759455303047974
22,2.84433913230896,-35.359514349098006,0.0032482227952763064,0.011217602252680403,4.438453256653214e-07,0.003595559465199888,0.00031963483189455575,3.3333333333333335,4.760687442051051
