-7.683152268458217711e-15 4.901081676235785611e-01 -8.834871207801270028e-15 -8.806917807616999842e-15
-1.437605555751369206e-13 -1.695214156777734344e-13 -1.655229444944275319e-13 4.852532977020007632e-01
-3.687495032790579057e-15 4.277357035925121731e-01 -4.041420199634452969e-15 -4.029046052781210557e-15
4.971901099917071461e-14 5.898042015514473626e-14 4.154173826007094283e-01 5.727316544670520704e-14
-1.109373275449513487e-13 -1.304592952593529425e-13 -1.274285572622517409e-13 3.908152018302360475e-01
4.747820550572575682e-01 1.008025864859618179e-13 9.850115602270843095e-14 9.806919745233154764e-14
4.656102690824582835e-01 9.948613342102490648e-14 9.720713314676031564e-14 9.678622428524535859e-14
-1.252075124870747542e-13 -1.474291259911296968e-13 -1.439697957118234344e-13 4.318520374218234870e-01
4.346393245483999827e-14 5.198027911899022965e-14 3.103899617262355082e-01 5.038948540425313245e-14
5.566575659070618804e-14 6.562574945375203110e-14 5.148356178978180653e-01 6.379576629664434856e-14
5.583736156256685272e-14 6.582964676926247904e-14 5.178034848933994461e-01 6.398776254256802880e-14
4.197313995260179009e-01 9.294832415510200335e-14 9.079316646271703730e-14 9.039370525073338249e-14
-7.826789720116922176e-15 4.922150275389657326e-01 -9.006169203610573286e-15 -8.966005206977368999e-15
2.873793393762086867e-01 7.419125215039760556e-14 7.236325461048746532e-14 7.202265143139894966e-14
-1.750588945056567332e-13 -2.067599626552980336e-13 -2.018185655302765585e-13 5.753660158127734681e-01
-5.674515322035289349e-15 4.587937993615371912e-01 -6.431361534536939600e-15 -6.412533797519558031e-15
1.158759889779859627e-15 3.522339680284933272e-01 1.750999356980513767e-15 1.719211959951296346e-15
5.148592289437103775e-14 6.094534061076818596e-14 4.448711133224821368e-01 5.919430217647740461e-14
-8.177521056150968779e-14 -9.574702909084869984e-14 -9.358910500216247488e-14 3.070024115704639289e-01
5.468342939796225766e-01 1.110849185079842817e-13 1.086016641766756511e-13 1.081414482936816170e-13
