iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter
1047,139.91267943382263,40820641.220504165,3.3519333240991936e-07,2905820.1133225663,2905820.112180344,81.47487691686747,0.0,0,0.1527656743217422,0.020492998298382033,-4684346.487960741,8443790524353.802,0.5,0.3304879604456282,533.3038039064928,5.960464477539063e-08,True,24.0
1048,140.04235768318176,40820638.98729947,2.102437145372852e-06,2905808.194088608,2905808.1929431288,81.59077540701209,0.0,0,0.1527655314853782,0.02049304056434985,-4588086.36642668,8443721254177.428,0.5,0.3304873077584099,534.0630122594214,3.814697265625e-06,True,18.0
1049,140.17971992492676,40820638.55701712,3.5325496170311354e-07,2905805.3154847245,2905805.3143378985,81.63868320163898,0.0,0,0.1527655671248372,0.020493062730362346,-3595512.171237662,8443704524836.392,0.5,0.3304871463736584,534.3765077587819,9.5367431640625e-07,True,20.0
1050,140.30882573127747,40820636.29965875,1.9420735463049035e-06,2905794.2657067636,2905794.2645570985,81.73952876176001,0.0,0,0.15276536561790674,0.02049308376748549,-3129944.498783905,8443640307934.948,0.5,0.33048649916548445,535.037381502302,3.814697265625e-06,True,18.0
1051,140.4417757987976,40820635.68182017,1.54771353871823e-06,2905792.9655981692,2905792.964446847,81.79840279260426,0.0,0,0.1527654419537803,0.020493039651552084,-4945301.109271377,8443632752230.811,0.5,0.3304863358667591,535.4225230906483,9.5367431640625e-07,True,20.0
1052,140.57690143585205,40820635.62212475,7.518813497747842e-07,2905790.674121622,2905790.672968723,81.85436261782964,0.0,0,0.15276557984024233,0.02049308777634121,-3685295.4111779807,8443619435114.037,0.5,0.33048625192881276,535.7883709838969,4.76837158203125e-07,True,21.0
1053,140.71170663833618,40820635.58631932,3.446648569768787e-07,2905789.255466512,2905789.2543119313,81.91401866893123,0.0,0,0.1527657313390069,0.020493114784938756,-3678190.302116322,8443611190476.703,0.5,0.33048616729793706,536.1783670970383,4.76837158203125e-07,True,21.0
1054,140.87288308143616,40820635.51754954,7.663602155819002e-07,2905788.4324731254,2905788.4313177727,81.94137741797206,0.0,0,0.15276579765281417,0.020493128902282838,-4629577.396619752,8443606407582.219,0.5,0.33048612667487326,536.3572333210958,2.384185791015625e-07,True,22.0
1055,141.00948691368103,40820635.299420595,1.9314112360500884e-07,2905786.823500907,2905786.8223444214,81.9815129546233,0.0,0,0.15276587542253553,0.020493143022698546,-4305947.03623009,8443597056912.506,0.5,0.3304860452427933,536.6196999740503,4.76837158203125e-07,True,21.0
1056,141.14699578285217,40820635.59267019,8.313993355371743e-07,2905786.1477886913,2905786.146631487,82.00697724721698,0.0,0,0.15276593446508635,0.020493185495695756,-3938436.6536081657,8443593129957.482,0.5,0.33048600478490875,536.7861896596505,2.384185791015625e-07,True,22.0
1057,141.27896189689636,40820634.489670396,1.0872743336531648e-06,2905779.17273361,2905779.1715746643,82.06856467046089,0.0,0,0.15276587383344745,0.020493238997358946,-5001924.871178716,8443552593959.158,0.5,0.3304856833861372,537.1895730849379,1.9073486328125e-06,True,19.0
1058,141.41858673095703,40820634.30848886,2.1335215960854845e-07,2905777.877461722,2905777.8763014604,82.11513518239444,0.0,0,0.15276597521037208,0.020493249549903836,-3291934.1101389006,8443545066405.042,0.5,0.33048560105240266,537.4940814025806,4.76837158203125e-07,True,21.0
1059,141.53940606117249,40820546.99127305,0.0001780671474955127,2905144.14464389,2905144.1434697257,82.59662854031728,0.0,0,0.15274912529401183,0.02049946887797399,-4221726.248372847,8439862494338.462,0.5,0.3304650138874284,540.7057199699321,0.0001220703125,True,13.0
1060,141.66711330413818,40820540.809946276,6.604140173658767e-06,2905117.6317136283,2905117.630549072,82.25761146306853,0.0,0,0.15274670795490325,0.020499478071186246,-2921964.6310774563,8439708447329.069,0.5,0.3304635690312949,538.4946887783423,7.62939453125e-06,True,17.0
1061,141.79868578910828,40820540.71879211,2.0189836198480473e-06,2905110.4413109235,2905110.440140569,82.46202434449496,0.0,0,0.15274717768110468,0.02049962678103536,-2369448.1870004893,8439666669415.744,0.5,0.33046318600080693,539.8313461503764,1.9073486328125e-06,True,19.0
1062,141.92834544181824,40820538.703118004,1.9737149107218304e-06,2905100.064743314,2905100.0635662694,82.6972430888479,0.0,0,0.1527474664265629,0.020499656341778475,-3976498.271435563,8439606379334.758,0.5,0.33046246616199887,541.3703251239671,3.814697265625e-06,True,18.0
1063,142.08599615097046,40820535.121537074,5.670082746060709e-06,2905086.8047323977,2905086.803551594,82.82900231912961,0.0,0,0.15274766044743923,0.02049960034117737,-4760788.935389069,8439529336171.632,0.5,0.33046212307165584,542.2322764058223,1.9073486328125e-06,True,19.0
1064,142.21801614761353,40820534.47616044,7.242025661601425e-07,2905081.6160118156,2905081.614827495,82.95218843565873,0.0,0,0.15274782144501506,0.020499651195316708,-5434333.847015306,8439499188810.742,0.5,0.33046178358229616,543.0382138712438,1.9073486328125e-06,True,19.0
1065,142.35512495040894,40820534.580977574,1.0588216139967e-06,2905079.697848868,2905079.6966626663,83.01801839831043,0.0,0,0.15274802603821175,0.020499708673485075,-3267229.3670052197,8439488043963.665,0.5,0.33046173727188294,543.4684796910158,2.384185791015625e-07,True,22.0
1066,142.49030828475952,40820534.36781372,3.3186461703956367e-07,2905077.9526432203,2905077.9514557105,83.06373784354366,0.0,0,0.1527481203215743,0.02049972683259286,-4800649.049174289,8439477904036.12,0.5,0.33046165514947906,543.7674723174531,4.76837158203125e-07,True,21.0
1067,142.62589836120605,40820534.212017894,3.6164108215307167e-07,2905076.4445389733,2905076.4433494643,83.13360938208962,0.0,0,0.15274830260767744,0.020499744180084364,-2908483.772113713,8439469141705.989,0.5,0.3304615685874188,544.2242761771648,4.76837158203125e-07,True,21.0
1068,142.75506448745728,40820533.42864247,3.338425505385368e-06,2905066.9551136233,2905066.9539211947,83.23543806173393,0.0,0,0.1527480911028468,0.020499873372821314,-4108874.447288821,8439414006766.984,0.5,0.3304609217043091,544.8917085018156,3.814697265625e-06,True,18.0
1069,142.88272094726562,40820527.804438636,4.594127319956486e-06,2905043.1987439063,2905043.1975471578,83.38573800737548,0.0,0,0.15274747226087765,0.020499837095688984,-4262807.796403468,8439275979617.033,0.5,0.3304596249872159,545.877943249699,7.62939453125e-06,True,17.0
1070,143.0162672996521,40820527.31997484,3.8943095044410336e-07,2905040.1071371096,2905040.1059381193,83.46375137367457,0.0,0,0.15274760924336067,0.02049985803256397,-3336785.3661814076,8439258017110.978,0.5,0.3304594577864658,546.3882135987039,9.5367431640625e-07,True,20.0
1071,143.1759009361267,40820526.776836075,4.182955279236518e-07,2905036.8388206,2905036.8376198635,83.52445906193209,0.0,0,0.1527476831141639,0.020499878980296423,-4598749.116235699,8439239027930.433,0.5,0.3304592943898769,546.7854073298138,9.5367431640625e-07,True,20.0
1072,143.31240558624268,40820526.67326218,2.2940046069533634e-07,2905035.607071733,2905035.605869584,83.57357770931628,0.0,0,0.15274778765230507,0.020499893600440064,-4517319.378458838,8439231871372.075,0.5,0.3304592118008195,547.1066164920841,4.76837158203125e-07,True,21.0
1073,143.44493532180786,40820525.71521308,1.6939546716033507e-06,2905029.598976541,2905029.5977716586,83.6684380682419,0.0,0,0.1527478384603084,0.020499945236270616,-4361214.817614661,8439196963931.383,0.5,0.33045888246292937,547.7274919486397,1.9073486328125e-06,True,19.0
1074,143.5775580406189,40820524.46945886,8.372543327737079e-07,2905023.614042523,2905023.612834958,83.76144025370375,0.0,0,0.15274788180613164,0.02049995688896121,-3006702.1523745465,8439162191130.685,0.5,0.3304585537062321,548.3362281448502,1.9073486328125e-06,True,19.0
1075,143.71399021148682,40820524.19110388,3.338658288480068e-07,2905022.144578083,2905022.143369216,83.80655204908929,0.0,0,0.15274797095495435,0.020499962589303963,-5113892.214061094,8439153653467.489,0.5,0.3304584717298816,548.6312579040364,4.76837158203125e-07,True,21.0
1076,143.85039925575256,40820523.99217476,2.107342425544703e-07,2905020.69762009,2905020.6964100897,83.8458244239123,0.0,0,0.1527480389843088,0.020499975016703042,-3971764.333283719,8439145246572.979,0.5,0.33045839052762116,548.88813215888,4.76837158203125e-07,True,21.0
1077,143.98643708229065,40820523.809931874,5.767346167672811e-07,2905019.164658523,2905019.1634475156,83.88068471882475,0.0,0,0.15274809107106646,0.020499985649955497,-3553894.5241118814,8439136339999.318,0.5,0.3304583098386146,549.116177348565,4.76837158203125e-07,True,21.0
1078,144.1164538860321,40820521.28357799,2.117800504032939e-06,2905010.607358149,2905010.606144056,83.98732746017836,0.0,0,0.15274789022359883,0.020499925938114057,-3887385.744653861,8439086621811.473,0.5,0.3304576616899611,549.8150964919218,3.814697265625e-06,True,18.0
1079,144.2551908493042,40820521.21592693,3.3618552007313097e-07,2905009.2276191604,2905009.226403228,84.05093299235685,0.0,0,0.1527480445521148,0.020499949669043012,-3977219.993555115,8439078605489.892,0.5,0.33045757660050695,550.2309701124565,4.76837158203125e-07,True,21.0
1080,144.41410660743713,40820520.81119922,3.922714764204094e-07,2905006.351719128,2905006.3505017976,84.09917739526482,0.0,0,0.15274807092276144,0.02049997461767086,-3915553.6946495334,8439061896457.791,0.5,0.3304574153980793,550.5467339637985,9.5367431640625e-07,True,20.0
1081,144.55581784248352,40820520.94334896,3.338658288480067e-07,2905006.102626645,2905006.1014084183,84.13013788299219,0.0,0,0.15274817209868513,0.020499993416109388,-3720530.4178997814,8439060449222.153,0.5,0.3304574040617652,550.7490692155885,5.960464477539063e-08,True,24.0
1082,144.69163727760315,40820520.36484309,8.007901217070034e-07,2905005.392168474,2905005.390951675,84.0808140575018,0.0,0,0.15274792370123874,0.020499952595461498,-4615265.287352119,8439056321460.312,0.5,0.33045732150807133,550.4270386819993,4.76837158203125e-07,True,21.0
1083,144.82715916633606,40820520.17943684,2.416562250290346e-07,2905004.010609126,2905004.0093911644,84.12095788517186,0.0,0,0.15274799391882538,0.020499965878762166,-4415935.107879922,8439048294580.756,0.5,0.3304572402142274,550.6896096959995,4.76837158203125e-07,True,21.0
1084,144.96824550628662,40820520.20786281,1.9936394930272805e-07,2905003.883479916,2905003.882261287,84.14399592332286,0.0,0,0.1527480668326717,0.020499971639947642,-4212456.125481793,8439047555955.165,0.5,0.3304572295423368,550.8401781614537,5.960464477539063e-08,True,24.0
1085,145.10740733146667,40820520.17559095,4.341841424803008e-07,2905003.5235617603,2905003.522341944,84.18497485834214,0.0,0,0.15274819443409093,0.02049997682533446,-3451584.1240164894,8439045464821.116,0.5,0.3304572072413349,551.1080091738401,1.1920928955078125e-07,True,23.0
1086,145.2432165145874,40820519.92241472,1.919880319643786e-07,2905002.357792022,2905002.3565712986,84.21626597534153,0.0,0,0.1527482328293398,0.020499977238174687,-3563568.752419486,8439038691686.811,0.5,0.3304571269340802,551.3127351242657,4.76837158203125e-07,True,21.0
1087,145.36641192436218,40820498.99419154,3.4984642109659384e-05,2904937.215930072,2904937.2146996497,84.54921056946293,0.0,0,0.15274475396182666,0.020499549017125494,-3781964.769322887,8438660221348.975,0.5,0.3304519099847187,553.5051459879742,3.0517578125e-05,True,15.0
1088,145.5256335735321,40820498.820515715,2.0267770452403204e-07,2904935.8220501295,2904935.82081848,84.59133420259695,0.0,0,0.15274482957326896,0.020499562236022575,-4149988.7100633285,8438652123076.353,0.5,0.330451828469549,553.7806635004996,4.76837158203125e-07,True,21.0
1089,145.66577696800232,40820498.91621481,2.585254843964802e-07,2904935.533543832,2904935.53231139,84.6185512199574,0.0,0,0.1527449071834046,0.020499576055490392,-4005392.438502168,8438650446887.275,0.5,0.33045180763613063,553.9585770539067,1.1920928955078125e-07,True,23.0
1090,145.80743980407715,40820498.946953125,1.324444177346765e-07,2904935.3045168286,2904935.303283942,84.63380255135192,0.0,0,0.15274495173763067,0.020499584032795594,-4188821.384756949,8438649116267.381,0.5,0.33045179743114445,554.0582687724022,5.960464477539063e-08,True,24.0
1091,145.94517827033997,40820498.85013337,1.9428737179048825e-07,2904934.5904060593,2904934.589172225,84.66631185880938,0.0,0,0.15274502965623474,0.020499590454670955,-3015331.0152060012,8438644967371.219,0.5,0.33045175641696484,554.2708305096097,2.384185791015625e-07,True,22.0
1092,146.08549690246582,40820498.91417785,3.22705623920378e-07,2904934.1104739998,2904934.1092394707,84.69013327088653,0.0,0,0.15274509516371176,0.020499608263905057,-3663795.7867174307,8438642179024.936,0.5,0.3304517358509197,554.4265558566038,1.1920928955078125e-07,True,23.0
1093,146.22061800956726,40820498.48582496,5.703466894926088e-07,2904930.7935452224,2904930.792309118,84.74411526337622,0.0,0,0.15274513909818563,0.020499643513309285,-4471289.682805463,8438622908107.695,0.5,0.3304515738066291,554.7798260625306,9.5367431640625e-07,True,20.0
1094,146.35191249847412,40820497.331906304,8.237525797537289e-07,2904925.888557383,2904925.887319096,84.81882612394743,0.0,0,0.15274510983674053,0.020499637401750568,-3282790.757830077,8438594410818.657,0.5,0.33045125009600596,555.2690776908372,1.9073486328125e-06,True,19.0
1095,146.48436069488525,40820495.83033304,1.3926010122843723e-06,2904919.197499089,2904919.196258128,84.91025357276034,0.0,0,0.15274513865049671,0.02049963287669771,-4538148.861135524,8438555536790.984,0.5,0.3304509221549207,555.8675646063394,1.9073486328125e-06,True,19.0
1096,146.62443327903748,40820495.845320046,1.555726902024531e-07,2904918.841128635,2904918.8398869643,84.93453884581179,0.0,0,0.15274520529869634,0.020499642260895963,-2985070.699916278,8438553466332.245,0.5,0.3304509015600044,556.0263219436545,1.1920928955078125e-07,True,23.0
1097,146.7836456298828,40820495.60290463,3.071953077329451e-07,2904917.61697098,2904917.61572792,84.9820079698628,0.0,0,0.1527452982345103,0.020499645580814563,-4562052.743057221,8438546354168.399,0.5,0.33045081934050174,556.3367720104123,4.76837158203125e-07,True,21.0
1098,146.91676211357117,40820495.127642676,4.118762898768576e-07,2904914.7543575,2904914.753113159,85.02575411013235,0.0,0,0.15274530516399362,0.020499661788604184,-3214162.3377782134,8438529722856.504,0.5,0.3304506588500927,556.6231601120669,9.5367431640625e-07,True,20.0
1099,147.04811263084412,40820493.74861203,9.586671058217988e-07,2904908.173346474,2904908.172099677,85.10951873742357,0.0,0,0.15274530571946138,0.02049967505647953,-3655747.9273366784,8438491488333.502,0.5,0.330450333014282,557.1715791643562,1.9073486328125e-06,True,19.0
1100,147.1756989955902,40820489.567257985,4.184892367107034e-06,2904886.7590986732,2904886.7578476258,85.25415666903183,0.0,0,0.15274464339569938,0.020499740186240154,-4377273.401548717,8438367075920.506,0.5,0.33044904044235374,558.1209679756809,7.62939453125e-06,True,17.0
1101,147.3075613975525,40820488.56615353,8.42673511242804e-07,2904881.264033046,2904881.2627785658,85.37096825339847,0.0,0,0.15274475693095738,0.020499763928682448,-3737097.9700162117,8438335150844.011,0.5,0.3304487046405201,558.8853406964043,1.9073486328125e-06,True,19.0
1102,147.4433822631836,40820488.4342318,2.3084779657169698e-07,2904879.8885830687,2904879.8873273707,85.41236861417467,0.0,0,0.15274482719928054,0.020499781812008146,-5135784.356854703,8438327159801.094,0.5,0.330448623269307,559.1561394361863,4.76837158203125e-07,True,21.0
1103,147.57910108566284,40820488.29598085,4.235705853567121e-07,2904878.677937821,2904878.676680461,85.4688664768064,0.0,0,0.15274494946382317,0.02049979210324949,-4978973.618700277,8438320126234.842,0.5,0.33044853967529886,559.5255935455731,4.76837158203125e-07,True,21.0
1104,147.71620631217957,40820488.284863636,1.6323404237781956e-07,2904877.984618234,2904877.9833599133,85.50148759936778,0.0,0,0.1527450255454663,0.020499804600149964,-3533232.8378135148,8438316098211.17,0.5,0.3304484986820207,559.7388910931186,2.384185791015625e-07,True,22.0
1105,147.8757085800171,40820488.04119548,2.4485106356672964e-07,2904876.751148562,2904876.7498890585,85.54164307354961,0.0,0,0.15274509108769585,0.02049980757275581,-3769924.257574844,8438308932048.038,0.5,0.33044841747134684,560.0015557712976,4.76837158203125e-07,True,21.0
1106,148.0161726474762,40820488.50153755,1.4174913156583796e-06,2904876.277665377,2904876.276404715,85.58096937176286,0.0,0,0.1527452082712952,0.020499871110342224,-3774408.86976941,8438306181220.938,0.5,0.33044839545335086,560.2586019999795,1.1920928955078125e-07,True,23.0
1107,148.15206837654114,40820488.28183496,2.8624195921865993e-07,2904875.1553063123,2904875.1540446435,85.6151268258142,0.0,0,0.15274525292586796,0.02049987149803335,-4528905.790226394,8438299660587.907,0.5,0.33044831491579124,560.4820727368032,4.76837158203125e-07,True,21.0
1108,148.28682374954224,40820487.52657716,1.5298928656984774e-06,2904872.9713169993,2904872.9700538097,85.66667629346009,0.0,0,0.15274528442666663,0.02049985534386076,-4186990.0947204204,8438286972151.257,0.5,0.33044815335377004,560.8194600028374,9.5367431640625e-07,True,20.0
1109,148.41862773895264,40820486.44797723,8.844564111084948e-07,2904868.0402532774,2904868.038987414,85.75721850679868,0.0,0,0.1527453038980204,0.020499857536249853,-4776208.523513804,8438258323932.6,0.5,0.3304478259091442,561.4121831581988,1.9073486328125e-06,True,19.0
1110,148.55438423156738,40820486.33793453,2.6572576910446647e-07,2904866.8717341367,2904866.8704670607,85.79826725839644,0.0,0,0.1527453716766212,0.020499871352979607,-3416327.1956871166,8438251535139.11,0.5,0.33044774460465004,561.6806867632769,4.76837158203125e-07,True,21.0
1111,148.69425535202026,40820486.393327564,2.972772321590791e-07,2904866.430060451,2904866.4287925437,85.82639225949622,0.0,0,0.15274544971857693,0.0204998874373962,-4829675.388532365,8438248969127.959,0.5,0.3304477237281932,561.864538545208,1.1920928955078125e-07,True,23.0
1112,148.8296880722046,40820486.09664273,5.204751848153221e-07,2904865.075650073,2904865.074380679,85.87669532837218,0.0,0,0.15274554892060796,0.02049988684087842,-3476434.461150411,8438241100358.681,0.5,0.3304476411670441,562.1935154519658,4.76837158203125e-07,True,21.0
1113,148.96447920799255,40820485.96085114,3.845539063383341e-07,2904864.2818670957,2904864.2805965445,85.91580874825245,0.0,0,0.15274560969747475,0.02049988628884766,-4413756.298010739,8438236488687.695,0.5,0.33044756010063675,562.4493731312116,4.76837158203125e-07,True,21.0
1114,149.12442016601562,40820485.692760944,2.09147763961825e-07,2904863.022772,2904863.021500432,85.95016965114007,0.0,0,0.15274565413296562,0.020499887223256238,-4039309.102656761,8438229173682.635,0.5,0.3304474795561543,562.6741753716485,4.76837158203125e-07,True,21.0
1115,149.27809858322144,40820485.679899946,1.831085343278128e-07,2904862.476248854,2904862.474976542,85.97529859193354,0.0,0,0.1527457216182786,0.02049989818181416,-3426289.057528533,8438225998528.859,0.5,0.3304474589210599,562.8384495427329,1.1920928955078125e-07,True,23.0
1116,149.42302989959717,40820485.64919041,2.51118832027208e-07,2904861.7674394096,2904861.7661657957,86.01926063482536,0.0,0,0.15274583503145497,0.02049991084687046,-4205536.479679467,8438221880533.882,0.5,0.3304474166564398,563.1258571979686,2.384185791015625e-07,True,22.0
1117,149.56072115898132,40820485.47529239,2.0322474385776913e-07,2904860.3322219797,2904860.330947228,86.0576630039535,0.0,0,0.15274589294525628,0.02049992484098866,-3328918.634706813,8438213542312.854,0.5,0.33044733567951884,563.3770691922214,4.76837158203125e-07,True,21.0
1118,149.69437265396118,40820484.955636,3.5513565802016914e-07,2904857.4888821007,2904857.4876056667,86.11438110070941,0.0,0,0.15274594021162669,0.020499937647601142,-3972887.354358922,8438197023300.725,0.5,0.33044717332876206,563.7482357809146,9.5367431640625e-07,True,20.0
1119,149.83101177215576,40820484.91039381,4.549127078793605e-07,2904857.33196702,2904857.3306897525,86.14248519659273,0.0,0,0.15274599926918694,0.02049993172174708,-3944512.9863227694,8438196111664.012,0.5,0.33044713276567983,563.9320189917864,2.384185791015625e-07,True,22.0
1120,149.96804928779602,40820484.910489105,2.4257332974820923e-07,2904856.682689291,2904856.68141104,86.17563648843354,0.0,0,0.15274607539963234,0.0204999467356582,-4444591.484504762,8438192339540.376,0.5,0.33044709174582027,564.148783620087,2.384185791015625e-07,True,22.0
1121,150.1036877632141,40820484.69457729,2.920019319991092e-07,2904855.0876038037,2904855.086324134,86.22342483282337,0.0,0,0.15274616468037513,0.020499958947156824,-3852595.193643741,8438183072545.207,0.5,0.3304470095802168,564.4613300149338,4.76837158203125e-07,True,21.0
1122,150.26668047904968,40820484.5876113,1.8730469182098723e-07,2904854.347039771,2904854.345759039,86.2591954087855,0.0,0,0.15274624947556412,0.02049996451750665,-3667178.064834376,8438178770077.191,0.5,0.3304469682968057,564.6952108617043,2.384185791015625e-07,True,22.0
1123,150.39412689208984,40820474.65727065,8.0631118151638e-06,2904809.5795135936,2904809.5782261654,86.48373906265024,0.0,0,0.15274467902504377,0.020499993619011527,-4185396.163555835,8437918685756.485,0.5,0.3304443718605787,566.1711457878286,1.52587890625e-05,True,16.0
1124,150.52969074249268,40820474.35826291,5.397430144630363e-07,2904806.588382568,2904806.5870922576,86.58045343279187,0.0,0,0.15274485911009777,0.020500024964129983,-5152695.725018547,8437901308416.585,0.5,0.33044420054361107,566.8036842754809,9.5367431640625e-07,True,20.0
1125,150.6643373966217,40820473.7005144,9.71893898196274e-07,2904803.8571778643,2904803.85588536,86.65398155005727,0.0,0,0.1527449605465739,0.020500021679717716,-3388463.374372971,8437885441168.471,0.5,0.3304440350420388,567.2847090421675,9.5367431640625e-07,True,20.0
1126,150.79590511322021,40820471.64709635,3.637226630476498e-06,2904800.941807485,2904800.94051713,86.58186819148375,0.0,0,0.15274442726809156,0.02049986358633821,-4001331.916192306,8437868504031.215,0.5,0.33044371232979886,566.8145495803532,1.9073486328125e-06,True,19.0
1127,150.94306445121765,40820471.499388754,2.7314279645418224e-07,2904800.933889379,2904800.932599968,86.55018105192163,0.0,0,0.15274431850510728,0.02049984952895632,-3301161.4364870302,8437868458035.652,0.5,0.3304437083978685,566.6074911870456,1.4901161193847656e-08,True,26.0
1128,151.08058428764343,40820471.34015626,2.0047462056687052e-07,2904799.570618446,2904799.5693277246,86.59412461187023,0.0,0,0.15274439345420104,0.020499863038006234,-4381641.771647435,8437860537968.547,0.5,0.3304436267794146,566.894920247122,4.76837158203125e-07,True,21.0
1129,151.21431016921997,40820470.851339094,7.950855238410438e-07,2904795.535143481,2904795.533851219,86.64573593711081,0.0,0,0.15274442117999731,0.020499908438528513,-4575273.332123677,8437837093484.003,0.5,0.3304434652996588,567.2327266982863,9.5367431640625e-07,True,20.0
1130,151.40788078308105,40820470.85133907,0.0,2904795.535143486,2904795.533851224,86.64573593888798,0.0,0,0.15274442118000306,0.020499908438528926,-3918091.379228803,8437837093484.033,0.5,0.33044346529965857,567.2327267099005,8.881784197001252e-16,False,51.0
1131,151.57190084457397,40820470.36600718,7.543873822002077e-07,2904794.9522519684,2904794.950960801,86.60902326461482,0.0,0,0.15274427977757016,0.020499875867918696,-4230958.775762935,8437833707129.375,0.5,0.33044344363415734,566.9928866159663,1.1920928955078125e-07,True,23.0
1132,151.70776677131653,40820470.15783037,1.7943374184954615e-07,2904793.4204602637,2904793.4191678828,86.64968655301234,0.0,0,0.15274434350930957,0.02049988917192925,-4443062.649964474,8437824808043.055,0.5,0.3304433624260668,567.2588806165975,4.76837158203125e-07,True,21.0
1133,151.84322142601013,40820470.06821844,3.775614338910573e-07,2904791.645315334,2904791.6440210235,86.71433143442543,0.0,0,0.15274448757850884,0.02049991855152317,-3853090.610750231,8437814495176.373,0.5,0.33044327752571784,567.6815879426435,4.76837158203125e-07,True,21.0
1134,151.97641611099243,40820469.56002218,5.695675269847099e-07,2904788.943501674,2904788.942205573,86.77423729971247,0.0,0,0.15274454261342726,0.020499931410712557,-4683931.852032175,8437798798761.787,0.5,0.33044311470545046,568.0735983737894,9.5367431640625e-07,True,20.0
1135,152.10384702682495,40820462.4269989,6.174783012024278e-06,2904768.7070896425,2904768.705798672,86.60202912442683,0.0,0,0.15274280110129937,0.0204997147438677,-5198821.568618865,8437681234189.305,0.5,0.3304418112472175,566.9525833000175,7.62939453125e-06,True,17.0
1136,152.2349784374237,40820461.63062571,8.789159120952427e-07,2904762.993814308,2904762.9925208804,86.68431819047085,0.0,0,0.15274278617237896,0.02049976530755481,-3450912.5405529207,8437648042720.873,0.5,0.3304414861631155,567.4914069540529,1.9073486328125e-06,True,19.0
1137,152.3773808479309,40820461.760045946,3.1924672850413076e-07,2904762.8046696335,2904762.803375248,86.71641375526296,0.0,0,0.15274288467099695,0.020499778896728754,-3623216.188234136,8437646943874.441,0.5,0.330441474810114,567.7011789813803,5.960464477539063e-08,True,24.0
1138,152.51329636573792,40820461.42716639,3.031937770452479e-07,2904761.2522729295,2904761.2509773574,86.75612409471216,0.0,0,0.15274294487108755,0.020499780055789996,-3247225.3371321573,8437637925181.555,0.5,0.33044139372039305,567.9609490228643,4.76837158203125e-07,True,21.0
1139,152.67589116096497,40820461.40124447,2.4530407239726714e-07,2904760.4863788476,2904760.4850821383,86.79418019965046,0.0,0,0.15274303582944973,0.02049979334162793,-3880148.0189794567,8437633475696.635,0.5,0.33044135221457105,568.2097737233984,2.384185791015625e-07,True,22.0
1140,152.81385445594788,40820461.293211006,1.1542389828584845e-07,2904759.773381064,2904759.7720836457,86.81788836791586,0.0,0,0.15274307869529197,0.02049979851452823,-4109987.919314868,8437629333517.446,0.5,0.33044131200257404,568.364837574495,2.384185791015625e-07,True,22.0
1141,152.9497754573822,40820461.10803426,1.763129169672614e-07,2904758.405962239,2904758.4046633593,86.86675843662648,0.0,0,0.15274316919919675,0.020499810237447662,-3923769.4620274366,8437621389464.439,0.5,0.3304412297357517,568.6844651777102,4.76837158203125e-07,True,21.0
1142,153.08209252357483,40820459.30956231,1.5852062307273934e-06,2904753.369525755,2904753.3682291065,86.79202780505938,0.0,0,0.1527426283736677,0.020499749670241714,-4730029.167222942,8437592130240.3545,0.5,0.33044090651376556,568.1971972260496,1.9073486328125e-06,True,19.0
1143,153.21634888648987,40820459.105015,7.907449699295676e-07,2904750.5365934116,2904750.535294669,86.86204192810878,0.0,0,0.1527427168521491,0.020499793555375657,-3793529.395151342,8437575672296.68,0.5,0.33044074178777294,568.6552691447963,9.5367431640625e-07,True,20.0
1144,153.3540554046631,40820459.06759007,2.037703146215879e-07,2904749.760786359,2904749.7594868187,86.88871608461841,0.0,0,0.15274276949707946,0.020499807444768432,-4732406.720192119,8437571165240.746,0.5,0.33044070135955705,568.829715866549,2.384185791015625e-07,True,22.0
1145,153.49218082427979,40820458.99937227,1.4447211794305835e-07,2904748.897489833,2904748.89618927,86.9228725851115,0.0,0,0.15274284705465288,0.02049981915747335,-4351555.337777459,8437566149914.801,0.5,0.33044066026987867,569.0530585062147,2.384185791015625e-07,True,22.0
1146,153.62641191482544,40820458.40284775,3.7133502347401233e-07,2904745.7713720193,2904745.77006982,86.97750014911853,0.0,0,0.1527428835273905,0.02049983124730418,-3097578.297459226,8437547988740.523,0.5,0.33044049835542116,569.4105833695178,9.5367431640625e-07,True,20.0
1147,153.76998090744019,40820458.41499779,2.279439351078627e-07,2904745.6352679143,2904745.63396501,87.00104640139688,0.0,0,0.15274295738486826,0.02049983594567111,-3423111.8096429803,8437547198040.8,0.5,0.33044049262693653,569.5644713347125,2.9802322387695312e-08,True,25.0
1148,153.91519260406494,40820391.17415775,7.146483659007432e-05,2904555.960131062,2904555.958815302,87.42636612974601,0.0,0,0.15273505011505006,0.02049770719019605,-4541175.95935574,8436445317891.492,0.5,0.3304301371762292,572.3787801654264,6.103515625e-05,True,14.0
1149,154.04666709899902,40820390.42501589,5.753855280967941e-07,2904550.7784776753,2904550.7771571353,87.58492567983903,0.0,0,0.15273528135933498,0.020497747826054166,-3120349.11540501,8436415217086.134,0.5,0.33042978587721716,573.4160948604089,1.9073486328125e-06,True,19.0
