iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,3000000000007.0,0.0,2000000000003.0,2000000000003.0,1.4286357128393512,0.0,0,0,0.0,1.0,1.0
1,0.030936717987060547,2000000000007.6494,1.5695284241608756,59528.028458464985,59528.02845845859,0.027586116184974255,0.0,0,0,0.0,1.0,0.9912679022943052
2,0.03537702560424805,2000000000007.649,2.1073424255447017e-08,59681.08126993014,59681.08126992389,0.02731097994582591,0.0,0,0,0.0,1.0,0.9825358035666798
3,0.03847932815551758,2000000000007.649,1.4901161193847656e-08,59681.08097013438,59681.080970128256,0.027035847600071227,0.0,0,0,0.0,3.3333333333333335,0.9738037048390544
4,0.04160642623901367,2000000000007.649,1.4901161193847656e-08,59681.07997088496,59681.07997087924,0.026118771913637488,0.0,0,0,0.0,11.111111111111112,0.9446967090803032
5,0.06752824783325195,2000000000007.649,1.4901161193847656e-08,59681.076640828665,59681.07664082421,0.023062275768023183,0.0,0,0,0.0,37.037037037037045,0.8476733898844658
6,0.07072281837463379,2000000000007.649,1.4901161193847656e-08,59681.06554925372,59681.06554925233,0.012883817226967157,0.0,0,0,0.0,123.45679012345683,0.5242623258983412
7,0.07345986366271973,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
8,0.0761866569519043,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
9,0.07892227172851562,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
10,0.08168220520019531,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
11,0.08439779281616211,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
12,0.08710646629333496,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
13,0.08983635902404785,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
14,0.09255433082580566,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
15,0.0952920913696289,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
16,0.09800958633422852,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
17,0.10071754455566406,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
18,0.10342097282409668,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
19,0.10618376731872559,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
20,0.10890650749206543,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
21,0.11162233352661133,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
22,0.11434435844421387,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
23,0.1170499324798584,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
24,0.11975884437561035,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
25,0.1224675178527832,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
26,0.12519145011901855,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
27,0.12789511680603027,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
28,0.13060235977172852,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
29,0.13333630561828613,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
30,0.13604402542114258,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
31,0.13874602317810059,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
32,0.14147305488586426,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
33,0.14418411254882812,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
34,0.14690637588500977,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
35,0.14961719512939453,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
36,0.15233802795410156,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
37,0.15504980087280273,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
38,0.15775513648986816,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
39,0.16049790382385254,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
40,0.16321754455566406,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
41,0.16594457626342773,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
42,0.16865968704223633,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
43,0.17138433456420898,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
44,0.17411017417907715,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
45,0.1768198013305664,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
46,0.17954277992248535,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
47,0.18224549293518066,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
48,0.18495631217956543,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
49,0.18767237663269043,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
50,0.19041800498962402,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
51,0.19312596321105957,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
52,0.1958458423614502,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
53,0.1985623836517334,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
54,0.20127606391906738,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
55,0.20399141311645508,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
56,0.2066962718963623,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
57,0.20939970016479492,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
58,0.21211528778076172,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
59,0.21480965614318848,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
60,0.21751832962036133,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
61,0.22023463249206543,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
62,0.22295308113098145,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
63,0.2256476879119873,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
64,0.2283613681793213,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
65,0.23107361793518066,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
66,0.2337782382965088,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
67,0.23648929595947266,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
68,0.23923182487487793,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
69,0.2419567108154297,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
70,0.24466562271118164,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
71,0.24736404418945312,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
72,0.2500782012939453,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
73,0.25280141830444336,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
74,0.255523681640625,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
75,0.25823330879211426,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
76,0.26095008850097656,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
77,0.26364994049072266,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
78,0.26636481285095215,2000000000007.649,1.4901161193847656e-08,59681.04759983611,59681.04759983611,0.0,0.0,0,0,0.0,123.45679012345683,0.0
