iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,3000000007.0,0.0,2000000003.0,2000000003.0,1.5811388300841893,0.0,0,0,0.0,1.0,1.0
1,0.30729126930236816,2000000114.3066497,1.5451983962975495,22730.819485122072,22730.819483609568,0.2622229110639822,0.0,0,0,0.0,1.0,0.9000021349181624
2,0.5682892799377441,2000000082.4230726,0.0021589563815251405,18091.072825742467,18091.072824266794,0.23106925150027413,0.0,0,0,0.0,1.0,0.8000033930710269
3,0.8247377872467041,2000000061.1867664,0.0018582619035924564,12891.043234525516,12891.043232968015,0.20038867943798525,0.0,0,0,0.0,3.3333333333333335,0.7000005502029912
4,1.1198546886444092,2000000052.1876876,0.0009578507847763943,12848.951259220314,12848.951258824838,0.10081115910376323,0.0,0,0,0.0,11.111111111111112,0.3666678282320013
5,1.3019533157348633,2000000042.542916,0.0012002320806361764,10187.98463289299,10187.98463289299,0.0,0.0,0,0,0.0,11.111111111111112,0.0
6,1.4780299663543701,2000000035.1337488,0.0011028251058856763,11610.571065743434,11610.571065743434,0.0,0.0,0,0,0.0,11.111111111111112,0.0
7,1.6563386917114258,2000000031.0266595,0.0007071308977333868,8704.340989408482,8704.340989408482,0.0,0.0,0,0,0.0,11.111111111111112,0.0
8,1.832594871520996,2000000027.4063945,0.0007034101025192638,6748.396343559284,6748.396343559284,0.0,0.0,0,0,0.0,11.111111111111112,0.0
9,2.0089285373687744,2000000024.870246,0.0005511100637213839,6181.107366924146,6181.107366924146,0.0,0.0,0,0,0.0,11.111111111111112,0.0
10,2.1869142055511475,2000000022.8582428,0.00048071266131386733,6034.143673371147,6034.143673371147,0.0,0.0,0,0,0.0,11.111111111111112,0.0
11,2.362213134765625,2000000020.733059,0.0005601032314707253,5476.581321806558,5476.581321806558,0.0,0.0,0,0,0.0,11.111111111111112,0.0
12,2.54024076461792,2000000019.270737,0.0004242675025512346,4722.874493206742,4722.874493206742,0.0,0.0,0,0,0.0,11.111111111111112,0.0
