iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,rho,maxabsLagmult
168,47.221444845199585,40000010.95389365,5.152810983872566e-05,8.85050363747638,8.85050363747638,0.0,0.0,0,0,0.0,-19.488011360516513,123.45679012345683,0.0
169,47.32998538017273,40000010.953858145,1.252375005001525e-05,9.078029633484855,9.078029633484855,0.0,0.0,0,0,0.0,6.390410540315938,123.45679012345683,0.0
170,47.65953493118286,40000010.953615904,8.529787038423476e-05,8.948106893244743,8.948106893244743,0.0,0.0,0,0,0.0,-12.532008581387291,123.45679012345683,0.0
171,47.98062014579773,40000010.95333295,9.940233369873017e-05,6.24264750871384,6.24264750871384,0.0,0.0,0,0,0.0,-25.301238251791123,123.45679012345683,0.0
172,48.21446180343628,40000010.953175046,5.608055925917473e-05,9.007561722479492,9.007561722479492,0.0,0.0,0,0,0.0,-27.55858853046627,123.45679012345683,0.0
173,48.37447714805603,40000010.95308061,3.334961770790893e-05,8.99647059601823,8.99647059601823,0.0,0.0,0,0,0.0,-5.488238777323276,123.45679012345683,0.0
174,48.60404920578003,40000010.95293344,5.198056236198777e-05,9.013341020362844,9.013341020362844,0.0,0.0,0,0,0.0,-23.214798846525603,123.45679012345683,0.0
175,48.9290771484375,40000010.95267947,8.9235124529028e-05,4.26413632210937,4.26413632210937,0.0,0.0,0,0,0.0,-33.5739512790757,123.45679012345683,0.0
176,49.25513243675232,40000010.95246713,7.550594385017334e-05,7.908584455705496,7.908584455705496,0.0,0.0,0,0,0.0,10.259818554586326,123.45679012345683,0.0
177,49.57632565498352,40000010.95223814,8.08031112363494e-05,5.765446526042882,5.765446526042882,0.0,0.0,0,0,0.0,14.771645126466655,123.45679012345683,0.0
178,49.90285563468933,40000010.951970704,9.455056383625397e-05,2.826854115874939,2.826854115874939,0.0,0.0,0,0,0.0,-5.615394790908166,123.45679012345683,0.0
179,50.027199268341064,40000010.951759264,7.561106301203917e-05,9.11048218502065,9.11048218502065,0.0,0.0,0,0,0.0,-14.309527852885795,123.45679012345683,0.0
180,50.35266876220703,40000010.951544546,7.5540713232794e-05,3.349450334364228,3.349450334364228,0.0,0.0,0,0,0.0,-3.0980090811168646,123.45679012345683,0.0
181,50.675804138183594,40000010.95131482,8.150539072612418e-05,3.0593595885240945,3.0593595885240945,0.0,0.0,0,0,0.0,7.726719144054305,123.45679012345683,0.0
182,50.913185358047485,40000010.95118425,4.7067565021850354e-05,9.401899352486314,9.401899352486314,0.0,0.0,0,0,0.0,-15.637869701154507,123.45679012345683,0.0
183,51.06015110015869,40000010.95111298,2.5170738735972173e-05,8.442660358664858,8.442660358664858,0.0,0.0,0,0,0.0,-2.8657352173951165,123.45679012345683,0.0
184,51.38184452056885,40000010.95080362,0.0001099448045988859,8.527007516586186,8.527007516586186,0.0,0.0,0,0,0.0,-14.780322093407472,123.45679012345683,0.0
185,51.510562896728516,40000010.95075776,1.6310707853525586e-05,8.432172014808428,8.432172014808428,0.0,0.0,0,0,0.0,-40.26152439417295,123.45679012345683,0.0
186,51.568727016448975,40000010.95075151,2.3704089789802665e-06,8.57907554292273,8.57907554292273,0.0,0.0,0,0,0.0,-21.350655222581207,123.45679012345683,0.0
187,51.671236515045166,40000010.950714454,1.3248506690442134e-05,8.881071249792383,8.881071249792383,0.0,0.0,0,0,0.0,2.3575468546559875,123.45679012345683,0.0
188,52.00510334968567,40000010.950494245,7.775136622794345e-05,3.6525507714496666,3.6525507714496666,0.0,0.0,0,0,0.0,-38.57616285620616,123.45679012345683,0.0
189,52.33323931694031,40000010.950255066,8.538272136356608e-05,6.878297250628152,6.878297250628152,0.0,0.0,0,0,0.0,5.992763211865647,123.45679012345683,0.0
190,52.74884223937988,40000010.95005253,7.210836956587986e-05,7.012803114746866,7.012803114746866,0.0,0.0,0,0,0.0,-11.189049137459856,123.45679012345683,0.0
191,53.02039861679077,40000010.94988114,6.12210975251653e-05,8.446752004279357,8.446752004279357,0.0,0.0,0,0,0.0,-6.110575184917304,123.45679012345683,0.0
192,53.364216804504395,40000010.94964182,8.55338931877378e-05,10.259935421520527,10.259935421520527,0.0,0.0,0,0,0.0,9.853418497376415,123.45679012345683,0.0
193,53.70128083229065,40000010.9493603,9.990771316280311e-05,7.670959143020447,7.670959143020447,0.0,0.0,0,0,0.0,13.317170918371238,123.45679012345683,0.0
194,54.001445055007935,40000010.94914628,7.725736773821642e-05,13.01627689502483,13.01627689502483,0.0,0.0,0,0,0.0,-49.51271132327178,123.45679012345683,0.0
195,54.32097053527832,40000010.94890274,8.584524953087746e-05,7.435741839101938,7.435741839101938,0.0,0.0,0,0,0.0,-21.93769640019102,123.45679012345683,0.0
196,54.65294408798218,40000010.948653415,8.907418982619496e-05,8.633130629242117,8.633130629242117,0.0,0.0,0,0,0.0,-6.201678047676958,123.45679012345683,0.0
197,54.976885080337524,40000010.948409274,8.655709373719095e-05,3.262451247814916,3.262451247814916,0.0,0.0,0,0,0.0,2.6891369204867175,123.45679012345683,0.0
198,55.05205774307251,40000010.94839241,6.6432277886608794e-06,8.995815483293839,8.995815483293839,0.0,0.0,0,0,0.0,-27.863732706012566,123.45679012345683,0.0
199,55.13234615325928,40000010.94836407,1.0040751382829583e-05,8.54553701936414,8.54553701936414,0.0,0.0,0,0,0.0,-50.29801031248744,123.45679012345683,0.0
200,55.4990508556366,40000010.94813838,8.03328109559939e-05,6.967745036916211,6.967745036916211,0.0,0.0,0,0,0.0,-65.7323244928521,123.45679012345683,0.0
201,55.871938705444336,40000010.947899245,8.505791655424076e-05,3.5804240769492996,3.5804240769492996,0.0,0.0,0,0,0.0,-39.16724632842321,123.45679012345683,0.0
202,56.208892583847046,40000010.947671145,8.140335791817912e-05,3.000391618138129,3.000391618138129,0.0,0.0,0,0,0.0,-30.549695679972636,123.45679012345683,0.0
203,56.42996573448181,40000010.947487794,6.601411351371715e-05,8.500019133151874,8.500019133151874,0.0,0.0,0,0,0.0,-6.619441794462616,123.45679012345683,0.0
204,56.772143840789795,40000010.94724538,8.603092599708739e-05,2.80566887459484,2.80566887459484,0.0,0.0,0,0,0.0,-12.063251163677732,123.45679012345683,0.0
205,57.114129304885864,40000010.94681616,0.00015335898890055978,2.8119909511198298,2.8119909511198298,0.0,0.0,0,0,0.0,-24.971729401426074,123.45679012345683,0.0
206,57.4296498298645,40000010.94654812,9.655532433234227e-05,9.778444188968622,9.778444188968622,0.0,0.0,0,0,0.0,-26.126822344685337,123.45679012345683,0.0
207,57.77518439292908,40000010.946346164,7.19458632781456e-05,8.232869061824552,8.232869061824552,0.0,0.0,0,0,0.0,-52.52822204778149,123.45679012345683,0.0
208,58.104721546173096,40000010.94607589,9.63517045321785e-05,6.128183727076563,6.128183727076563,0.0,0.0,0,0,0.0,-22.923786552542005,123.45679012345683,0.0
209,58.44634556770325,40000010.94583449,8.610061665119772e-05,3.5703847562318134,3.5703847562318134,0.0,0.0,0,0,0.0,-9.507864167709934,123.45679012345683,0.0
210,58.794113874435425,40000010.94557656,9.242914389215217e-05,5.764017353530028,5.764017353530028,0.0,0.0,0,0,0.0,-20.611336518808137,123.45679012345683,0.0
211,58.925410985946655,40000010.945512205,2.3351198878275e-05,8.525630505938711,8.525630505938711,0.0,0.0,0,0,0.0,-38.90754823082244,123.45679012345683,0.0
212,59.298699378967285,40000010.945250176,9.334440866688555e-05,5.346876164321136,5.346876164321136,0.0,0.0,0,0,0.0,-56.44734249603369,123.45679012345683,0.0
213,59.5243353843689,40000010.94509443,5.6138057688330875e-05,8.858623030299244,8.858623030299244,0.0,0.0,0,0,0.0,-43.17127762483025,123.45679012345683,0.0
214,59.872246742248535,40000010.94485852,8.42562807802783e-05,7.872289134934521,7.872289134934521,0.0,0.0,0,0,0.0,-21.383444171771608,123.45679012345683,0.0
215,60.09745478630066,40000010.94473108,4.56622859672161e-05,8.29067030044071,8.29067030044071,0.0,0.0,0,0,0.0,-3.2629000042533156,123.45679012345683,0.0
216,60.444337606430054,40000010.94447805,9.016003088531868e-05,5.281845057406297,5.281845057406297,0.0,0.0,0,0,0.0,21.57105955735415,123.45679012345683,0.0
217,60.73782658576965,40000010.94434425,4.825769753331819e-05,8.380248249893786,8.380248249893786,0.0,0.0,0,0,0.0,14.844550469446316,123.45679012345683,0.0
218,61.05677628517151,40000010.944110036,8.449181782484425e-05,12.069828111739316,12.069828111739316,0.0,0.0,0,0,0.0,-15.751960830407706,123.45679012345683,0.0
219,61.437384605407715,40000010.9438884,7.815750812636198e-05,3.555197507623926,3.555197507623926,0.0,0.0,0,0,0.0,-7.774186381338141,123.45679012345683,0.0
220,61.764256715774536,40000010.943654574,8.415554632320885e-05,8.067089844142794,8.067089844142794,0.0,0.0,0,0,0.0,-2.5995864486470173,123.45679012345683,0.0
221,62.087427854537964,40000010.94340047,9.058455848152993e-05,4.702780887287565,4.702780887287565,0.0,0.0,0,0,0.0,-45.46152019609827,123.45679012345683,0.0
222,62.35976982116699,40000010.94322033,6.518041293968534e-05,9.985174878924424,9.985174878924424,0.0,0.0,0,0,0.0,-12.892593368756271,123.45679012345683,0.0
223,62.71443271636963,40000010.9429705,8.922454983197277e-05,8.550756044261355,8.550756044261355,0.0,0.0,0,0,0.0,-54.09467533368195,123.45679012345683,0.0
224,63.04655075073242,40000010.94277168,7.061870960761105e-05,2.980571118146448,2.980571118146448,0.0,0.0,0,0,0.0,-12.58004987413206,123.45679012345683,0.0
225,63.37389349937439,40000010.94257706,7.01447975248276e-05,7.794531040505673,7.794531040505673,0.0,0.0,0,0,0.0,-32.87616939208429,123.45679012345683,0.0
226,63.70621871948242,40000010.94236229,7.690040311629325e-05,7.593009357933781,7.593009357933781,0.0,0.0,0,0,0.0,-68.65782283159808,123.45679012345683,0.0
227,64.03348326683044,40000010.94216361,7.070508973861347e-05,2.9320887007582153,2.9320887007582153,0.0,0.0,0,0,0.0,-13.989869883033299,123.45679012345683,0.0
228,64.11254501342773,40000010.94213059,1.2884662799404569e-05,11.258677135444596,11.258677135444596,0.0,0.0,0,0,0.0,-22.382141544473743,123.45679012345683,0.0
229,64.4455976486206,40000010.941916816,7.582000898176014e-05,6.2807174831833965,6.2807174831833965,0.0,0.0,0,0,0.0,-33.673585893791014,123.45679012345683,0.0
230,64.77225470542908,40000010.9416817,8.393682444174933e-05,2.8281432791626284,2.8281432791626284,0.0,0.0,0,0,0.0,-26.00122118634495,123.45679012345683,0.0
231,65.09825301170349,40000010.94141848,9.458513098377971e-05,6.338968223302031,6.338968223302031,0.0,0.0,0,0,0.0,-4.628215518891963,123.45679012345683,0.0
232,65.42786312103271,40000010.94118199,8.464477752603185e-05,5.625407200767262,5.625407200767262,0.0,0.0,0,0,0.0,-3.194594400738928,123.45679012345683,0.0
233,65.54908585548401,40000010.94112287,2.152041878117682e-05,8.430277014418493,8.430277014418493,0.0,0.0,0,0,0.0,-5.668550843593063,123.45679012345683,0.0
234,65.92966866493225,40000010.94089512,8.11057761178144e-05,3.7155033376350155,3.7155033376350155,0.0,0.0,0,0,0.0,-54.51629804563653,123.45679012345683,0.0
235,66.06961226463318,40000010.940802075,3.4165139189324355e-05,10.457907054936806,10.457907054936806,0.0,0.0,0,0,0.0,33.062247161968216,123.45679012345683,0.0
236,66.3912878036499,40000010.94055364,8.833178101470536e-05,5.288042153240995,5.288042153240995,0.0,0.0,0,0,0.0,-51.63502844073324,123.45679012345683,0.0
237,66.71207427978516,40000010.94033836,7.747511805889943e-05,8.141209107051672,8.141209107051672,0.0,0.0,0,0,0.0,-39.20610749842004,123.45679012345683,0.0
238,67.04302644729614,40000010.94010563,8.296225210632331e-05,4.000731904752201,4.000731904752201,0.0,0.0,0,0,0.0,-26.282294387897437,123.45679012345683,0.0
239,67.37414193153381,40000010.939883985,7.971656227468349e-05,6.903421965818093,6.903421965818093,0.0,0.0,0,0,0.0,-35.586391669321124,123.45679012345683,0.0
240,67.69976544380188,40000010.939683594,7.149407724244802e-05,2.803572928986209,2.803572928986209,0.0,0.0,0,0,0.0,4.258979227217653,123.45679012345683,0.0
241,68.02213716506958,40000010.93940371,0.00010129302473086095,10.936863768572213,10.936863768572213,0.0,0.0,0,0,0.0,-42.62949137181841,123.45679012345683,0.0
242,68.35283374786377,40000010.939187564,7.67488513380529e-05,5.947115386791048,5.947115386791048,0.0,0.0,0,0,0.0,-25.622363947675737,123.45679012345683,0.0
243,68.67939305305481,40000010.938948326,8.873093099152535e-05,19.254024249696936,19.254024249696936,0.0,0.0,0,0,0.0,-36.91376755218633,123.45679012345683,0.0
244,69.0072751045227,40000010.938709974,8.257980736511383e-05,6.442703545179486,6.442703545179486,0.0,0.0,0,0,0.0,-23.568330221431868,123.45679012345683,0.0
245,69.13557839393616,40000010.938670196,1.4532742774783036e-05,8.481404342545694,8.481404342545694,0.0,0.0,0,0,0.0,11.08200900364534,123.45679012345683,0.0
246,69.46288800239563,40000010.93846488,7.317895179156366e-05,4.5188098800006555,4.5188098800006555,0.0,0.0,0,0,0.0,3.8581876397718324,123.45679012345683,0.0
247,69.78611207008362,40000010.93812537,0.0001217412987603465,4.307034133544282,4.307034133544282,0.0,0.0,0,0,0.0,-33.01836538365907,123.45679012345683,0.0
248,70.11374402046204,40000010.93788465,8.678814047913948e-05,8.573623815099902,8.573623815099902,0.0,0.0,0,0,0.0,-37.31584846779424,123.45679012345683,0.0
249,70.4370584487915,40000010.93764799,8.447762805441983e-05,5.325495823793489,5.325495823793489,0.0,0.0,0,0,0.0,12.91657196223459,123.45679012345683,0.0
250,70.76956915855408,40000010.93743966,7.462370456939728e-05,3.7849850221483745,3.7849850221483745,0.0,0.0,0,0,0.0,-9.563173852263152,123.45679012345683,0.0
251,70.83116006851196,40000010.937431976,3.2585197502730327e-06,8.541710437943195,8.541710437943195,0.0,0.0,0,0,0.0,-36.83103789168902,123.45679012345683,0.0
252,71.33988785743713,40000010.93718732,8.726216310356987e-05,4.105042582675576,4.105042582675576,0.0,0.0,0,0,0.0,-39.8238807291448,123.45679012345683,0.0
253,71.5414092540741,40000010.93707998,3.903656888197672e-05,8.791373140112771,8.791373140112771,0.0,0.0,0,0,0.0,-36.685104201753425,123.45679012345683,0.0
254,71.86863899230957,40000010.93687494,7.348146059876289e-05,8.201140014344857,8.201140014344857,0.0,0.0,0,0,0.0,-12.086075687870544,123.45679012345683,0.0
255,72.18978548049927,40000010.936676025,7.124038680889465e-05,7.402574393472223,7.402574393472223,0.0,0.0,0,0,0.0,-45.264617892201585,123.45679012345683,0.0
256,72.53612852096558,40000010.93647428,7.25262079640499e-05,8.510375065125922,8.510375065125922,0.0,0.0,0,0,0.0,-50.67439577722444,123.45679012345683,0.0
257,72.85839104652405,40000010.93621533,9.234059751832445e-05,2.787074120257713,2.787074120257713,0.0,0.0,0,0,0.0,-7.322457506098924,123.45679012345683,0.0
258,73.17966079711914,40000010.85055429,0.03130133817968024,7.0276627298844945,7.0276627298844945,0.0,0.0,0,0,0.0,-19.722763715094803,123.45679012345683,0.0
259,73.4998779296875,40000010.84999061,0.00013322488403815888,6.6014758680608825,6.6014758680608825,0.0,0.0,0,0,0.0,-6.0066237340401525,123.45679012345683,0.0
260,73.82491683959961,40000010.84967656,0.00010189966432525208,3.816074952918416,3.816074952918416,0.0,0.0,0,0,0.0,2.335610307508186,123.45679012345683,0.0
261,74.0930187702179,40000010.84944284,8.388319078953566e-05,8.686526443073635,8.686526443073635,0.0,0.0,0,0,0.0,-6.421386023794164,123.45679012345683,0.0
262,74.41934823989868,40000010.84918057,9.484994457790679e-05,3.1089433337220123,3.1089433337220123,0.0,0.0,0,0,0.0,0.6164240202729728,123.45679012345683,0.0
263,74.70664811134338,40000010.84897564,7.5535281020638e-05,9.143675071779365,9.143675071779365,0.0,0.0,0,0,0.0,1.8094653800368519,123.45679012345683,0.0
264,75.03254318237305,40000010.848758586,7.88265807711183e-05,4.053733765816688,4.053733765816688,0.0,0.0,0,0,0.0,-0.2244769650890354,123.45679012345683,0.0
265,75.35699081420898,40000010.84852556,8.527841079290763e-05,3.8592568888490613,3.8592568888490613,0.0,0.0,0,0,0.0,-19.039244401798005,123.45679012345683,0.0
266,75.68487119674683,40000010.84829434,8.461467953623922e-05,3.041991811409312,3.041991811409312,0.0,0.0,0,0,0.0,-14.714412292209134,123.45679012345683,0.0
267,76.03050971031189,40000010.84807367,8.118339703528601e-05,6.967200433959511,6.967200433959511,0.0,0.0,0,0,0.0,-2.4229852646375893,123.45679012345683,0.0
268,76.16984367370605,40000010.84800444,2.590385477669126e-05,10.461045815667672,10.461045815667672,0.0,0.0,0,0,0.0,-5.171434583090159,123.45679012345683,0.0
269,76.49281167984009,40000010.8477953,7.576995628725706e-05,3.3029157597566843,3.3029157597566843,0.0,0.0,0,0,0.0,3.9717175194804444,123.45679012345683,0.0
270,76.81666898727417,40000010.84757274,8.179407141954956e-05,5.8804022668586065,5.8804022668586065,0.0,0.0,0,0,0.0,-11.639930127191377,123.45679012345683,0.0
271,77.19839286804199,40000010.8473615,7.860475243057155e-05,12.80913277256297,12.80913277256297,0.0,0.0,0,0,0.0,-9.763344763310842,123.45679012345683,0.0
272,77.27745747566223,40000010.84733806,7.921617625093293e-06,8.959603676319853,8.959603676319853,0.0,0.0,0,0,0.0,-16.946209196833884,123.45679012345683,0.0
273,77.5989203453064,40000010.84713775,7.286027870122856e-05,3.4977564744285874,3.4977564744285874,0.0,0.0,0,0,0.0,-8.268297499710062,123.45679012345683,0.0
274,77.92307686805725,40000010.846896365,8.871510659702101e-05,5.301867922168106,5.301867922168106,0.0,0.0,0,0,0.0,-3.4044210926939926,123.45679012345683,0.0
275,78.12108445167542,40000010.846788265,4.019268031027731e-05,9.365637344837387,9.365637344837387,0.0,0.0,0,0,0.0,-6.547333728488864,123.45679012345683,0.0
276,78.32957315444946,40000010.84666212,4.6111729393076895e-05,8.1935503588959,8.1935503588959,0.0,0.0,0,0,0.0,-13.57989108959581,123.45679012345683,0.0
277,78.40996789932251,40000010.84664266,7.1756324732862725e-06,8.417957949586498,8.417957949586498,0.0,0.0,0,0,0.0,-13.335107958828045,123.45679012345683,0.0
278,78.54358625411987,40000010.84661016,1.189889212101864e-05,8.182788871337278,8.182788871337278,0.0,0.0,0,0,0.0,-9.999794103031652,123.45679012345683,0.0
279,78.865483045578,40000010.84638885,8.137504893182826e-05,9.114591223862341,9.114591223862341,0.0,0.0,0,0,0.0,-5.6254316190110645,123.45679012345683,0.0
280,78.93806743621826,40000010.84634225,1.7053557091879586e-05,8.784293946601958,8.784293946601958,0.0,0.0,0,0,0.0,7.8276033633262685,123.45679012345683,0.0
281,79.08526682853699,40000010.84625223,3.371832502938235e-05,12.297845779621234,12.297845779621234,0.0,0.0,0,0,0.0,-9.536443343428068,123.45679012345683,0.0
282,79.411381483078,40000010.84602448,8.242946470120954e-05,3.679438693324423,3.679438693324423,0.0,0.0,0,0,0.0,-8.447899011169387,123.45679012345683,0.0
283,79.7395977973938,40000010.845787965,8.701226574946785e-05,5.447039930846683,5.447039930846683,0.0,0.0,0,0,0.0,-5.037243438344327,123.45679012345683,0.0
284,80.07210493087769,40000010.84558924,7.31405688459318e-05,6.6879303834682355,6.6879303834682355,0.0,0.0,0,0,0.0,-5.191937158790034,123.45679012345683,0.0
285,80.25206089019775,40000010.84547986,4.050729313088751e-05,9.043020918814255,9.043020918814255,0.0,0.0,0,0,0.0,-14.869327185794447,123.45679012345683,0.0
286,80.57844424247742,40000010.84524828,8.461905262832064e-05,5.196083726196239,5.196083726196239,0.0,0.0,0,0,0.0,-14.336123205806423,123.45679012345683,0.0
287,80.81135606765747,40000010.84511596,4.9046279649075826e-05,8.684716778416517,8.684716778416517,0.0,0.0,0,0,0.0,-10.974744787446715,123.45679012345683,0.0
288,80.96355891227722,40000010.84502023,3.5100231607735824e-05,8.150642056401965,8.150642056401965,0.0,0.0,0,0,0.0,6.280587153696566,123.45679012345683,0.0
289,81.31031727790833,40000010.84480383,7.914683001217332e-05,4.454896998532875,4.454896998532875,0.0,0.0,0,0,0.0,-3.183685718222362,123.45679012345683,0.0
290,81.57559943199158,40000010.84460896,7.209934659951301e-05,8.54163944938927,8.54163944938927,0.0,0.0,0,0,0.0,-2.3371986202912365,123.45679012345683,0.0
291,81.68821430206299,40000010.84456591,1.578410730874379e-05,8.112124669297367,8.112124669297367,0.0,0.0,0,0,0.0,11.172457035912098,123.45679012345683,0.0
292,81.98038077354431,40000010.84438562,6.630350332453611e-05,8.290323147921022,8.290323147921022,0.0,0.0,0,0,0.0,0.9497283750432509,123.45679012345683,0.0
293,82.30378413200378,40000010.84417434,7.920820127523139e-05,15.49262638030352,15.49262638030352,0.0,0.0,0,0,0.0,-7.918355120441639,123.45679012345683,0.0
294,82.62676572799683,40000010.84396656,7.509370957290887e-05,9.40317946457364,9.40317946457364,0.0,0.0,0,0,0.0,-7.976284342184146,123.45679012345683,0.0
295,82.71476793289185,40000010.843932934,1.2532532127179896e-05,10.186256916010688,10.186256916010688,0.0,0.0,0,0,0.0,-3.5206241512761487,123.45679012345683,0.0
296,83.04118871688843,40000010.8437312,7.36030334009195e-05,5.9671314331964025,5.9671314331964025,0.0,0.0,0,0,0.0,-10.212636309716567,123.45679012345683,0.0
297,83.36277770996094,40000010.84354036,7.021625118531762e-05,6.032868886864038,6.032868886864038,0.0,0.0,0,0,0.0,-13.421728371991499,123.45679012345683,0.0
298,83.68789505958557,40000010.84328971,9.200980175857002e-05,3.3913613389221613,3.3913613389221613,0.0,0.0,0,0,0.0,1.1178064936824583,123.45679012345683,0.0
299,84.01024532318115,40000010.84310059,7.005013531634169e-05,8.053801056052032,8.053801056052032,0.0,0.0,0,0,0.0,-12.784612312388333,123.45679012345683,0.0
300,84.3578360080719,40000010.84290288,7.302019048623242e-05,9.753047660926441,9.753047660926441,0.0,0.0,0,0,0.0,-6.438526793742233,123.45679012345683,0.0
301,84.68769359588623,40000010.8426834,8.055808788159401e-05,8.315934778310893,8.315934778310893,0.0,0.0,0,0,0.0,-3.253943183429842,123.45679012345683,0.0
302,85.01510524749756,40000010.842464715,8.001008629570775e-05,3.751402526535562,3.751402526535562,0.0,0.0,0,0,0.0,9.651216874867567,123.45679012345683,0.0
303,85.24315905570984,40000010.84232797,5.078789463551728e-05,8.137385583661837,8.137385583661837,0.0,0.0,0,0,0.0,-15.012997014945798,123.45679012345683,0.0
304,85.568763256073,40000010.84210587,8.126431972872161e-05,2.9379345462458,2.9379345462458,0.0,0.0,0,0,0.0,-10.231778602968205,123.45679012345683,0.0
305,85.89206719398499,40000010.8419181,6.95117416671916e-05,7.2241358580245105,7.2241358580245105,0.0,0.0,0,0,0.0,-8.140415516408368,123.45679012345683,0.0
306,86.2180016040802,40000010.84171852,7.36118237905997e-05,8.092621150057195,8.092621150057195,0.0,0.0,0,0,0.0,-10.708152064899702,123.45679012345683,0.0
307,86.53894233703613,40000010.841495454,8.198776784521447e-05,6.860520560882134,6.860520560882134,0.0,0.0,0,0,0.0,-6.5428575816424575,123.45679012345683,0.0
308,86.86472582817078,40000010.84126938,8.301865391072941e-05,4.467540960637852,4.467540960637852,0.0,0.0,0,0,0.0,-2.3070950681050424,123.45679012345683,0.0
309,87.19161653518677,40000010.841061085,7.667315859451228e-05,3.8540465622636892,3.8540465622636892,0.0,0.0,0,0,0.0,-13.035271765084724,123.45679012345683,0.0
310,87.47718977928162,40000010.840871036,7.043567687130743e-05,8.112528957194511,8.112528957194511,0.0,0.0,0,0,0.0,-11.80753542103059,123.45679012345683,0.0
311,87.82653284072876,40000010.84068386,6.949401078143854e-05,11.253752056797932,11.253752056797932,0.0,0.0,0,0,0.0,5.086167839411993,123.45679012345683,0.0
312,88.07893896102905,40000010.840527855,5.6974659495797274e-05,8.364109596241509,8.364109596241509,0.0,0.0,0,0,0.0,6.085036501185055,123.45679012345683,0.0
313,88.3984305858612,40000010.840305194,8.148665633129081e-05,2.7174004340566347,2.7174004340566347,0.0,0.0,0,0,0.0,8.679605791936602,123.45679012345683,0.0
314,88.72197341918945,40000010.83995378,0.0001295828950875448,4.351080260388215,4.351080260388215,0.0,0.0,0,0,0.0,-3.2849729178786897,123.45679012345683,0.0
315,89.0172266960144,40000010.839748226,7.615482149920058e-05,8.017393347463036,8.017393347463036,0.0,0.0,0,0,0.0,-10.276558366500018,123.45679012345683,0.0
316,89.33905982971191,40000010.83955693,7.031060447806523e-05,6.547163686162725,6.547163686162725,0.0,0.0,0,0,0.0,3.0627595589154986,123.45679012345683,0.0
317,89.66345119476318,40000010.83933718,8.079966658168557e-05,4.39192665446031,4.39192665446031,0.0,0.0,0,0,0.0,-4.5983285232873605,123.45679012345683,0.0
318,89.98891854286194,40000010.83909015,9.112500883467898e-05,5.433216497326779,5.433216497326779,0.0,0.0,0,0,0.0,-7.916410114642129,123.45679012345683,0.0
319,90.16971802711487,40000010.83900019,3.369271502838104e-05,9.403794786759589,9.403794786759589,0.0,0.0,0,0,0.0,-9.727928466344867,123.45679012345683,0.0
320,90.49745869636536,40000010.838803366,7.187129885173973e-05,3.2808535926730333,3.2808535926730333,0.0,0.0,0,0,0.0,-6.127567214144668,123.45679012345683,0.0
321,90.82061839103699,40000010.83855686,9.118017615397908e-05,6.574086704883744,6.574086704883744,0.0,0.0,0,0,0.0,-10.788433452524735,123.45679012345683,0.0
322,91.17173385620117,40000010.838338636,8.037500152516227e-05,5.796961049098413,5.796961049098413,0.0,0.0,0,0,0.0,-7.4182845172359535,123.45679012345683,0.0
323,91.23377799987793,40000010.83832655,5.0088741160594746e-06,9.622663191139912,9.622663191139912,0.0,0.0,0,0,0.0,-10.175171198132789,123.45679012345683,0.0
324,91.48114776611328,40000010.83819081,4.9839759946608383e-05,8.216271534986491,8.216271534986491,0.0,0.0,0,0,0.0,-17.71819774677574,123.45679012345683,0.0
325,91.80334162712097,40000010.8379672,8.213999081523556e-05,5.646777411037661,5.646777411037661,0.0,0.0,0,0,0.0,-5.9166730996014545,123.45679012345683,0.0
326,92.1265127658844,40000010.83772298,9.080960804852404e-05,10.852451135010583,10.852451135010583,0.0,0.0,0,0,0.0,-0.32228344870788644,123.45679012345683,0.0
327,92.44598650932312,40000010.83747625,9.110678534557182e-05,11.337314439540075,11.337314439540075,0.0,0.0,0,0,0.0,-2.0746190615614424,123.45679012345683,0.0
328,92.77009224891663,40000010.83726653,7.638485228334067e-05,4.31466241365466,4.31466241365466,0.0,0.0,0,0,0.0,-1.421539909851535,123.45679012345683,0.0
329,93.00742387771606,40000010.837138176,4.775882604226958e-05,8.253029731771038,8.253029731771038,0.0,0.0,0,0,0.0,-2.4457304348793905,123.45679012345683,0.0
330,93.18656039237976,40000010.837042674,3.550551806822917e-05,9.871144439452205,9.871144439452205,0.0,0.0,0,0,0.0,3.7584879415011034,123.45679012345683,0.0
331,93.51017951965332,40000010.83681667,8.282759081204113e-05,5.953012289476327,5.953012289476327,0.0,0.0,0,0,0.0,-3.9608938250292063,123.45679012345683,0.0
332,93.83541178703308,40000010.83662944,6.888472238085857e-05,3.950303153707992,3.950303153707992,0.0,0.0,0,0,0.0,-9.776255061243155,123.45679012345683,0.0
333,94.18414330482483,40000010.83641621,7.872543091495178e-05,4.593967335668172,4.593967335668172,0.0,0.0,0,0,0.0,6.250126642170064,123.45679012345683,0.0
334,94.46775484085083,40000010.83626392,5.6588312777228374e-05,8.18338510128128,8.18338510128128,0.0,0.0,0,0,0.0,-1.3733615415897367,123.45679012345683,0.0
335,94.7893934249878,40000010.836047284,7.946840119997916e-05,3.5868467224518104,3.5868467224518104,0.0,0.0,0,0,0.0,-5.608766556324972,123.45679012345683,0.0
336,95.02575588226318,40000010.83591421,4.95798111927941e-05,8.255791178107126,8.255791178107126,0.0,0.0,0,0,0.0,-3.6537969492815594,123.45679012345683,0.0
