iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,rho,maxabsLagmult
32,10.04993987083435,40000010.985320635,7.142565997129532e-05,3.8574428019773213,3.8574428019773213,0.0,0.0,0,0,0.0,-408.59154484804054,123.45679012345683,0.0
33,10.113413333892822,40000010.98531394,2.928372012263913e-06,9.139716313328814,9.139716313328814,0.0,0.0,0,0,0.0,-511.6185908644579,123.45679012345683,0.0
34,10.182103633880615,40000010.985295095,6.452099554818317e-06,8.852050614540307,8.852050614540307,0.0,0.0,0,0,0.0,-420.1845770616148,123.45679012345683,0.0
35,10.264150142669678,40000010.985266,9.934292483631725e-06,8.68001764117447,8.68001764117447,0.0,0.0,0,0,0.0,-405.98625677280523,123.45679012345683,0.0
36,10.568174362182617,40000010.98508039,6.355901617364198e-05,9.304706831907925,9.304706831907925,0.0,0.0,0,0,0.0,-520.4784131499038,123.45679012345683,0.0
37,10.89135456085205,40000010.9848361,8.274795809409827e-05,3.845453086873812,3.845453086873812,0.0,0.0,0,0,0.0,-319.2705902718397,123.45679012345683,0.0
38,11.117770433425903,40000010.98469143,4.986504107944165e-05,9.130852495516379,9.130852495516379,0.0,0.0,0,0,0.0,-194.87853825716752,123.45679012345683,0.0
39,11.360754013061523,40000010.98453523,5.310929590833191e-05,9.090355935474186,9.090355935474186,0.0,0.0,0,0,0.0,-215.88394432473646,123.45679012345683,0.0
40,11.686378240585327,40000010.984333456,6.844719406186585e-05,8.561515098563289,8.561515098563289,0.0,0.0,0,0,0.0,-264.52445315431265,123.45679012345683,0.0
41,12.008987665176392,40000010.984128565,6.920238515479165e-05,6.94318062404922,6.94318062404922,0.0,0.0,0,0,0.0,-300.33205791402156,123.45679012345683,0.0
42,12.082016706466675,40000010.984100744,1.0723660797117734e-05,14.081031781642299,14.081031781642299,0.0,0.0,0,0,0.0,-400.1746122411771,123.45679012345683,0.0
43,12.40356731414795,40000010.98379802,0.00010076476575784912,4.035427356303462,4.035427356303462,0.0,0.0,0,0,0.0,-393.1447270359847,123.45679012345683,0.0
44,12.732975721359253,40000010.983489275,0.00010441420160032035,8.061499705443264,8.061499705443264,0.0,0.0,0,0,0.0,-401.4926901226429,123.45679012345683,0.0
45,13.054463863372803,40000010.98323511,8.499316820968222e-05,4.640730544828591,4.640730544828591,0.0,0.0,0,0,0.0,-435.93260512148066,123.45679012345683,0.0
46,13.391201496124268,40000010.98297783,8.647874105381928e-05,7.634628466497765,7.634628466497765,0.0,0.0,0,0,0.0,-190.66017967176853,123.45679012345683,0.0
47,13.757407903671265,40000010.98269935,9.278718921170935e-05,5.248132281483513,5.248132281483513,0.0,0.0,0,0,0.0,-277.5321318812592,123.45679012345683,0.0
48,13.869454860687256,40000010.98260764,3.101965101659773e-05,9.10331787316418,9.10331787316418,0.0,0.0,0,0,0.0,-460.8631253629704,123.45679012345683,0.0
49,14.210050582885742,40000010.98239629,6.974304598959459e-05,3.0846311847975363,3.0846311847975363,0.0,0.0,0,0,0.0,-276.9947503392635,123.45679012345683,0.0
50,14.552780389785767,40000010.982089184,0.00010325439105130718,13.020949617924883,13.020949617924883,0.0,0.0,0,0,0.0,-317.17437212661,123.45679012345683,0.0
51,14.89368224143982,40000010.98179801,9.549452490459221e-05,8.198388939222061,8.198388939222061,0.0,0.0,0,0,0.0,-239.81157500127674,123.45679012345683,0.0
52,15.19253945350647,40000010.981576666,7.343427399263437e-05,10.751347053436058,10.751347053436058,0.0,0.0,0,0,0.0,-151.11444018829326,123.45679012345683,0.0
53,15.535616159439087,40000010.98131666,8.49485833555782e-05,6.133225206894328,6.133225206894328,0.0,0.0,0,0,0.0,-417.35375708661604,123.45679012345683,0.0
54,15.847436428070068,40000010.98100491,0.0001031619744630933,12.095669668139905,12.095669668139905,0.0,0.0,0,0,0.0,-100.91935089585554,123.45679012345683,0.0
55,16.184916496276855,40000010.98071247,9.59391484278075e-05,13.433377303511023,13.433377303511023,0.0,0.0,0,0,0.0,-289.79127715809733,123.45679012345683,0.0
56,16.533178091049194,40000010.98036945,0.0001105623053301482,5.0866663139217,5.0866663139217,0.0,0.0,0,0,0.0,-177.50292377519185,123.45679012345683,0.0
57,16.86931037902832,40000010.98007522,9.555861983368169e-05,4.741982667308632,4.741982667308632,0.0,0.0,0,0,0.0,-314.7662962683774,123.45679012345683,0.0
58,17.229970693588257,40000010.97978149,9.509505693961423e-05,3.8868087442013852,3.8868087442013852,0.0,0.0,0,0,0.0,-89.92770733552146,123.45679012345683,0.0
59,17.55548119544983,40000010.97954436,7.720060948156322e-05,9.454331183093494,9.454331183093494,0.0,0.0,0,0,0.0,-294.9130681233919,123.45679012345683,0.0
60,17.778942584991455,40000010.97938931,5.084592599444159e-05,13.935919607611835,13.935919607611835,0.0,0.0,0,0,0.0,-197.94654236167074,123.45679012345683,0.0
61,18.10456156730652,40000010.97909236,9.405047999991477e-05,3.2192877217185845,3.2192877217185845,0.0,0.0,0,0,0.0,-290.33578156221057,123.45679012345683,0.0
62,18.446609497070312,40000010.97880337,9.293898797077137e-05,6.100953345626564,6.100953345626564,0.0,0.0,0,0,0.0,-154.04033758071796,123.45679012345683,0.0
63,18.77844786643982,40000010.97851353,9.271522135913035e-05,5.982620032539228,5.982620032539228,0.0,0.0,0,0,0.0,-241.02784629774408,123.45679012345683,0.0
64,18.97649908065796,40000010.97829333,7.070119078112819e-05,9.498663752604383,9.498663752604383,0.0,0.0,0,0,0.0,-162.7013119379559,123.45679012345683,0.0
65,19.3016037940979,40000010.977928005,0.00011567506736650676,3.1731923834444173,3.1731923834444173,0.0,0.0,0,0,0.0,-247.01169750816885,123.45679012345683,0.0
66,19.62842893600464,40000010.97762908,9.495533795426212e-05,4.29129291993898,4.29129291993898,0.0,0.0,0,0,0.0,-212.40358502519223,123.45679012345683,0.0
67,19.689916610717773,40000010.97759187,1.363492076703494e-05,15.879427670575648,15.879427670575648,0.0,0.0,0,0,0.0,-227.509818738554,123.45679012345683,0.0
68,20.028886079788208,40000010.97725084,0.00010609331467581465,3.9509543324553884,3.9509543324553884,0.0,0.0,0,0,0.0,-192.99484999564754,123.45679012345683,0.0
69,20.27616596221924,40000010.97703051,7.012524139284981e-05,9.421986388919583,9.421986388919583,0.0,0.0,0,0,0.0,-332.62220977366064,123.45679012345683,0.0
70,20.358251333236694,40000010.97700798,7.110539964462045e-06,9.447963873339834,9.447963873339834,0.0,0.0,0,0,0.0,-146.54715920785347,123.45679012345683,0.0
71,20.435378551483154,40000010.97698373,7.744576595141193e-06,9.770105116846407,9.770105116846407,0.0,0.0,0,0,0.0,-189.26276867288442,123.45679012345683,0.0
72,20.76796293258667,40000010.97670294,8.785639091560531e-05,4.268522285198727,4.268522285198727,0.0,0.0,0,0,0.0,-143.57814178464366,123.45679012345683,0.0
73,21.089717149734497,40000010.97639366,9.738638596700036e-05,6.17930790670276,6.17930790670276,0.0,0.0,0,0,0.0,-173.30513166582213,123.45679012345683,0.0
74,21.39176630973816,40000010.97611146,8.900029860083353e-05,9.99800406941552,9.99800406941552,0.0,0.0,0,0,0.0,-230.64777239572422,123.45679012345683,0.0
75,21.55056118965149,40000010.97601372,3.063281182350861e-05,9.992562228097952,9.992562228097952,0.0,0.0,0,0,0.0,-57.690969173798344,123.45679012345683,0.0
76,21.879271268844604,40000010.975705005,9.65099873450531e-05,9.453180595093176,9.453180595093176,0.0,0.0,0,0,0.0,-223.57838601929456,123.45679012345683,0.0
77,22.21388030052185,40000010.975353554,0.00010927106956072863,5.482364683234394,5.482364683234394,0.0,0.0,0,0,0.0,-48.43520336358838,123.45679012345683,0.0
78,22.558948040008545,40000010.97508029,8.523329390107965e-05,6.1292156296314575,6.1292156296314575,0.0,0.0,0,0,0.0,-114.12860340640636,123.45679012345683,0.0
79,22.884669065475464,40000010.97467798,0.00012534163539716317,7.755068130961691,7.755068130961691,0.0,0.0,0,0,0.0,-68.77464003370781,123.45679012345683,0.0
80,23.235183238983154,40000010.97434798,0.00010222606356356783,5.0625142839584925,5.0625142839584925,0.0,0.0,0,0,0.0,0.33812607620336416,123.45679012345683,0.0
81,23.554925680160522,40000010.97404793,9.359155531988745e-05,9.786636265408555,9.786636265408555,0.0,0.0,0,0,0.0,-141.48676517067042,123.45679012345683,0.0
82,23.883774042129517,40000010.97371945,0.00010114493426352308,3.9069669574768433,3.9069669574768433,0.0,0.0,0,0,0.0,-100.99259407652337,123.45679012345683,0.0
83,24.204790115356445,40000010.973366305,0.00010968751135938587,8.318717934604486,8.318717934604486,0.0,0.0,0,0,0.0,-89.62742271963812,123.45679012345683,0.0
84,24.531145572662354,40000010.97299575,0.00011427913965418344,6.109110241651328,6.109110241651328,0.0,0.0,0,0,0.0,-177.3804809397176,123.45679012345683,0.0
85,24.854135274887085,40000010.972658224,0.00010454075711020871,8.779936756749708,8.779936756749708,0.0,0.0,0,0,0.0,-37.14957955886431,123.45679012345683,0.0
86,24.919710159301758,40000010.97264343,5.1668796090855246e-06,11.984486668780324,11.984486668780324,0.0,0.0,0,0,0.0,-60.318174338898054,123.45679012345683,0.0
87,25.139353036880493,40000010.97244822,6.003621998483051e-05,10.691203011662452,10.691203011662452,0.0,0.0,0,0,0.0,-119.44356740295383,123.45679012345683,0.0
88,25.38541603088379,40000010.97226331,5.698597599034748e-05,10.223629341290023,10.223629341290023,0.0,0.0,0,0,0.0,-41.34679973322526,123.45679012345683,0.0
89,25.683876514434814,40000010.97197102,9.020129521964026e-05,10.408926085775082,10.408926085775082,0.0,0.0,0,0,0.0,-37.01923150022248,123.45679012345683,0.0
90,26.014700651168823,40000010.97162056,0.00010872784389299484,13.847731627597515,13.847731627597515,0.0,0.0,0,0,0.0,-11.528078242252723,123.45679012345683,0.0
91,26.3312668800354,40000010.971339785,8.589579041974936e-05,9.969938996366801,9.969938996366801,0.0,0.0,0,0,0.0,-87.79580322154266,123.45679012345683,0.0
92,26.556728839874268,40000010.97116891,5.2687374795295316e-05,9.889048138238447,9.889048138238447,0.0,0.0,0,0,0.0,-21.164454589245995,123.45679012345683,0.0
93,26.68018126487732,40000010.971059285,3.380933589032219e-05,9.671876587735486,9.671876587735486,0.0,0.0,0,0,0.0,-34.70308049295451,123.45679012345683,0.0
94,27.018848419189453,40000010.97069635,0.00011171378191040152,7.852431451996184,7.852431451996184,0.0,0.0,0,0,0.0,-93.6494031792128,123.45679012345683,0.0
95,27.323765516281128,40000010.970435016,8.100401021541078e-05,10.317593231619563,10.317593231619563,0.0,0.0,0,0,0.0,-68.29448477684224,123.45679012345683,0.0
96,27.653387546539307,40000010.97006051,0.00011529258185725677,7.730862095524208,7.730862095524208,0.0,0.0,0,0,0.0,-97.31622049731516,123.45679012345683,0.0
97,27.97768521308899,40000010.96977821,8.69852958799028e-05,5.005573275872775,5.005573275872775,0.0,0.0,0,0,0.0,19.704927014743138,123.45679012345683,0.0
98,28.30153799057007,40000010.96947273,9.452402763698231e-05,5.732647065144291,5.732647065144291,0.0,0.0,0,0,0.0,-67.09130422008185,123.45679012345683,0.0
99,28.62395429611206,40000010.96916783,9.455711804839082e-05,7.323790939308513,7.323790939308513,0.0,0.0,0,0,0.0,-65.52679425615558,123.45679012345683,0.0
100,28.94911766052246,40000010.96887407,9.078777130371015e-05,4.348506520623639,4.348506520623639,0.0,0.0,0,0,0.0,-64.64050735449896,123.45679012345683,0.0
101,29.10986614227295,40000010.96874998,3.9086992764566096e-05,9.880323924001015,9.880323924001015,0.0,0.0,0,0,0.0,-74.75027470486681,123.45679012345683,0.0
102,29.468491077423096,40000010.968433075,9.845660331235269e-05,10.241292719078473,10.241292719078473,0.0,0.0,0,0,0.0,-13.180484939870535,123.45679012345683,0.0
103,29.80457901954651,40000010.96816607,8.252545456436014e-05,6.41959173683863,6.41959173683863,0.0,0.0,0,0,0.0,-16.0645476703316,123.45679012345683,0.0
104,30.08853054046631,40000010.96785512,9.728268823589477e-05,10.016249894484478,10.016249894484478,0.0,0.0,0,0,0.0,-49.36357632823189,123.45679012345683,0.0
105,30.30036163330078,40000010.967682086,5.394262133427687e-05,9.903652443239524,9.903652443239524,0.0,0.0,0,0,0.0,-15.27670849220183,123.45679012345683,0.0
106,30.641029357910156,40000010.96737612,9.497278557352208e-05,4.89026592357676,4.89026592357676,0.0,0.0,0,0,0.0,-80.1819955631732,123.45679012345683,0.0
107,30.965479373931885,40000010.967105575,8.460645887197955e-05,4.355950542794197,4.355950542794197,0.0,0.0,0,0,0.0,-31.496800001927188,123.45679012345683,0.0
108,31.29024577140808,40000010.966819994,8.974949473470959e-05,7.133466709759414,7.133466709759414,0.0,0.0,0,0,0.0,-75.29364956319297,123.45679012345683,0.0
109,31.614124536514282,40000010.966533646,8.97450549448234e-05,5.344745817844485,5.344745817844485,0.0,0.0,0,0,0.0,-13.323947302638945,123.45679012345683,0.0
110,31.940760135650635,40000010.96621,0.00010192904350818414,5.754096059203469,5.754096059203469,0.0,0.0,0,0,0.0,3.7020461193424454,123.45679012345683,0.0
111,32.08683967590332,40000010.96607769,4.2142043498841516e-05,9.44312476622301,9.44312476622301,0.0,0.0,0,0,0.0,-29.340433629475932,123.45679012345683,0.0
112,32.409355878829956,40000010.96578802,9.109673868649337e-05,6.14943486706974,6.14943486706974,0.0,0.0,0,0,0.0,-53.70558074539741,123.45679012345683,0.0
113,32.75498700141907,40000010.96543027,0.00011312323869526373,3.603311250040493,3.603311250040493,0.0,0.0,0,0,0.0,-29.587725537473307,123.45679012345683,0.0
114,32.82259559631348,40000010.96539974,1.0340793915167495e-05,9.758354940686562,9.758354940686562,0.0,0.0,0,0,0.0,-28.588153976389084,123.45679012345683,0.0
115,33.14227795600891,40000010.96505507,0.00010889807448241534,3.5436641503710806,3.5436641503710806,0.0,0.0,0,0,0.0,-51.96223264054009,123.45679012345683,0.0
116,33.263587474823,40000010.96494648,3.5422100625559494e-05,10.970509400466195,10.970509400466195,0.0,0.0,0,0,0.0,-18.67095450180976,123.45679012345683,0.0
117,33.59978723526001,40000010.96471511,7.305989491781586e-05,5.099646882471972,5.099646882471972,0.0,0.0,0,0,0.0,-9.34749857784858,123.45679012345683,0.0
118,33.73024368286133,40000010.964635216,2.6165548027096526e-05,10.43557184765717,10.43557184765717,0.0,0.0,0,0,0.0,-9.031770991866694,123.45679012345683,0.0
119,33.94993019104004,40000010.96448141,4.9187047046529e-05,10.294466966221206,10.294466966221206,0.0,0.0,0,0,0.0,-6.891814412921677,123.45679012345683,0.0
120,34.29042077064514,40000010.964187644,9.370464269320507e-05,7.10986793257744,7.10986793257744,0.0,0.0,0,0,0.0,-37.97305423426443,123.45679012345683,0.0
121,34.61993646621704,40000010.96390088,9.232227003937869e-05,8.298258286945794,8.298258286945794,0.0,0.0,0,0,0.0,-49.6147917572754,123.45679012345683,0.0
122,34.94423532485962,40000010.963648364,8.094531588429158e-05,3.758345623149344,3.758345623149344,0.0,0.0,0,0,0.0,-22.829329795330594,123.45679012345683,0.0
123,35.265990257263184,40000010.96337723,8.779765568798874e-05,6.213788720926337,6.213788720926337,0.0,0.0,0,0,0.0,-11.117422393592513,123.45679012345683,0.0
124,35.61394715309143,40000010.9630985,9.094042436275614e-05,10.633582507090647,10.633582507090647,0.0,0.0,0,0,0.0,-28.347598632625065,123.45679012345683,0.0
125,35.77657604217529,40000010.96296796,4.2174664157406595e-05,9.198290563426966,9.198290563426966,0.0,0.0,0,0,0.0,-14.4941611154596,123.45679012345683,0.0
126,35.998616218566895,40000010.962785445,5.947991262476961e-05,9.879315767496657,9.879315767496657,0.0,0.0,0,0,0.0,13.183096083795043,123.45679012345683,0.0
127,36.32732343673706,40000010.96240208,0.00012439741856898207,3.21452833795942,3.21452833795942,0.0,0.0,0,0,0.0,-22.70738951070999,123.45679012345683,0.0
128,36.39167046546936,40000010.96239118,4.262617742777092e-06,9.751916125778699,9.751916125778699,0.0,0.0,0,0,0.0,-4.985137999081843,123.45679012345683,0.0
129,36.72904181480408,40000010.962049626,0.00011134060000664145,4.971247267422861,4.971247267422861,0.0,0.0,0,0,0.0,-1.11545711108072,123.45679012345683,0.0
130,37.0700421333313,40000010.96174906,9.877304024664206e-05,4.393709634270819,4.393709634270819,0.0,0.0,0,0,0.0,-6.768257869038788,123.45679012345683,0.0
131,37.127684116363525,40000010.96174481,2.0490044875313417e-06,9.362534745050963,9.362534745050963,0.0,0.0,0,0,0.0,-7.057629895485099,123.45679012345683,0.0
132,37.45546841621399,40000010.96150146,8.013904478712644e-05,8.565809046191468,8.565809046191468,0.0,0.0,0,0,0.0,-12.604869603312638,123.45679012345683,0.0
133,37.78184461593628,40000010.961222894,9.165735625242758e-05,3.8141568187506274,3.8141568187506274,0.0,0.0,0,0,0.0,-2.9238624294945166,123.45679012345683,0.0
134,38.10568809509277,40000010.96093788,9.561601065021648e-05,12.050861580129155,12.050861580129155,0.0,0.0,0,0,0.0,-6.625575813178812,123.45679012345683,0.0
135,38.343008279800415,40000010.9607872,4.9855802658962065e-05,10.698413060622451,10.698413060622451,0.0,0.0,0,0,0.0,-0.542485963125576,123.45679012345683,0.0
136,38.60832715034485,40000010.96057197,7.180065726418229e-05,11.072338549575086,11.072338549575086,0.0,0.0,0,0,0.0,3.799810702808118,123.45679012345683,0.0
137,38.821558475494385,40000010.960417226,5.230297390736594e-05,14.135333407738479,14.135333407738479,0.0,0.0,0,0,0.0,-4.543216272255612,123.45679012345683,0.0
138,39.031827211380005,40000010.96028409,4.35792834438941e-05,9.127787714441096,9.127787714441096,0.0,0.0,0,0,0.0,-2.465229724787803,123.45679012345683,0.0
139,39.278446674346924,40000010.96009666,6.279153601354384e-05,9.21133917737224,9.21133917737224,0.0,0.0,0,0,0.0,-4.278031362572147,123.45679012345683,0.0
140,39.610581398010254,40000010.959876716,7.349092872610106e-05,6.5683445442031525,6.5683445442031525,0.0,0.0,0,0,0.0,0.6560997780145592,123.45679012345683,0.0
141,39.9329195022583,40000010.959583946,9.826300016626772e-05,3.114284476754847,3.114284476754847,0.0,0.0,0,0,0.0,1.6753551938140891,123.45679012345683,0.0
142,40.25891947746277,40000010.95931532,9.075319887462097e-05,4.600490305792289,4.600490305792289,0.0,0.0,0,0,0.0,1.642020682722854,123.45679012345683,0.0
143,40.38077354431152,40000010.959254354,2.1245434760173203e-05,9.914523202311562,9.914523202311562,0.0,0.0,0,0,0.0,-1.0176867351647478,123.45679012345683,0.0
144,40.484814167022705,40000010.95919552,1.9784573116502568e-05,9.076354511633195,9.076354511633195,0.0,0.0,0,0,0.0,1.759138758280131,123.45679012345683,0.0
145,40.7647979259491,40000010.95891095,9.657602596630519e-05,9.931748019819862,9.931748019819862,0.0,0.0,0,0,0.0,-4.325526487812502,123.45679012345683,0.0
146,41.05620265007019,40000010.95863514,9.359392303375815e-05,9.049841308872207,9.049841308872207,0.0,0.0,0,0,0.0,-2.213928697198444,123.45679012345683,0.0
147,41.3795108795166,40000010.958408564,7.684084411162333e-05,6.541252191111214,6.541252191111214,0.0,0.0,0,0,0.0,-8.503848640694825,123.45679012345683,0.0
148,41.705002307891846,40000010.958113916,0.0001003403555833909,3.0746131983075657,3.0746131983075657,0.0,0.0,0,0,0.0,-9.614672570525777,123.45679012345683,0.0
149,42.02675771713257,40000010.957849294,9.079210630352742e-05,5.753877356487878,5.753877356487878,0.0,0.0,0,0,0.0,8.56737625277553,123.45679012345683,0.0
150,42.35605525970459,40000010.95759694,8.648690441921671e-05,4.580340294321697,4.580340294321697,0.0,0.0,0,0,0.0,-4.248681034720549,123.45679012345683,0.0
151,42.68131756782532,40000010.95734311,8.727970359830294e-05,4.6154455836703,4.6154455836703,0.0,0.0,0,0,0.0,-13.83136945765236,123.45679012345683,0.0
152,43.00579118728638,40000010.9570064,0.00011623616004312567,6.439948164461698,6.439948164461698,0.0,0.0,0,0,0.0,-7.686211622583173,123.45679012345683,0.0
153,43.31080603599548,40000010.95679638,7.290757335966703e-05,9.12521997974346,9.12521997974346,0.0,0.0,0,0,0.0,-13.755945490586958,123.45679012345683,0.0
154,43.63606357574463,40000010.9565169,9.656229205457799e-05,7.931560161101654,7.931560161101654,0.0,0.0,0,0,0.0,-12.126184382831966,123.45679012345683,0.0
155,43.845094442367554,40000010.956370465,5.088454843628292e-05,8.666386680333696,8.666386680333696,0.0,0.0,0,0,0.0,-9.749129503731735,123.45679012345683,0.0
156,44.1708607673645,40000010.9561406,7.928416380102024e-05,4.046635806335748,4.046635806335748,0.0,0.0,0,0,0.0,-5.94776517007935,123.45679012345683,0.0
157,44.51835322380066,40000010.95587838,9.207395189526928e-05,10.918687033440559,10.918687033440559,0.0,0.0,0,0,0.0,-6.292591363110448,123.45679012345683,0.0
158,44.85059905052185,40000010.95561867,8.965930375212239e-05,4.99705398721633,4.99705398721633,0.0,0.0,0,0,0.0,-8.929812482257857,123.45679012345683,0.0
159,45.188772678375244,40000010.95537356,8.566822721215598e-05,6.622396240561845,6.622396240561845,0.0,0.0,0,0,0.0,-30.698309130208933,123.45679012345683,0.0
160,45.24579834938049,40000010.95536479,3.3896457162741494e-06,8.567686406659055,8.567686406659055,0.0,0.0,0,0,0.0,-13.465754226498078,123.45679012345683,0.0
161,45.581531286239624,40000010.955111235,8.812876673687016e-05,4.028325689436708,4.028325689436708,0.0,0.0,0,0,0.0,-5.2132830390083775,123.45679012345683,0.0
162,45.86612296104431,40000010.95490784,7.182085009473424e-05,9.603360315018001,9.603360315018001,0.0,0.0,0,0,0.0,-17.83294418115896,123.45679012345683,0.0
163,46.14478802680969,40000010.95465491,8.844755287941743e-05,8.591581012108943,8.591581012108943,0.0,0.0,0,0,0.0,-22.376698173671745,123.45679012345683,0.0
164,46.26926231384277,40000010.954580225,2.6255926365269987e-05,8.844064683589501,8.844064683589501,0.0,0.0,0,0,0.0,-19.355691240077185,123.45679012345683,0.0
165,46.5914671421051,40000010.95429487,9.957705626637665e-05,3.3513847087603184,3.3513847087603184,0.0,0.0,0,0,0.0,-35.81813739164468,123.45679012345683,0.0
166,46.67641830444336,40000010.954266354,1.0572969791723422e-05,8.544883734706607,8.544883734706607,0.0,0.0,0,0,0.0,-26.105830727584348,123.45679012345683,0.0
167,46.99978804588318,40000010.95403846,7.957113342988609e-05,3.6076968332054418,3.6076968332054418,0.0,0.0,0,0,0.0,-3.484673818101117,123.45679012345683,0.0
