iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
1180,109.61453557014465,40000009.551884934,0.001776087993277098,5.358647143667028,5.358647143667028,1.318731672706122e-13,0.0,0,0,0.0,0.10976462151865632,12225251.515857799,1.3807835094393196e-11,1.3807835094393196e-11,optimal,7.0,4.229304630875239e-13,-5.708800150330561e-06,-5.708800573261024e-06,1.797547537273252e-16,9.750982244921965e-13,0.38742048900000015,1.0,9.0
1181,109.69840097427368,40000009.55188483,0.0011790182680638736,3.1612464568081755,3.1612464568081755,2.0433569106384934e-08,0.0,0,0,0.0,1.7355332865818065,12225251.515857799,7.696661010175106e-06,7.696661010175106e-06,unknown,15.0,2.3722504843732397e-28,-9.734430623777617e-07,-9.734430623777617e-07,1.6338825987164727e-16,1.9526953926755254e-12,0.1500946352969992,1.0,18.0
1182,109.80591678619385,40000009.55188408,0.0011818986339734042,3.716008352691888,3.716008352691888,2.900439636661899e-14,0.0,0,0,0.0,-3.726082648383691,12225251.515857799,2.281823124052322e-13,2.281823124052322e-13,optimal,7.0,6.789323345588053e-14,-1.5637455247580053e-06,-1.5637455926512387e-06,1.7425249796234846e-16,4.1211382010606914e-13,0.81,1.0,2.0
1183,109.88984823226929,40000009.55188366,0.0012649136541367468,2.5166056932407215,2.516605692999965,3.481059406930937e-05,0.0,0,0,0.0,-0.6625293241584487,12225251.515857799,0.0018044557811912809,0.0018044557811912809,unknown,14.0,2.6355593266056074e-23,-3.627613143801982e-05,-3.627613143801982e-05,1.93874755236579e-16,2.95249164409248e-11,0.025031555049932444,1.0,35.0
1184,109.97338509559631,40000009.55188319,0.0023960729165753603,6.227685122828251,6.227685122273787,8.310262666882755e-05,0.0,0,0,0.0,-3.576734595195991,12225251.515857799,0.004498403873670342,0.004498403873670342,unknown,14.0,5.2644145067100615e-23,-8.778893678766795e-05,-8.778893678766795e-05,2.285502133728189e-16,2.506626023483012e-11,0.042391158275216244,1.0,30.0
1185,110.05822134017944,40000009.55188295,0.0011659865653840195,4.259467869265089,4.259467868643628,7.276115554986469e-05,0.0,0,0,0.0,-0.3407555941117042,12225251.515857799,0.004011796670300103,0.004011796670300103,unknown,13.0,4.702655999252492e-21,-7.674585143327878e-05,-7.674585143327878e-05,2.4150163476221665e-16,1.1889227319793137e-11,0.01824800363140075,1.0,38.0
1186,110.14425563812256,40000009.551880814,0.0012399689749244566,6.419135146635104,6.419135146635104,4.7573082978772725e-14,0.0,0,0,0.0,-1.3276372584332117,12225251.515857799,6.622191575086258e-14,6.622191575086258e-14,optimal,7.0,1.1076025551484817e-13,-3.752667635898324e-06,-3.7526677466585793e-06,1.812568211062541e-16,3.9829253959276706e-13,0.81,1.0,2.0
1187,110.22747683525085,40000009.55188049,0.001958836075791928,4.215005907545348,4.215005907538952,7.34272484325181e-06,0.0,0,0,0.0,2.456497239783961,12225251.515857799,0.0020271089696384556,0.0020271089696384556,unknown,14.0,5.609617915620634e-26,-1.006307569422383e-05,-1.006307569422383e-05,2.310100100554853e-16,3.189989779253709e-11,0.16677181699666577,1.0,17.0
1188,110.31099367141724,40000009.55187989,0.001477003749886615,5.925523803868355,5.925523803853791,1.3137589945241877e-05,0.0,0,0,0.0,-0.42500660103760296,12225251.515857799,0.004128970400649069,0.004128970400649069,unknown,13.0,7.843219663588973e-24,-1.749355498297191e-05,-1.749355498297191e-05,7.903129714961354e-17,5.165524447287673e-12,0.12157665459056936,1.0,20.0
1189,110.39469838142395,40000009.55187951,0.002505605878901719,6.783744307120958,6.783744307038109,3.352693826038146e-05,0.0,0,0,0.0,-1.9177138439847015,12225251.515857799,0.0018841646872704053,0.0018841646872704053,unknown,15.0,2.457673377595385e-25,-4.107740020867169e-05,-4.107740020867168e-05,2.2784398854501567e-16,1.992819896529722e-11,0.0523347633027361,1.0,28.0
1190,110.5019645690918,40000009.55187935,0.001715997855131924,8.911181356511152,8.911181356452989,3.2196513269158954e-05,0.0,0,0,0.0,-1.2572303753950207,12225251.515857799,0.00188115787654946,0.00188115787654946,unknown,14.0,1.9011828477411174e-23,-3.624245139140454e-05,-3.6242451391404536e-05,1.6183121452690514e-16,6.442428398615811e-12,0.03815204244769462,1.0,31.0
1191,110.5855815410614,40000009.551879205,0.001179218292320063,8.84334977950938,8.84334977950783,5.235758930924915e-06,0.0,0,0,0.0,-1.8459888471844625,12225251.515857799,0.0011824913414004866,0.0011824913414004866,optimal,8.0,1.2353482096997419e-14,-8.485725492543986e-06,-8.485725504897467e-06,2.7025699120884274e-16,5.832984520703593e-13,0.07976644307687257,1.0,24.0
1192,110.66903972625732,40000009.55187888,0.0013394471259186795,6.8075015361207205,6.807501536118164,5.900117951387499e-06,0.0,0,0,0.0,-1.1126807796234066,12225251.515857799,0.0014780365793441949,0.0014780365793441949,optimal,13.0,2.9864536058935758e-24,-9.365634588295512e-06,-9.365634588295512e-06,2.0415711007717727e-16,8.919793625422294e-13,0.0984770902183612,1.0,22.0
1193,110.75309562683105,40000009.55187886,0.000691060483312387,7.3373174808380215,7.337317480803824,2.2401905893951546e-05,0.0,0,0,0.0,0.1959584663356989,12225251.515857799,0.0012630829807512957,0.0012630829807512957,unknown,14.0,1.199196062277925e-23,-2.5760225291298564e-05,-2.5760225291298567e-05,1.3232223931552715e-16,9.589567804690336e-12,0.011972515182562033,1.0,42.0
1194,110.83704876899719,40000009.55187868,0.001189077450349667,9.039203725867106,9.03920372585847,1.2493884863253403e-05,0.0,0,0,0.0,-1.0472856333462441,12225251.515857799,0.0032975647863314854,0.0032975647863314854,unknown,13.0,8.37538168965537e-24,-1.60032253279013e-05,-1.60032253279013e-05,2.9460039708789223e-16,2.6525718541730674e-12,0.0984770902183612,1.0,22.0
1195,110.92106533050537,40000009.55187855,0.001604375874132036,9.652672388339198,9.652672388282694,3.302795126363825e-05,0.0,0,0,0.0,-1.7285472973952172,12225251.515857799,0.0018769970821425211,0.0018769970821425211,unknown,14.0,2.2169619216030075e-23,-4.0439395273893495e-05,-4.0439395273893495e-05,2.898365943978848e-16,6.049868334717482e-12,0.030903154382632643,1.0,33.0
1196,111.0046956539154,40000009.55187807,0.001234812965877385,7.420810725350739,7.4208107253415605,1.1671413669156454e-05,0.0,0,0,0.0,-1.1544282391654526,12225251.515857799,0.0030200688557977338,0.0030200688557977338,optimal,11.0,8.274385189000752e-20,-1.5282778427908802e-05,-1.528277842790888e-05,2.1378172415145285e-16,7.45460867199083e-13,0.10941898913151243,1.0,21.0
1197,111.08918571472168,40000009.551878035,0.0003906630694165484,7.165901983484484,7.16590198348446,5.856212648630244e-07,0.0,0,0,0.0,-0.9053143477263111,12225251.515857799,0.00015502612046327616,0.00015502612046327616,unknown,14.0,1.2669727425576816e-25,-3.895168071640294e-06,-3.895168071640294e-06,2.3837338318391006e-16,1.8881575768330917e-12,0.0225283995449392,1.0,36.0
1198,111.17326617240906,40000009.551874936,0.0012349432811472588,5.170886840322312,5.170886840322312,2.5189846086868647e-14,0.0,0,0,0.0,-2.4114850188312893,12225251.515857799,5.654036689681645e-14,5.654036689681645e-14,optimal,7.0,5.857274416493329e-14,-4.3461017582010894e-06,-4.346101816773834e-06,2.556954847426535e-16,2.4004469829999106e-13,1.0,1.0,0.0
1199,111.28122282028198,40000009.55187492,0.0008840822410611406,3.796977318744387,3.79697731870606,1.706024919653782e-05,0.0,0,0,0.0,1.1383399432141206,12225251.515857799,0.0009228158840631489,0.0009228158840631489,unknown,14.0,9.466360452191806e-24,-1.9104577171949684e-05,-1.910457717194968e-05,2.0114576380322555e-16,1.3520854826466138e-11,0.013302794647291147,1.0,41.0
1200,111.364999294281,40000009.55187474,0.0017056930248238078,6.468810707300844,6.468810707186575,3.8449697173590225e-05,0.0,0,0,0.0,1.3875536178612409,12225251.515857799,0.002171858403188359,0.002171858403188359,unknown,14.0,2.610854178932218e-23,-4.1338491719304004e-05,-4.133849171930402e-05,1.407302688385056e-16,1.5374899649281885e-11,0.042391158275216244,1.0,30.0
1201,111.44835758209229,40000009.55187455,0.0014068691245433384,6.524091324643675,6.524091324643523,1.4075664831178165e-06,0.0,0,0,0.0,-0.17669072668199526,12225251.515857799,0.00037848235480416584,0.00037848235480416584,unknown,15.0,1.0721608174540892e-27,-4.530430621946614e-06,-4.530430621946614e-06,1.6912073345197396e-16,1.1940982104356582e-12,0.12157665459056936,1.0,20.0
1202,111.5320634841919,40000009.55187425,0.0010350724603112814,7.903757297521168,7.903757297510912,1.273309851791974e-05,0.0,0,0,0.0,1.335931664419958,12225251.515857799,0.0007164995818555738,0.0007164995818555738,unknown,14.0,4.903946474324496e-24,-2.7667534733504995e-05,-2.7667534733504995e-05,1.1120838587082918e-16,9.574742113184795e-12,0.025031555049932444,1.0,35.0
1203,111.61497712135315,40000009.55187347,0.00161748862728385,4.599482998749512,4.599482998749512,6.410743136263615e-16,0.0,0,0,0.0,-0.3352017349119544,12225251.515857799,2.5590670749931428e-14,2.5590670749931428e-14,optimal,8.0,1.568757044485873e-15,-3.598859105888782e-06,-3.598859107457539e-06,1.8197573527532957e-16,3.2324395949917833e-13,0.31381059609000017,1.0,11.0
1204,111.69862103462219,40000009.551873386,0.0007397823234001114,4.79038796616499,4.790387966164054,2.994045496327507e-06,0.0,0,0,0.0,1.4900494896987848,12225251.515857799,0.0008744553763597845,0.0008744553763597845,unknown,13.0,2.068594034146305e-24,-4.7783182597876685e-06,-4.7783182597876685e-06,2.496179758401154e-16,2.564244995408329e-12,0.05814973700304011,1.0,27.0
1205,111.782466173172,40000009.55187325,0.0018646189245572935,5.61810693346612,5.618106933378969,3.129285002071577e-05,0.0,0,0,0.0,-0.05346785259798499,12225251.515857799,0.0017559228277271245,0.0017559228277271245,unknown,14.0,1.9394477524214686e-23,-3.419180214564377e-05,-3.419180214564377e-05,1.6029500880304266e-16,1.3587210715548957e-11,0.03815204244769462,1.0,31.0
1206,111.8665783405304,40000009.55187324,0.0006855043950133084,5.879957929711239,5.87995792970095,1.0999680332128765e-05,0.0,0,0,0.0,0.3238147610864937,12225251.515857799,0.0006264800815076378,0.0006264800815076378,unknown,14.0,3.4780914767372056e-24,-1.2857663204376805e-05,-1.2857663204376807e-05,1.5819360278192243e-16,1.827880002617224e-11,0.014780882941434608,1.0,40.0
1207,111.97336483001709,40000009.55187316,0.001093153311299394,5.357873379458331,5.357873379431514,1.6951869441156102e-05,0.0,0,0,0.0,0.6967352564175651,12225251.515857799,0.00406517251005115,0.00406517251005115,unknown,14.0,9.933345258739006e-26,-1.979988966215418e-05,-1.9799889662154183e-05,1.3100253876035108e-16,2.823335493237672e-12,0.04710128697246249,1.0,29.0
1208,112.0573980808258,40000009.55187302,0.000987960909108329,5.204567940549086,5.204567940548321,2.821492588396051e-06,0.0,0,0,0.0,-1.1683301695301447,12225251.515857799,0.0007505087479427722,0.0007505087479427722,unknown,14.0,1.1347815028478405e-26,-4.889405220237561e-06,-4.889405220237561e-06,4.463344327373506e-16,4.552254848703433e-12,0.0984770902183612,1.0,22.0
1209,112.1425199508667,40000009.55187298,0.0006956476254712302,5.739857671242704,5.739857671225829,1.3917926039028648e-05,0.0,0,0,0.0,-0.21973595280105632,12225251.515857799,0.0007767740046910296,0.0007767740046910296,unknown,14.0,6.0046723740522856e-24,-1.6142580051234155e-05,-1.6142580051234155e-05,1.1044250393156071e-16,5.221787890729031e-12,0.014780882941434608,1.0,40.0
1210,112.22562289237976,40000009.55187105,0.0004316235691760867,0.5619986803386577,0.5619986803386577,2.155843780966335e-14,0.0,0,0,0.0,0.9515147855431726,12225251.515857799,2.6915282806085447e-14,2.6915282806085447e-14,optimal,7.0,5.010433093236248e-14,-1.7318407378364331e-06,-1.731840787940764e-06,1.5828754992196756e-16,8.372185963050828e-14,1.0,1.0,0.0
1211,112.3090398311615,40000009.55187099,0.0016598021281052555,2.293683866892991,2.2936838668907455,3.2093828334191386e-06,0.0,0,0,0.0,-0.8281042595540042,12225251.515857799,0.0010280653375891748,0.0010280653375891748,unknown,13.0,1.623158357487858e-24,-4.027297090288675e-06,-4.027297090288675e-06,1.585243552586056e-16,8.938773817433449e-12,0.1853020188851842,1.0,16.0
1212,112.39245700836182,40000009.55187096,0.0006354421229585377,2.5269720773509086,2.5269720773507123,9.966351169292998e-07,0.0,0,0,0.0,0.15117816402054618,12225251.515857799,0.0003502996011978277,0.0003502996011978277,unknown,13.0,1.0945745116180237e-24,-1.8206249811923865e-06,-1.8206249811923865e-06,2.841367147927007e-16,4.2364315611216344e-12,0.08862938119652508,1.0,23.0
1213,112.4749984741211,40000009.55187013,0.0004363150234545821,0.0137989535654108,0.0137989535654108,2.467949071772032e-14,0.0,0,0,0.0,-0.23306459032825755,12225251.515857799,2.4814365196885612e-14,2.4814365196885612e-14,optimal,7.0,5.735584879977301e-14,-7.137671762294939e-07,-7.137672335853427e-07,8.745720978945803e-17,3.127952153810223e-13,1.0,1.0,0.0
1214,112.55782580375671,40000009.55187005,0.00023376533703838945,0.0759677937419057,0.0759677937419057,2.465920336065836e-14,0.0,0,0,0.0,-0.23894036366879665,12225251.515857799,2.479890331946369e-14,2.479890331946369e-14,optimal,7.0,5.730777466927347e-14,-5.804878497657464e-08,-5.804884228434931e-08,2.842930111993624e-16,2.9294007985121654e-13,1.0,1.0,0.0
1215,112.6410973072052,40000009.55186998,0.0005791844110884883,0.5120990968647374,0.5120990968647374,3.877564005172787e-18,0.0,0,0,0.0,0.12136840919654274,12225251.515857799,3.426761865661505e-17,3.426761865661505e-17,optimal,9.0,9.286280165910335e-18,-1.5539192370405977e-07,-1.5539192371334606e-07,1.629296387569493e-16,9.919208833735578e-13,0.5904900000000002,1.0,5.0
1216,112.74714684486389,40000009.551869914,0.00042166997078727793,0.41817641193114846,0.41817641193114846,3.3283102374539807e-16,0.0,0,0,0.0,-1.921699754720068,12225251.515857799,3.874939363133338e-16,3.874939363133338e-16,optimal,8.0,7.74122063320848e-16,-1.84439408392875e-07,-1.8443940916699707e-07,4.754649526342847e-16,3.4214078759586454e-13,0.7290000000000001,1.0,3.0
1217,112.83128809928894,40000009.5518699,0.00047220546036242105,0.39118627556846153,0.39118627556797175,6.190193946559475e-07,0.0,0,0,0.0,-0.37677069495608967,12225251.515857799,0.00019648574298340788,0.00019648574298340788,unknown,14.0,9.72728953461154e-26,-6.709371641077586e-07,-6.709371641077586e-07,2.2932671514874275e-16,1.284588358815092e-11,0.05814973700304011,1.0,27.0
1218,112.91567540168762,40000009.55186988,0.00015289739728090038,0.4221916865947093,0.4221916865902926,1.931149404094385e-06,0.0,0,0,0.0,-0.18911228565161126,12225251.515857799,0.00010303583157517607,0.00010303583157517607,unknown,15.0,5.427770190137087e-25,-2.1253116033188525e-06,-2.1253116033188525e-06,1.3804437572460411e-16,5.7126264185609264e-11,0.00338139191352273,1.0,54.0
1219,112.9984302520752,40000009.55186977,0.0004103471491136175,0.3993219912903945,0.3993219912903945,2.223983271296468e-14,0.0,0,0,0.0,-0.07887827248792828,12225251.515857799,3.4384026716370913e-14,3.4384026716370913e-14,optimal,7.0,5.16929182728805e-14,-1.7832650243068933e-07,-1.783265541236076e-07,9.518023469593129e-17,2.946862328097385e-13,0.9,1.0,1.0
1220,113.0813844203949,40000009.55186975,0.00015584744452880046,0.04097767404863848,0.04097767404863848,2.4815559734100175e-14,0.0,0,0,0.0,-0.8621432275364651,12225251.515857799,2.5096228367695615e-14,2.5096228367695615e-14,optimal,7.0,5.76746356507017e-14,-1.5193315417433722e-08,-1.5193373092069373e-08,3.113419637551674e-16,3.8109432657314704e-13,1.0,1.0,0.0
1221,113.16428518295288,40000009.55186974,4.989695156292584e-05,0.005252689639858111,0.005252689639858111,2.1221218941973034e-14,0.0,0,0,0.0,0.2991301271614324,12225251.515857799,2.0947044619083852e-14,2.0947044619083852e-14,optimal,7.0,4.9317956572963894e-14,-7.280254788237869e-09,-7.280304106194442e-09,7.936822861682607e-17,1.8878498180577033e-14,0.7290000000000001,1.0,3.0
1222,113.24716854095459,40000009.55186973,3.535897039032621e-05,0.002228588398000908,0.002228588398000908,2.1378377822391736e-14,0.0,0,0,0.0,1.5871788336085946,12225251.515857799,2.1101501180361185e-14,2.1101501180361185e-14,optimal,7.0,4.96831997065178e-14,-1.2531570010784048e-09,-1.2532066842781113e-09,3.097591223387874e-16,3.2879989196396366e-14,0.9,1.0,1.0
1223,113.33225321769714,40000009.55186972,7.148562747438504e-05,0.013817428585098311,0.01381742852441844,1.294943855262837e-06,0.0,0,0,0.0,-0.3317396632939569,12225251.515857799,6.899844535078416e-05,6.899844535078416e-05,unknown,16.0,6.626067939120344e-27,-1.2975816979587067e-06,-1.2975816979587067e-06,9.691646472072829e-17,3.573543850949666e-11,0.001310020508637622,1.0,63.0
1224,113.43926405906677,40000009.551869705,3.028209637043196e-05,0.005908687479929661,0.005908687479929661,2.1426446840850054e-14,0.0,0,0,0.0,-1.0830441778151336,12225251.515857799,2.1152670504720044e-14,2.1152670504720044e-14,optimal,7.0,4.979496005240517e-14,-9.210153545433149e-09,-9.210203340393201e-09,1.7262917732178245e-16,6.582149902263659e-14,0.38742048900000015,1.0,9.0
1225,113.52266550064087,40000009.551869705,2.9210856167976566e-05,0.0019287273427388443,0.0019287273427388443,2.1464525597841784e-14,0.0,0,0,0.0,-0.16918173373291243,12225251.515857799,2.1199421983925552e-14,2.1199421983925552e-14,optimal,7.0,4.98835932279535e-14,-3.426287858707933e-09,-3.426337742301161e-09,1.7455718257916124e-16,9.54916933267234e-14,0.5314410000000002,1.0,6.0
1226,113.60972237586975,40000009.551869705,5.16191365590357e-08,0.001909117913202308,0.0019091174701369735,1.3006643446129585e-06,0.0,0,0,0.0,0.6686314423384503,12225251.515857799,6.938335064816367e-05,6.938335064816367e-05,unknown,16.0,6.598168813492412e-27,-1.3016741327380462e-06,-1.3016741327380462e-06,2.14326694423676e-16,4.155096862422181e-11,5.8927293063124204e-08,1.0,158.0
1227,113.69319677352905,40000009.551869705,5.6977995438188425e-06,0.0017378783974864318,0.0017378783974864318,2.150975305460853e-14,0.0,0,0,0.0,-1.344167874619098,12225251.515857799,2.1250199074664905e-14,2.1250199074664905e-14,optimal,7.0,4.998854140466857e-14,-2.270085431827028e-09,-2.2701354203684325e-09,2.0618117382887018e-16,1.3057300143283915e-13,0.12157665459056936,1.0,20.0
1228,113.77705574035645,40000009.5518697,8.284563198040695e-07,0.0016940895433826622,0.0016940895433826622,2.086528934993878e-14,0.0,0,0,0.0,0.9495526373278211,12225251.515857799,2.0597858501612197e-14,2.0597858501612197e-14,optimal,7.0,4.849086874490551e-14,-1.5818342928822837e-09,-1.5818827837510286e-09,1.6885173274322766e-16,4.4003555161986174e-14,0.025031555049932444,1.0,35.0
1229,114.08955407142639,40000009.551869735,2.580956827951785e-08,0.0016940926355383302,0.0016940926355383302,5.470003708628326e-24,0.0,0,0,0.0,-0.9936000293573092,12225251.515857799,2.0485841082230558e-23,2.0485841082230558e-23,optimal,12.0,1.2850093260223228e-23,-2.231453976977425e-08,-2.2314539769774262e-08,4.281180130838967e-16,9.577799147921748e-13,2.5e-323,0.0,10000.0
1230,114.17396831512451,40000009.55186971,0.00029834155899866803,0.14269440044828027,0.1426944004473223,5.22879455171355e-07,0.0,0,0,0.0,0.015420529130142517,12225251.515857799,2.8075737557884157e-05,2.8075737557884157e-05,unknown,16.0,3.708959824575023e-27,-5.270777645227038e-07,-5.270777645227038e-07,1.7279673021808946e-16,9.557448131889172e-11,0.00636268544113595,1.0,48.0
1231,114.25791192054749,40000009.551869676,0.0006254626903219101,0.3776000493240119,0.37760004929654944,4.5540812121456145e-06,0.0,0,0,0.0,-0.8573032165974523,12225251.515857799,0.00024819729994530424,0.00024819729994530424,unknown,15.0,4.70116254264119e-26,-4.657169130362565e-06,-4.657169130362566e-06,2.0799381239095362e-16,2.8218246820838353e-11,0.014780882941434608,1.0,40.0
1232,114.34131574630737,40000009.55186964,0.00017175707363529944,0.0007571854934456834,0.0007571854934456834,2.0659366161748467e-14,0.0,0,0,0.0,-1.2400691147456746,12225251.515857799,2.173740789368515e-14,2.173740789368515e-14,optimal,7.0,4.801290258740219e-14,-8.139756359387489e-08,-8.139761160677748e-08,3.1623456325407e-16,1.934874843501903e-13,1.0,1.0,0.0
1233,114.4477927684784,40000009.55186957,0.00047306441149222824,0.5380431549712799,0.5380431549712799,2.2807407995629262e-14,0.0,0,0,0.0,0.055564052666754286,12225251.515857799,3.7147529730705304e-14,3.7147529730705304e-14,optimal,7.0,5.3018997916294375e-14,-7.279209006046046e-08,-7.279214307945837e-08,3.3442690584404e-16,4.05108033289803e-13,1.0,1.0,0.0
1234,114.53296422958374,40000009.551869534,0.0006682425289772725,1.2242367638371938,1.224236763835669,1.9321831122105314e-06,0.0,0,0,0.0,-0.09568401935459551,12225251.515857799,0.0006133116221048631,0.0006133116221048631,unknown,13.0,1.3778124483518072e-24,-2.222467494290458e-06,-2.222467494290458e-06,1.6166071752525883e-16,1.2221806616219453e-11,0.07976644307687257,1.0,24.0
1235,114.6167905330658,40000009.55186947,0.0018137483203919192,4.28996364072893,4.289963640725445,5.467753586483707e-06,0.0,0,0,0.0,1.1342692803093457,12225251.515857799,0.0022503413368642512,0.0022503413368642512,unknown,13.0,5.682726092393224e-24,-7.652851086430215e-06,-7.652851086430215e-06,3.6519044075386126e-16,2.843547051399279e-12,0.22876792454961012,1.0,14.0
1236,114.70095586776733,40000009.55186932,0.001469005320022437,2.6054950292375025,2.6054950289660375,3.761120082443932e-05,0.0,0,0,0.0,-0.18361084274630526,12225251.515857799,0.0019743342059601603,0.0019743342059601603,unknown,14.0,2.751970145700253e-23,-3.973607493254084e-05,-3.973607493254084e-05,1.6856700422768051e-16,1.4322618160987532e-11,0.025031555049932444,1.0,35.0
1237,114.78427386283875,40000009.551867716,0.001512953340542161,4.2947687902116405,4.2947687902116405,6.988216273857363e-14,0.0,0,0,0.0,0.4440638716418487,12225251.515857799,2.107121482402034e-13,2.107121482402034e-13,optimal,7.0,1.6368657676486115e-13,-3.3602030668843997e-06,-3.3602032305709765e-06,1.8650914975563781e-16,8.581900521116785e-13,0.6561000000000001,1.0,4.0
1238,114.86817407608032,40000009.55186753,0.0013241255689470822,1.1704963514372335,1.1704963514066864,8.456378432117296e-06,0.0,0,0,0.0,-0.18383188844844367,12225251.515857799,0.0027062754524232514,0.0027062754524232514,unknown,14.0,6.296897041044246e-26,-1.0931257337664355e-05,-1.0931257337664355e-05,2.0434298560253468e-16,6.9815943221651874e-12,0.07976644307687257,1.0,24.0
1239,114.95438575744629,40000009.55186613,0.0023604793000029287,7.052760225941364,7.052760225941364,0.0,0.0,0,0,0.0,-2.326522671055781,12225251.515857799,4.1755876561653793e-197,4.1755876561653793e-197,unknown,100.0,2.488936526175519e-199,-4.121288019121596e-06,-4.121288019121596e-06,1.6176062168637017e-16,2.961906317436311e-12,0.47829690000000014,1.0,7.0
1240,115.037278175354,40000009.55186422,0.0006836006556178123,1.541594715821572,1.541594715821572,2.2083650209806347e-14,0.0,0,0,0.0,1.008763570971609,12225251.515857799,4.260178355948015e-14,4.260178355948015e-14,optimal,7.0,5.1334209485269667e-14,-1.9913908149674806e-06,-1.99139086630169e-06,1.5621863545841893e-16,1.0421188992777201e-13,1.0,1.0,0.0
1241,115.14556097984314,40000009.55186418,0.0011605488760879116,2.258964669011965,2.258964668601116,4.3083495305899316e-05,0.0,0,0,0.0,1.1468696659016275,12225251.515857799,0.0021939696905279114,0.0021939696905279114,unknown,14.0,3.209938152097337e-23,-4.4328872274542404e-05,-4.4328872274542404e-05,2.935328839714508e-16,7.795732526814293e-11,0.0225283995449392,1.0,36.0
1242,115.23005485534668,40000009.551863335,0.0020430320173784483,5.726460057401666,5.726460056048739,0.0001244787410502098,0.0,0,0,0.0,-2.394006426509624,12225251.515857799,0.0065643166947640065,0.0065643166947640065,unknown,15.0,6.453774158687461e-25,-0.00013046403535146422,-0.00013046403535146422,2.953127049257371e-16,2.0729569628086346e-10,0.03433683820292516,1.0,32.0
1243,115.31286120414734,40000009.55186221,0.0009861127119492074,0.9679292004557547,0.9679292004557547,2.9192279311860224e-14,0.0,0,0,0.0,-0.08458989599468834,12225251.515857799,3.01111212561724e-14,3.01111212561724e-14,optimal,7.0,6.78416237732228e-14,-2.205360852644821e-06,-2.205360920486445e-06,2.298590521281113e-16,2.847803818866906e-13,1.0,1.0,0.0
1244,115.39560222625732,40000009.55186166,0.0005062337945767613,0.03530841787925611,0.03530841787925611,2.5252058465165213e-14,0.0,0,0,0.0,-0.14214275707714852,12225251.515857799,2.555811264313413e-14,2.555811264313413e-14,optimal,7.0,5.868651623015335e-14,-5.620226000708372e-07,-5.620226587573533e-07,2.0414859839288124e-16,4.677509968205317e-13,1.0,1.0,0.0
1245,115.4793586730957,40000009.55186165,0.0003184604203527214,0.19388971160390372,0.19388971160383925,1.5810809916157708e-07,0.0,0,0,0.0,-0.2307764933700886,12225251.515857799,5.1812332990775786e-05,5.1812332990775786e-05,unknown,15.0,8.31043729331292e-28,-1.6644976209187162e-07,-1.6644976209187162e-07,2.7916807012672277e-16,1.4358882994022862e-11,0.042391158275216244,1.0,30.0
1246,115.56216263771057,40000009.551861614,0.00016053021593802723,0.003514440814514029,0.003514440814514029,2.1293293515325192e-14,0.0,0,0,0.0,0.43530232970178195,12225251.515857799,2.101922595091582e-14,2.101922595091582e-14,optimal,7.0,4.94853044683149e-14,-4.617059657776259e-08,-4.617064606306706e-08,2.174999476766419e-16,3.1330026090085266e-13,1.0,1.0,0.0
1247,115.64651679992676,40000009.55186161,0.0004986274348098064,0.444010622129471,0.4440106220935898,5.644754150483826e-06,0.0,0,0,0.0,0.27633416133242716,12225251.515857799,0.0003022592025858447,0.0003022592025858447,unknown,15.0,3.7967819525950647e-26,-5.713318867646231e-06,-5.713318867646231e-06,1.0478066284824672e-16,3.01035865876773e-11,0.011972515182562033,1.0,42.0
1248,115.73071241378784,40000009.55186161,0.000744586352385007,0.7524261460475163,0.7524261460154291,6.9488531340663135e-06,0.0,0,0,0.0,0.7002815331785694,12225251.515857799,0.000377671261888862,0.000377671261888862,unknown,14.0,3.296504326426912e-25,-7.130119313155547e-06,-7.130119313155548e-06,1.2898519308743654e-16,1.4518664091109407e-10,0.014780882941434608,1.0,40.0
1249,115.81513595581055,40000009.551861554,0.00043279453872502847,0.7604885137224285,0.760488513689163,7.113098122413156e-06,0.0,0,0,0.0,-0.5506554397577051,12225251.515857799,0.00039038366145559153,0.00039038366145559153,unknown,14.0,1.315956755748434e-25,-7.474417018782904e-06,-7.474417018782905e-06,2.6707834752490813e-16,3.561215595654568e-11,0.009697737297875247,1.0,44.0
1250,116.15161967277527,40000009.551861614,4.4703483581542975e-08,0.760564076045235,0.760564076036972,3.545310200659066e-06,0.0,0,0,0.0,0.6912277100657107,12225251.515857799,0.00019457501545889038,0.00019457501545889038,unknown,14.0,4.711898946937616e-25,-3.9392195201881734e-06,-3.9392195201881734e-06,2.473335696283966e-16,5.430170463224215e-11,2.5e-323,0.0,10000.0
1251,116.23465776443481,40000009.55186129,0.00037295070491762117,0.44880043511378054,0.44880043511378054,2.4123082804102657e-14,0.0,0,0,0.0,-0.4710211540005628,12225251.515857799,2.4428649486470038e-14,2.4428649486470038e-14,optimal,7.0,5.60627722968327e-14,-3.78233402941415e-07,-3.782334590041873e-07,2.453121689513798e-16,6.68024732866855e-13,1.0,1.0,0.0
