iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,normdx,stepsize,df0,linesearch_status,linesearch_counter
0,0.0,0.8099297547173109,1.2111103358675955e-15,4.474428055075425,3.682261099369281,2.5419401283503484,0.0,0.0,0.0,0.0,1.0,,1.0,,,,,,,,,,,,
1,0.45324134826660156,0.8035740670602664,0.32688724176271766,0.034470141488486455,0.033357534765913716,0.00868539262017753,0.0,0.0,0.0001717079220627249,1.0731745128920306e-05,1.0,0.011060721620135997,0.011060721620135997,unknown,9.0,5.323248222081626e-12,-23206.366356324106,-23206.366356324113,2.462035734736818e-10,3.109693383743587e-10,2154356.7240804615,1.5210164339843212e-07,46412.69648498847,1.0,149.0
2,0.9062204360961914,0.8032290937425091,0.029402419844996426,0.03426933642719154,0.03296826790404809,0.009343357785750754,0.0,0.0,0.00042707827666577103,2.669239229161069e-05,1.0,0.008214960291997416,0.008214960291997416,unknown,9.0,4.036079182069413e-12,-6718.326523758006,-6718.326523758011,1.7164383962493864e-10,2.768741920646656e-12,1159162.4555949087,2.5366267437735433e-08,13436.615139293108,1.0,166.0
3,1.3630125522613525,0.8027830812934735,0.039052581855570936,0.03699686897120089,0.03545288176165832,0.010549523676831742,0.0,0.0,0.0007543465105964153,4.714665691227596e-05,1.0,0.008259626818726305,0.008259626818726305,unknown,9.0,6.516211736238581e-13,-6299.054906898879,-6299.054906898879,1.169850000772987e-10,4.123991190860471e-12,1122409.868953069,3.479597728084421e-08,12598.069341004706,1.0,163.0
4,1.819164514541626,0.8022604035830975,0.0444975894043677,0.03920299493587395,0.038044377804858684,0.009391026358226646,0.0,0.0,0.0011440075709657216,7.15004731853576e-05,1.0,0.008126095977632827,0.008126095977632827,unknown,9.0,1.5690511595653784e-11,-6624.3904545844425,-6624.390454584458,1.2532917218522573e-10,4.274619532563669e-12,1151030.6212703858,3.866219697871579e-08,13248.745308262956,1.0,162.0
5,2.2666473388671875,0.8017372089611139,0.04224273251527076,0.038559527512224294,0.03727503598799427,0.009753353240395323,0.0,0.0,0.0015102829628200198,9.439268517625124e-05,1.0,0.008094496486315994,0.008094496486315994,unknown,9.0,7.899161533091655e-12,-7370.455292329981,-7370.455292329989,3.858673066140918e-10,8.029129553056864e-12,1214118.7393572468,3.479597728084421e-08,14740.873053464878,1.0,163.0
6,2.7219595909118652,0.8011155790578228,0.04846554536045826,0.040947005131587576,0.03970715759147604,0.009805701471349106,0.0,0.0,0.0019613984568995213,0.00012258740355622008,1.0,0.008010010099603594,0.008010010099603594,unknown,10.0,1.9837141923801246e-13,-7858.8189426195695,-7858.818942619569,2.3914821405028965e-10,5.4607838234071004e-12,1253697.3529974634,3.866219697871579e-08,15717.60147389095,1.0,162.0
7,3.171342134475708,0.8003643412691046,0.0560512843826612,0.0397094894178915,0.0390653111964513,0.0066675991111607175,0.0,0.0,0.002507615011699882,0.00015672593823124262,1.0,0.00755531990136455,0.00755531990136455,unknown,9.0,5.509814724104708e-13,-8515.151506299017,-8515.151506299015,1.6153084975874197e-10,6.245188417901237e-12,1304987.7125784608,4.295799664301754e-08,17030.27619513769,1.0,161.0
8,3.6264679431915283,0.7995182620484271,0.059420820919054845,0.043466316106269304,0.04252190015223843,0.00844678756149967,0.0,0.0,0.003140131077532582,0.00019625819234578637,1.0,0.007920186812710832,0.007920186812710832,unknown,9.0,6.450007359678283e-12,-9569.542621324477,-9569.542621324485,1.430348966642426e-10,7.066425807047375e-12,1383438.3806105638,4.295799664301754e-08,19139.054019982806,1.0,161.0
9,4.076792001724243,0.7984616233132936,0.06987515483938644,0.04241167596916432,0.040925465562190566,0.010426268181486165,0.0,0.0,0.0038922305737293383,0.00024326441085808365,1.0,0.006635881023393219,0.006635881023393219,unknown,9.0,7.40644370089508e-13,-10720.964596237398,-10720.964596237402,3.1635099007640017e-10,6.864873431505215e-12,1464303.5713839785,4.7731107381130604e-08,21441.891352219787,1.0,160.0
10,4.530247211456299,0.7974574865346203,0.06468737333880537,0.04686207089191674,0.04614791130559898,0.006728715559491515,0.0,0.0,0.004598734318163711,0.0002874208948852319,1.0,0.006946460240678975,0.006946460240678975,unknown,9.0,4.476372649174001e-12,-11342.095743744152,-11342.095743744156,1.9095590266730297e-10,5.328782355371076e-12,1506110.5818256745,4.295799664301754e-08,22684.166545689062,1.0,161.0
