iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,normNTdirx,normNTdirw,stepsize,linesearch_status,linesearch_counter,linesearch_RightItem,gradfNTdir,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle,CovDerivKKT_minabseigval
0,0.0,0.7960206362310905,1.3042167484290357e-15,3.636198589127414,2.634853157464458,2.5058908631805514,0.0,0.0,0.0,0.0,28.58369032323485,0.5,1.0,1.0,,,,,,,,,,,,
1,1.6852540969848633,0.7985666049079392,2.391677035378026,3.1017368391198783,2.0705315032450406,2.3094741204921974,0.0,0.0,0.0,0.0,19.62129243715042,0.5,0.8691304083181107,1.1755677384278056,10.218126587051987,10.555346602084938,0.25,True,2.0,-41.1673806464697,0.010973374629281817,4.2800207592962015e-14,2.1316282072803006e-14,10.555346602084938,0.06161935670194402,7.175085774443625e-05
2,3.384892225265503,0.8001521326176401,3.9668266816242794,2.7162693047969277,1.629205043151369,2.173432737296494,0.0,0.0,0.0,0.0,13.973504637869642,0.5,0.7565132710634428,1.3880407067393083,16.734892551238165,16.877680752597595,0.25,True,2.0,-27.156382207689546,0.01687006379591869,5.203847371688547e-14,1.0658141036401503e-14,16.877680752597595,0.037200712303971914,1.6288303218413296e-05
3,5.070128917694092,0.8025221276935832,3.313295296349232,2.4968612023348222,1.2756093002568218,2.1464231190248495,0.0,0.0,0.002137975405059833,0.00013362346281623957,10.977745714532794,0.5,0.6591107987381086,1.651021323869197,13.553880034446351,13.699980847401712,0.25,True,2.0,-18.790012007017523,0.013137123538415053,5.5844954729388937e-14,7.105427357601002e-15,13.699980847401712,0.052184950139547125,2.6868009272992934e-05
4,6.774005651473999,0.802372583914923,2.065712063944825,2.3998206034543115,1.1304063962483366,2.1169128828288395,0.0,0.0,0.00039318946564744287,2.457434160296518e-05,9.943799695147423,0.5,0.6173731074662523,1.820715275336155,16.929060397389186,17.049757500079508,0.125,True,3.0,-15.004658708854588,0.002676759639264399,1.3135275122880541e-13,7.283063041541027e-14,17.049757500079508,0.03696493352477824,1.992136087069834e-05
5,8.478136539459229,0.8036780200662828,4.669999512222148,2.3002981254601704,1.610909663744038,1.642029053217007,0.0,0.0,0.009061437132324004,0.0005663398207702503,7.024729579324731,0.5,0.4553490432895252,2.581278905284372,9.56699235204215,9.792056417617808,0.5,True,1.0,-13.789206529134258,0.003879172837244864,1.249563304595284e-13,5.861977570020827e-14,9.792056417617808,0.043444678708872426,-1.2091897572823361e-05
6,10.16945481300354,0.8042645916883548,4.620826001268383,2.2365799966341218,1.535392701286514,1.6262629548799228,0.0,0.0,0.011319706940226042,0.0007074816837641276,6.808037430437502,0.5,0.44103366988250464,2.790195003348011,74.24094643366885,74.32497614954099,0.0625,True,4.0,-10.731975139054487,0.006968087449283051,1.7170185183192863e-12,2.1316282072803006e-14,74.32497614954099,0.000640657636577599,-8.425587376005742e-06
7,11.850380420684814,0.8051843729145823,11.663792834900248,1.92387967073004,0.8081349205481383,1.7443123932238715,0.0,0.0,0.06967784220312723,0.0067739024111056765,5.557218911522178,0.5,0.4271590279428011,3.0201010298819213,187.88183847733825,187.92108442615591,0.0625,True,4.0,-10.503903693354523,-0.020280295968442885,1.0083378512127968e-11,3.774758283725532e-12,187.92108442615591,0.00026874954357282514,5.234931893387703e-07
8,13.549164056777954,0.8052114495206276,1.6244438425315235,1.8863681971284625,0.7801766782191121,1.715094665331669,0.0,0.0,0.08823614098519594,0.006723448500428048,5.433630163925433,0.5,0.4204633898708588,3.1406270615650196,52.07353833560413,52.22766841768783,0.03125,True,5.0,-8.195000460595738,0.006542659540499263,3.2447306282748315e-12,6.750155989720952e-14,52.22766841768783,0.0022553473689292795,5.8343357358676064e-06
9,15.244978427886963,0.8054166412050459,1.7280544365949067,1.8532096173539794,0.7560763739660018,1.689452347421354,0.0,0.0,0.08991608243969851,0.006870171481398472,5.3059756085140934,0.5,0.4138720304998664,3.2664732240744088,55.3254582219003,55.482313219702306,0.03125,True,5.0,-8.038628932303766,0.009182198320164326,2.694014862723446e-12,2.4513724383723456e-13,55.482313219702306,0.0025511406052674775,7.522795756592014e-06
