iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter
0,0.0,0.8184506746738583,1.4518049907399384e-15,4.016164843622626,3.2115767777011848,2.4115046448391557,0.0,0,0.0,0.0,31.443241668515032,0.5,1.0,1.0,,,
1,0.6313469409942627,0.814085270342547,1.6994903394354604,3.356888037220272,2.477024674493671,2.265622664165879,0.0,0,0.0,0.0,21.191642577863114,0.5,0.8688820969488549,1.1790079556005684,0.25,True,2.0
2,1.236882209777832,0.8089571218435172,1.5239353058695628,2.9450924678700763,1.887681739714284,2.2605811849730837,0.0,0,0.0,0.0,15.362884939160656,0.5,0.7561013949008841,1.400920061197223,0.25,True,2.0
3,1.8413703441619873,0.8088910890534701,2.1994379038073104,2.883378895160754,1.7672096008567117,2.2783423973797947,0.0,0,0.0,0.0,14.377619665041887,0.5,0.7322628303857448,1.4757751748455543,0.0625,True,4.0
4,2.437894582748413,0.8063664953112649,2.287081313446619,2.573552177420557,1.387659694675521,2.1592052449644545,0.0,0,0.18815975073622804,0.011759984421014252,10.670266962218413,0.5,0.6378642013733362,1.785653262999151,0.25,True,2.0
5,3.0545785427093506,0.8058814080241784,1.8886613553201261,2.3618110321807166,1.2504430738045813,2.0008343833507873,0.0,0,0.10585481238926775,0.006615925774329234,8.909574755084611,0.5,0.5973786367455215,2.0010948441169187,0.125,True,3.0
6,3.6583445072174072,0.8072397868632885,1.6812184464629272,2.316802368906211,1.2312063898414787,1.9615459596053069,0.0,0,0.06357271851226387,0.003973294907016492,8.590712113672858,0.5,0.5927009543966621,2.033033645709365,0.015625,True,6.0
7,4.245499849319458,0.8057941720364196,4.0980466087415355,2.1340915601060604,0.9838473967536655,1.8937262166288718,0.0,0,0.013622336914841493,0.001011171368548701,7.303430050536063,0.5,0.5163954263071684,2.5363704556117814,0.25,True,2.0
8,4.853794574737549,0.8087774617413342,2.421206546126613,1.831832763977893,0.7834721002174206,1.655781308642798,0.0,0,0.013076747031835844,0.0008172966894897403,5.317052712522545,0.5,0.4501549939653834,3.206942699960022,0.25,True,2.0
9,5.448444366455078,0.814601641163134,1.6339564032410292,1.7184138591892397,0.6906458646036729,1.5734322712422584,0.0,0,0.016290149567438315,0.0010181343479648947,4.823320741400645,0.5,0.4217126681930306,3.652657560592388,0.125,True,3.0
10,6.044586181640625,0.812921012058216,4.07182825711063,1.6554560959948534,0.6420429204816903,1.5257697183026837,0.0,0,0.018507856072826283,0.0011567410045516427,4.304307539605395,0.5,0.4083527494148942,3.9555586875921986,0.0625,True,4.0
11,6.6410205364227295,0.8112578103689836,1.3257908344837983,1.631112440566268,0.6216289409273037,1.5078912989740645,0.0,0,0.01921156032065634,0.0012007225200410213,4.203250305065341,0.5,0.4019413493436268,4.108772421506755,0.03125,True,5.0
12,7.233564376831055,0.8090423978184021,2.3741175895319033,1.5944754737038243,0.5832837912973284,1.4838197640087727,0.0,0,0.020272222122896134,0.0012670138826810084,4.116859404980388,0.5,0.3892811428346423,4.419169933408535,0.0625,True,4.0
13,7.825153112411499,0.8074863663768665,2.477318773940455,1.5520668778521196,0.547917414005634,1.4519829870979422,0.0,0,0.021059580554751094,0.0013162237846719434,3.9680895238188523,0.5,0.3770282030384974,4.751453975239766,0.0625,True,4.0
14,8.428938150405884,0.806222255681857,2.9069377910879832,1.5137677373613105,0.5150046227047713,1.4233034472161865,0.0,0,0.02168636463813319,0.0013553977898833243,3.8623508114743474,0.5,0.3651590495440035,5.113887752915198,0.0625,True,4.0
15,9.019366979598999,0.8053383123707919,3.0569843890031034,1.476179129067042,0.4835082680318921,1.394572129573313,0.0,0,0.022207009147706697,0.0013879380717316686,3.7617093224960123,0.5,0.3536589913658611,5.513443132361351,0.0625,True,4.0
16,9.603605508804321,0.8043876883426591,10.77249917147116,1.3292429467647031,0.3934956787152579,1.2693036604668644,0.0,0,0.023336063585990007,0.0026633250478796952,3.103801172576799,0.5,0.3079569784443277,7.293799428364609,0.25,True,2.0
17,10.18956971168518,0.8023125739943592,12.490540977015641,1.1402434615586883,0.36174270768634925,1.08107716314893,0.0,0,0.023864877559924894,0.0014915548474953059,2.042804925174196,0.5,0.2672760169754103,10.409870836510168,0.25,True,2.0
18,10.778089046478271,0.8010700340342163,9.368301699130352,1.0911831680552688,0.3408142954428254,1.0363156613321232,0.0,0,0.024003590287864522,0.0015002243929915326,1.7485958332141112,0.5,0.24959090673988754,13.879910784061547,0.125,True,3.0
19,11.375794887542725,0.8010958606992251,1.7921647164859371,1.0889562347744393,0.33612389840912527,1.0355046297759918,0.0,0,0.024011828019991473,0.001500739251249467,1.731215451453026,0.5,0.24761592972495214,14.651584481953448,0.015625,True,6.0
20,11.970048189163208,0.8011770552690506,2.030108045203531,1.0884669651973577,0.33166006644914814,1.0364290480343754,0.0,0,0.024015891394056427,0.0015009932121285267,1.7282157498327857,0.5,0.2456541423857121,15.494209619365373,0.015625,True,6.0
21,12.570750951766968,0.8012213134886906,1.193461203929055,1.0884649275960545,0.32930519560046195,1.0371775151298575,0.0,0,0.024016429090934585,0.0015010268181834116,1.7221654695961368,0.5,0.2446870610510566,15.95643471739421,0.0078125,True,7.0
22,13.169705390930176,0.8012719641600461,1.307942131805916,1.088948204112366,0.3269971007667508,1.0384143326383535,0.0,0,0.024015851034872915,0.0015009906896795572,1.7192512541074156,0.5,0.24372336901767824,16.44115671495136,0.0078125,True,7.0
23,13.758996725082397,0.8012940134227865,0.7216219974346882,1.0891717376296683,0.32579345276377286,1.0390269358762898,0.0,0,0.024015135040608926,0.0015009459400380579,1.714466177213388,0.5,0.24324526840054658,16.69565753850404,0.00390625,True,8.0
24,14.351622581481934,0.8013172095944364,0.7602387226461303,1.0895176085848537,0.32459899907146583,1.039763162105867,0.0,0,0.024014078076619063,0.0015008798797886914,1.7102428769853486,0.5,0.2427680433220528,16.956418465136046,0.00390625,True,8.0
25,14.942276954650879,0.8013410269058586,0.802345307025687,1.0899903187419093,0.3234141705891429,1.040627484085309,0.0,0,0.024012675392510202,0.0015007922120318876,1.70659400534795,0.5,0.24229168869777298,17.223654962431084,0.00390625,True,8.0
26,15.562625885009766,0.8013648881846624,0.8480459718668507,1.0905939738778387,0.32223952462681643,1.0416239149980466,0.0,0,0.024010921079408512,0.001500682567463032,1.7035195914949164,0.5,0.24181619916022026,17.497589880586084,0.00390625,True,8.0
27,16.185527801513672,0.8013881883843906,0.8974038169082291,1.0913321707513457,0.32107576232783197,1.0427558865684432,0.0,0,0.024008806494825886,0.0015005504059266179,1.7010052069512505,0.5,0.24134156901287254,17.778449894482975,0.00390625,True,8.0
28,16.804665565490723,0.8014103244520465,0.950445378212676,1.0922079110486185,0.3199237390673379,1.0440261581126058,0.0,0,0.02400631823068637,0.0015003948894178982,1.699021290517673,0.5,0.24086779216360632,18.066460034328568,0.00390625,True,8.0
29,17.431983947753906,0.8014307293601283,1.0071719714690675,1.0932235555833547,0.3187844670515053,1.0454367705052738,0.0,0,0.02400343568124426,0.0015002147300777662,1.6975240602659083,0.5,0.24039486203033614,18.36183606637083,0.00390625,True,8.0
30,18.04974913597107,0.8014489074476531,1.067579292483898,1.0943808297925375,0.3176591117787238,1.0469890558945727,0.0,0,0.024000128298550673,0.001500008018659417,1.6964583817399284,0.5,0.23992277141078894,18.66477455577156,0.00390625,True,8.0
31,18.675922632217407,0.8014644680826538,1.131687069748689,1.0956808907892188,0.31654898634175505,1.0486837124442854,0.0,0,0.023996352654831878,0.0014997720409269924,1.695762926520027,0.5,0.2394515123071881,18.975440543871738,0.00390625,True,8.0
32,19.28666877746582,0.8014771547041741,1.199582717808708,1.0971244674518519,0.3154555497253678,1.0505209539997395,0.0,0,0.0239920494425283,0.0014995030901580188,1.6953779710114394,0.5,0.23898107569556767,19.293952850934275,0.00390625,True,8.0
33,19.907626152038574,0.8014868665166006,1.271483515366086,1.098712092558658,0.31438041601301936,1.052500752232051,0.0,0,0.02398714057724811,0.001499196286078007,1.695256322225192,0.5,0.23851145122941977,19.620367184033963,0.00390625,True,8.0
34,20.52457904815674,0.801488479970501,0.6739120060670681,1.0994477001512637,0.31380949578818723,1.0534389376357445,0.0,0,0.023984378122868702,0.0014990236326792939,1.6928727459128172,0.5,0.23827778447027018,19.78751235835151,0.001953125,True,9.0
35,21.15125012397766,0.8014899201765566,0.6952203120989301,1.1002193087139793,0.3132416777866931,1.0544131407589332,0.0,0,0.023981391938871565,0.0014988369961794728,1.6905709200692325,0.5,0.238044329865576,19.956524659097592,0.001953125,True,9.0
36,21.771116018295288,0.8014911973860426,0.7173449514447893,1.1010268166698778,0.31267708240640846,1.0554232045754968,0.0,0,0.02397816522609146,0.0014986353266307163,1.6883530755246767,0.5,0.23781108628612505,20.12737610267897,0.001953125,True,9.0
37,22.397264003753662,0.8014923281585278,0.7403377092302094,1.1018700508307164,0.3121158387638636,1.0564688953571832,0.0,0,0.02397467941784964,0.0014984174636156024,1.6862228518635194,0.5,0.23757805250367012,20.300029850458973,0.001953125,True,9.0
38,23.000849723815918,0.8014933352729371,0.7642652439660512,1.1027487717141613,0.3115580855178353,1.0575499081103474,0.0,0,0.023970914069933624,0.0014981821293708515,1.6841858134978869,0.5,0.23734522717905138,20.474439204832915,0.001953125,True,9.0
39,23.60097599029541,0.8014942472397956,0.7892130625128554,1.1036626834838796,0.31100397197218943,1.0586658767466677,0.0,0,0.02396684677985734,0.0014979279237410837,1.6822500746010423,0.5,0.23711260885005966,20.650546635341122,0.001953125,True,9.0
40,24.205092906951904,0.8014950972665085,0.8152902922986959,1.1046114499352235,0.31045365967700284,1.0598163903999502,0.0,0,0.02396245314597734,0.0014976533216235837,1.680427050733951,0.5,0.23688019591976112,20.828282881271857,0.001953125,True,9.0
41,24.81808829307556,0.8014959215325577,0.8426346895691282,1.1055947176851795,0.30990732480944394,1.06100101700633,0.0,0,0.023957706784232875,0.0014973566740145547,1.678732339107684,0.5,0.2366479866462487,21.007566208246697,0.001953125,True,9.0
42,25.421252727508545,0.8014967565905631,0.8714180050504735,1.1066121479064501,0.30936516183280854,1.0622193353904137,0.0,0,0.02395257942341618,0.0014970362139635112,1.677186724971269,0.5,0.23641597913526916,21.1883019185244,0.001953125,True,9.0
43,26.0184223651886,0.8014976357446639,0.9018513472437463,1.1076634572844968,0.3088273892096882,1.0634709763318317,0.0,0,0.023947041094729202,0.0014966900684205752,1.6758172964221016,0.5,0.23618417133747982,21.370382210820424,0.001953125,True,9.0
44,26.634893894195557,0.801498584335021,0.9341900663821139,1.1087484680455661,0.3082942582266177,1.0647556721441347,0.0,0,0.023941060435613178,0.0014963162772258236,1.67465862053631,0.5,0.23595256105244947,21.553686513215077,0.001953125,True,9.0
45,27.259766578674316,0.8014996139181212,0.9687378227029863,1.1098671652739995,0.3077660663744257,1.0660733124976134,0.0,0,0.023934605117319332,0.0014959128198324583,1.673753901474848,0.5,0.23572114594163837,21.738082390816697,0.001953125,True,9.0
46,27.882896661758423,0.8015007156253423,1.0058491092205137,1.1110197562946418,0.30724317694587855,1.0674240005860585,0.0,0,0.023927642384141593,0.0014954776490088495,1.673155983546059,0.5,0.23548992355197573,21.923427061701695,0.001953125,True,9.0
47,28.503305196762085,0.801501853249769,1.045929040683395,1.1122067229956663,0.30672604643471696,1.0688080997228924,0.0,0,0.023920139674046655,0.001495008729627916,1.6729279949893499,0.5,0.235258891350385,22.109569485675046,0.001953125,True,9.0
48,29.126523971557617,0.8015012998315733,0.5447153466106209,1.1127547888887364,0.30644855925228365,1.0694580495250179,0.0,0,0.023916124961202392,0.0014947578100751495,1.671781981575298,0.5,0.23514374395168894,22.20296112643259,0.0009765625,True,10.0
49,29.753002882003784,0.8015008218876997,0.5565514641674951,1.1133085706161494,0.3061719910846705,1.0701135004799736,0.0,0,0.02391195042483376,0.00149449690155211,1.6707034433821422,0.5,0.23502864760059658,22.296434740970238,0.0009765625,True,10.0
50,30.38253116607666,0.8015004147087028,0.568877356056235,1.1138678507405162,0.305896373680457,1.0707742169227947,0.0,0,0.023907610834602303,0.001494225677162644,1.6696973824338825,0.5,0.23491360208183057,22.389962451019596,0.0009765625,True,10.0
51,31.011129140853882,0.801500073416586,0.5817169222327385,1.114432395942529,0.30562174119216395,1.071439946150555,0.0,0,0.02390310084008539,0.0014939438025053369,1.668768968124629,0.5,0.2347986071751686,22.48351511024097,0.0009765625,True,10.0
52,31.631252765655518,0.8014997933276407,0.5950927953821976,1.115001952670827,0.30534813002459166,1.0721104139561652,0.0,0,0.023898414947073367,0.0014936509341920855,1.6679234846554725,0.5,0.23468366265506774,22.5770621847622,0.0009765625,True,10.0
53,32.262227296829224,0.8014995704070977,0.6090257568959293,1.1155762416186823,0.30507557853171796,1.0727853189880492,0.0,0,0.023893547482777628,0.0014933467176736017,1.667166268789526,0.5,0.2345687682900168,22.670571584909386,0.0009765625,True,10.0
54,32.880070209503174,0.8014994018180797,0.6235339036292306,1.1161549513241824,0.30480412652533884,1.0734643262549737,0.0,0,0.023888492555380985,0.0014930307847113116,1.666502638441917,0.5,0.23445392384161778,22.764009466972333,0.0009765625,True,10.0
55,33.498759031295776,0.8014992865550401,0.6386319291240744,1.1167377305288275,0.30453381454730916,1.0741470594103715,0.0,0,0.023883244000625532,0.0014927027500390958,1.6659378144403432,0.5,0.23433912906331408,22.85733997395969,0.0009765625,True,10.0
56,34.0924551486969,0.801499226156486,0.6543302176145768,1.1173241800162985,0.3042646829350203,1.0748330925580547,0.0,0,0.02387779532606295,0.0014923622078789345,1.66547683816148,0.5,0.23422438369882773,22.950524955509035,0.0009765625,True,10.0
57,34.68533754348755,0.801499225470864,0.6706341109291044,1.117913843287824,0.3039967706183889,1.0755219409278112,0.0,0,0.023872139640544573,0.0014920087275340358,1.665124488089944,0.5,0.2341096874802144,23.0435236151724,0.0009765625,True,10.0
58,35.288936376571655,0.8014992934678729,0.6875429030303493,1.1185061970934438,0.30373011368961156,1.076213051468284,0.0,0,0.023866269584036846,0.0014916418490023029,1.664885198359965,0.5,0.2339950401256689,23.136292144024935,0.0009765625,True,10.0
59,35.9013237953186,0.8014994440348783,0.7050493633554936,1.1191006417044462,0.30346474378900395,1.076905793225158,0.0,0,0.023860177251453046,0.0014912610782158154,1.664762985260462,0.5,0.2338804413370858,23.22878331474688,0.0009765625,True,10.0
