6.073244741023676313e-02 1.045054419367255766e-01 -1.298134592257213782e-01 -3.791625663576012051e-01 -2.969702239900650631e-01 -2.887468202020189723e-01 -2.059647969294308989e-01 7.595527034341914563e-02 -2.093989063728450839e-01 1.601424436230287629e-01 -2.559312081226172708e-01 -2.006070175928609811e-01 1.040134645929270824e-01 3.141413566111296313e-03 1.490173146482684507e-02 -1.049363768395385199e-02 2.150226646140049325e-02 3.505629117169518638e-01 1.641522430963309465e-01 1.178094157311737611e-03
3.493182729021357402e-02 -2.562128045504896146e-01 -5.860839911607803460e-02 -5.770952181402543707e-02 -2.339271184827912131e-01 2.718337544331601019e-01 2.113659006081857472e-01 -1.091696227583796308e-01 8.291140074766160939e-02 -1.293036344490941514e-01 4.817793855063914193e-02 -4.891859554102187535e-02 1.975682703783034067e-01 -7.172747749167748821e-02 2.388344948646101695e-01 -1.328345396846757898e-01 -3.286159889594768013e-01 1.169230976774849606e-01 3.761727069120960887e-01 2.035810694301951052e-01
2.889356141883129420e-02 4.322394980315098084e-02 -1.830350057759282112e-01 2.638547450089318014e-01 -1.880205292857210220e-01 -5.963650153880614008e-02 4.835495501045959377e-01 -1.793332499614425923e-01 -1.923750567338356754e-01 1.778205020639293532e-01 6.834422131207766593e-02 -5.247078337472794139e-03 3.276404425477376647e-01 1.507932313166345517e-01 1.239825664892523771e-01 2.208856771932223018e-01 5.608353989084770286e-02 1.923713609367915800e-01 1.249794144024463649e-01 -9.687270875395451175e-02
2.354308902976750550e-01 -1.048930205249449243e-01 4.257499141469648918e-01 -5.360224954945159714e-01 -2.546385806989745482e-01 3.168803084015292537e-01 -3.324003890683494555e-01 -2.637048268608839785e-01 5.625586396016542257e-02 -1.579130963190399778e-02 -2.805317564991808843e-01 -4.109768600116929793e-01 5.470860203537519784e-01 1.668762679509867008e-01 -3.185033399335700927e-02 -7.488161232141266055e-02 -1.034647732071289628e-01 2.746740543134514045e-02 -2.100784362861357613e-01 9.984912124848668857e-02
1.634880902677534123e-02 4.217148107566123794e-02 -1.397986976084283073e-01 1.526399116053896166e-01 3.288938045096535534e-01 -1.753674066744760618e-01 4.187438825942973453e-01 1.199960892108784816e-01 -1.295803788211582208e-01 7.418399883163988295e-02 -2.140917226215707514e-01 -2.092427905910825281e-01 1.295180784914825578e-01 -1.117455891946957519e-01 -9.673531780213424219e-03 5.075189916234159465e-02 -6.576828728613851038e-02 3.030316826246360340e-01 -1.375568673763668259e-01 -4.545243066305959534e-02
1.752390976381843768e-01 -5.498676274654520219e-02 -1.155588733644381805e-01 -8.703271737153450704e-02 -2.051943249855328610e-02 3.963366073443833626e-01 8.268219886332761615e-02 -3.126329431429260564e-01 -2.662079222199555950e-01 1.883052804028089999e-01 -1.824148759148351007e-01 1.035105590583134949e-01 9.843873076079200091e-02 2.504889089376556299e-01 -1.949975285442412942e-01 2.347825169103754384e-01 -1.248147291439485052e-01 3.018226988852469317e-01 1.370136098236963973e-02 2.714427924224933203e-02
-1.122903834668417949e-01 2.953165999446295542e-01 2.282027268291153543e-01 -4.408362396765983654e-02 -1.418733869291285699e-01 -1.933450256521460353e-01 5.007762618022655321e-01 -2.888413479378772186e-02 -1.203222261527238657e-01 4.455628842419483149e-02 -2.961177501731078188e-01 2.242230917390790057e-01 -1.037990830150246485e-01 -2.659631274235985665e-01 1.131377863419592011e-01 2.635437979258451469e-01 -2.328033766358458823e-01 5.311079965216279099e-03 -7.629036285950005492e-02 1.702016199863102819e-01
8.564549193508724789e-02 2.590741446875253762e-01 -6.563355987033156480e-03 3.096077750404999107e-01 -2.037360131426154131e-01 -1.133098500436163780e-01 -1.055211975246336115e-01 6.949493033600827596e-01 -1.705276458900190778e-02 8.697014396333035968e-02 -3.202047497922629882e-01 5.739628745527287218e-02 -9.066066899120335532e-02 1.335372794946197150e-01 3.370652521625504550e-01 -2.259384789308150898e-01 -2.337824708695284553e-02 -3.190860514619141552e-01 2.116825578487981779e-02 1.493491833673191993e-01
-2.526777558335385754e-01 -3.201446302851729819e-01 5.732195472136892844e-01 -1.422822194544192537e-02 -4.286467954807212655e-01 -2.154169386793751417e-01 1.419153491520215755e-02 -1.898887448799480848e-01 -1.002876215273349747e-01 9.745900956873068677e-02 7.906400912247518731e-02 6.692972875511580058e-03 -1.665271434014766738e-01 3.989511246923813266e-03 -3.533867809220151979e-01 -2.164397040005150985e-01 3.132778235057245286e-01 3.957349744526524882e-01 1.656610407383953820e-01 -6.693331456997913750e-03
4.979316773168616650e-01 2.373862647126093739e-01 -8.486948928788143331e-02 3.684830697937150346e-01 -1.894906070610059834e-01 -1.520515562256868070e-01 1.964876762461869875e-01 -1.858973616193933254e-01 -5.306582236755802429e-01 -1.035374663989026278e-01 1.647147200781109710e-01 -2.156167547210041113e-01 -2.133685881016195995e-01 6.937851360595530259e-02 5.675456865092508574e-01 -1.340383695672966446e-01 1.685599766538424249e-01 -1.684478812497504085e-01 -5.129430897606379602e-01 -2.140228448295646291e-01
