iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,normNTdirx,normNTdirw,stepsize,linesearch_status,linesearch_counter,linesearch_RightItem,gradfNTdir,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle,CovDerivKKT_minabseigval
0,0.0,0.8021102149206352,1.3597399555105187e-15,4.805036670313164,4.124545267320359,2.465056539083729,0.0,0.0,0.0,0.0,38.304174685149576,0.5,1.0,1.0,,,,,,,,,,,,
1,1.7972443103790283,0.8013763531178493,0.885404721804989,3.932108413942962,3.2071167969603738,2.275055698143601,0.0,0.0,0.0,0.0,25.332683755540117,0.5,0.8689469581575759,1.173086040835011,3.5761443585054753,4.4595925706494395,0.25,True,2.0,-60.60834937029915,-0.0037301148037753584,1.6887172384496557e-14,0.0,4.4595925706494395,0.07847240963924969,(-0.0005079521001394296+0j)
2,3.607759475708008,0.8010651250542482,1.5163296096703374,2.8673083273474655,2.0318217712854283,2.0231552915697466,0.0,0.0,0.0,0.0,11.786586032101411,0.5,0.6345316442617062,1.598536943454328,3.2256700571440353,3.9188748829591558,0.5,True,1.0,-38.58426645361937,-0.0004969172213435053,1.0601207406881744e-14,7.105427357601002e-15,3.9188748829591558,0.09827641408007251,(-0.0002634819943441482+0j)
3,5.4122912883758545,0.8047942803691349,3.6330033082215585,2.8056197764400492,1.9838597356851506,1.9838858029329096,0.0,0.0,0.0,0.0,11.210071759612408,0.5,0.6295587391212787,1.626274011588956,237.46055727449635,237.4750726130307,0.015625,True,6.0,-17.13108554309139,0.21406867350383435,9.57022231198856e-13,6.075140390748857e-13,237.4750726130307,0.001931411340976299,(-6.1257020052308165e-06+0j)
4,7.215752124786377,0.8060248478181669,1.2824261330220406,2.362792870089801,1.5437568178434842,1.7887439823264142,0.0,0.0,0.0,0.0,7.730686807804823,0.5,0.5481935920732428,2.0552085641299014,5.164369366648812,5.6938215478599385,0.25,True,2.0,-16.078636223161226,0.005818006223752651,1.29475732037174e-14,3.552713678800501e-15,5.6938215478599385,0.07674947835538934,(4.369780286928704e-05+0j)
5,9.015984058380127,0.8077898920169649,3.809414777848329,2.162431812005236,1.3065690535677992,1.7230669112520673,0.0,0.0,0.00539158413221049,0.00033697400826315565,6.8453767975819275,0.5,0.4775498704966329,2.646314843909112,15.516064719452146,15.771175684829839,0.25,True,2.0,-10.653114185367007,-0.006974880123146466,5.853155273117701e-14,3.730349362740526e-14,15.771175684829839,0.030933769540920683,(1.1187212796264455e-05+0j)
6,10.819922685623169,0.8058500075626799,1.0279485581976515,1.935406209942531,1.191874078033978,1.5248197531743608,0.0,0.0,0.012573779227002506,0.0007858612016876566,5.066030639530998,0.5,0.4160612866612434,3.50448478683819,4.245682194064634,5.609168717298658,0.25,True,2.0,-10.041891534182241,-0.007284693277702401,5.795840717045223e-14,3.552713678800501e-14,5.609168717298658,0.04057439201886049,(0.00020130854179812663+0j)
7,12.625639915466309,0.8070574286257177,1.0323004633690374,1.683680783947537,0.9922675412274743,1.3600915237843398,0.0,0.0,0.018361802486895624,0.0011476126554309765,3.8032537213346207,0.5,0.3621900308708189,4.822225102587642,4.328709411936027,6.908087781333774,0.25,True,2.0,-7.362349370930646,0.004060141874826874,2.2580332532303936e-13,8.881784197001252e-15,6.908087781333774,0.0076874674103639875,(0.0002440448982314934+0j)
8,14.441137313842773,0.8086664561533036,0.8026925036882959,1.6368596136369604,0.9397660190091521,1.3400646526936122,0.0,0.0,0.01938945261160006,0.0012118407882250038,3.7097089172858158,0.5,0.350742273698546,5.363331472938069,13.013280109849864,15.662699113411136,0.0625,True,4.0,-5.507601547273966,0.02264178160226743,6.286582907694385e-13,7.904787935331115e-14,15.662699113411136,0.0021584156768296807,(-0.00010833564406096863+0j)
9,16.287596225738525,0.8086683784996416,0.0014661268198389742,1.6368592839807152,0.9397657759806186,1.3400644208479433,0.0,0.0,0.019389425645747874,0.001211839102859242,3.70970828207495,0.5,0.3507422318866356,5.363329353943993,6149.381868014424,6149.41890302299,2.384185791015625e-07,True,22.0,-5.45109555362402,8.061017925308462,2.3978368771369137e-10,1.1737100180653215e-10,6149.41890302299,6.6759290131413715e-06,(-2.752983162366693e-07+0j)
10,18.128636121749878,0.8086717193816352,0.002548716726885202,1.6368587109468506,0.9397652707743182,1.3400640758548774,0.0,0.0,0.019389379883614673,0.001211836242725917,3.7097076896954806,0.5,0.3507421482626498,5.363326288612722,5345.047124132491,5345.0776962221325,4.76837158203125e-07,True,21.0,-5.451094752488805,7.00348740330498,5.485546853928872e-10,1.0980283349226738e-10,5345.0776962221325,7.684247482798887e-06,(-3.165813017389652e-07+0j)
11,19.973358631134033,0.8086744361490591,0.0020743695071008083,1.6368581197194145,0.9397647848687307,1.3400636949597582,0.0,0.0,0.019389344052993855,0.001211834003312116,3.7097064185923188,0.5,0.35074206463886176,5.3633246736238345,4350.268560852418,4350.29176089748,4.76837158203125e-07,True,21.0,-5.4510945063045835,5.695587486573601,1.7449424144455589e-10,1.255191506288611e-10,4350.29176089748,9.449338366542187e-06,(-3.886646750589671e-07+0j)
12,21.82744264602661,0.808679146220949,0.003597761584788743,1.636857091154595,0.9397637756322144,1.3400631472180735,0.0,0.0,0.01938928416831344,0.00121183026051959,3.709705212400361,0.5,0.3507418973909818,5.363323128348332,3772.527494552597,3772.546927034078,9.5367431640625e-07,True,20.0,-5.451092902670534,4.936032487970575,2.1363154864185946e-10,9.936051981185301e-12,3772.546927034078,1.0903895620708278e-05,(-4.478950116283785e-07+0j)
13,23.682733058929443,0.8086829642865179,0.002919953945348018,1.6368560039182838,0.9397628050397961,1.3400625005051423,0.0,0.0,0.019389238431972374,0.0012118274019982734,3.709702640175564,0.5,0.350741730143535,5.363323655677219,3061.7941853505386,3061.8098876259282,9.5367431640625e-07,True,20.0,-5.451092367433906,4.0016654865068055,1.909292211318577e-10,5.9117155615240335e-12,3061.8098876259282,1.3450939663991572e-05,(-5.512397762514686e-07+0j)
