iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,normdx,stepsize,df0,linesearch_status,linesearch_counter
0,0.0,0.8021102149206352,1.3597399555105187e-15,4.805036670313164,4.124545267320359,2.465056539083729,0.0,0.0,0.0,0.0,1.0,,1.0,,,,,,,,,,,,
1,0.45109009742736816,0.7991907610183573,0.4139670298006857,0.022007215352102556,0.02071496441960765,0.007430193580803091,0.0,0.0,0.0,0.0,1.0,0.005239527537471961,0.005239527537471961,unknown,9.0,1.3472532230154432e-12,-2979.019947791443,-2979.019947791445,1.1637891281835009e-10,5.58037551678212e-11,771876.4578566151,5.385472259508683e-07,5958.009034992786,1.0,137.0
2,0.9065961837768555,0.786215335877775,0.992338877162791,0.03391177776340108,0.03179176901357738,0.006078413437219823,0.0,0.0,0.010116569781693341,0.0006322856113558338,1.0,0.004662686337247171,0.004662686337247171,unknown,9.0,6.7179056094753716e-12,-3331.1343446654782,-3331.1343446654846,1.0274839295487681e-10,1.2013913163132464e-12,816225.0824650825,1.2510760713943073e-06,6662.249878978182,1.0,129.0
3,1.369621992111206,0.7609491191182246,0.9099110128113655,0.0471959052173449,0.04512059086716475,0.007109714664268096,0.0,0.0,0.011875929709931066,0.0007422456068706916,1.0,0.005472115311428708,0.005472115311428708,unknown,9.0,8.59891396157816e-12,-18559.55550921766,-18559.555509217666,1.5153957689530642e-10,8.427184033720412e-12,1926630.7465681478,4.846925033557815e-07,37119.09165291304,1.0,138.0
4,1.822749137878418,0.7583475340617614,0.0892102035116203,0.0793904605767074,0.0762104554318851,0.01749792355103529,0.0,0.0,0.013734423353330583,0.0008584014595831614,1.0,0.01419406459575935,0.01419406459575935,unknown,9.0,8.207730267167817e-12,-40597.06414530098,-40597.06414530099,3.8800025610464367e-10,1.5179378603967642e-11,2849447.4421319687,3.131637955275979e-08,81194.08218314317,1.0,164.0
5,2.293649673461914,0.7526013787035482,0.170809823280938,0.06487934207796275,0.062005175753586834,0.006786601570799205,0.0,0.0,0.017850189000549577,0.0011156368125343485,1.0,0.005036195921201383,0.005036195921201383,unknown,9.0,1.0550457714688593e-12,-52002.882098559756,-52002.882098559756,5.409776752707574e-10,2.0403036163545252e-11,3224989.509525933,5.303456375681178e-08,104005.73771851623,1.0,159.0
6,2.7655110359191895,0.7507325792103906,0.08383435065698021,0.0734264567824516,0.06932011804082557,0.014805786810431373,0.0,0.0,0.019156055631452396,0.0011972534769657747,1.0,0.010371341127371496,0.010371341127371496,unknown,9.0,2.0120242206880716e-11,-23527.51029796055,-23527.51029796057,9.039185109897117e-10,1.5030050231492358e-11,2169191.7801685072,3.866219697871579e-08,47054.975794656624,1.0,162.0
7,3.2346863746643066,0.7367041917577337,0.5010258367911018,0.07208265828146942,0.06782279522578913,0.01503917691845664,0.0,0.0,0.01876523505449284,0.0014355293723356112,1.0,0.01146029530423868,0.01146029530423868,unknown,9.0,5.308459510506945e-12,-29362.0353968204,-29362.035396820396,8.502212312577614e-10,2.2754672964586907e-11,2423298.0562977158,2.086442296274789e-07,58724.02552451363,1.0,146.0
8,3.6961097717285156,0.7354966809803837,0.0549705801402871,0.0865768426358847,0.08322279104355093,0.013398062095479736,0.0,0.0,0.019204281279632023,0.0014880679959736322,1.0,0.00927509449338407,0.00927509449338407,unknown,9.0,2.1124079906116704e-12,-23487.80020169009,-23487.800201690086,7.089024878276457e-10,1.327432047231044e-11,2167374.870490978,2.5366267437735433e-08,46975.55635190898,1.0,166.0
9,4.148564100265503,0.7343206587405124,0.06002858343312053,0.08322117679495059,0.07908862322223377,0.015413380908518477,0.0,0.0,0.020369331599309343,0.0015402439554452248,1.0,0.011928535754115297,0.011928535754115297,unknown,9.0,2.7208253655317837e-12,-18376.31496434684,-18376.314964346842,4.806288035796438e-10,2.2057376436968786e-11,1917085.6620764034,3.131637955275979e-08,36752.58420051119,1.0,164.0
