iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,0.8099297547173109,1.2111103358675955e-15,4.474428055075425,3.682261099369281,2.5419401283503484,0.0,0,0.0,0.0,1.0,1.0
1,0.5345699787139893,0.7970773502389897,0.4211921765347701,0.7447733809456167,0.05794007982858841,0.7400432056043887,0.0,0,0.058781393748111865,0.004581998245907513,1.0,1.0587813937481119
2,0.8786649703979492,0.7851392473092637,0.788694500621568,0.5554257885726015,0.04109960167190123,0.3319059543051022,0.0,0,0.334099600555886,0.03910557813530802,3.3333333333333335,0.6221561036890162
3,1.0796210765838623,0.7753470233010519,0.5489483968366354,0.11936020532328087,0.11908224113243586,0.004199467502647321,0.0,0,0.0060167521316034644,0.0005965013346777848,3.3333333333333335,0.029793712605896194
4,1.2607626914978027,0.7617605283693796,0.49066749164700313,0.08113314865802718,0.08090674801839678,0.00012223664818341754,0.0,0,0.006055658053013335,0.00037847862831333345,3.3333333333333335,0.020185526843377787
5,1.4581189155578613,0.7539263514606509,0.2742064119027018,0.04645351075274798,0.04637142008412046,2.4804863346445358e-05,0.0,0,0.001973793653455125,0.0002745527028270543,3.3333333333333335,0.006579312178183749
6,1.7006359100341797,0.7520264961333207,0.0663404833078587,0.04499141455369645,0.04499138676720475,1.5369331906938286e-06,0.0,0,4.9979437755365286e-05,3.1237148597103304e-06,3.3333333333333335,0.006554869516820864
7,1.9324817657470703,0.7498236356930411,0.07521120945333092,0.04984130384063526,0.04981493989032327,9.020481543722444e-06,0.0,0,0.0016208796651558943,0.0001013049790722434,11.111111111111112,0.005402932217186315
8,2.1714024543762207,0.7490764504318193,0.024938298492750467,0.038554382725773446,0.03855273421245883,1.3945139551996633e-06,0.0,0,0.0003517611379735275,2.7349763659336584e-05,11.111111111111112,0.005556087006339867
9,2.414728879928589,0.7483854137727394,0.02312965141839501,0.1241212228843526,0.12411742476551894,7.84299558796659e-06,0.0,0,0.0007715058412851583,8.506534894281437e-05,37.037037037037045,0.008819938193378082
10,2.6628706455230713,0.7482082597735368,0.005850406514376848,0.07598529626422082,0.07598479912646833,2.4012179652243424e-06,0.0,0,0.0002490591590120772,2.6186409735104443e-05,37.037037037037045,0.009224413296743603
11,2.903881311416626,0.7480345314267683,0.0058232070068871215,0.0916003715303271,0.091600079224839,1.7090476212700327e-06,0.0,0,0.00021004312622874277,1.9196783774079462e-05,123.45679012345683,0.007779375045508993
12,3.1457290649414062,0.7479785153952031,0.0018296484852679809,0.04961555989678174,0.04961553706028243,2.573309350954334e-07,0.0,0,4.4356296396097505e-05,4.323295857387721e-06,123.45679012345683,0.006096678725160626
13,3.3911399841308594,0.7479264539720025,0.0017328458460175642,0.03767658229947206,0.037676571445549645,1.126040747024226e-07,0.0,0,2.8598332201923427e-05,1.7873957626202142e-06,123.45679012345683,0.005087515777879068
14,3.6340603828430176,0.7478727526488007,0.001778352984927927,0.044608651668207884,0.044608639621831696,1.5277829734232666e-07,0.0,0,3.202852445882698e-05,2.6181420602067185e-06,411.5226337448561,0.00580695286180524
15,3.8778066635131836,0.7478586879137864,0.0004687619630632543,0.030434841707385606,0.0304348413499901,1.6635392606413997e-08,0.0,0,4.6641477827735756e-06,2.9150923642334847e-07,411.5226337448561,0.0054058062818370155
16,4.1169047355651855,0.7478450321850915,0.00045209518529488974,0.05552642288013222,0.055526422038179965,5.998404313113113e-08,0.0,0,9.111860511445968e-06,8.677061971475164e-07,1371.7421124828536,0.0064375660272412245
17,4.359985113143921,0.7478403055083476,0.00015818247062108684,0.0393834548234039,0.03938345475294912,9.327321594154726e-09,0.0,0,2.3557204036350754e-06,1.472325252271922e-07,1371.7421124828536,0.00496745369587435
18,4.601360559463501,0.7478363981578817,0.00012925568546090147,0.03862874660168393,0.038628746601677054,6.030059172648815e-10,0.0,0,2.303478752185839e-08,1.4396742201161494e-09,1371.7421124828536,0.004999051483970177
19,4.846273422241211,0.7478320356875914,0.0001446251867037627,0.03368350767923067,0.0336835076181455,5.744033978651792e-09,0.0,0,1.982785076126703e-06,1.6391374089638755e-07,4572.4737082761785,0.005430681820457289
20,5.0928428173065186,0.7478308184976371,4.052303092997757e-05,0.06882622337849902,0.06882622336514478,8.480924449364373e-09,0.0,0,1.3003606026407155e-06,1.052544429461233e-07,4572.4737082761785,0.006469264839012029
21,5.337786912918091,0.7478296630448384,3.8265444921952315e-05,0.06023532021013295,0.06023532018809434,1.1347598627293105e-08,0.0,0,1.5556216925727284e-06,1.4078198389000374e-07,15241.579027587262,0.007113039289312889
22,5.5745415687561035,0.7478292516769183,1.3722026775361815e-05,0.06588703476848778,0.06588703476845854,5.064726245540122e-10,0.0,0,6.207502001309706e-08,3.879688750818566e-09,15241.579027587262,0.008059160612481568
23,5.819294214248657,0.747828852664866,1.326502293601511e-05,0.03853995917679446,0.03853995917605276,9.997470537238896e-10,0.0,0,2.3909950686018533e-07,1.4943719178761583e-08,50805.263425290876,0.005045316764616339
24,6.0627782344818115,0.7478287352097261,3.852958625816487e-06,0.050185708884554,0.050185708884453915,5.562715342164454e-10,0.0,0,9.774990461508537e-08,8.143280123135144e-09,50805.263425290876,0.005882563614223638
25,6.299672842025757,0.7478286159457989,3.979734687676783e-06,0.06252870726171703,0.0625287072615605,1.003021577820523e-09,0.0,0,1.39906431884107e-07,8.744151992756688e-09,169350.87808430294,0.007107983126764571
26,6.424976110458374,0.7478285955182886,6.674518984272981e-07,0.08139532247494806,0.08139532247494646,1.5876117767139896e-10,0.0,0,1.6095036969865362e-08,1.0059398106165851e-09,169350.87808430294,0.009833691770410588
27,6.430894613265991,0.7478285955182886,2.1470691453433164e-15,0.100836828297867,0.10083682829786571,2.0242401186670065e-10,0.0,0,1.6095036969865362e-08,1.0059398106165851e-09,564502.9269476765,0.012559400414056605
28,6.436734914779663,0.7478285955182886,2.1470691453433164e-15,0.1680129194238023,0.16801291942380153,3.484103269428682e-10,0.0,0,1.6095036969865362e-08,1.0059398106165851e-09,1881676.4231589215,0.021645095892876665
29,6.442398309707642,0.7478285955182886,2.1470691453433164e-15,0.3905351127088803,0.39053511270888,8.358275679729326e-10,0.0,0,1.6095036969865362e-08,1.0059398106165851e-09,6272254.743863072,0.051930747488943524
30,6.4480438232421875,0.7478285955182886,2.1470691453433164e-15,1.1332169405391006,1.1332169405391004,2.460656255306929e-09,0.0,0,1.6095036969865362e-08,1.0059398106165851e-09,20907515.81287691,0.15288291947583307
31,6.453482151031494,0.7478285955182886,2.1470691453433164e-15,3.6132319252304828,3.6132319252304828,7.876752708748461e-09,0.0,0,1.6095036969865362e-08,1.0059398106165851e-09,69691719.37625638,0.4893901594321316
