iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
15,1.155000925064087,-0.4285481223221817,0.01308488921865643,0.0513375216988143,0.05096327459381155,0.00035866616039836874,2.7589704646028365e-05,29.541340361675026,0.2143677703798556,0.2143677703798556,optimal,7.0,4.149422834970188e-07,-0.01638100656203376,-0.016381421504317262,2.815461391437735e-16,9.598235671171527e-14,0.06461081889226679,1.0,26.0
16,1.2880308628082275,-0.42985163789388253,0.013538601766917235,0.04709025663487165,0.04673094714904785,0.00039459996999868796,3.035384384605292e-05,29.541340361675026,0.2161131898372396,0.2161131898372396,optimal,7.0,3.6715949057765367e-07,-0.015188813397641289,-0.01518918055713187,2.07562677782097e-16,3.957202768066513e-14,0.07178979876918531,1.0,25.0
17,1.3546030521392822,-0.4313146122590066,0.01544540173348636,0.04240669716434407,0.04206740319607096,0.0004402821674956703,3.3867859038128486e-05,29.541340361675026,0.21791254718718664,0.21791254718718664,optimal,7.0,3.117744096421866e-07,-0.013973229996518007,-0.013973541770927652,7.156272085049017e-17,6.099045072772289e-14,0.08862938119652508,1.0,23.0
18,1.4215328693389893,-0.4327609983443869,0.015564149590746451,0.0377048243878268,0.03738612535582564,0.0004790598549218039,3.6850758070907996e-05,29.541340361675026,0.2199595993696041,0.2199595993696041,optimal,7.0,2.4920837194744083e-07,-0.012605922416091632,-0.012606171624463586,2.0544078305616967e-16,6.536965460276834e-14,0.0984770902183612,1.0,22.0
19,1.4899299144744873,-0.4343322503591276,0.017241282064108358,0.03268503921901185,0.03239287716737714,0.0005219553049775616,4.015040807519705e-05,29.541340361675026,0.22201292678445123,0.22201292678445123,optimal,7.0,1.9405643237472712e-07,-0.01125094385713598,-0.011251137913568356,1.6541542260960125e-16,4.048214216399907e-14,0.12157665459056936,1.0,20.0
20,1.560365915298462,-0.4359904822363624,0.018604179483435488,0.02739234223335904,0.02713153805070952,0.0005616586116166666,4.320450858589743e-05,29.541340361675026,0.22428275432812791,0.22428275432812791,optimal,7.0,1.4546569461307534e-07,-0.009772831402806745,-0.009772976868501357,1.3968986799054495e-16,7.14213311502426e-14,0.1500946352969992,1.0,18.0
21,1.627234697341919,-0.4378668293813386,0.021577500550368986,0.021506024872462764,0.02128662918151404,0.0006052014619624679,4.6553958612497534e-05,29.541340361675026,0.22672493431870516,0.22672493431870516,optimal,7.0,1.0654758342311553e-07,-0.008204766506726005,-0.008204873054309426,1.51230483732075e-16,8.942540216425672e-14,0.2058911320946491,1.0,15.0
22,1.6924748420715332,-0.4403009919588492,0.028849341920597175,0.014232233265031168,0.014076359936024832,0.0006795949980709648,5.227653831315114e-05,29.541340361675026,0.22955129391425824,0.22955129391425824,optimal,7.0,7.65037782900761e-08,-0.006417478219075639,-0.00641755472285393,2.4473491770578456e-16,6.653291109219239e-14,0.34867844010000015,1.0,10.0
23,1.760741949081421,-0.4434406397013924,0.038972639418622966,0.006899331877942671,0.006840895565747364,0.0007029096762877218,6.005227149254487e-05,29.541340361675026,0.23331834252032596,0.23331834252032596,optimal,7.0,5.328032444123582e-08,-0.004073508497488295,-0.004073561777812737,1.2526515421658554e-16,8.198054101114039e-14,0.7290000000000001,1.0,3.0
24,1.8259856700897217,-0.4444548197558702,0.01424172269445782,0.0022968151148604777,0.002295591633499057,6.234405810090493e-05,9.70526151098682e-06,29.541340361675026,0.2384057808046692,0.2384057808046692,optimal,7.0,3.4787120173592756e-08,-0.0009981781939271883,-0.0009982129810473623,2.7361532629044613e-16,4.7581523508652003e-14,1.0,1.0,0.0
25,1.8952479362487793,-0.44444441552176506,4.992461392601208e-05,1.0549657709547601e-05,1.0549647002348351e-05,0.0,0.0,29.541340361675026,0.24037535390340237,0.24037535390340237,optimal,7.0,3.022872332152385e-08,1.0404447643150447e-05,1.0374218919828921e-05,2.854146207373727e-16,3.0016793318312984e-14,1.0,1.0,0.0
26,2.0063319206237793,-0.44444441552176506,4.520143255303556e-16,1.5035647960166148e-08,3.7815290122919145e-10,0.0,0.0,29.541340361675026,0.2403845771017812,0.2403845771017812,optimal,7.0,3.018882448197353e-08,5.5554175586267624e-11,-3.013327030638896e-08,2.6756830591274864e-16,3.451127267717024e-14,4.846925033557815e-07,1.0,138.0
