iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,tr_radius,barrier_parameter,maxabsLagmult
0,0.0,-0.00121796862508865,0.0,0.7457766895937458,0.5659406306995286,2.220446049250313e-16,1.3322676295501878e-17,1.0,0.1,0.442110758259209
1,0.026300907135009766,0.004531089032861657,0.3741826196590295,1.0467137682317,0.4644720691717209,0.5744323433538099,0.026288745016276725,7.0,0.1,0.597376524730641
2,0.037461280822753906,-0.04245815310904198,0.15337951734509658,0.48925848952162376,0.1444027539454167,0.29437031105294253,0.013413035511454391,17.30019032353835,0.1,0.27066192134797257
3,0.04940915107727051,-0.06358658663313209,0.18172929525139367,0.38487868554546706,0.09675549668140965,0.14066251137747487,0.00957804130424608,19.635724436639936,0.1,0.3157953272879343
4,0.06093907356262207,0.09216040969454466,0.17686551752199509,0.6657540411207258,0.08679582446131474,0.09216040969454466,0.008649026409298273,19.635724436639936,0.1,0.3250967469568255
5,0.07003951072692871,0.09216040969454466,0.0,0.6657540411207258,0.08679582446131474,0.09216040969454466,0.008649026409298273,1.9635724436639936,0.1,0.3250967469568255
6,0.07963228225708008,0.09216040969454466,0.0,0.6657540411207258,0.08679582446131474,0.09216040969454466,0.008649026409298273,0.8795469650859288,0.1,0.3250967469568255
7,0.08813714981079102,0.09216040969454466,0.0,0.6657540411207258,0.08679582446131474,0.09216040969454466,0.008649026409298273,0.4397734825429644,0.1,0.3250967469568255
8,0.09827399253845215,-0.1308095498751461,0.23088688436518714,0.39182489946959986,0.10117310216981985,0.06449151479890637,0.011956384715320043,0.4397734825429644,0.1,0.4430524747265682
9,0.10831642150878906,0.03979505313624687,0.17748363819921031,0.9042489164648622,0.11140815069652588,0.0487416490671726,0.004895800657893964,0.8795469650859288,0.1,0.7795331717824645
10,0.1168966293334961,0.03979505313624687,0.0,0.9042489164648622,0.11140815069652588,0.0487416490671726,0.004895800657893964,0.1724818576774408,0.1,0.7795331717824645
11,0.12487339973449707,0.03979505313624687,0.0,0.9042489164648622,0.11140815069652588,0.0487416490671726,0.004895800657893964,0.0862409288387204,0.1,0.7795331717824645
12,0.13492250442504883,-0.031015897944803084,0.07498394752941046,0.4234510145638688,0.14492993958049585,0.052447943670159924,0.004540135492007175,0.1724818576774408,0.1,0.6512146834599692
13,0.14339876174926758,-0.031015897944803084,0.0,0.4234510145638688,0.14492993958049585,0.052447943670159924,0.004540135492007175,0.08399144828174482,0.1,0.6512146834599692
14,0.1538712978363037,0.01898854334806402,0.06748920025662797,1.147944568141869,0.13911415244579522,0.052823863095301515,0.004799835445492662,0.08399144828174482,0.1,1.0811562016650536
15,0.16406559944152832,-0.048763540212018175,0.07268363607811817,0.4053295049269662,0.13122762768701213,0.05085910660592985,0.004275412790679358,0.08399144828174482,0.1,0.5889265070647113
16,0.17584538459777832,0.01312736115654918,0.0706931258930662,1.16241727922819,0.1482340454074624,0.05228031218367968,0.004701174746297351,0.08399144828174482,0.1,1.0934834885580509
17,0.18551421165466309,-0.05126920062416812,0.07108235024083535,0.40297950195087123,0.13038141974197942,0.04546315021278269,0.003709960110408896,0.08399144828174482,0.1,0.5685638666150891
18,0.1946725845336914,0.009630071763733455,0.07149312166471691,1.1432516587335604,0.15392497847927603,0.049348555328299515,0.00451206790749938,0.08399144828174482,0.1,1.0705739511926509
19,0.20483803749084473,-0.05137623297623895,0.06964724612020129,0.40354983183264725,0.13152310020429303,0.0417988090214485,0.003209856363135052,0.08399144828174482,0.1,0.5495300098213088
20,0.21593141555786133,0.00705654241980451,0.07191564053509503,1.1155224679015132,0.1585038979507144,0.0467445616188249,0.004300297819198658,0.16798289656348966,0.1,1.0385928182262625
21,0.22490477561950684,0.00705654241980451,0.0,1.1155224679015132,0.1585038979507144,0.0467445616188249,0.004300297819198658,0.07990763992336002,0.1,1.0385928182262625
22,0.23547887802124023,-0.04772951956075584,0.06511399589181764,0.40821258777478703,0.13564099127938553,0.03973843626054929,0.0030174657592420768,0.07990763992336002,0.1,0.5336963204573066
23,0.2460484504699707,0.003980687869122035,0.06855926435596439,1.0714514660023984,0.16347253035644507,0.045716128068217454,0.004076186583570186,0.15981527984672003,0.1,0.9879461693910414
24,0.2550160884857178,0.003980687869122035,0.0,1.0714514660023984,0.16347253035644507,0.045716128068217454,0.004076186583570186,0.07990763992336002,0.1,0.9879461693910414
25,0.26575517654418945,-0.046221328000974476,0.06377267666484616,0.4112196814911017,0.1388231960091657,0.03754547440738576,0.0031598715410459293,0.07990763992336002,0.1,0.5110751529500565
26,0.2752692699432373,0.001089136691366989,0.06878416061534415,1.0173074991505338,0.1680388070837254,0.04495308366288375,0.0038769363567008634,0.15981527984672006,0.1,0.9254582261407138
27,0.2859041690826416,-0.05431429784442328,0.07406941504348014,0.40616500237986736,0.1358037124681866,0.036471186851377624,0.0030334619842491885,0.15981527984672006,0.1,0.47288167920694824
28,0.2960989475250244,0.013458971562215552,0.0907840379626765,1.1190368898570742,0.15281250900933177,0.042532772772962746,0.003960058766582683,0.31963055969344006,0.1,1.0438710836821776
29,0.3044922351837158,0.013458971562215552,0.0,1.1190368898570742,0.15281250900933177,0.042532772772962746,0.003960058766582683,0.15703203579021296,0.1,1.0438710836821776
30,0.3123784065246582,0.013458971562215552,0.0,1.1190368898570742,0.15281250900933177,0.042532772772962746,0.003960058766582683,0.07851601789510648,0.1,1.0438710836821776
31,0.3222222328186035,-0.04022798289654665,0.06503757030864962,0.4231697577941513,0.1511531683145687,0.035825316638919524,0.0030023866232178676,0.07851601789510648,0.1,0.6013003298022741
32,0.3319854736328125,-0.008420718061765975,0.05579639825181135,0.785253422800004,0.1736309659831505,0.042043788227143164,0.003399834489107647,0.15703203579021296,0.1,0.6613015474634554
33,0.3424062728881836,-0.03721692137165175,0.05806001557238823,0.4297228133448833,0.15733602772500824,0.03624800158157959,0.002651035864645708,0.31406407158042593,0.1,0.6666381512200789
34,0.35256195068359375,0.00350414005880334,0.10912151355150748,1.0826545440349087,0.1632112278641668,0.03703831004567659,0.00319876645879391,0.628128143160852,0.1,0.9964071770318529
35,0.3608553409576416,0.00350414005880334,0.0,1.0826545440349087,0.1632112278641668,0.03703831004567659,0.00319876645879391,0.314064071580426,0.1,0.9964071770318529
36,0.3711090087890625,-0.07708610246608824,0.12166326823300957,0.41463760742171485,0.14034312402077886,0.029256777065921113,0.0026276715734692576,0.314064071580426,0.1,0.46189350398356877
37,0.38115978240966797,-0.0023831613861686335,0.11180954379902783,0.9805882033247618,0.16870580082664727,0.0328118496970915,0.0030379822877906236,0.628128143160852,0.1,0.8754615936701228
38,0.39139795303344727,-0.10295179576033751,0.22660167701907605,0.43414833178527007,0.13751526298911274,0.025895638450018514,0.00353649839698044,0.628128143160852,0.1,0.510950243607592
39,0.40176820755004883,-0.010694873465295268,0.16308798499172147,0.8043699555314368,0.16281009011441405,0.028675054614499818,0.0026677848820743266,1.256256286321704,0.1,0.8253416557451122
40,0.4118068218231201,-0.10574556696596221,0.42961516890754525,0.5198640218087833,0.10890424255447116,0.07283372170104796,0.005394676427687388,2.512512572643408,0.1,0.8201730312679314
41,0.42229199409484863,-0.01412564308522081,0.6035939298431583,0.7656779861733595,0.061107552619487464,0.17301357373796566,0.008317642573296756,2.512512572643408,0.1,1.0776307072838622
42,0.43250203132629395,-0.0753367783578146,0.336269835603531,0.618997953528866,0.0457527595845376,0.05272241770384767,0.0018438946087968278,3.8866687935473117,0.1,1.8508906866287418
43,0.43471789360046387,-0.0753367783578146,0.0,0.1456586909601508,0.013001919392031457,0.05272241770384767,0.0018438946087968278,19.43334396773656,0.020000000000000004,0.3828503943562128
44,0.44559216499328613,-0.0581607024074814,0.09626978773922429,0.29397277862048465,0.011591467714402753,0.0036755471679081886,0.000148647486323239,19.43334396773656,0.020000000000000004,0.41766199507279694
45,0.4563148021697998,-0.07857798394965851,0.12960871738348276,0.13564469019899053,0.008619798334021267,0.006080286382511124,0.00024598911138586923,19.43334396773656,0.020000000000000004,0.4773632042132692
46,0.45883846282958984,-0.07857798394965851,0.0,0.39320145414197716,0.0071998351796222024,0.006080286382511124,0.00024598911138586923,97.1667198386828,0.004000000000000001,0.3884219364574766
47,0.469437837600708,-0.07857798394965851,0.0,0.39320145414197716,0.0071998351796222024,0.006080286382511124,0.00024598911138586923,9.716671983868281,0.004000000000000001,0.3884219364574766
48,0.48046255111694336,-0.07857798394965851,0.0,0.39320145414197716,0.0071998351796222024,0.006080286382511124,0.00024598911138586923,0.9716671983868281,0.004000000000000001,0.3884219364574766
49,0.49321460723876953,-0.13093622843410038,0.1374255001658173,0.05782909068186356,0.004231276685037487,0.0036676464583778046,0.00018938407969335547,1.9433343967736563,0.004000000000000001,0.2108757199019436
50,0.5046160221099854,-0.16471060372746915,0.11505852238284901,0.032974112295951895,0.002162597535030222,0.002992698566820051,0.0001302060391610338,7.546510582651343,0.004000000000000001,0.18606604450353006
51,0.5153954029083252,-0.1793471438274161,0.05771928781841342,0.028882153693114802,0.0017032406876893193,0.0005743017827313235,2.8111224977807047e-05,7.546510582651343,0.004000000000000001,0.1825841996306497
52,0.5262391567230225,-0.18344679370420602,0.030374471701224783,0.028053424613061238,0.0016369248418922763,6.0527325365988816e-05,5.220234794029999e-06,7.546510582651343,0.004000000000000001,0.19670753258437262
53,0.5374529361724854,-0.1858822460543322,0.02648062621663401,0.027834152011858314,0.0016046797686725721,6.044986062403446e-05,3.5186699133138434e-06,7.546510582651343,0.004000000000000001,0.20889781284529013
54,0.5491609573364258,-0.18692096684534493,0.024169155157407328,0.028034361128975706,0.0016155981612036888,4.7679659806787456e-05,3.1160553787135116e-06,7.546510582651343,0.004000000000000001,0.21609694778153365
55,0.5591273307800293,-0.18804103789847218,0.022490557239818677,0.02824238680195821,0.0016313804472036922,8.386389132986061e-05,4.733073814540134e-06,7.546510582651343,0.004000000000000001,0.21480328107309776
56,0.570073127746582,-0.18988818280642653,0.03419883343736086,0.0286301662574301,0.0016554128908479464,0.0002072818369192042,9.697052574377806e-06,7.546510582651343,0.004000000000000001,0.21204648359628295
57,0.5809030532836914,-0.1922559106743087,0.037613041639867555,0.029068801824912893,0.001676874376944776,0.00021549557730349278,1.092205194176632e-05,7.546510582651343,0.004000000000000001,0.2082798433395559
58,0.5916199684143066,-0.19452215433025588,0.03231426565628597,0.029508946555416464,0.001751495469473287,0.00011074822378409621,4.158213935032684e-06,7.546510582651343,0.004000000000000001,0.20351772026283038
59,0.602196455001831,-0.19728657000731656,0.03708433599626862,0.030106450328806555,0.001853019583741369,8.231227839017308e-05,3.3206769704952067e-06,7.546510582651343,0.004000000000000001,0.19754516992280188
60,0.6129152774810791,-0.20059836185964566,0.03967890215828538,0.030712795697312542,0.001983586750161168,4.4678703361222816e-05,2.4929472434020995e-06,7.546510582651343,0.004000000000000001,0.19082958362327007
61,0.6237027645111084,-0.20413892020333543,0.041060322181950305,0.03119686598454241,0.0020996203428101093,5.859258888496477e-05,2.555821800425129e-06,7.546510582651343,0.004000000000000001,0.18397883623971698
62,0.6343929767608643,-0.20756327562701246,0.040395099842492684,0.03151113635657852,0.0021730818197527014,6.694387305894445e-05,3.2070610594781e-06,7.546510582651343,0.004000000000000001,0.17760045349827372
63,0.6450173854827881,-0.2107753306773667,0.038784490415900125,0.03164250281788719,0.002186781800156694,7.42455002540332e-05,3.918571712806518e-06,7.546510582651343,0.004000000000000001,0.1718185614077643
64,0.6555294990539551,-0.21378340454728956,0.03684511637869847,0.03158185552982408,0.002142976305120649,8.1027509460041e-05,4.365552672740414e-06,7.546510582651343,0.004000000000000001,0.16662333142421143
65,0.6664795875549316,-0.21666045555755323,0.03283840532217145,0.0313149480048002,0.002054541319295856,7.579952801850531e-05,3.935292754557729e-06,7.546510582651343,0.004000000000000001,0.1623497924763785
66,0.6772475242614746,-0.2191705881345795,0.030125057435233093,0.030975058858126632,0.0019380458761096646,8.7664380720609e-05,5.285829316883373e-06,7.546510582651343,0.004000000000000001,0.1590301727574502
67,0.6880552768707275,-0.22130456275485813,0.028029109297354974,0.030650563837391304,0.0018071088095221687,8.224488179231493e-05,4.623417779807681e-06,7.546510582651343,0.004000000000000001,0.15591655785546066
68,0.698493480682373,-0.22307192616714586,0.02581432789566204,0.030339205998131856,0.0016666004355344445,8.510852683230041e-05,4.884838342316123e-06,7.546510582651343,0.004000000000000001,0.15322383324754524
69,0.708745002746582,-0.224601173293977,0.01562536031317785,0.029980753259975696,0.0015387707740573268,9.21699848721591e-05,3.700521347682617e-06,7.546510582651343,0.004000000000000001,0.15173558621641306
70,0.7186644077301025,-0.22638668896644587,0.02041190281786461,0.029550251226260982,0.0013789410358942687,0.0001399189717503635,5.8117002269986175e-06,7.546510582651343,0.004000000000000001,0.1499668801065743
71,0.7295048236846924,-0.23032322571906078,0.042475708190354296,0.028547673038427823,0.0010522002114698513,0.0006987605010666531,2.6494297758392626e-05,7.546510582651343,0.004000000000000001,0.14618012994187948
72,0.7405266761779785,-0.23372566439136871,0.03766048769109486,0.027620479766232445,0.0008053891641770653,0.000655701933482522,2.183048385475228e-05,7.546510582651343,0.004000000000000001,0.14236296777089266
73,0.7431104183197021,-0.23372566439136871,0.0,0.019265146818165713,0.0016125755573514907,0.000655701933482522,2.183048385475228e-05,37.73255291325671,0.0008000000000000003,0.1496031982364362
74,0.754173994064331,-0.26092520407081776,0.06771147655369125,0.011414745253546346,0.00086766359977806,0.0026419929603881953,9.063994392302877e-05,37.73255291325671,0.0008000000000000003,0.12936600317981273
75,0.7642161846160889,-0.26364226490196485,0.031013060734237312,0.009732011751534495,0.0007629766463211991,0.0002978212874114039,1.335293176783825e-05,37.73255291325671,0.0008000000000000003,0.12480758087899962
76,0.774240255355835,-0.26731744490777637,0.025464200443420727,0.008428077269589935,0.0006968155374622408,0.0002915721762795087,9.872047461887412e-06,37.73255291325671,0.0008000000000000003,0.12258973763396604
