iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle
10,2.0087249279022217,-0.050069265158919365,0.065707555595475,1.7713724123624774,1.3060790147642436,0.008110928027604235,0.0009796587592870306,6.286402214141864,0.5,0.5225390295703327,2.734724413795884,0.015625,True,6.0,1.252640254535701e-14,7.105427357601002e-15,17.13198572975092,0.011836183773587715
11,2.1655080318450928,-0.05021440660910995,0.052386133471222084,1.7628120622374022,1.2964969217593272,0.017516839962509412,0.0030892055293648673,6.211797063028106,0.5,0.5197950686093281,2.7562508959953167,0.0078125,True,7.0,2.1264388678514153e-14,5.329070518200751e-15,28.12517356104309,0.007100489736312682
12,2.310789108276367,-0.05028620991770893,0.04162644139161462,1.7521233551298532,1.2869138064355636,0.008294990378144507,0.0010215740404336466,6.141121513219678,0.5,0.5174425828325069,2.78003005148347,0.0078125,True,7.0,5.366612499711687e-14,3.375077994860476e-14,21.672530350750392,0.0091494549692379
13,2.4622881412506104,-0.050337247877734075,0.03288962922586757,1.7505914769756552,1.2846828359473044,0.014137664146656181,0.002723102495363493,6.122584287394809,0.5,0.5166825245785914,2.784726371308574,0.001953125,True,9.0,4.0674069146632264e-14,7.460698725481052e-14,70.15038125035872,0.0028047455820373645
14,2.861406087875366,-0.05039679094758323,0.05176656993562369,1.7401983770003937,1.2754397707132838,0.008391498466405408,0.0010103813811295345,6.052078389513649,0.5,0.5141489669443645,2.8088942043915752,0.0078125,True,7.0,2.7090118085734478e-14,1.9539925233402755e-14,27.082846472594067,0.007253909505305678
15,3.2518131732940674,-0.05046364927282881,0.02277418944951427,1.7356052050783053,1.2705549093268012,0.008443805179546935,0.0011259076968983418,6.017388196216426,0.5,0.5130064487215795,2.8196751575062575,0.00390625,True,8.0,1.3704524503780534e-14,3.552713678800501e-15,25.089632563183574,0.007769120106937511
16,3.4127302169799805,-0.05047294970906896,0.009506568021646003,1.7356587266996475,1.2704238799561471,0.008450572381035118,0.0016176636874455986,6.016234226044143,0.5,0.5129546719255378,2.8197067138272316,0.0001220703125,True,13.0,2.9370937891261944e-13,6.323830348264892e-13,325.2623460837128,0.0005971412997144593
17,3.561415910720825,-0.0504708178608887,0.009925647751220896,1.7348644701239853,1.269831315141116,0.008449737100869327,0.0011175982371354348,6.011933193622785,0.5,0.512808477732536,2.821463059119097,0.00048828125,True,11.0,3.8407074242692755e-14,3.019806626980426e-14,84.23600810086299,0.0023057305665085564
18,3.7179131507873535,-0.05047918414305059,0.008350994563432522,1.7348868041091379,1.2696947484961234,0.008455843494576218,0.001517916171657873,6.010803116959325,0.5,0.512761350259731,2.821531287979079,0.0001220703125,True,13.0,1.850429646312628e-13,1.6697754290362354e-13,285.9411179541475,0.0006788606925984635
19,3.8725602626800537,-0.05047515968483643,0.012183156031008764,1.7340738802847353,1.2691157120251064,0.00845366697565562,0.001040473846009183,6.006452616700602,0.5,0.5126042839555409,2.823369815695728,0.00048828125,True,11.0,5.3498509865936115e-14,3.552713678800501e-14,103.54543801717674,0.0018746310352609713
20,4.058109998703003,-0.05048330347752408,0.006252389472398489,1.7338794749540138,1.2688156490776845,0.008459761065372873,0.001221550751463316,6.004305949719542,0.5,0.5125326075278099,2.8238650832722114,0.000244140625,True,12.0,1.0730047093783836e-13,6.927791673660977e-14,107.52142908770607,0.001804237533584796
21,4.215116024017334,-0.05047881250467431,0.005668072393202626,1.7337687240874504,1.268804719590305,0.008456601848791467,0.0010410273723135198,6.004139042344198,0.5,0.5125215288599296,2.824107401628726,1.52587890625e-05,True,16.0,7.551027779981222e-12,2.9913849175500218e-12,1549.7144753666958,0.00012515950659213978
22,4.376171112060547,-0.05048320511117662,0.003512594639572682,1.7336754932011067,1.2686529243677616,0.00845987492777929,0.0011406089686030482,6.003075053675381,0.5,0.5124873862392669,2.8243409278201517,0.0001220703125,True,13.0,5.1684206265488563e-14,6.217248937900877e-14,120.74808135682618,0.0016062137465657777
23,4.534929990768433,-0.050485813915211675,0.0027069296193477656,1.733687862945136,1.2686161258069577,0.008461767954048719,0.001244832347140116,6.002804486616726,0.5,0.5124779077386358,2.8243351005902064,3.0517578125e-05,True,15.0,5.499984159926873e-12,8.36664071357518e-13,370.8490955529573,0.0005229394278473277
24,4.695515871047974,-0.05048408513796554,0.002319254016041988,1.7336270200780373,1.2685982035071197,0.008460560660809106,0.0011561079799033752,6.0026675028782925,0.5,0.5124728022465239,2.8244607416538345,1.52587890625e-05,True,16.0,5.203164174494488e-13,7.105427357601002e-13,633.8514268963862,0.0003059575309756362
25,4.855377912521362,-0.05048490760157829,0.0008827429037435772,1.7336334408002851,1.2685887287590796,0.008461154547456395,0.0011900980358065816,6.0026010715007425,0.5,0.5124706714071494,2.8244520450954296,7.62939453125e-06,True,17.0,1.317368404710354e-13,1.3500311979441904e-13,483.5689483889065,0.000401026469949352
26,5.020488023757935,-0.05048549033818499,0.0006772358624936085,1.7336435959626453,1.2685864303910226,0.008461571003771902,0.0012160846085967855,6.002584172136644,0.5,0.5124700797514082,2.824433871947303,1.9073486328125e-06,True,19.0,5.43169044476563e-13,4.1033842990145786e-13,1482.7027442015096,0.00013079112922778527
27,5.188835144042969,-0.050485021161521836,0.0005821301032646933,1.733631722107458,1.2685853106061682,0.008461239012064943,0.0011937830349598535,6.002575603851576,0.5,0.5124697596833355,2.8244570453028457,9.5367431640625e-07,True,20.0,1.493139793912044e-11,8.462563982902793e-12,2547.3436560336004,7.612849259750784e-05
28,5.361057996749878,-0.05048539316944648,0.0004362385377523066,1.7336385845248308,1.2685841511331881,0.008461504511504903,0.00121051937207994,6.002567198160411,0.5,0.512469472639769,2.824444537542475,9.5367431640625e-07,True,20.0,6.72173016325789e-13,3.6060043839825084e-13,1909.9830920313361,0.00010153180775681333
29,5.539663076400757,-0.05048510776526591,0.0003490497330526426,1.7336318750262445,1.2685838810123684,0.008461302106924785,0.0011971421392653443,6.0025650146822835,0.5,0.5124693843045866,2.8244574621501686,2.384185791015625e-07,True,22.0,1.1051927987772412e-11,5.4996007747831754e-12,6110.466260942706,3.173649362652381e-05
30,5.712049961090088,-0.05048523294361,0.00014801256460287955,1.7336342982273023,1.2685835843555429,0.008461391330169139,0.0012028201676939018,6.002562941973882,0.5,0.5124693183031688,2.8244529702243066,2.384185791015625e-07,True,22.0,1.89484777528864e-12,2.0463630789890885e-12,2591.96076076664,7.481748989843509e-05
31,5.889148950576782,-0.05048531092811855,9.352704309115308e-05,1.733635949216057,1.268583511060628,0.008461446803833442,0.0012064060217434485,6.002562420172682,0.5,0.5124693010717493,2.8244498666646525,5.960464477539063e-08,True,24.0,3.855469604604317e-12,2.4442670110147446e-12,6550.3778933994645,2.96050497955052e-05
32,6.082665920257568,-0.050485345131523536,4.139366921281819e-05,1.7336367130715669,1.268583510333787,0.008461471102341323,0.001207992532045538,6.002562410267453,0.5,0.5124693004496901,2.8244484189664814,9.313225746154785e-10,True,30.0,1.0056872746541943e-10,6.814104835939361e-12,185526.0314286274,1.0452681344511859e-06
33,6.263127088546753,-0.050485320557253764,2.9860567996365303e-05,1.7336361521149821,1.2685835011187552,0.0084614536552215,0.0012068481729223504,6.002562345269197,0.5,0.5124692983411198,2.8244494869585104,7.450580596923828e-09,True,27.0,1.3741500498664032e-11,1.4555467942045652e-11,16728.69726155989,1.1592327389295912e-05
34,6.447470188140869,-0.05048530613672062,1.7471638889099457e-05,1.7336358283946487,1.2685835000182857,0.008461443412682288,0.0012061785251244103,6.0025623369289915,0.5,0.5124692980341791,2.8244501018666015,9.313225746154785e-10,True,30.0,3.8185082369891496e-11,1.2718714970105793e-12,78306.87295944049,2.476468081055052e-06
35,6.674391031265259,-0.05048531239576456,7.5704133353491065e-06,1.7336359675828783,1.2685834994427592,0.008461447859459922,0.001206468697128305,6.00256233286479,0.5,0.5124692979020351,2.824449837958323,4.656612873077393e-10,True,31.0,9.500436403504579e-11,1.4636825085290184e-10,67861.75806591776,2.857639414454803e-06
36,6.867297172546387,-0.05048532057490197,9.90011089624873e-06,1.7336361502751823,1.2685834993210803,0.008461453669780808,0.001206848152158681,6.002562331755737,0.5,0.5124692978502731,2.824449491402258,1.1641532182693481e-10,True,33.0,2.0980512408700635e-10,5.972466965431522e-11,354977.96688151965,5.462999635893825e-07
37,7.060920000076294,-0.05048531696946643,4.368151971203446e-06,1.7336360693123065,1.268583499030778,0.008461451108911994,0.001206680728293002,6.002562329734284,0.5,0.5124692977863441,2.824449645142105,2.3283064365386963e-10,True,32.0,5.2639857574220115e-11,1.8239632026961772e-11,78313.43260001385,2.47626064509884e-06
38,7.765970945358276,-0.050485313061039185,4.733226678802613e-06,1.7336359817658809,1.2685834988890403,0.008461448332667008,0.0012064993084060643,6.002562328709263,0.5,0.5124692977515012,2.824449811335317,1.1641532182693481e-10,True,33.0,1.1532087981515735e-10,1.106315039578476e-11,169717.86455099456,1.1426284583215297e-06
39,7.96581506729126,-0.05048531675379152,4.470027123668074e-06,1.7336360642754274,1.2685834988574207,0.008461450955898689,0.001206670640048173,6.002562328437022,0.5,0.5124692977395724,2.824449654790209,2.9103830456733704e-11,True,35.0,2.9492255031321187e-10,1.7683277064861613e-10,641117.3005450794,3.024788939703806e-07
40,8.160362958908081,-0.05048531465168466,2.545722688526895e-06,1.7336360171940746,1.2685834987852989,0.008461449462716947,0.0012065730678528159,6.002562327929758,0.5,0.5124692977232074,2.8244497441603826,5.820766091346741e-11,True,34.0,1.9886113718416316e-10,2.2290436163530103e-10,182557.33451190405,1.0622660648837469e-06
41,8.358337163925171,-0.05048531269277978,2.3715882943075284e-06,1.7336359733839515,1.2685834987683309,0.008461448071206221,0.001206482164166593,6.0025623277984925,0.5,0.5124692977182199,2.8244498273062097,1.4551915228366852e-11,True,36.0,2.368286096414453e-09,2.2437873781200324e-09,680316.8530109675,2.8505020151048507e-07
42,8.561135053634644,-0.05048531332883647,7.698765887259015e-07,1.7336359875908258,1.268583498759258,0.00846144852304557,0.0012065116739932804,6.002562327735324,0.5,0.512469297716223,2.8244498003499228,7.275957614183426e-12,True,37.0,4.998326676508115e-10,2.6229685090584098e-11,441696.95358501875,4.3904412162762575e-07
43,8.765143156051636,-0.05048531401329325,8.282829889265442e-07,1.733636002885549,1.268583498754825,0.008461449009262028,0.0012065434316174187,6.002562327703308,0.5,0.5124692977151372,2.8244497713280428,3.637978807091713e-12,True,38.0,2.0429856274131924e-09,3.977334017690737e-10,950685.4334772684,2.0398382662328558e-07
44,8.972836256027222,-0.05048531365701954,4.30739882406107e-07,1.7336359949207887,1.2685834987542974,0.00846144875617953,0.0012065268998298223,6.002562327699195,0.5,0.512469297714979,2.8244497864425804,4.547473508864641e-13,True,41.0,6.297740042051528e-09,5.371649791641175e-09,3959125.4676912744,4.898163895677121e-08
45,9.182232141494751,-0.05048531386803617,2.5518391663695893e-07,1.7336359996371309,1.2685834987537379,0.008461448906078198,0.0012065366910082671,6.002562327695215,0.5,0.512469297714848,2.8244497774929065,4.547473508864641e-13,True,41.0,2.5512822692237604e-09,3.3464537807503802e-09,2344844.787418614,8.270246901812319e-08
46,9.397286891937256,-0.05048531409956878,2.800809321255529e-07,1.73363600481278,1.2685834987537226,0.008461449070550109,0.0012065474343847284,6.002562327694885,0.5,0.512469297714823,2.8244497676714904,2.842170943040401e-14,True,45.0,3.7318818591431054e-08,9.309014004088567e-09,41166152.377307706,4.7107743378073925e-09
47,9.605463027954102,-0.05048531399166954,1.3177321202407302e-07,1.7336360024004505,1.2685834987534386,0.008461448993902934,0.0012065424276046768,6.00256232769291,0.5,0.5124692977147609,2.8244497722493094,2.2737367544323206e-13,True,42.0,1.6707031725776208e-09,2.463156789644927e-09,2398105.1861552102,8.086569998978677e-08
48,9.826121091842651,-0.05048531388522033,1.2662240050904446e-07,1.7336360000207185,1.268583498753299,0.008461448918285656,0.0012065374881693616,6.002562327691916,0.5,0.5124692977147283,2.824449776765229,1.1368683772161603e-13,True,43.0,7.057852276454967e-09,1.0492692936736603e-08,4731695.97348147,4.098413236164879e-08
49,10.083696126937866,-0.05048531380203778,9.896522081183264e-08,1.7336359981612617,1.268583498753297,0.008461448859195985,0.0012065336283953972,6.002562327691873,0.5,0.512469297714725,2.824449780293809,3.552713678800501e-15,True,48.0,1.2873409242656948e-07,3.0035943510142715e-08,118318106.75990006,1.6390091088107716e-09
50,10.297759056091309,-0.05048531387698482,9.057573674989408e-08,1.7336359998365336,1.268583498753227,0.008461448912435549,0.0012065371059980065,6.002562327691376,0.5,0.5124692977147085,2.824449777114783,5.684341886080802e-14,True,44.0,2.786046329816019e-09,3.5296743305934797e-09,6662684.529429074,2.9106053731130663e-08
51,10.519131898880005,-0.05048531392549708,5.67805247175242e-08,1.733636000920971,1.2685834987532258,0.008461448946896793,0.001206539357024765,6.002562327691357,0.5,0.5124692977147074,2.82444977505692,1.7763568394002505e-15,True,49.0,1.027048208092155e-07,3.166335993398661e-08,138006660.33864453,1.4051818428704737e-09
52,10.736000061035156,-0.05048531385949619,7.731227490563991e-08,1.73363599944555,1.2685834987531914,0.008461448900012342,0.0012065362944876314,6.002562327691106,0.5,0.5124692977146986,2.8244497778567466,2.842170943040401e-14,True,45.0,1.4743609234586179e-08,6.837769461753851e-09,11734937.813087156,1.6525392556437747e-08
53,10.957910060882568,-0.05048531389414675,3.8961184747994764e-08,1.7336360002201145,1.2685834987531828,0.00846144892462677,0.0012065379023114197,6.002562327691046,0.5,0.5124692977146965,2.8244497763869094,7.105427357601002e-15,True,47.0,1.3477924497262035e-08,3.370021950388491e-08,24643240.108830113,7.869275807736372e-09
54,11.181900024414062,-0.050485313866536236,2.325654092307643e-08,1.7336359996029063,1.2685834987531783,0.008461448905013328,0.001206536621148,6.002562327691013,0.5,0.5124692977146952,2.8244497775581476,3.552713678800501e-15,True,48.0,1.9733879116189694e-08,2.735970916489805e-08,39272985.0258104,4.937858799159588e-09
55,11.404742956161499,-0.05048531389242014,2.6407910520160827e-08,1.7336360001815077,1.2685834987531743,0.008461448923400264,0.001206537822190706,6.00256232769098,0.5,0.5124692977146942,2.8244497764601757,3.552713678800501e-15,True,48.0,1.1469208455425004e-08,1.420482576008908e-08,36816950.41940919,5.267260109888378e-09
56,11.625391244888306,-0.05048531386071137,3.402109560623277e-08,1.7336359994726875,1.2685834987531703,0.008461448900875577,0.001206536350862887,6.00256232769095,0.5,0.512469297714693,2.8244497778052606,3.552713678800501e-15,True,48.0,3.4158267475641415e-08,5.645922307451201e-08,45102314.302076854,4.299656365385266e-09
57,11.847759246826172,-0.050485313879085135,1.5476298618034084e-08,1.733635999883407,1.2685834987531657,0.008461448913927595,0.001206537203425958,6.0025623276909155,0.5,0.5124692977146921,2.824449777025866,3.552713678800501e-15,True,48.0,2.0997353210348e-08,1.0479631384896493e-08,26134600.363154925,7.420218848511912e-09
58,12.076328039169312,-0.0504853139332628,6.030580175002448e-08,1.7336360010944907,1.2685834987531657,0.008461448952413323,0.001206539717334879,6.002562327690905,0.5,0.5124692977146907,2.8244497747276758,8.881784197001252e-16,False,51.0,3.020185215346301e-07,1.2109502733892441e-08,308247049.8496323,6.291202280478015e-10
59,12.30511999130249,-0.050485313931505474,1.4802122853516925e-09,1.7336360010552059,1.2685834987531643,0.008461448951164987,0.0012065396357925058,6.002562327690898,0.5,0.5124692977146904,2.8244497748022237,8.881784197001252e-16,False,51.0,9.9849029629137e-09,7.681098423972799e-09,9998453.608428394,1.9395444693952814e-08
60,12.530829191207886,-0.05048531392968726,1.5315001980027424e-09,1.7336360010145604,1.2685834987531635,0.008461448949873402,0.0012065395514247608,6.002562327690889,0.5,0.5124692977146902,2.8244497748793544,8.881784197001252e-16,False,51.0,7.32229355481708e-09,1.1367369268100447e-08,10344889.67277213,1.874591808584044e-08
61,12.75686502456665,-0.050485313927801444,1.5884451904973739e-09,1.7336360009724034,1.2685834987531623,0.008461448948533795,0.0012065394639200156,6.002562327690883,0.5,0.5124692977146901,2.824449774959353,8.881784197001252e-16,False,51.0,8.074267435709927e-09,5.488409726694954e-09,10729538.420852108,1.8073886002275826e-08
62,12.978625059127808,-0.05048531392583998,1.6521607619355128e-09,1.7336360009285559,1.2685834987531612,0.008461448947140444,0.00120653937290529,6.002562327690874,0.5,0.5124692977146897,2.8244497750425603,8.881784197001252e-16,False,51.0,4.978598784946009e-09,3.9055336742421787e-10,11159921.03615623,1.7376866154316166e-08
63,13.668648958206177,-0.050485313923793115,1.7240915708932907e-09,1.733636000882799,1.2685834987531601,0.008461448945686434,0.0012065392779280148,6.0025623276908675,0.5,0.5124692977146896,2.8244497751293904,8.881784197001252e-16,False,51.0,3.3423346387207048e-09,3.4464413545265415e-09,11645794.20828392,1.665188741924694e-08
64,13.934845924377441,-0.05048531392164884,1.8061499853988674e-09,1.7336360008348644,1.2685834987531588,0.008461448944163218,0.0012065391784302842,6.002562327690859,0.5,0.5124692977146894,2.824449775220353,8.881784197001252e-16,False,51.0,1.056863944089349e-08,1.935642046646535e-08,12200078.33991593,1.5895345027344138e-08
65,14.163206100463867,-0.05048531391939203,1.9009314439850073e-09,1.7336360007844143,1.2685834987531575,0.008461448942560073,0.0012065390737112,6.00256232769085,0.5,0.5124692977146891,2.8244497753160887,8.881784197001252e-16,False,51.0,1.2448286184989447e-08,1.1032739166694228e-08,12840302.416254628,1.510279494155566e-08
66,14.394758939743042,-0.05048531391700329,2.0120592679017993e-09,1.7336360007310154,1.2685834987531566,0.008461448940863207,0.0012065389628702716,6.0025623276908435,0.5,0.5124692977146889,2.824449775417421,8.881784197001252e-16,False,51.0,7.292218798761318e-09,3.751992494471779e-09,13590942.337345455,1.4268654021724364e-08
67,14.621670961380005,-0.05048531391445699,2.1447717882236017e-09,1.7336360006740943,1.2685834987531557,0.008461448939054414,0.001206538844718439,6.002562327690837,0.5,0.5124692977146886,2.8244497755254367,8.881784197001252e-16,False,51.0,1.086017847607392e-08,1.1930158194672913e-08,14487380.985930497,1.338574957326287e-08
68,14.850634098052979,-0.05048531391171813,2.3069729383143922e-09,1.7336360006128686,1.2685834987531546,0.008461448937108835,0.0012065387176312188,6.002562327690828,0.5,0.5124692977146884,2.824449775641621,8.881784197001252e-16,False,51.0,1.794250679167689e-08,6.7836136707910555e-09,15583007.757173002,1.2444610006486649e-08
69,15.086163997650146,-0.050485313908736736,2.511252230168714e-09,1.7336360005462212,1.2685834987531532,0.008461448934990968,0.0012065385792905962,6.0025623276908195,0.5,0.5124692977146882,2.8244497757680933,8.881784197001252e-16,False,51.0,4.25919121025379e-09,8.755502989288289e-10,16962862.10387525,1.1432295619584887e-08
70,15.319282054901123,-0.05048531390543731,2.779131438629575e-09,1.733636000472465,1.2685834987531523,0.008461448932647187,0.0012065384261929675,6.002562327690815,0.5,0.5124692977146881,2.8244497759080565,8.881784197001252e-16,False,51.0,3.083865439605265e-08,3.8768753540807666e-08,18772317.022456367,1.0330341999954699e-08
71,15.547487020492554,-0.050485313901696256,3.1511225795839444e-09,1.7336360003888363,1.2685834987531512,0.008461448929989686,0.0012065382526029722,6.0025623276908044,0.5,0.5124692977146877,2.8244497760667535,8.881784197001252e-16,False,51.0,2.003321730939029e-08,8.001094897736039e-09,21285021.280185647,9.110841438996203e-09
72,15.768840074539185,-0.05048531389728584,3.7149293905334737e-09,1.7336360002902447,1.2685834987531501,0.008461448926856697,0.0012065380479538155,6.002562327690797,0.5,0.5124692977146875,2.8244497762538443,8.881784197001252e-16,False,51.0,1.675200917574608e-08,4.625034577543374e-09,25093391.07745324,7.728108703107146e-09
73,15.997007131576538,-0.05048531389169641,4.708019274474281e-09,1.733636000165298,1.2685834987531492,0.008461448922886184,0.0012065377885970186,6.002562327690791,0.5,0.5124692977146872,2.8244497764909484,8.881784197001252e-16,False,51.0,1.6336690138520446e-08,3.4694252804001735e-08,31801456.673135463,6.0979739653343795e-09
74,16.222445011138916,-0.050485313883243114,1.651492688460992e-08,1.7336359999763327,1.2685834987531481,0.008461448916881291,0.001206537396353576,6.002562327690785,0.5,0.512469297714687,2.8244497768495362,8.881784197001252e-16,False,51.0,8.006076182468153e-08,1.3412702060122683e-09,48095569.46299484,4.03206482947717e-09
75,16.45294499397278,-0.050485313845690764,4.345885588899223e-08,1.7336359991368901,1.2685834987531475,0.00846144889020555,0.0012065356538783585,6.002562327690774,0.5,0.5124692977146863,2.8244497784424936,8.881784197001252e-16,False,51.0,1.0491407081170692e-07,5.960714766217734e-08,213656427.1591227,9.076462522456927e-10
76,16.68051314353943,-0.05048531384831829,2.2131713450222514e-09,1.733635999195624,1.2685834987531464,0.008461448892072041,0.0012065357757982292,6.002562327690767,0.5,0.5124692977146862,2.8244497783310383,8.881784197001252e-16,False,51.0,1.7051479200794648e-08,1.1522601539581956e-08,14949400.510112667,1.297205553808115e-08
77,16.907745122909546,-0.05048531385115844,2.3922685476265124e-09,1.7336359992591113,1.2685834987531452,0.008461448894089578,0.0012065359075842527,6.002562327690758,0.5,0.5124692977146859,2.824449778210563,8.881784197001252e-16,False,51.0,7.926057495814495e-09,1.5189671742632527e-08,16159156.683260597,1.2000901866554981e-08
78,17.133814096450806,-0.05048531385427084,2.6215836867338923e-09,1.7336359993286838,1.268583498753144,0.00846144889630051,0.00120653605200286,6.002562327690752,0.5,0.5124692977146856,2.8244497780785394,8.881784197001252e-16,False,51.0,1.2485308669505674e-08,5.066608466108846e-09,17708121.26762216,1.095115913968405e-08
79,17.395846843719482,-0.05048531385774856,2.9292921384983387e-09,1.7336359994064228,1.2685834987531426,0.008461448898770948,0.0012065362133726054,6.002562327690741,0.5,0.5124692977146854,2.824449777931019,8.881784197001252e-16,False,51.0,1.0307052966388061e-08,1.3006861365738587e-08,19786611.596415397,9.800791445343704e-09
80,17.62051796913147,-0.05048531386175123,3.371466080125742e-09,1.7336359994958972,1.268583498753142,0.008461448901614292,0.001206536399100958,6.002562327690737,0.5,0.5124692977146852,2.8244497777612305,8.881784197001252e-16,False,51.0,1.693195949343131e-08,2.0079072626799643e-08,22773383.28394509,8.51539936327299e-09
81,17.85028886795044,-0.05048531386659552,4.0803677529895976e-09,1.7336359996041844,1.2685834987531408,0.008461448905055492,0.0012065366238815044,6.002562327690728,0.5,0.5124692977146851,2.8244497775557407,8.881784197001252e-16,False,51.0,2.3589903369509845e-08,3.695928896263467e-08,27561831.51422496,7.035978470615066e-09
82,18.078166007995605,-0.05048531387309336,5.473158258797731e-09,1.7336359997494355,1.2685834987531401,0.008461448909671303,0.0012065369253885206,6.002562327690722,0.5,0.5124692977146846,2.8244497772801083,8.881784197001252e-16,False,51.0,1.0972577437479012e-07,1.1292027046749809e-07,36969771.76253481,5.245486844984196e-09
83,18.301841020584106,-0.0504853138850787,1.0095321418016853e-08,1.7336360000173536,1.268583498753139,0.008461448918185233,0.001206537481522666,6.002562327690713,0.5,0.5124692977146844,2.824449776771698,8.881784197001252e-16,False,51.0,2.475641968779351e-08,9.548655199864697e-09,68191291.31635436,2.843830208813271e-09
84,18.531782150268555,-0.050485313863588836,1.8101052840279757e-08,1.7336359995369697,1.2685834987531377,0.00846144890291966,0.0012065364843663398,6.002562327690704,0.5,0.5124692977146841,2.824449777683292,8.881784197001252e-16,False,51.0,8.538252495091344e-08,3.8885330511106986e-08,122267945.42022581,1.5860612873601965e-09
85,18.7555992603302,-0.05048531386895071,4.51632829584633e-09,1.733635999656827,1.2685834987531366,0.008461448906728527,0.001206536733163215,6.002562327690698,0.5,0.5124692977146837,2.824449777455847,8.881784197001252e-16,False,51.0,1.100525376364925e-08,3.960748173881257e-09,30506632.54677682,6.356796469613908e-09
86,18.984164237976074,-0.050485313876741406,6.562142224186167e-09,1.7336359998309783,1.2685834987531357,0.008461448912262743,0.0012065370946605068,6.002562327690689,0.5,0.5124692977146836,2.824449777125372,8.881784197001252e-16,False,51.0,6.717655661485247e-07,6.204673219656343e-08,44325577.732179955,4.37500112843436e-09
87,19.208443880081177,-0.05048531389953274,1.919727058951787e-08,1.7336360003404523,1.2685834987531346,0.008461448928452827,0.0012065381522055785,6.00256232769068,0.5,0.5124692977146833,2.8244497761585765,8.881784197001252e-16,False,51.0,1.4933608674331424e-07,1.7226817305981967e-08,129672610.81914224,1.4954927829653117e-09
88,19.91548490524292,-0.05048531389461324,4.143728829956628e-09,1.7336360002304814,1.2685834987531337,0.008461448924958205,0.0012065379239345928,6.002562327690674,0.5,0.512469297714683,2.8244497763672625,8.881784197001252e-16,False,51.0,2.8606283478852417e-08,4.833900391076895e-09,27989820.886475388,6.928392109785161e-09
