iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,-0.015870409695534285,0.0,3.2876635027356964,2.869688632569408,0.0,0.0,0.1,1.0
1,0.16388487815856934,-1.0216991357382572,6.961430300515728,11.025706079109256,0.002745954781241964,4.4904570744758265,0.7346466200274585,0.1,1.4490457074475827
2,0.4106438159942627,-2.308559202011378,12.876338174514215,10.998860260926076,0.24602075916456262,4.999377948048048,0.7508150513328948,0.1,1.2170250597632262
3,0.6854677200317383,-1.7808774162592567,10.427490181343494,8.706077062469,0.22121602953928002,3.7670578582378975,0.7157765361720655,0.1,0.9683677360109685
4,0.9947669506072998,-1.3112884417341433,7.585602840882389,4.214356550828214,0.008271559258927468,1.8800504920447163,0.38910394262228176,0.1,0.9484806645767567
5,1.2537567615509033,-1.4751985339684324,6.705844608131066,5.582535641649061,0.005989004198586279,2.4256752066399607,0.45635374929786354,0.33333333333333337,0.9035625271664187
6,1.3887369632720947,-0.5371049835570498,5.0399383206723485,1.0159944121009168,0.0010916413645943365,0.26124009438825324,0.08420257466074435,0.33333333333333337,0.6855885419409316
7,1.758802890777588,-0.521805246941487,1.4150602886851642,0.5997704455930539,0.023706722475519942,0.2364794204588183,0.03168049912194952,0.33333333333333337,0.5198558376818498
8,2.129261016845703,-0.5321726880696092,1.057838238110818,0.4153997144363174,0.01933092066444957,0.18149012164638506,0.037586135574118724,1.1111111111111114,0.32260104577082666
9,2.4388930797576904,-0.5160686798862939,0.5770862023357286,0.11833917702834476,0.03462142859712439,0.1080420938121813,0.011077148509953514,1.1111111111111114,0.19951233012073338
10,2.77532696723938,-0.4920796822329067,0.10063646297915246,0.02829559222483831,0.00770409422969876,0.0168517370557347,0.003571843914613154,1.1111111111111114,0.21823648240488305
11,3.7880749702453613,-0.4909945586248478,0.06560625178554136,0.019647541997574788,0.013467947124948414,0.013506847173976683,0.0013896244210882226,1.1111111111111114,0.20985466085233875
12,4.132674932479858,-0.49040302186013485,0.03454235943346713,0.006331664098005614,0.004383514771469252,0.004427061137411398,0.0003811915867064161,1.1111111111111114,0.21477361767168476
13,4.477619886398315,-0.49007321195227066,0.019386886555522585,0.00409889377534096,0.0026373296582960994,0.0030189431773487707,0.0002699901372237237,1.1111111111111114,0.2125766376373628
14,4.814804792404175,-0.49027239408564105,0.01883956960514908,0.006120407345758876,0.005923471945294605,0.001063840215034667,0.00022064335489683313,1.1111111111111114,0.21296235391081397
15,5.1484808921813965,-0.49026799324285814,0.017109986064717298,0.009489544098354303,0.009292980051135743,0.0016958955732465086,0.00022049488046792137,3.7037037037037046,0.212458997752907
16,5.49238395690918,-0.4900575369337167,0.006961139514842679,0.007901134409907692,0.007899511725123636,0.00014991101710901122,1.4215730955019916e-05,3.7037037037037046,0.21258823288367087
17,5.8340489864349365,-0.4901432211530102,0.0036681417252967946,0.0026653886442439545,0.002640119089832087,0.0002401275077684728,5.520640782964607e-05,3.7037037037037046,0.21263644605808604
18,6.1712939739227295,-0.4900883000882735,0.003522328302929223,0.00261186142571186,0.00261113346150505,5.973946292803234e-05,4.595343302156334e-06,3.7037037037037046,0.21252012108799928
19,6.508883953094482,-0.49013038417805704,0.005591775440229239,0.0022077023102549326,0.0021996473656618757,0.000131592885875359,2.4850964074366685e-05,12.345679012345682,0.21240318529943197
20,6.843243837356567,-0.4901167064954017,0.001758682978002437,0.0030505182561175277,0.003050370991047692,2.2579286834467638e-05,3.928063922424242e-06,12.345679012345682,0.21243085298853231
21,7.176391839981079,-0.49011363552583276,0.001092168401995393,0.0025747031458337013,0.00257469277342825,7.1467985567341685e-06,5.497537351333975e-07,12.345679012345682,0.21240519490985038
22,7.552588939666748,-0.4901125704828308,0.0016935720454394159,0.0024305006547933328,0.002430491207926428,6.138457739168768e-06,4.72189056859136e-07,41.15226337448561,0.21231637501094172
23,7.920915842056274,-0.4901176077549118,0.00041983335976380186,0.0026192464124554383,0.002619245779311687,1.7832241439863505e-06,1.4346619382018447e-07,41.15226337448561,0.21230994776749462
24,8.25839877128601,-0.490117331371799,0.0004490016045061495,0.004614554770102748,0.004614554745159804,0.0,0.0,137.17421124828536,0.21226788373479522
25,8.599777936935425,-0.49011878401715453,0.0001088554539720026,0.0025691245039910363,0.00256912340808369,1.4588126534542667e-06,3.6313117774923784e-07,137.17421124828536,0.2122956734159215
