iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,stepsize,linesearch_status,linesearch_counter
0,0.0,0.8079847676453723,1.4174378709434721e-15,4.5060174426459785,3.7747860135748477,2.4607282956778294,0.0,0.0,0.0,0.0,1,,1.0,,,,,,,,,,
1,0.4924776554107666,0.8046685977544695,0.40132660883698973,0.032571161386732515,0.031920591356382526,0.006477375074863475,0.0,0.0,3.6985063930905504e-06,2.311566495681594e-07,1,0.0054420657541514005,0.0054420657541514005,unknown,9.0,3.0835586043881623e-12,-15108.876896961061,-15108.876896961068,4.197195692972388e-10,2.2193613235553306e-10,2.318269218083099e-07,1.0,145.0
2,0.9668121337890625,0.8046685977544695,1.4675658081377529e-15,0.06064820740217158,0.05909279107747346,0.013647237452757392,0.0,0.0,3.6985063930905504e-06,2.311566495681594e-07,1,0.012648590090466283,0.012648590090466283,unknown,8.0,9.095175371784474e-11,-15882.949521911847,-15882.94952191194,5.944962400767324e-10,3.86011037378023e-12,5.281616810635948e-22,1.0,465.0
3,1.4072637557983398,0.7992527736878685,0.4649079992274567,0.037383523545994606,0.036471798541121266,0.008205835965323566,0.0,0.0,0.0,0.0,1,0.005799640323832228,0.005799640323832228,unknown,9.0,7.434299717223523e-13,-38587.84553491977,-38587.84553491978,8.783713068914351e-10,1.0942851813091413e-11,1.6900182599825792e-07,1.0,148.0
4,1.8697013854980469,0.7992527736878676,5.062696309617728e-14,0.06640413994153388,0.06497448705277896,0.01370495653415487,0.0,0.0,0.0,0.0,1,0.018211015480148026,0.018211015480148026,unknown,8.0,4.66624441457806e-10,-234946.91363405916,-234946.91363405957,2.483577521382407e-09,1.2570713348463383e-11,7.3570575502198e-21,1.0,440.0
5,2.3301494121551514,0.7992527736878675,9.366444031239548e-15,0.04053198959718548,0.040127532496264544,0.005711682455072655,0.0,0.0,0.0,0.0,1,0.005704408280785317,0.005704408280785317,unknown,8.0,8.549201718263051e-12,-228360.37832745438,-228360.37832745438,2.6256845185511893e-09,1.669438533191901e-11,1.3632776171102161e-21,1.0,456.0
6,2.7942655086517334,0.7992527736878673,8.008481645357505e-15,0.08605692294216251,0.08466254941443825,0.015428762520730475,0.0,0.0,0.0,0.0,1,0.025921749162241475,0.025921749162241475,unknown,8.0,5.634826113018059e-10,-168678.98103653872,-168678.98103653922,1.7521544302997068e-09,2.337200399405738e-11,1.3632776171102161e-21,1.0,456.0
7,3.2525923252105713,0.7992527736878673,3.978779553393386e-15,0.04107343989166802,0.040202967668301816,0.008411233868817633,0.0,0.0,0.0,0.0,1,0.005187466446586324,0.005187466446586324,unknown,8.0,1.0141995874866277e-11,-173104.42872792017,-173104.42872792017,1.7813534030090274e-09,1.5566870633219474e-11,5.868463122928831e-22,1.0,464.0
8,3.7163515090942383,0.7992527736878668,3.1143080819695725e-14,0.07717287658029881,0.07588556899365008,0.014036854996330419,0.0,0.0,0.0,0.0,1,0.019899767905572584,0.019899767905572584,unknown,9.0,2.1033195612617516e-11,-172434.75233960262,-172434.75233960265,2.6487316882253718e-09,2.0077493096851887e-11,5.363294954110234e-21,1.0,443.0
9,4.178234338760376,0.7992527736878668,3.80759118341122e-15,0.041728994204591356,0.04096264076130828,0.007960591635476851,0.0,0.0,0.0,0.0,1,0.004989144885337187,0.004989144885337187,unknown,8.0,9.082200150722046e-12,-185295.0236831574,-185295.0236831574,2.6907640477993807e-09,2.6971720848500048e-11,5.868463122928831e-22,1.0,464.0
10,4.646657466888428,0.7992527736878668,3.561204355469793e-15,0.07073259053728949,0.06952554090832508,0.013011476684860626,0.0,0.0,0.0,0.0,1,0.019385994853309184,0.019385994853309184,unknown,9.0,8.97334790687748e-11,-179688.59310144265,-179688.59310144276,1.0879353361953821e-09,1.1313830839250837e-11,5.868463122928831e-22,1.0,464.0
11,5.106436252593994,0.7992527736878665,2.4338589517059633e-14,0.04148285740268721,0.040719539278859324,0.007921273837528508,0.0,0.0,0.0,0.0,1,0.004635528817739187,0.004635528817739187,unknown,8.0,9.882331821043586e-12,-194627.56283891978,-194627.56283891978,1.4517981696389824e-09,2.6785190930947168e-11,3.909842021546361e-21,1.0,446.0
12,5.5740439891815186,0.7992527736878664,1.1105716493074507e-14,0.0761125023379715,0.0747972687253186,0.014088349916870798,0.0,0.0,0.0,0.0,1,0.020688409523820766,0.020688409523820766,unknown,9.0,1.1305587964642632e-10,-174098.91758094888,-174098.91758094903,2.1174241788054026e-09,1.7332370617261458e-11,1.870065318395358e-21,1.0,453.0
13,6.041211843490601,0.7992527736878664,4.1293852588175865e-15,0.04128307280010254,0.040538243158125244,0.007806596023317567,0.0,0.0,0.0,0.0,1,0.004701747901048403,0.004701747901048403,unknown,8.0,9.705914717761746e-12,-189133.57628820106,-189133.57628820106,1.7063212000289144e-09,1.8106406629560423e-11,5.868463122928831e-22,1.0,464.0
14,6.508361577987671,0.7992527736878664,3.4953743946580065e-15,0.07489578089367295,0.07360488730792664,0.013845524910977106,0.0,0.0,0.0,0.0,1,0.020532114261296378,0.020532114261296378,unknown,9.0,4.9051266267809024e-11,-174139.11970001855,-174139.11970001855,2.0191841672114164e-09,2.379594271775568e-11,5.868463122928831e-22,1.0,464.0
15,6.969207048416138,0.7992527736878664,4.164215176149495e-15,0.04137422150949651,0.04061776375049197,0.007875498297003476,0.0,0.0,0.0,0.0,1,0.004758053992409986,0.004758053992409986,unknown,8.0,9.718377266625437e-12,-188680.3463083397,-188680.3463083397,1.3453545345085612e-09,2.3038681037428242e-11,5.868463122928831e-22,1.0,464.0
