[ 0.         -0.11926983 -0.75485941  0.41718261  1.28984134],[ 0.11926983  0.          0.24285821 -1.36152973 -0.06406638],[ 0.75485941 -0.24285821  0.          0.33081991  1.05379144],[-0.41718261  1.36152973 -0.33081991  0.          0.07167399],[-1.28984134  0.06406638 -1.05379144 -0.07167399  0.        ]
[ 1.5317194  -1.19154294  0.69773383 -1.32264032  1.09045802],[-1.19154294  1.63592656 -1.5996995   1.25276118 -0.53791513],[ 0.69773383 -1.5996995   8.24634849 -0.56505579 -1.56359066],[-1.32264032  1.25276118 -0.56505579  2.53089236 -1.69200248],[ 1.09045802 -0.53791513 -1.56359066 -1.69200248  6.49694616]
[18.7657496   0.11867388 -3.65745897  0.51729819 -8.7650022 ],[ 0.11867388  4.78383465  0.22840265 -2.38614676 -0.75822372],[-3.65745897  0.22840265  3.96616524 -0.24069036  0.68674947],[ 0.51729819 -2.38614676 -0.24069036  4.60136214  0.81848329],[-8.7650022  -0.75822372  0.68674947  0.81848329  5.96926117]
