[ 0.         -0.23831457 -0.5237137   0.60630622  0.28937753],[ 0.23831457  0.         -1.63459461 -2.72998507  0.78062507],[ 0.5237137   1.63459461  0.          2.97166171 -0.33946562],[-0.60630622  2.72998507 -2.97166171  0.          1.05187996],[-0.28937753 -0.78062507  0.33946562 -1.05187996  0.        ]
[ 1.32467471 -0.11882527 -0.13637216  0.52519767  0.01709913],[-0.11882527  1.49044403  1.36622277 -2.11078117  1.06403445],[-0.13637216  1.36622277  3.82539548 -3.82707919  2.35461409],[ 0.52519767 -2.11078117 -3.82707919  9.51918522 -0.91375036],[ 0.01709913  1.06403445  2.35461409 -0.91375036  2.18184033]
[ 0.37591523 -0.25496366 -0.31035079  0.1152479   0.7934001 ],[-0.25496366  0.41829595  0.45731051  0.2033397  -0.55823692],[-0.31035079  0.45731051  0.60783666  0.25518855 -0.69626554],[ 0.1152479   0.2033397   0.25518855  0.56433891 -0.02889708],[ 0.7934001  -0.55823692 -0.69626554 -0.02889708  2.55900093]
