iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,0.7926849022663821,1.7694043397697121e-15,3.9503484680392105,3.1275239831368387,2.413264750052017,0.0,0.0,0.0,0.0,1.0,1.0
1,0.47707271575927734,0.7874486475754843,0.2780247308189783,0.7427056648293751,0.025613308108538426,0.7398925296563654,0.0,0.0,0.05678455861471504,0.0046137779117118895,1.0,1.056784558614715
2,0.7862610816955566,0.7790259588192968,0.8812225198580698,0.5598599475369386,0.03824165639787852,0.3341581771683663,0.0,0.0,0.33344513174011453,0.03949983084697826,3.3333333333333335,0.6234984700066415
3,0.9780368804931641,0.7760306266271328,0.7411505034829543,0.07799696330301391,0.07794213455623485,0.0018782766612998056,0.0,0.0,0.002240986856966831,0.00014006167856042695,3.3333333333333335,0.03861762566461217
4,1.1386497020721436,0.7438906870355215,0.9132160551799418,0.05723915407619167,0.05723915407619167,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0
5,1.3224577903747559,0.7189023319726404,0.5083518451450537,0.1293157109378648,0.12921335959110175,5.3169528847783144e-05,0.0,0.0,0.003601593458912755,0.0006362368308581159,3.3333333333333335,0.012005311529709184
6,1.5374574661254883,0.7146193360272751,0.10107513965092568,0.12414445652696397,0.12407454808579316,5.783398186688258e-05,0.0,0.0,0.004165244159949344,0.000260327759996834,11.111111111111112,0.013884147199831148
7,1.7467546463012695,0.71328562408417,0.031883639412995705,0.13266472900409032,0.1326560040456132,1.7788567288601944e-05,0.0,0.0,0.0010732889663565004,0.00015438293959990808,11.111111111111112,0.011925432959516672
8,1.9643149375915527,0.7123077147926273,0.02524190961712591,0.08821269623331131,0.0882119399187962,4.116330909070259e-06,0.0,0.0,0.00033818227031567893,2.9762370328700882e-05,11.111111111111112,0.00814569306359678
9,2.1896214485168457,0.7115378237277128,0.020267701682198734,0.04052730009094325,0.04052643959669372,1.8955985510578331e-06,0.0,0.0,0.00026408840112801535,1.650552507050096e-05,11.111111111111112,0.0035133358950359093
10,2.405609130859375,0.7107614513204255,0.021078133269046645,0.05834952197133756,0.058349513932532474,1.9870954258431318e-07,0.0,0.0,3.0628113192321393e-05,1.914257074520087e-06,11.111111111111112,0.002566409548735808
11,2.6302106380462646,0.7100333257437934,0.0203085182246771,0.057794273376481804,0.057794248965094615,1.6767723455955624e-07,0.0,0.0,5.311918728589937e-05,3.3199492053687107e-06,11.111111111111112,0.0031566227408013564
12,2.8620145320892334,0.7094479770440162,0.016596295023896982,0.054103391139163334,0.0541002699879096,2.146971086351899e-06,0.0,0.0,0.00038687811090776236,7.332687764381989e-05,37.037037037037045,0.004298645676752916
13,3.121671676635742,0.7093931527653002,0.0018043198448537212,0.04871353760311388,0.04871342028778642,4.161488668758753e-07,0.0,0.0,0.0001026458321322643,8.362799975334713e-06,37.037037037037045,0.0038016974863801603
14,3.3866069316864014,0.7093288902317235,0.0020004540573017766,0.057432725102010605,0.057432723432903676,4.334108216802891e-08,0.0,0.0,1.0477580262291397e-05,1.5352591431969098e-06,37.037037037037045,0.004063782787064217
15,3.661846876144409,0.7092650493450571,0.0019932760936193445,0.09313004094462053,0.0931298950332382,1.2848640429828479e-06,0.0,0.0,0.00016427983999678375,1.1496946693407423e-05,123.45679012345683,0.00781659279616894
16,3.9377596378326416,0.7092489826346153,0.0005039932924210646,0.08349997231854003,0.08349995741160485,2.52194021262315e-07,0.0,0.0,4.379349789873643e-05,4.375344494378375e-06,123.45679012345683,0.005406604678856351
17,4.214338779449463,0.7092321441183721,0.0005255947705755107,0.08230916874144273,0.08230916874126415,4.843766659613768e-09,0.0,0.0,1.7139071917249282e-07,1.0711919948280801e-08,123.45679012345683,0.005293827777061068
18,4.494589328765869,0.7092147682159742,0.0005448759052371342,0.06168855021389738,0.06168854063664283,1.752876761689288e-07,0.0,0.0,3.427262509902995e-05,2.368638660960043e-06,411.5226337448561,0.005086327395245309
19,4.778746843338013,0.7092101838727041,0.0001439035360702698,0.05357938513153212,0.05357938512665131,7.654354485130916e-09,0.0,0.0,6.986205363102016e-07,5.871905718515119e-08,411.5226337448561,0.004374055359654304
