iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,normNTdirx,normNTdirw,stepsize,linesearch_status,linesearch_counter,linesearch_RightItem,gradfNTdir,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle,CovDerivKKT_minabseigval
0,0.0,0.7971370959833279,1.110223024625157e-15,3.6442262376724655,2.708136695137998,2.4385201479150123,0.0,0.0,0.0,0.0,28.607060227427134,0.5,1.0,1.0,,,,,,,,,,,,
1,1.7653851509094238,0.7933425160533788,3.948916290881901,3.169594204393973,2.0937443874157355,2.3796138049467124,0.0,0.0,0.0,0.0,20.042989953774853,0.5,0.8687836451771284,1.1836150391553206,16.06300087371382,16.2850474588882,0.25,True,2.0,-41.21412045485427,-0.016227341549971512,3.786565976425261e-14,4.263256414560601e-14,16.2850474588882,0.038892237819076275,-0.00014945216881927465
2,3.5330748558044434,0.7946346304549654,2.761623724981856,2.914024493685628,1.8495839399494562,2.251794395339154,0.0,0.0,0.0,0.0,16.728389439164683,0.5,0.8134609867907936,1.2875474165263558,23.485804023874223,23.589030102373624,0.125,True,3.0,-28.00941955351357,-0.005948120010986127,1.8577013110391553e-13,3.552713678800501e-15,23.589030102373624,0.03048336386065249,-6.181416324121533e-05
3,5.311885356903076,0.7946020422107422,2.32631366575679,2.697471083301074,1.4614908525938632,2.2627693760984635,0.0,0.0,0.14237093671429124,0.008898183544643203,12.77800662495875,0.5,0.7082995343869858,1.530092837858816,10.779220066371055,10.978425165508591,0.25,True,2.0,-22.86927844583894,0.011979989661644104,1.7478389269952933e-13,1.1723955140041653e-13,10.978425165508591,0.06689261054385978,-0.00010725830993898006
4,7.097424030303955,0.794387926791975,1.2504847513920967,2.540611898030094,1.2881065411967978,2.189320549246761,0.0,0.0,0.04864039045854851,0.003040024403659282,11.190794786994754,0.5,0.6633911854138853,1.6753252031470423,10.085631891391875,10.28110211513439,0.125,True,3.0,-17.529001563312363,-0.002540506603552566,2.131378743333186e-13,2.1316282072803006e-14,10.28110211513439,0.06802859155951058,6.570789228324116e-05
5,8.876840353012085,0.795970118061034,2.834671482481363,2.3355943994402675,1.005093318806347,2.1042380523142334,0.0,0.0,0.11507126604081774,0.011643285769804881,9.041796149913822,0.5,0.5782494662830095,2.0025863773641808,11.515676611388146,11.689947479978986,0.25,True,2.0,-15.340183735832069,0.008069972714317523,1.8807044609418308e-13,6.927791673660977e-14,11.689947479978986,0.042717972742603395,-0.00010369779261023094
6,10.64194393157959,0.7977896843323872,4.696749597200162,2.139834568066269,0.7740773346641721,1.9758134285635378,0.0,0.0,0.26831991508129516,0.02165171459344342,7.5103153651294985,0.5,0.5041710356801056,2.4281006045799853,18.906712387145465,19.03438050046333,0.25,True,2.0,-12.733633175722277,0.006900575473742763,7.843819768331068e-13,2.291500322826323e-13,19.03438050046333,0.013985792852126668,-6.191223107997145e-05
7,12.401928424835205,0.7989732396900515,1.2980767753046727,1.9300423763796928,0.7271650173527844,1.7808608384075482,0.0,0.0,0.15619825278189436,0.011060514766646518,5.590587097695724,0.5,0.4883122234650552,2.5697806625121244,21.23481039618709,21.392417171378522,0.0625,True,4.0,-10.953615798758992,0.01847296091009154,4.608173232563353e-12,3.304023721284466e-13,21.392417171378522,0.006604505514280339,-1.0393207446398174e-05
8,14.164530038833618,0.7997244836188497,2.532821573662349,1.8531465206584843,0.6366818034594379,1.7382382503334595,0.0,0.0,0.0823762587516772,0.006587707085134915,5.457040410360725,0.5,0.4573981567083234,2.8670019548187913,20.321414713061298,20.496489440000406,0.125,True,3.0,-7.3659929540252715,0.004237778802125117,4.407463964883745e-12,1.1741718708435656e-12,20.496489440000406,0.009427451472336814,-3.9306470995342804e-05
9,15.936275959014893,0.7988619156530606,4.49809563947188,1.7771049772382133,0.5624973758486697,1.6816965889294513,0.0,0.0,0.1140923703552792,0.008633785874238988,5.3578430195577775,0.5,0.4284151417625647,3.1991194020358,36.03026531618474,36.148079262141806,0.125,True,3.0,-7.566671640558699,-0.013063075218525011,2.0366506211477453e-11,2.8421709430404007e-13,36.148079262141806,0.002247880601283105,-1.882405549589296e-05
10,17.699214935302734,0.8002417886715012,6.920179770097521,1.4887435974804673,0.44444108896088763,1.4205566775624714,0.0,0.0,0.024008599931217667,0.0025311820989858983,3.3869131430782833,0.5,0.3732966474319051,3.937609298834576,27.71527834555183,27.899158762928725,0.25,True,2.0,-7.779053500052541,0.0010000231343523722,1.065543208811603e-11,2.708944180085382e-13,27.899158762928725,0.002767671429500746,-7.172318211374909e-06
11,19.467678546905518,0.7988612375722375,8.549768542843005,1.379106289923456,0.3757462792780472,1.3267402633102625,0.0,0.0,0.022564711975969994,0.0014102944984981246,2.959392347612868,0.5,0.34958285619343493,4.3713679918359265,68.3991940315053,68.50189967466808,0.125,True,3.0,-4.5442200944141655,-0.012282778663063917,9.095176707713402e-11,5.81312775693732e-12,68.50189967466808,0.0009850766692850713,3.4485581809642604e-06
12,21.232029676437378,0.7953121460273187,8.170529940587873,1.1459122796258814,0.39435359138713905,1.0758587759245422,0.0,0.0,0.011317765839396308,0.0007073603649622693,2.8903229621013553,0.5,0.2568444883533619,6.116924596695034,16.39820060126881,16.828501539190036,0.5,True,1.0,-3.9634539217159794,-0.009044507155724505,3.630549019418577e-11,9.983125437429408e-13,16.828501539190036,0.005931532156646117,-1.2962461639071534e-05
13,23.03655481338501,0.7938078632957215,6.027332446419577,0.9245382634139493,0.20620668566498554,0.9012405650470023,0.0,0.0,0.003904768533846064,0.000244048033365379,1.5443665165933391,0.5,0.22429752870198683,6.286101577645755,24.450725565288582,24.51395528910696,0.25,True,2.0,-4.725140465042706,-0.0029388940029707496,2.8702254583528625e-11,1.3500311979441904e-13,24.51395528910696,0.0009632516983599412,-1.7561288993292543e-05
14,24.902743577957153,0.7932525086722502,6.105360919570422,0.7876380582423115,0.1738421872064444,0.7682139055881496,0.0,0.0,0.0,0.0,0.9917333891337139,0.5,0.19627496800041816,6.500721108125162,24.422001093137276,24.462527325675783,0.25,True,2.0,-2.283782931077581,-0.002391339425706916,1.7635842179732466e-11,1.071143174158351e-12,24.462527325675783,0.0011302175954232127,7.53360119229748e-06
15,26.77025842666626,0.7930225818023391,2.0469128118807776,0.7379868650577232,0.16065037573393504,0.7202888793909508,0.0,0.0,0.0,0.0,0.8866317721499004,0.5,0.18403184360058703,6.539012639261498,16.37686854606228,16.403017359435147,0.125,True,3.0,-1.367084969250385,-0.0018941353122938474,1.0562727518513633e-11,2.8466118351389014e-13,16.403017359435147,0.001555068973920091,3.0623363293115373e-06
16,28.630542516708374,0.7926003690800205,7.21987770765119,0.6131170898320328,0.2697033533479462,0.5506111759099828,0.0,0.0,0.0,0.0,0.7475312068414698,0.5,0.13845694497825986,6.553042203354227,14.46253480058272,14.484531252814216,0.5,True,1.0,-1.2313800329553062,-0.0023518249813854726,1.7257972689380726e-11,7.505107646466058e-14,14.484531252814216,0.0015510005653846775,1.956007901170171e-06
17,30.49512481689453,0.7930945004661601,5.546868626145785,0.5997686783935043,0.2644003104111158,0.5383446325880814,0.0,0.0,0.0,0.0,0.6244435375999585,0.5,0.13629509964778577,6.513710808618929,177.7247894715364,177.73108789908406,0.03125,True,5.0,-1.1883372038795335,0.02267218875772241,1.4333889079759591e-10,2.610356375498668e-12,177.73108789908406,7.930071721242688e-05,-1.1401937666348283e-06
18,32.361427783966064,0.7927089508294315,3.0327976140742083,0.596850724590223,0.26348670967299864,0.5355422870974534,0.0,0.0,0.0,0.0,0.6010384634813513,0.5,0.1357627917161946,6.503851558791364,388.3105264304581,388.31344350905755,0.0078125,True,7.0,-0.9516654081919194,-0.041993788186693984,6.064779112851063e-10,1.9818258145676282e-11,388.31344350905755,3.756328328633851e-05,2.3963114451246807e-07
19,34.2208034992218,0.7918721678959875,4.953881859422675,0.5724769215650233,0.23427195412111357,0.5223470850276095,0.0,0.0,0.0,0.0,0.5749415890778149,0.5,0.1315261848775669,6.425482266400185,79.46101830687569,79.47519891996967,0.0625,True,4.0,-0.9071723571295052,-0.010882545897390182,1.1928698792013768e-10,1.2535528171042642e-12,79.47519891996967,0.0001954242307435948,8.227568556966973e-07
20,36.089892625808716,0.7908865421101974,3.195562013516076,0.5373617200302512,0.21499403218591775,0.49247861301614976,0.0,0.0,0.0,0.0,0.5429316533927477,0.5,0.12332808865046023,6.261489995123811,25.641159193292328,25.688333461389508,0.125,True,3.0,-0.8730969812204632,-0.007496436224175082,1.760300670951659e-11,1.6923129564361261e-12,25.688333461389508,0.0006561383053128006,1.1988762723472454e-06
21,37.96166777610779,0.7901978808607967,1.6223473887348143,0.5205076926288179,0.20779716064033527,0.47723013118996443,0.0,0.0,0.0,0.0,0.5150100268266558,0.5,0.11947891333757929,6.17177803978585,25.98041893047233,26.03426186582702,0.0625,True,4.0,-0.842506227582683,-0.010876683220873862,5.101332125697248e-11,4.261258013116276e-12,26.03426186582702,0.0005926687570883873,9.528086701725024e-07
22,39.81470346450806,0.7892750359420465,2.15922506754692,0.5056971042672734,0.20395628518760736,0.4627433359831095,0.0,0.0,0.0,0.0,0.4965062068583561,0.5,0.1157496317912536,6.079217177381148,34.579302573163,34.62196587690869,0.0625,True,4.0,-0.801616681936051,-0.014497024466084517,5.911616294136649e-11,8.986034139013555e-12,34.62196587690869,0.0004235947701957135,7.517501769887599e-07
23,41.58132600784302,0.7879470630668344,2.802700004985615,0.4934536437873605,0.205432885462177,0.44865780739635786,0.0,0.0,0.0,0.0,0.4781774272205834,0.5,0.112136422288371,5.984375470743712,44.90838828863887,44.94270105402047,0.0625,True,4.0,-0.7786447775597396,-0.02058249008910311,6.629631877756719e-11,3.0029312370061234e-12,44.94270105402047,0.00030120956759188423,5.546199071419059e-07
24,43.34526491165161,0.7858318224909835,4.241737401561523,0.4811438122409241,0.21205367931592953,0.43189420596519534,0.0,0.0,0.0,0.0,0.38272002747203027,0.5,0.10863540436346586,5.887844354872276,68.05447319032054,68.0779358068479,0.0625,True,4.0,-0.7551616191829928,-0.032386640100936774,1.817055452845302e-10,1.9184653865522705e-12,68.0779358068479,0.00018173725787438516,3.3846098502923116e-07
25,45.112717151641846,0.7849876826044755,4.062570679747388,0.46843051301186917,0.19618765019420023,0.4253675486351081,0.0,0.0,0.0,0.0,0.3668701810729834,0.5,0.10693884524197969,5.836180438186309,130.03080023251707,130.0442781215443,0.03125,True,5.0,-0.5766136376446407,-0.02648130373289094,4.983144903677464e-10,5.2689186347265604e-11,130.0442781215443,0.00015296322594887787,9.728293811846134e-08
26,46.88970685005188,0.78456196267649,2.110907082128388,0.46307334607079476,0.1896895937822156,0.4224390865579795,0.0,0.0,0.0,0.0,0.3623044281929122,0.5,0.10610359915841602,5.810061815581641,135.1052789732844,135.11846885294332,0.015625,True,6.0,-0.5507656961989575,-0.026658894600992532,9.139117623802807e-10,1.4935497283374843e-11,135.11846885294332,0.00013207430130861766,7.583199328676266e-08
27,48.66039538383484,0.7841071971336471,2.3817817272015764,0.45766038881902227,0.18273839441633669,0.41959469813156364,0.0,0.0,0.0,0.0,0.35828016401474916,0.5,0.10527487230892979,5.783892192641933,152.4414094339406,152.45314470298453,0.015625,True,6.0,-0.5444812763159073,-0.028451677456214807,7.384843691615439e-10,1.779998370921021e-11,152.45314470298453,0.00011000238816946564,6.506200830664283e-08
28,50.43374037742615,0.7835921227397968,2.8098443567047586,0.45208051803401195,0.17478963610107978,0.4169237075263923,0.0,0.0,0.0,0.0,0.35528268044516276,0.5,0.10445260953783937,5.757756953314932,179.83865183103498,179.8485977448323,0.015625,True,6.0,-0.5392355481949147,-0.032104678929380424,9.549877993372548e-10,8.243450366762772e-11,179.8485977448323,8.589933455816038e-05,5.663616667241149e-08
29,52.19847869873047,0.7829351318764075,3.66543175963926,0.44601961223438347,0.16411424371956476,0.4147288385271334,0.0,0.0,0.0,0.0,0.355150294696669,0.5,0.10363674711737055,5.731871408411313,234.60112654469472,234.60867597409808,0.015625,True,6.0,-0.5359997986620961,-0.04052408996482443,1.679767342322227e-09,3.144040583435981e-11,234.60867597409808,5.9739394583080645e-05,5.0506298981338873e-08
30,53.97175168991089,0.7826361447860217,1.7405181533454364,0.4445888933489205,0.1617698393459226,0.4141132733530914,0.0,0.0,0.0,0.0,0.354324286069695,0.5,0.10343433382914742,5.725754210037949,445.57599232026973,445.5797489390997,0.00390625,True,8.0,-0.538451383744221,-0.07507437859573503,4.0826946751919695e-09,2.451293612537597e-10,445.5797489390997,2.826320609643829e-05,4.7619175402481665e-08
31,55.75623798370361,0.7824141474829168,1.372601979741072,0.4438639571088036,0.1605181473314078,0.413822590970549,0.0,0.0,0.0,0.0,0.3539208552866387,0.5,0.1033333208398668,5.722889682260545,702.7744944828154,702.7767574123974,0.001953125,True,9.0,-0.5374699895045179,-0.11183468478989123,6.628573731756919e-09,1.6788614942697677e-10,702.7767574123974,1.7513181011278154e-05,4.2012785828379616e-08
32,57.54463768005371,0.7822342777140412,1.2171527818802683,0.44347908284508986,0.1597590936425661,0.4137036728379721,0.0,0.0,0.0,0.0,0.35380847750831246,0.5,0.10328286188216082,5.721644674751527,1246.3665000430092,1246.3677033880224,0.0009765625,True,10.0,-0.5369973074405598,-0.18148455802933366,1.0867342331199653e-08,2.7110991229761794e-10,1246.3677033880224,9.755596777377461e-06,3.513575077431851e-08
33,59.32287836074829,0.782133453757012,0.7748120017351184,0.44337801035587665,0.1595351041812284,0.4136817745574737,0.0,0.0,0.0,0.0,0.35380692346743514,0.5,0.10327025289342681,5.721487948054079,3173.6311815617523,3173.6317700310524,0.000244140625,True,12.0,-0.5369393620795128,-0.40913187601177625,4.3930169784596714e-08,2.3612356514490784e-10,3173.6317700310524,3.8042786773001213e-06,2.2536261677812577e-08
