iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,normdx,stepsize,df0,linesearch_status,linesearch_counter
0,0.0,0.7979744400693014,8.308148362110448e-16,3.231580075032412,1.89500789726043,2.61764299526637,0.0,0.0,0.0,0.0,1,,1.0,,,,,,,,,,,,
1,0.4281492233276367,0.7921670934444418,0.7781978674750732,0.01608124565405297,0.013664699720873526,0.008059180050734593,0.0,0.0,0.0026328805962667623,0.00016455503726667264,1,0.0046878306964148525,0.0046878306964148525,optimal,9.0,6.147429136493397e-13,-18.91598112700981,-18.91598112701043,5.469433580707368e-13,3.0372924595368915e-13,6145.764369971113,0.00012900700781701051,37.806063296877106,1.0,85.0
2,0.8617537021636963,0.765475051389584,1.9060268637138513,0.03620881110448407,0.03141287021626741,0.007148950747321816,0.0,0.0,0.016528826019669873,0.001033051626229367,1,0.0067918444997330735,0.0067918444997330735,optimal,9.0,1.4319736291385256e-12,-28.55866187047468,-28.55866187047611,5.148722524870068e-13,3.686269597619741e-15,7552.247472227468,0.00026972160559060804,57.099872945056035,1.0,78.0
3,1.301950454711914,0.7610476695309017,0.17863234976508643,0.037357946959499844,0.03140867392394862,0.004923318595507161,0.0,0.0,0.019618163455711324,0.0012261352159819577,1,0.004739736439315508,0.004739736439315508,unknown,10.0,9.683442330017222e-14,-284.4376477031757,-284.43764770317586,4.5793242385304965e-12,4.9746573894572363e-14,23846.14937973836,7.501723576108304e-06,568.8582399959012,1.0,112.0
4,1.7388644218444824,0.7498036276125603,0.4174623026348761,0.052061656127527396,0.04259077865338318,0.011017666395098344,0.0,0.0,0.02783976723404402,0.0017399854521277514,1,0.007509374705817901,0.007509374705817901,unknown,10.0,1.498402529226114e-14,-290.1551057564867,-290.15510575648676,5.3626485700786336e-12,4.917755456418477e-14,24084.09803191743,1.742693381014619e-05,580.2718494320959,1.0,104.0
5,2.172206163406372,0.7407909979590265,0.3083871088191181,0.06258997784591588,0.05208655421902331,0.004394578020130491,0.0,0.0,0.03442649968216305,0.0021516562301351905,1,0.0071862135243629536,0.0071862135243629536,unknown,10.0,2.0647957941845475e-14,-366.1423301370189,-366.1423301370189,5.533672943820144e-12,5.668160756654001e-14,27055.022244776075,1.1433811272836918e-05,732.2725962623864,1.0,108.0
6,2.6134753227233887,0.7199472496786173,0.6173620072062527,0.0597452059734308,0.054237526807605956,0.0075143177959349,0.0,0.0,0.023860389079771505,0.0015796004095376195,1,0.006600792289869462,0.006600792289869462,unknown,10.0,1.5873482525575294e-14,-421.15514791551686,-421.15514791551686,5.624128089571285e-12,9.44463351746954e-14,29020.731826268457,2.1514733098945913e-05,842.2839006609689,1.0,102.0
7,3.0483648777008057,0.7162709450144826,0.12688544133450516,0.07056979960173643,0.0647822160401014,0.0039514226057945825,0.0,0.0,0.027708254368568275,0.0017317658980355172,1,0.003753341528911285,0.003753341528911285,unknown,10.0,8.144920026032035e-14,-410.9899930023533,-410.98999300235334,7.718656928062476e-12,1.0782654551631189e-13,28659.475678192957,4.429692754456193e-06,821.9690844590148,1.0,117.0
8,3.485940456390381,0.70590537445006,0.5343676065514451,0.06821753955184584,0.060954273476167484,0.004334765934694491,0.0,0.0,0.030321923616282165,0.0018951202260176353,1,0.006798736781038274,0.006798736781038274,unknown,11.0,1.8347650634812633e-14,-134.83003240672977,-134.83003240672983,4.623538018014301e-12,6.749361564018237e-14,16412.034013518696,3.279185047850314e-05,269.6434338034799,1.0,98.0
9,3.919523239135742,0.7055937236592695,0.019737125080565618,0.06490464810986074,0.05692335673380675,0.006302827139197936,0.0,0.0,0.030538814228355637,0.0019086758892722273,1,0.004065476480066659,0.004065476480066659,unknown,11.0,1.7685563365223082e-13,-124.50435353195397,-124.50435353195411,1.0202549129940018e-11,1.428984922040734e-13,15776.407304387487,1.2510760713943073e-06,248.9890784348534,1.0,129.0
