iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,upsilon,maxabsLagmult,quadoptim_status,quadoptim_iter,quadoptim_gap,quadoptim_primalobjective,quadoptim_dualobjective,quadoptim_primalinfeasibility,quadoptim_dualinfeasibility,normdx,stepsize,df0,linesearch_status,linesearch_counter
0,0.0,0.7979744400693014,8.308148362110448e-16,3.231580075032412,1.89500789726043,2.61764299526637,0.0,0.0,0.0,0.0,1,,1.0,,,,,,,,,,,,
1,0.4407646656036377,0.7929389052042854,2.0767298895603346,0.022065429394943863,0.021985590044828772,0.00014133336549571765,0.0,0.0,0.0018700346637900433,0.00011687716648687771,1,0.0009038639986404587,0.0009038639986404587,optimal,10.0,2.0814105115029657e-14,-0.00795253674751974,-0.007952536747540555,7.588111770744076e-16,6.77578695548403e-16,5.680686631825573,0.38742048900000015,0.014611383111733753,1.0,9.0
2,0.8828749656677246,0.7927067492667522,0.055181683273241126,0.021696241999207135,0.021599044561720248,0.0002863106032416784,0.0,0.0,0.0020313092200484606,0.0001269568262530288,1,0.0018599936458682232,0.0018599936458682232,optimal,10.0,1.4439512984898872e-13,-0.00402006060358444,-0.004020060603728835,3.2211612539538887e-16,2.106346188840868e-16,1.7857436902023198,0.030903154382632643,0.007183937453826625,1.0,33.0
3,1.3351621627807617,0.7924022768368951,0.06145734379674424,0.02149925510959216,0.021377259105569656,0.00036977652450240916,0.0,0.0,0.002256995507880055,0.00014106221924250345,1,0.0026756605689018885,0.0026756605689018885,optimal,12.0,1.1473453951671319e-13,-0.004270976811374152,-0.004270976811488887,4.082541542184399e-16,4.61939781590611e-13,1.6109459758956421,0.03815204244769462,0.007677723956715411,1.0,31.0
4,1.775099754333496,0.7921761447830156,0.057338248193002754,0.021669730097454664,0.021529148389281057,0.00044989072288291037,0.0,0.0,0.0024229260133799557,0.00015143287583624723,1,0.0033768511924656794,0.0033768511924656794,optimal,10.0,7.266278934024821e-13,-0.004351202868292614,-0.004351202869019243,3.027016800466036e-16,1.5481853307516528e-15,2.0616733699535836,0.02781283894436938,0.007726440122929621,1.0,34.0
5,2.2149267196655273,0.7919171947673646,0.06374301807783915,0.02204526121394581,0.02188518572829324,0.0005188196590506684,0.0,0.0,0.002600579510531442,0.00016253621940821514,1,0.00403099107944057,0.00403099107944057,optimal,11.0,2.7249228438886874e-14,-0.004500512996587982,-0.004500512996615231,4.670460716227311e-16,7.179859190117882e-15,2.0627707145025544,0.030903154382632643,0.007934993474815315,1.0,33.0
6,2.6625816822052,0.7916223633051704,0.0702725977190196,0.022511957951843478,0.02232711049837093,0.0005776956342187214,0.0,0.0,0.002820399860535394,0.00017627499128346213,1,0.004656305008702945,0.004656305008702945,optimal,10.0,5.803671035976391e-13,-0.004637297908077042,-0.004637297908657409,4.992010706325976e-16,3.0555162956178357e-15,2.04668063086948,0.03433683820292516,0.008082777117903877,1.0,32.0
7,3.1083972454071045,0.7913210752372943,0.07161953597093519,0.02293891828686342,0.02272743458705921,0.0006193750192023476,0.0,0.0,0.003045334767793173,0.00019033342298707331,1,0.0051617799332007944,0.0051617799332007944,optimal,11.0,4.0131896887709457e-14,-0.004781452505888394,-0.004781452505928526,5.947980305467831e-16,1.8642532259443097e-14,2.0859229234626966,0.03433683820292516,0.00816073765886555,1.0,32.0
8,3.5517971515655518,0.7909845599902213,0.07953640085737176,0.02301362556988172,0.022767607038684037,0.0006754715524144147,0.0,0.0,0.003287365173609058,0.00020546032335056613,1,0.005369521801901004,0.005369521801901004,optimal,11.0,5.074138637411213e-13,-0.004950686340940985,-0.0049506863414484,3.4647639367013283e-16,5.488510424423841e-14,2.084886832265638,0.03815204244769462,0.007920660640616193,1.0,31.0
9,3.9932057857513428,0.7902711163838653,0.15603475003711523,0.023010415351608082,0.022679392892469258,0.0006459427993795683,0.0,0.0,0.003834985082430631,0.00023968656765191443,1,0.005533059980284071,0.005533059980284071,optimal,11.0,2.8287640303870715e-13,-0.005075928011746514,-0.00507592801202939,5.566950522221001e-16,5.924316209283807e-14,1.956480808282696,0.07976644307687257,0.008164389002312871,1.0,24.0
10,4.433807373046875,0.7892559123227002,0.22857502817578032,0.022171125379071142,0.021669994503739392,0.0007336943558980319,0.0,0.0,0.0046294525998783476,0.0002893407874923967,1,0.0052394350419895175,0.0052394350419895175,optimal,11.0,6.637588526388876e-14,-0.005036383174546481,-0.005036383174612856,6.715311889913059e-16,2.6292238977070286e-14,1.8809261900929122,0.12157665459056936,0.007212797135871204,1.0,20.0
11,4.874694585800171,0.7851595769000739,0.9396382864684184,0.019750096369100207,0.019746760212323397,0.00036299821727774333,0.0,0.0,0.0,0.0,1,0.004779471062574301,0.004779471062574301,optimal,11.0,2.1427312937829643e-13,-0.0049693049403415155,-0.004969304940555789,7.420089540252507e-16,4.835833199328642e-14,1.603340986049565,0.5904900000000002,0.006427857861979558,1.0,5.0
12,5.317285776138306,0.7841761936641453,0.2812153174982428,0.018789123356950748,0.018774569457598027,0.0007300027267237103,0.0,0.0,0.00011744881232000903,7.3405507700005646e-06,1,0.0065288944397134075,0.0065288944397134075,optimal,10.0,2.188988622129559e-14,-0.003581878645509028,-0.0035818786455309184,5.096818904761755e-16,1.0749130197774146e-15,1.5201244909780702,0.1853020188851842,0.0038758252231572204,1.0,16.0
13,5.767962217330933,0.783857780472479,0.08564143634080396,0.017317991170585485,0.017288791426859865,0.0009356650005527341,0.0,0.0,0.0003674781486759926,2.2967384292249537e-05,1,0.006141360697307517,0.006141360697307517,optimal,10.0,2.1563152495805995e-14,-0.0031751194932732717,-0.0031751194932948344,3.483723212355857e-16,1.7755621464399514e-15,1.1930002164865687,0.07178979876918531,0.0026040627528976044,1.0,25.0
14,6.212684869766235,0.7834663606080434,0.12077065091669953,0.016670960899363846,0.01662951307595832,0.0009450328200669811,0.0,0.0,0.0006979578308505818,4.3622364428161364e-05,1,0.005928729473190082,0.005928729473190082,optimal,10.0,5.735375994869205e-14,-0.003219391392436339,-0.003219391392493693,4.970810146357938e-16,2.153083273833612e-15,1.3627335846467936,0.08862938119652508,0.0024962537451999056,1.0,23.0
15,6.654368877410889,0.7828568584466702,0.2642458409405486,0.01655500740028176,0.016490431907912467,0.0008211408768780899,0.0,0.0,0.0012081610713005064,7.551006695628165e-05,1,0.005946404662569575,0.005946404662569575,optimal,10.0,2.2939584312448718e-14,-0.0032147920764427278,-0.0032147920764656677,3.6466153840561716e-16,2.935412259074082e-16,1.9564869170939037,0.13508517176729928,0.0027824887801840815,1.0,19.0
16,7.104514837265015,0.7824937884106935,0.22055326062025854,0.016518181732850277,0.016433862130321025,0.0007574685061170108,0.0,0.0,0.0014848382751363465,9.280239219602165e-05,1,0.005962769819937775,0.005962769819937775,optimal,10.0,1.9459501080530788e-14,-0.003091462378875722,-0.003091462378895182,4.3579461337565763e-16,3.959173156699175e-16,2.765310533905088,0.07976644307687257,0.00304427161119812,1.0,24.0
17,7.549170017242432,0.7819962988727024,0.26620466926742636,0.015894458050521483,0.015765079231705406,0.0007042376753977617,0.0,0.0,0.0018973989655284296,0.00011858743534552685,1,0.005723538008567269,0.005723538008567269,optimal,10.0,1.2731065529352289e-14,-0.002863197330489989,-0.0028631973305027203,4.9582591119883385e-16,3.3985307633716615e-16,2.1899951293469466,0.12157665459056936,0.0025686145979498887,1.0,20.0
18,8.007136821746826,0.7816645799228359,0.20875929557183753,0.015594500335706925,0.015429935779049386,0.0006691921245371925,0.0,0.0,0.002158171558341082,0.00013488572239631763,1,0.00583747886345496,0.00583747886345496,optimal,10.0,1.1276547590065332e-14,-0.0028019454840076292,-0.0028019454840189067,3.8715122418444376e-16,2.9399615329362715e-16,2.617475125082333,0.07976644307687257,0.0027376182079113525,1.0,24.0
19,8.450732707977295,0.7810474723401528,0.3803431411806124,0.015370097132044673,0.015132515888082487,0.0005641839110983783,0.0,0.0,0.0026322129966772634,0.00016451331229232896,1,0.005784455442192138,0.005784455442192138,optimal,9.0,6.025588704699688e-13,-0.00297608272614799,-0.002976082726750549,5.240706183837108e-16,3.4269386564402535e-16,2.8174911948878547,0.13508517176729928,0.0032542304090532165,1.0,19.0
20,8.895442247390747,0.780711323940507,0.21084218918785375,0.015478382352879154,0.015258805329799265,0.0005068332562075353,0.0,0.0,0.0025353799344531858,0.0001742910052074699,1,0.005870468794679122,0.005870468794679122,optimal,9.0,5.223508580344591e-13,-0.002909756816338973,-0.0029097568168613224,4.360588381131889e-16,3.3578937909973753e-16,2.937582037918224,0.07178979876918531,0.003602363794598933,1.0,25.0
21,9.337039470672607,0.7784809555430118,1.398521613208698,0.015684050714304246,0.0150528429520699,0.00012644691660173988,0.0,0.0,0.0044028828108943485,0.0002751801756808968,1,0.005741428557579279,0.005741428557579279,optimal,9.0,3.942200361805873e-13,-0.0028328974868107454,-0.002832897487204966,3.718904839601046e-16,2.3358772536518563e-16,2.6575953224160034,0.5314410000000002,0.003668067009534,1.0,6.0
22,9.776077032089233,0.7778615147389494,0.4632982221211452,0.014838783770729188,0.014285221108652265,8.918254167833226e-05,0.0,0.0,0.004014225721808817,0.0002508891076130511,1,0.005104718960548758,0.005104718960548758,optimal,9.0,6.59968063823811e-13,-0.0019558096296800878,-0.001955809630340055,4.0086815119912467e-16,4.712295256079091e-16,2.781077878259611,0.16677181699666577,0.0034796927559035307,1.0,17.0
23,10.220504999160767,0.7777009250521155,0.13431314532237515,0.014203078593112884,0.01369929321607619,9.056760418234061e-05,0.0,0.0,0.0037269361382388233,0.00025782008200543605,1,0.004778716613008762,0.004778716613008762,optimal,10.0,1.8766245729818096e-14,-0.0021631139772330206,-0.0021631139772517864,3.0556691825164685e-16,4.016547916128992e-15,3.5207487841417917,0.03815204244769462,0.004060746000148149,1.0,31.0
