,setting_0,setting_1,setting_2,setting_3,setting_4,setting_5
1,9.899623761650174e-07,0.0032895642741313097,1.3443724322955065e-07,8.219032086533379e-07,1.1546383685123751,6.741918363048677e-07
2,4.347403300645934e-07,0.0019883859197009027,7.262213702382307e-07,7.043452860977142e-07,0.5479938259257737,8.472035636294013e-07
3,8.544590122258685e-07,0.5255650316571527,8.932715508595643e-07,9.809909555798511e-07,1.0073839940977687,7.209058455252163e-07
