,setting_0,setting_1,setting_2,setting_3,setting_4,setting_5
1,7.363750939720354,24469.14407873123,1.0,6.1136571154612565,8588679.303255558,5.014918634962559
2,1.0,4573.732368941869,1.6704715896276043,1.6201517029557924,1260508.3725366662,1.9487576952051457
3,1.1852574334493737,729034.2212085298,1.2390960017930925,1.360775421185758,1397386.3582196904,1.0
