-8.396781358098077963e-03 2.198064455881441615e-01 -6.406471735547908386e-02 -4.407164826868641971e-01
1.319571327717679599e-01 -1.915875651457178142e-01 2.484122336618782290e-01 1.362228204933830372e-02
-1.205493393007340680e-01 -2.919363632358443206e-01 1.812374658412791439e-01 4.914694268026789659e-01
-2.634790462513147968e-01 4.312102502742499316e-02 -8.687120250898021367e-02 -1.031272337634018543e-01
3.313992049648449845e-01 8.294150712329130537e-02 -3.289891248905412735e-01 -1.076935763806169816e-01
-9.842364923925556175e-02 2.922067297985523893e-01 -4.291013354887702747e-01 -3.737561406645120154e-01
6.596169905888302210e-02 -4.055029572702640306e-01 1.597643755371703778e-01 1.188871375451098361e-01
1.901676391465798727e-02 1.832613303691931483e-01 5.489397038789101818e-02 -3.948612256919921681e-01
-3.333881580590254412e-01 2.230699372144585163e-02 -1.006829858051570270e-01 1.694085424449669197e-01
-4.807900495005107584e-03 -9.637167577614189073e-02 1.356338372431574735e-01 4.412959068754823688e-02
9.806150785985240370e-02 -1.638011877494527369e-01 4.899174749242089441e-03 2.600704107429231970e-01
-7.516298061799689401e-02 -2.685394871103399805e-02 1.215669731933442521e-01 1.260321904995071185e-01
2.492864641140571935e-01 -1.554304921377086535e-01 -1.584878058115411492e-01 1.658076379018525448e-01
2.434240580101517393e-01 -9.119071403634754214e-02 2.073016401586437463e-01 -5.865590516664140330e-02
4.550175797334991001e-01 2.186381216195311117e-01 4.252999684039541761e-01 -1.212346387502000605e-01
-1.556627477570656781e-01 5.327049056622913392e-01 2.420577089411679594e-01 9.747530850463534402e-02
-4.964920690939141068e-02 -2.221647714058850032e-01 2.363417870832972556e-01 -2.336600408124342998e-01
1.861350891251249418e-01 -1.623470051502163558e-01 8.778617447430919762e-02 7.387887245915739261e-03
2.133323245455098216e-01 1.651366134500087401e-01 1.806367406614913795e-01 7.475112662319739754e-02
4.610954527423241078e-01 1.823162278895298916e-01 3.546825001089503604e-01 -5.026130612804120823e-02
