9.901897061248254861e-02 1.517915957134174654e-01 1.252233592123185857e-01 4.134021419429276256e-02
3.880985514486794824e-02 -3.065217234968185128e-02 2.519716748332097578e-01 1.676377475259117553e-02
-2.285507871004258396e-01 -1.637630567248373192e-01 -2.550892335988322879e-01 2.348347926685401266e-01
2.118879129218756777e-02 -8.301728837816950424e-02 5.330890901753327499e-02 -1.516542276300680695e-04
-4.529046026567850602e-01 3.653395584774456473e-01 -9.756367163021233135e-02 5.924552663072664149e-01
2.955745064244429399e-01 1.626356789299251704e-01 -1.402620355611737812e-01 -1.552975400473378953e-01
-2.869806901017870615e-01 2.124757831268855868e-02 3.636389985592345386e-01 2.755330018658256885e-01
7.737761456909840463e-02 1.233897171439154450e-01 2.597632921823883612e-01 -1.101221557932504785e-01
-1.711308543266637505e-01 3.223126557964111627e-01 -1.065553659085804739e-01 3.670945690642904435e-01
2.951525887503027024e-01 -2.835813446955733896e-01 -1.427007234993592777e-01 -8.256104407316455784e-02
9.995832142122554331e-02 1.911875126271161962e-01 8.093729972711971588e-02 -1.312079978416048065e-01
-3.832158644820425342e-01 -3.386662546222549142e-02 3.940655046262405148e-01 2.450891154915261494e-01
-3.308929696006479571e-01 -2.539240406756085311e-01 3.918792633822155980e-02 1.202137645748513062e-01
-5.577788959562761384e-02 -4.708786147518825294e-01 3.990139082778047623e-03 -5.908307146118359915e-02
3.489720190445337600e-02 -8.720355822917173760e-02 -2.248391984118773834e-01 -1.549607251003454200e-01
2.158105786322693231e-01 -1.343182150084766824e-01 -4.147092051499264298e-01 3.268113437188375214e-01
1.018838492116773409e-01 7.794756192785522175e-02 3.127932236356975038e-01 1.723182002159978632e-01
2.833353296775332208e-01 -1.381429239229721995e-01 -8.184845320878687824e-02 2.184194462388962255e-01
-1.727250862953445820e-01 -4.646665493148734172e-02 3.185336935305052575e-01 1.225522431949568614e-01
3.223527476379174639e-02 -4.533628744469323513e-01 -1.918674014214021353e-02 -1.402048388411210600e-01
