2.021259788114998235e-01 2.261649278366121507e+00 1.501737360522809039e-01 2.149040488284147676e-01
1.265402900561556909e-01 8.602096889963557758e-02 4.094790834651988731e-02 2.192069258013364497e+00
1.764028911831244106e-01 1.973825798602945936e+00 1.310622284931468873e-01 1.875547901521645300e-01
2.853700003644992628e-02 2.544424800194733938e-01 1.883055458804486326e+00 3.051964707083141271e-01
1.019135145132466641e-01 6.927990491017596564e-02 3.297878683309642123e-02 1.765457326211646860e+00
1.904156294699741681e+00 1.396126695853072419e-01 2.276144866117386367e-01 3.352024385529491224e-01
1.867372019027305763e+00 1.369156478441374003e-01 2.232174557346664479e-01 3.287270358036445406e-01
1.126147567373334546e-01 7.655451463437625004e-02 3.644166403680248328e-02 1.950835944291035906e+00
2.132216589889108713e-02 1.901133533227345185e-01 1.406974133165981744e+00 2.280355248234519905e-01
3.536651248134485559e-02 3.153359895538799806e-01 2.333710772043656956e+00 3.782364921603987851e-01
3.557038941117108416e-02 3.171538033246856236e-01 2.347163887828189743e+00 3.804169077388524500e-01
1.683370670768548516e+00 1.234246757484084023e-01 2.012227420988360327e-01 2.963359443764086998e-01
2.029948709270530116e-01 2.271371577487064641e+00 1.508192976767006865e-01 2.158278708661628409e-01
1.152560784914017145e+00 8.450571441487507440e-02 1.377720579330877770e-01 2.028936315569621895e-01
1.500391298198122392e-01 1.019952721321473049e-01 4.855203456169413651e-02 2.599141853010848102e+00
1.892115902051670073e-01 2.117146241973698384e+00 1.405787201258389407e-01 2.011732339378027312e-01
1.452651481072640693e-01 1.625416086147603689e+00 1.079277890834615117e-01 1.544485704681433369e-01
3.056031718658627772e-02 2.724828428077502585e-01 2.016566984178229216e+00 3.268353694207394855e-01
8.005751716070548529e-02 5.442239140440535694e-02 2.590627754758367124e-02 1.386843843672088017e+00
2.193128303708542504e+00 1.608000866715238175e-01 2.621569323441529376e-01 3.860722764769252691e-01
