iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,mu,num_inner,inner_status,TR_radius,dxtype,normdx,minxfeasi,minyfeasi,compl,mineigvalHw,ared/pred,radius_update,dual_clipping,maxabsLagmult
0,0.0,0.7994122007520834,1.318316798730503e-15,4.0726794600909075,3.2525739953897994,2.4510161952056535,0.0,0.0,0,0.0,0.1,,,,,,,,,,,,,1.0
1,0.05902600288391113,0.7992230880324821,0.04921172396969932,0.5170006340268324,0.286916131797077,0.4300799796534931,0.0,0.0,0,0.0,0.1,1.0,successful,0.7905694150420949,tCG_REACHED_TARGET_LINEAR,0.04921458612447411,0.0819930547895957,0.08617554823370044,0.11092610103248302,,0.8268979095752766,unchanged,False,1.1715804653129447
1,0.14244365692138672,0.7969406404578815,0.1682279567519015,0.400880536430667,0.04952009377225338,0.3978102120380101,0.0,0.0,0,0.0,0.1,2.0,successful,0.7905694150420949,tCG_REACHED_TARGET_LINEAR,0.16836152547544517,0.07821545335892169,0.08827447016392677,0.023747241208648823,,0.8868341863686169,unchanged,False,1.2576019535393126
1,0.22623586654663086,0.7969406404578815,1.522261117248522e-15,0.400880536430667,0.04952009377225338,0.3978102120380101,0.0,0.0,0,0.0,0.1,3.0,primal_infeasible,0.7905694150420949,tCG_EXCEEDED_TR,0.7905694150420947,-0.06587110093178272,0.10455380418411354,0.2083800533051734,,,,,1.2576019535393126
1,0.32219958305358887,0.7941898725644135,0.1974118973903574,0.4035938598244125,0.05453005196633677,0.3998930821113515,0.0,0.0,0,0.0,0.1,4.0,successful,0.19764235376052366,tCG_EXCEEDED_TR,0.19764235376052353,0.08048940829467954,0.11005427418284283,0.010248667381985509,,0.847476181524139,expanded,False,1.2558631571432113
1,0.41788768768310547,0.7941898725644135,1.0295784775289032e-15,0.4035938598244125,0.05453005196633677,0.3998930821113515,0.0,0.0,0,0.0,0.1,5.0,unsuccessful,0.39528470752104733,tCG_NEGATIVE_CURVATURE,0.39528470752104594,0.08120907444641942,0.11102797402212101,0.05042181427410503,,-1.0788543746696995,reduced,,1.2558631571432113
1,0.513784646987915,0.7927941457308506,0.09878195140243572,0.4010497418871619,0.03457930275949145,0.39955621292682536,0.0,0.0,0,0.0,0.1,6.0,successful,0.09882117688026183,tCG_NEGATIVE_CURVATURE,0.09882117688026107,0.07931796310721403,0.11210173434287721,0.0030886268708626486,,0.9249561013536995,expanded,False,1.257308510165818
1,0.6095619201660156,0.789718138790482,0.19738935301351232,0.40518480229538995,0.06659568896585312,0.3996745403729359,0.0,0.0,0,0.0,0.1,7.0,successful,0.19764235376052366,tCG_EXCEEDED_TR,0.19764235376052447,0.08146784737062222,0.10828102852353956,0.010589076317264409,,0.7775360896476923,expanded,False,1.2588886133023351
1,0.6806144714355469,0.7896447394255356,0.020078215186049127,0.40047753491725446,0.024186231510602643,0.3997465224097844,0.0,0.0,0,0.0,0.1,8.0,successful,0.39528470752104733,tCG_REACHED_TARGET_LINEAR,0.020078397647071308,0.0796663468057904,0.1100650313578307,0.0004312376482951525,,0.9956809292043962,unchanged,False,1.2555942753992224
1,0.7641606330871582,0.7896447394255356,1.5423711185402544e-15,0.40047753491725446,0.024186231510602643,0.3997465224097844,0.0,0.0,0,0.0,0.1,9.0,unsuccessful,0.39528470752104733,tCG_EXCEEDED_TR,0.3952847075210474,0.08305753383442967,0.1022543169895188,0.045117267326154696,,-1.1528982555182552,reduced,,1.2555942753992224
1,0.8471195697784424,0.7881394279722461,0.09878086749974077,0.40601400529142884,0.07139643692382153,0.3996872793664707,0.0,0.0,0,0.0,0.1,10.0,successful,0.09882117688026183,tCG_EXCEEDED_TR,0.09882117688026183,0.0798512434154894,0.11072395505903176,0.0027488186169973275,,0.875337955855064,expanded,False,1.2535183799382144
1,0.9561948776245117,0.7846710602861654,0.19741453073528092,0.4149597418899704,0.113898635575805,0.3990221650527209,0.0,0.0,0,0.0,0.1,11.0,successful,0.19764235376052366,tCG_EXCEEDED_TR,0.19764235376052372,0.0818352017720963,0.10398473167706829,0.008374766874736275,,0.9581724242569433,expanded,False,1.262019501789337
1,1.0705757141113281,0.7846710602861654,2.1065000811460214e-15,0.4149597418899704,0.113898635575805,0.3990221650527209,0.0,0.0,0,0.0,0.1,12.0,unsuccessful,0.39528470752104733,tCG_NEGATIVE_CURVATURE,0.39528470752111305,0.08350500546911678,0.109771772227067,0.04048721958725347,,-0.12983296886448692,reduced,,1.262019501789337
1,1.1830945014953613,0.783011076418393,0.09878733011270131,0.4023894223233039,0.05248245417957718,0.39895217658382415,0.0,0.0,0,0.0,0.1,13.0,successful,0.09882117688026183,tCG_NEGATIVE_CURVATURE,0.0988211768802917,0.07944617345504164,0.10895213298816606,0.003118246572286016,,0.953911518981825,unchanged,False,1.254664877985189
1,1.2918877601623535,0.7811711455923485,0.09879602926345096,0.40546391847699326,0.07049592623345204,0.39928850919004105,0.0,0.0,0,0.0,0.1,14.0,successful,0.09882117688026183,tCG_NEGATIVE_CURVATURE,0.09882117688026201,0.08016039643201954,0.10490828755055111,0.0023823883424781904,,0.970875315758477,expanded,False,1.2613824729489795
1,1.4009804725646973,0.7770144002809809,0.197363011546708,0.4061110290167399,0.07463428083398123,0.39919405307873734,0.0,0.0,0,0.0,0.1,15.0,successful,0.19764235376052366,tCG_NEGATIVE_CURVATURE,0.19764235376052774,0.07994167299015836,0.1094521032086899,0.00935186862543464,,0.8155706995295771,unchanged,False,1.2547681752199515
