iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,mu,num_inner,inner_status,TR_radius,dxtype,normdx,minxfeasi,minyfeasi,compl,mineigvalHw,ared/pred,radius_update,dual_clipping,maxabsLagmult
0,0.0,-0.45449999610360714,2.580956827951785e-08,3.7734157195529505,3.638497793398989,0,0.0,0.1,,,,,,,,,,,,,1.0
1,0.057089805603027344,-0.5187798843243691,0.16868679042450724,5.988988715923946,5.967569908151535,0,0.0,0.1,1.0,successful,0.39269908169872414,,0.17030522137923215,0.052684351168134025,-3.115857468793436,0.5086955530879117,,0.10147500238788404,reduced,True,3.4738717509621857
1,0.068145751953125,-0.6206250865629538,0.09786116982311296,2.708492501491908,2.676107889311492,0,0.0,0.1,2.0,successful,0.09817477042468103,,0.09817477042468102,0.09090573970592938,-0.6199136718798823,0.2243636557358532,,1.2207261494750685,expanded,True,0.9097869879294432
1,0.07920622825622559,-0.8299726610877549,0.19388305158888458,1.7953723142117892,1.7438869803766153,0,0.0,0.1,3.0,successful,0.19634954084936207,,0.19634954084936207,0.13521292166079232,0.27546581467860864,0.03925419978871516,,0.9694564484547314,expanded,False,0.8421416830996475
1,0.09325599670410156,-1.1201970723728514,0.3579190572097135,0.4389213984653727,0.23587598161029344,0,0.0,0.1,4.0,successful,0.39269908169872414,,0.37402893873087784,0.10648039362272102,0.2088150237482213,0.0962664262365136,,0.8287356305051151,unchanged,False,0.632677821777602
1,0.10400032997131348,-1.065774963247724,0.07766109586299909,0.4512075155409186,0.047043020133549655,0,0.0,0.044562546906687275,5.0,converged,0.39269908169872414,,0.07781760450370175,0.13876300935034513,0.30334617049924995,0.008514566390228077,,,,,0.7448327991873687
2,0.11925196647644043,-1.1433500015943565,0.08660131529858557,0.22944286887125878,0.10212143208027699,0,0.0,0.044562546906687275,1.0,successful,1.0,,0.08681846391224216,0.11637890971528354,0.10539604947699022,0.02028214844857914,,1.3687511549544065,unchanged,False,0.4496271261350898
2,0.1336374282836914,-1.1854873389171985,0.0716701414926051,0.19944485365800269,0.01587463909910281,0,0.0,0.019071660577213115,2.0,converged,1.0,,0.07179310798672937,0.09645637801936292,0.11387575410699871,0.0008811921070579917,,,,,0.45877910176988845
3,0.14726710319519043,-1.2466166657420725,0.09883235047518295,0.12899397729726628,0.09224216854039208,0,0.0,0.019071660577213115,1.0,successful,1.0,,0.09915540540057625,0.0604799433650075,0.03610036738617779,0.010115864742023932,,1.3165038589176512,unchanged,False,0.3674285747964817
3,0.16402983665466309,-1.2729873777087715,0.07674395245733424,0.08719663430422046,0.019800337772073764,0,0.0,0.019071660577213115,2.0,successful,1.0,,0.07689497285260977,0.04729936328468464,0.04061161506424769,0.0007961110004017903,,0.985662036090463,unchanged,False,0.39456515213722115
3,0.19321632385253906,-1.2719685243042707,0.016025122423955093,0.08526142565194729,0.0004368331419457256,0,0.0,0.00782308301253655,3.0,converged,1.0,,0.01602649433963784,0.049255942814670266,0.03969042235585655,4.2905872378261525e-05,,,,,0.3868374853841659
