iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,stepsize,linesearch_status,linesearch_counter
12,0.08108782768249512,-1.264571094531089,2.9802322387695312e-08,7.101065017420521e-13,7.800917412376546e-16,0,0.0,5.0440970262570625e-25,8.427443663131022e-07,3.1761792708295355e-13,1.0269004024829873,1.0,True,0.0
13,0.08739185333251953,-1.264571094531724,0.0,6.666098592948707e-16,6.666095905897068e-16,0,0.0,4.565482748386038e-31,2.59939139256171e-08,2.676725427586977e-19,1.0269004024837243,1.0,True,0.0
14,0.10843491554260254,-1.264571094531724,0.0,6.666098592948707e-16,6.666095905897068e-16,0,0.0,4.565482748386038e-31,2.59939139256171e-08,2.6767254275869753e-19,1.0269004024837243,8.881784197001252e-16,False,51.0
15,0.1166226863861084,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531495e-27,1.0269004024837243,1.0,True,0.0
16,0.1384749412536621,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531489e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
17,0.16000771522521973,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531483e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
18,0.18143773078918457,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531477e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
19,0.20253276824951172,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.95785703153147e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
20,0.22412109375,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531463e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
21,0.24537181854248047,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531456e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
22,0.2669539451599121,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.95785703153145e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
23,0.288470983505249,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531444e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
24,0.3094508647918701,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531439e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
25,0.33065176010131836,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531433e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
26,0.35202980041503906,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531427e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
27,0.3729898929595947,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.95785703153142e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
28,0.3937199115753174,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531413e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
29,0.4149508476257324,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531408e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
30,0.4354879856109619,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531401e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
31,0.45638084411621094,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531394e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
32,0.47765493392944336,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531388e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
33,0.5059640407562256,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531383e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
34,0.5357906818389893,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531377e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
35,0.5612947940826416,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.95785703153137e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
36,0.584561824798584,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531364e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
37,0.6096997261047363,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531358e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
38,0.6333057880401611,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531353e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
39,0.654930830001831,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531345e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
40,0.6781527996063232,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.95785703153134e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
41,0.6991438865661621,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531334e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
42,0.7202060222625732,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531327e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
43,0.7411708831787109,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531321e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
44,0.7617337703704834,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531315e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
45,0.7835676670074463,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531308e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
46,0.803912878036499,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531302e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
47,0.8241410255432129,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531295e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
48,0.8442506790161133,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.95785703153129e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
49,0.8650259971618652,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531284e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
50,0.8854210376739502,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531278e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
51,0.9066379070281982,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531272e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
52,0.9269239902496338,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531266e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
53,0.9472918510437012,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531259e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
54,0.9684007167816162,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531253e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
55,0.9897348880767822,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531248e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
56,1.0105619430541992,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.95785703153124e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
57,1.0311808586120605,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531233e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
58,1.0513830184936523,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531228e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
59,1.0729310512542725,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531222e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
60,1.0939788818359375,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531215e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
61,1.1147828102111816,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531209e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
62,1.1346309185028076,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531203e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
63,1.155334711074829,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531198e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
64,1.177393913269043,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.95785703153119e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
65,1.1983678340911865,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531186e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
66,1.2184858322143555,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531179e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
67,1.239973783493042,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531172e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
68,1.2599208354949951,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531166e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
69,1.280289888381958,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531159e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
70,1.3005518913269043,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531153e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
71,1.320770025253296,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531147e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
72,1.3407390117645264,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531142e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
73,1.3606739044189453,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.957857031531134e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
74,1.3865818977355957,-1.264571094531724,0.0,6.574029810734819e-16,6.574029810734819e-16,0,0.0,4.229342157874369e-31,2.550164556199668e-08,6.95785703153113e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
75,1.3931057453155518,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.4789286044839664e-27,1.0269004024837243,0.5,True,1.0
76,1.4142568111419678,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483963e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
77,1.435356855392456,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.47892860448396e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
78,1.4566378593444824,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483957e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
79,1.4772169589996338,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483954e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
80,1.4978437423706055,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483951e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
81,1.5178229808807373,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483948e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
82,1.5381019115447998,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483945e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
83,1.5583198070526123,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483942e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
84,1.5781917572021484,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483939e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
85,1.5987827777862549,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483935e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
86,1.619011640548706,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483933e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
87,1.6391217708587646,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.4789286044839284e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
88,1.659182071685791,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.4789286044839255e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
89,1.6796159744262695,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483923e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
90,1.69976806640625,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.47892860448392e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
91,1.719925880432129,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483917e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
92,1.7400870323181152,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483914e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
93,1.7607738971710205,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483911e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
94,1.781580924987793,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.4789286044839076e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
95,1.8017559051513672,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483904e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
96,1.8219738006591797,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483901e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
97,1.8423926830291748,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483898e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
98,1.8624658584594727,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483894e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
99,1.882817029953003,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483891e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
100,1.9031198024749756,-1.264571094531724,0.0,6.574029810720349e-16,6.574029810720349e-16,0,0.0,4.198527278764174e-31,2.5455067019524937e-08,3.478928604483888e-27,1.0269004024837243,8.881784197001252e-16,False,51.0
