iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,-0.5430984348096605,2.1073424255447017e-08,1.6416307404384103,1.3019030255561908,0.0,0.0,1.0,1.0
1,0.021940946578979492,-1.014386594707585,0.5921730869916737,0.40402248164963894,2.0734224293174398e-05,0.0,0.0,1.0,0.9308857943848322
2,0.03373408317565918,-1.1149867064975838,0.19310666439105884,0.14293891354250207,4.4907680722146995e-05,0.0,0.0,1.0,0.8942383445208487
3,0.04685497283935547,-1.2355657815285228,0.12223688042757323,0.06843043185460995,8.639359863755216e-07,0.023093470257318293,0.004618694051463658,1.0,0.917331814778167
4,0.056017160415649414,-1.2699386193814426,0.05873324307007192,0.05260917163418984,1.6794997441932524e-05,0.03172734111494828,0.006345468222989656,1.0,0.9490591558931153
5,0.06348109245300293,-1.2786495077319737,0.03726091569091239,0.04224416873184212,1.5410760391850237e-05,0.028175922681470608,0.005635184536294122,1.0,0.9772350785745859
6,0.07042598724365234,-1.2760770158680712,0.02060533175037298,0.030418207587099903,2.102043677624427e-06,0.020410834013810192,0.004082166802762038,1.0,0.9976459125883961
7,0.07499909400939941,-1.2679795971252843,0.01011363511545887,0.01742195255162188,0.000127036285751399,0.010885450547351327,0.0021770901094702653,1.0,1.0085313631357473
8,0.07944178581237793,-1.2645372810471232,0.005558047090740957,0.0107357699107725,3.1860688835692117e-05,0.00603675899436108,0.001207351798872216,3.3333333333333335,1.0145681221301084
9,0.08638787269592285,-1.2634657737292176,0.006718201335314525,0.0044100338272668495,1.0763274511791676e-07,0.002062227766512826,0.0004124455533025652,3.3333333333333335,1.0214422146851512
10,0.09004998207092285,-1.2638003371959223,0.003209737269662716,0.0020597334870014953,5.078705609601384e-05,0.000851047404088563,0.0001702094808177126,3.3333333333333335,1.0242790393654464
11,0.09369015693664551,-1.2641412130861909,0.0016230686233062541,0.0010155255726204732,7.164244070789875e-05,0.00039536224112294704,7.907244822458941e-05,3.3333333333333335,1.025596913502523
12,0.09820103645324707,-1.2643470615981778,0.000831451555464929,0.0005089488583917079,4.6983140766620035e-07,0.00019503374334439532,3.900674866887906e-05,3.3333333333333335,1.0262470259803376
13,0.1033010482788086,-1.264454980563921,0.0004196774733105617,0.00025672554474504743,1.2058193859605963e-07,9.691672945566345e-05,1.9383345891132692e-05,3.3333333333333335,1.0265700817451897
14,0.10768294334411621,-1.264511665285602,0.0002134282866142444,0.00013007881163293563,3.1428185196295145e-08,4.883240099926505e-05,9.76648019985301e-06,3.3333333333333335,1.0267328564151872
15,0.11214590072631836,-1.2645408142476364,0.0001085018421755867,6.602760833084975e-05,8.143506448940435e-09,2.4736850524793083e-05,4.947370104958616e-06,3.3333333333333335,1.0268153125836033
16,0.11685490608215332,-1.2645556911847537,5.5151667636128376e-05,3.3540263234350144e-05,2.105728336095728e-09,1.2556637964047661e-05,2.5113275928095324e-06,3.3333333333333335,1.0268571680434835
