iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,mu,num_inner,inner_status,TR_radius,dxtype,normdx,minxfeasi,minyfeasi,compl,mineigvalHw,ared/pred,radius_update,dual_clipping,maxabsLagmult
0,0.0,0.789747304854379,1.5779233923431831e-15,3.2256994354917636,2.0054085790763048,2.526553636695457,0.0,0.0,0,0.0,0.1,,,,,,,,,,,,,1.0
1,0.058715105056762695,0.7900158119642678,0.08479044961711632,0.502978952217596,0.23290800412469212,0.4458045401165887,0.0,0.0,0,0.0,0.1,1.0,successful,0.7905694150420949,tCG_REACHED_TARGET_LINEAR,0.08480385657179332,0.08230760914553993,0.10370774767710067,0.13598497417770108,,0.9085294544466214,unchanged,True,1.1752000990504388
1,0.14394378662109375,0.7881293999668852,0.21472022859969975,0.40014129303022034,0.05138931456279749,0.3968276612544323,0.0,0.0,0,0.0,0.1,2.0,successful,0.7905694150420949,tCG_REACHED_TARGET_LINEAR,0.21495303705832636,0.080779172538449,0.10361557011600844,0.01726682292704577,,0.9424744633996526,unchanged,False,1.2514635850788072
1,0.25327634811401367,0.7881293999668852,1.2755491433176288e-15,0.40014129303022034,0.05138931456279749,0.3968276612544323,0.0,0.0,0,0.0,0.1,3.0,unsuccessful,0.7905694150420949,tCG_NEGATIVE_CURVATURE,0.7905694150420954,0.07233994348324829,0.0897831458839732,0.08629738449913292,,-2.981120841091417,reduced,,1.2514635850788072
1,0.3489210605621338,0.7849112644584828,0.19738592015524373,0.4026911710376058,0.05091441881645932,0.3994595113252662,0.0,0.0,0,0.0,0.1,4.0,successful,0.19764235376052372,tCG_EXCEEDED_TR,0.19764235376052375,0.0806371871184936,0.10212556687133208,0.005956008710635184,,0.93364490000833,expanded,False,1.264237685613322
1,0.4447181224822998,0.7784814690423761,0.39305655476452117,0.4109033180893585,0.09673014636294476,0.3993555002769435,0.0,0.0,0,0.0,0.1,5.0,successful,0.39528470752104744,tCG_NEGATIVE_CURVATURE,0.3952847075210479,0.08097511791842565,0.11066737572812098,0.015013638738981424,,0.7973037266611026,expanded,False,1.2444162023420808
1,0.553816556930542,0.7590547212935818,0.7742760358202622,0.4328134037457675,0.15730756810506438,0.40321429969541916,0.0,0.0,0,0.0,0.1,6.0,successful,0.7905694150420949,tCG_NEGATIVE_CURVATURE,0.7905694150420944,0.07179048817341072,0.0972755230488244,0.057689691596609624,,0.2711101846152146,unchanged,False,1.2723349298308748
1,0.5996778011322021,0.7591389895977861,0.02641132250417669,0.4132910724067336,0.10277741666651861,0.4003077730377774,0.0,0.0,0,0.0,0.1,7.0,successful,0.7905694150420949,tCG_REACHED_TARGET_LINEAR,0.02641197798442382,0.07825786733643898,0.10065723309273351,0.0024010193305936183,,0.968013683956814,unchanged,False,1.2806297542210023
1,0.7095189094543457,0.7591389895977861,1.4390135079995448e-15,0.4132910724067336,0.10277741666651861,0.4003077730377774,0.0,0.0,0,0.0,0.1,8.0,unsuccessful,0.7905694150420949,tCG_EXCEEDED_TR,0.7905694150420954,0.009658557216477948,0.07587150674118265,0.2006061744196394,,-13.615909258047356,reduced,,1.2806297542210023
1,0.8178925514221191,0.7534975084812549,0.19730390628817285,0.4107287645308181,0.09946513411050972,0.3985032058960009,0.0,0.0,0,0.0,0.1,9.0,successful,0.19764235376052372,tCG_EXCEEDED_TR,0.19764235376052386,0.07527369934498088,0.10181891710479017,0.013199307845111481,,0.9515889543332211,expanded,False,1.233179603961877
1,0.926241397857666,0.7379243526078134,0.3927696034680407,0.43766357652443866,0.18519356273314228,0.3965510692689769,0.0,0.0,0,0.0,0.1,10.0,successful,0.39528470752104744,tCG_EXCEEDED_TR,0.39528470752105394,0.06959330589515028,0.08643082304665359,0.02545829109326039,,0.5894760482989438,unchanged,False,1.2996785756809233
1,1.0224804878234863,0.7376109938427883,0.08407513951025238,0.40412702266801914,0.07685522414124434,0.3967517170381456,0.0,0.0,0,0.0,0.1,11.0,successful,0.39528470752104744,tCG_REACHED_TARGET_LINEAR,0.0840910556172959,0.07906582206221813,0.10714975490861348,0.006273439681285932,,1.0154253299243436,unchanged,False,1.2439568670268946
1,1.1416513919830322,0.7376109938427883,1.1046579618885437e-15,0.40412702266801914,0.07685522414124434,0.3967517170381456,0.0,0.0,0,0.0,0.1,12.0,unsuccessful,0.39528470752104744,tCG_NEGATIVE_CURVATURE,0.3952847075210473,0.049215163152374494,0.10402216639060514,0.07127290929738955,,-1.4766462025658347,reduced,,1.2439568670268946
1,1.2378971576690674,0.7334610755619496,0.09877128289319563,0.500003456435457,0.30125770671653784,0.39905795392561266,0.0,0.0,0,0.0,0.1,13.0,successful,0.09882117688026186,tCG_EXCEEDED_TR,0.09882117688026187,0.07763233946243168,0.11128265381787927,0.004082354057690841,,0.9400232438689242,expanded,False,1.2604906229104877
1,1.3463869094848633,0.7260775816341573,0.19731273026526164,0.42296579749495566,0.14162506612017034,0.398550381378567,0.0,0.0,0,0.0,0.1,14.0,successful,0.19764235376052372,tCG_NEGATIVE_CURVATURE,0.19764235376052405,0.07437864591660191,0.10605342965308956,0.01454810056255589,,0.7729634747843191,expanded,False,1.2610944880785333
1,1.4676272869110107,0.7260775816341573,1.2462222543165673e-15,0.42296579749495566,0.14162506612017034,0.398550381378567,0.0,0.0,0,0.0,0.1,15.0,unsuccessful,0.39528470752104744,tCG_EXCEEDED_TR,0.39528470752150163,0.03650770735071801,0.08775064988656509,0.1021841651818404,,-2.7230655104941284,reduced,,1.2610944880785333
