iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,tr_radius,barrier_parameter,maxabsLagmult
0,0.0,-0.0005297911989034174,0.0,0.7502363614069288,0.5694227907525904,2.220446049250313e-16,6.661338147750939e-18,1.0,0.1,0.44694677149632406
1,0.023311376571655273,0.0020588812351678616,0.39690868676403634,1.059037046521621,0.4560899614910162,0.5692154006993009,0.029152164297074304,7.0,0.1,0.5797059404809665
2,0.034071922302246094,-0.11485457009463028,0.2137289898358887,0.4821024520959834,0.1063972272363097,0.29704180482939124,0.017841906415020835,15.843868737012917,0.1,0.27235662516573106
3,0.04300212860107422,-0.11485457009463028,0.0,0.4821024520959834,0.1063972272363097,0.29704180482939124,0.017841906415020835,1.5843868737012918,0.1,0.27235662516573106
4,0.0515444278717041,-0.11485457009463028,0.0,0.4821024520959834,0.1063972272363097,0.29704180482939124,0.017841906415020835,0.6139920286690732,0.1,0.27235662516573106
5,0.06071925163269043,-0.11485457009463028,0.0,0.4821024520959834,0.1063972272363097,0.29704180482939124,0.017841906415020835,0.3069960143345366,0.1,0.27235662516573106
6,0.06969046592712402,-0.11485457009463028,0.0,0.4821024520959834,0.1063972272363097,0.29704180482939124,0.017841906415020835,0.1534980071672683,0.1,0.27235662516573106
7,0.08039498329162598,0.007958215782028363,0.13059202609093606,0.9930061217119466,0.28207649907047777,0.28003483220884906,0.015696005613152573,0.3069960143345366,0.1,0.8321268089516478
8,0.08976268768310547,0.007958215782028363,0.0,0.9930061217119466,0.28207649907047777,0.28003483220884906,0.015696005613152573,0.15243544616547056,0.1,0.8321268089516478
9,0.10088729858398438,-0.08692985732684975,0.12489844967855158,0.44397481579271425,0.1225215178950131,0.1914054037589954,0.01589480805010528,0.15243544616547056,0.1,0.2312525775529183
10,0.1112363338470459,0.029833416708980806,0.12927034269909762,0.8615460010389563,0.248067722965572,0.1946378446551047,0.015875249932436837,0.15243544616547056,0.1,0.6887712688030938
11,0.11967253684997559,0.029833416708980806,0.0,0.8615460010389563,0.248067722965572,0.1946378446551047,0.015875249932436837,0.07621772308273528,0.1,0.6887712688030938
12,0.12956738471984863,-0.03500597561846004,0.06873761017515323,0.487482900569039,0.18692037210508275,0.18950313818748787,0.01500255976786637,0.15243544616547056,0.1,0.3329568125028356
13,0.1400599479675293,0.025780134582369447,0.10443015956157392,0.8649702119000497,0.26774148091293204,0.1772278375997649,0.015090210666008448,0.30487089233094117,0.1,0.703277909032379
14,0.14897608757019043,0.025780134582369447,0.0,0.8649702119000497,0.26774148091293204,0.1772278375997649,0.015090210666008448,0.0952144953844084,0.1,0.703277909032379
15,0.15902233123779297,-0.055427665420845366,0.08570446937726042,0.4406941266569579,0.1568457288607538,0.16654678036361825,0.014273187523223978,0.0952144953844084,0.1,0.2807226453850209
16,0.16916656494140625,0.005472675569591738,0.07502080440103859,0.9265866433895493,0.31554988119958516,0.16185069794673668,0.014174591484104928,0.19042899076881684,0.1,0.7737414838586428
17,0.1783735752105713,0.005472675569591738,0.0,0.9265866433895493,0.31554988119958516,0.16185069794673668,0.014174591484104928,0.09521449538440842,0.1,0.7737414838586428
18,0.18910956382751465,-0.06040634587900382,0.07718605113326142,0.4283508737414262,0.1548725334380344,0.14644504288913707,0.013606009307755856,0.09521449538440842,0.1,0.27311008652602825
19,0.19978880882263184,0.003309365963675641,0.07645728730165648,0.9061568363632566,0.3220134349150177,0.1465731681295004,0.013552642388466105,0.19042899076881684,0.1,0.749454794860472
