iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,mu,num_inner,inner_status,TR_radius,dxtype,normdx,minxfeasi,minyfeasi,compl,mineigvalHw,ared/pred,radius_update,dual_clipping,maxabsLagmult
0,0.0,-0.5077647390306161,0.0,3.3764310097571175,3.2249474978128667,0,0.0,0.1,,,,,,,,,,,,,1.0
1,0.8521268367767334,-0.5077647390306161,0.0,3.3764310097571175,3.2249474978128667,0,0.0,0.1,1.0,primal_infeasible,1.0,boundary,0.9999999999999999,-0.24551881748791618,-1.2413350336799454,1.1045606424285663,,,,,1.0
1,1.7937431335449219,-0.9275968167376744,0.4636476090008059,0.8440938459958629,0.8001446418633843,0,0.0,0.1,2.0,successful,0.49999999999999994,boundary,0.4999999999999999,0.08345945550130235,-0.4790592896146857,0.4564618852000785,,0.6723413126635598,unchanged,True,1.0174657456366054
1,2.3394150733947754,-1.1304794529445106,0.4636476090008064,0.7681486202786358,0.4947255593933176,0,0.0,0.1,3.0,successful,0.49999999999999994,boundary,0.4999999999999999,0.1108908925809152,0.22419210487703767,0.2795773388893909,,0.29817376455878547,unchanged,False,0.7867493578415529
1,3.5866811275482178,-1.1304794529445106,2.1073424255447017e-08,0.7681486202786358,0.4947255593933176,0,0.0,0.1,4.0,unsuccessful,0.49999999999999994,boundary,0.49999999999999994,0.07723545859968933,-0.02530375747747715,0.13670621571499536,,-1.2929797673800516,reduced,,0.7867493578415529
1,4.096614122390747,-1.0560853101166428,0.1243549945467616,0.5012937845507871,0.2009434661643678,0,0.0,0.1,5.0,successful,0.12499999999999999,boundary,0.12499999999999999,0.13861040093518476,0.3231277392385557,0.02729478804599483,,0.39518834501830596,unchanged,False,0.7189082041905726
1,4.580901145935059,-1.0560853101166428,0.0,0.5012937845507871,0.2009434661643678,0,0.0,0.1,6.0,unsuccessful,0.12499999999999999,boundary,0.12499999999999997,0.13636370363308853,0.22809759434663623,0.016869074023718022,,-0.575370252209529,reduced,,0.7189082041905726
1,5.0707619190216064,-1.0697027688200698,0.03123983343026484,0.4463270995503386,0.010655758589746269,0,0.0,0.012679145539688907,7.0,converged,0.031249999999999997,boundary,0.031249999999999993,0.13627032413861645,0.30963351918312076,0.0017229828900841015,,,,,0.733238461939816
2,5.551198244094849,-1.0697027688200698,0.0,0.4463270995503386,0.010655758589746269,0,0.0,0.012679145539688907,1.0,primal_infeasible,1.0,boundary,0.9999999999999999,-0.021538427256418118,-0.7110751814654064,0.5858724966691851,,,,,0.733238461939816
2,6.009752988815308,-1.3044719645926284,0.4636476090008064,0.547311768773026,0.5383913379986992,0,0.0,0.012679145539688907,2.0,successful,0.49999999999999994,boundary,0.49999999999999994,0.02498632671365773,-0.31886858119977624,0.22815870198703225,,0.45081758909554137,unchanged,True,0.6308370844724149
