iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,Phi,sigma,rho,maxabsLagmult,normNTdirx,normNTdirw,stepsize,linesearch_status,linesearch_counter,linesearch_RightItem,gradfNTdir,NTdir_error1,NTdir_error2,NTdir_norm,NTdir_angle,CovDerivKKT_minabseigval
0,0.0,-0.5093080157946567,2.9802322387695312e-08,4.986888432851818,4.8855968153042735,0.9999999999999998,0.0,-2.220446049250313e-16,0,0.0,112.82289610009502,0.5,1.0,1.0,,,,,,,,,,,,
1,2.065718650817871,-0.9961005413598509,0.42022968848287634,1.9156031581899498,1.5271369894931497,1.15645496020775,0.0,-1.1102230246251565e-16,0,0.0,36.07537930894108,0.5,0.6842951981793961,1.2353211214926914,0.8936961382549132,6.2913125431640555,0.5,True,1.0,-175.64579220019004,-1.2285881604315074,5.0513574907097e-15,2.842170943040401e-14,6.2913125431640555,0.3447385779010885,-0.6180339887498939
2,4.193056106567383,-0.9548677537343822,0.16895362630293548,1.4868948931803037,0.33810044636825703,1.447944926967615,0.0,0.0,0,0.0,2.2720692081273355,0.5,0.20713834292678818,1.658185429000124,0.17057980901512282,3.83789447940551,1.0,True,0.0,-48.737762705313216,0.0034988652050270633,1.6401156101035464e-14,2.842170943040401e-14,3.83789447940551,0.324023025512776,-0.38069069961714214
3,6.339451313018799,-0.9860639676857768,0.02197227722225342,0.7502821561829726,0.10733739982414126,0.7425644729486881,0.0,-1.1102230246251565e-16,0,0.0,0.563189664271117,0.5,0.10502030235970866,1.0935578507760342,0.021975813837630663,4.94016917874601,1.0,True,0.0,-2.398823760731886,-0.03154074855733719,1.460336694688939e-15,1.3322676295501878e-15,4.94016917874601,0.05006182284490747,-0.09308140488842975
4,8.48396921157837,-1.0934889146712188,0.07044323602457513,0.4099076463847894,0.16586529938076194,0.3748506116122098,0.0,-1.1102230246251565e-16,0,0.0,0.16873003370556636,0.5,0.05303112889929817,0.7455801641620876,0.07055998673947089,2.549620292102663,1.0,True,0.0,-0.5749161331560027,-0.1111590467087802,1.4165785165404352e-15,4.440892098500626e-16,2.549620292102663,0.11861164470220614,-0.15610717245549544
5,10.612890243530273,-1.247567417513157,0.11700726973688574,0.22110495182778583,0.10907155814097005,0.1923299116816427,0.0,-2.220446049250313e-16,0,0.0,0.04944588598140857,0.4715552026483431,0.02726829409466448,0.582564221870511,0.11754418072545912,1.226967600420489,1.0,True,0.0,-0.19684503579443385,-0.1648923721970976,1.1439375928611603e-15,2.220446049250313e-16,1.226967600420489,0.10026206838707145,-0.2295847626510979
6,12.757195472717285,-1.3826362099535272,0.13356352968296373,0.10749105809508053,0.04852235903525591,0.09591615215412728,0.0,0.0,0,0.0,0.011801173724166244,0.32959552072357395,0.013619658168492022,0.494186790410186,0.13436346113415046,0.6718406468431497,1.0,True,0.0,-0.06382881978287283,-0.1495133995456023,2.0145033863393297e-15,4.579669976578771e-16,0.6718406468431497,0.11835680292746775,-0.27185984230849797
7,14.875265836715698,-1.4751558850632718,0.12973708984029445,0.04530254389866321,0.02651503334125265,0.036732458270616296,0.0,-2.220446049250313e-16,0,0.0,0.0021471188174086845,0.21526033882480106,0.005168705431059525,0.42780978614116794,0.13046992330432003,0.4825069048157474,1.0,True,0.0,-0.017488512415578458,-0.10691842503605843,1.021056846326752e-15,1.5612511283791264e-16,0.4825069048157474,0.12661782601648808,0.20019432790165678
8,17.02925753593445,-1.5204759632850395,0.10241249036302662,0.013660363899325649,0.00847045040913591,0.010717136358578664,0.0,0.0,0,0.0,0.00021556180402969137,0.12116939860625223,0.0014692094564514135,0.39060650794893426,0.1027720438110446,0.2853211234849087,1.0,True,0.0,-0.0037191585358068947,-0.054066313755603466,1.5987086728516513e-15,1.448494102440634e-16,0.2853211234849087,0.09815919483625007,0.12070460029440154
9,19.162983894348145,-1.5282138577672812,0.030050024863461297,0.007777286492409844,0.004656645506274437,0.006229112120833491,0.0,-2.220446049250313e-16,0,0.0,7.028181520372782e-05,0.09156104536437185,0.0008511640047154075,0.38783251054986495,0.06011814645849089,0.14536077588447507,0.5,True,1.0,-0.000404968267309754,-0.016855611257109982,1.0248574617628291e-15,9.107298248878237e-18,0.14536077588447507,0.06915657150965986,0.07242496490974737
