iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,-0.5093080157946567,2.9802322387695312e-08,4.986888432851818,4.8855968153042735,0.9999999999999998,0.0,-2.220446049250313e-16,0.0,0.0,1.0,1.0
1,0.01791071891784668,-1.1148734165463052,0.5781570592934441,0.8501312895938559,7.255176462827654e-05,0.8501312864980054,0.0,0.0,0.0,0.0,1.0,0.9359693556289026
2,0.02034783363342285,-1.1148713773256669,7.6293654273825355e-06,0.7015107221727062,1.0355724941946093e-05,0.7015107220962704,0.0,-1.1102230246251565e-16,0.0,0.0,3.3333333333333335,0.8719381457775486
3,0.03327441215515137,-1.1328635038759653,0.0316604229116633,0.24600478256240657,0.0014083373110638981,0.24600075127851784,0.0,0.0,0.0,0.0,11.111111111111112,0.6602771578020781
4,0.05311012268066406,-1.4974997953213678,0.48354714636760715,0.01749268098794352,0.0004643372141645075,0.017486517065942623,0.0,-2.220446049250313e-16,0.0,0.0,11.111111111111112,0.43619721363540215
5,0.06306672096252441,-1.5317829518087798,0.0726813180028721,0.0030196754619993267,0.0011707836526407812,0.0027834700527417135,0.0,-1.1102230246251565e-16,0.0,0.0,11.111111111111112,0.40081692507833644
6,0.06871747970581055,-1.5366695688986367,0.010903965793555731,0.0015269079081783946,0.001426130222797695,0.0005430285059583796,0.0,0.0,5.215735228448427e-05,1.0431470456896852e-06,11.111111111111112,0.392262473498938
7,0.07223343849182129,-1.5375782679319498,0.0018377447794076717,0.0011666766096630448,0.0011590302701794998,0.00011349315667726393,0.0,-1.1102230246251565e-16,6.610730000161682e-05,1.783566682888527e-06,11.111111111111112,0.3903857034857753
8,0.07411360740661621,-1.5378224971650438,0.0005401796043431983,0.0012778185823760385,0.0012764713515040667,1.3355840827266698e-05,0.0,0.0,5.0020827417337254e-05,1.6370737522341979e-06,11.111111111111112,0.3906905532314294
9,0.0763700008392334,-1.5377768210612868,0.00016830903672995822,0.00031993167607804676,0.00031918206502027746,1.7164985865322694e-05,0.0,0.0,1.3581236605805751e-05,2.7162473211611504e-07,37.037037037037045,0.39032851545276914
10,0.07835674285888672,-1.5378129804958072,9.364749012251292e-05,0.0005019954912864828,0.0005018748973632066,2.164242032990884e-06,0.0,2.220446049250313e-16,9.683074089329598e-06,3.454322998357623e-07,37.037037037037045,0.3904838421044027
11,0.07931733131408691,-1.5378022707243337,3.0517574488205213e-05,0.0003884305341485867,0.0003883982420674318,3.844613208767904e-06,0.0,0.0,3.2099360856822417e-06,6.471929288318684e-08,123.45679012345683,0.39021010618036706
12,0.08130669593811035,-1.5378129264864193,4.655771656767954e-05,0.001037684973033435,0.0010376314403338388,2.0702888102329114e-06,0.0,-1.1102230246251565e-16,9.274160332049967e-06,3.351783338152053e-07,123.45679012345683,0.39069629898954095
13,0.08322858810424805,-1.537805665529127,2.1359196796391195e-05,0.00035780908466854393,0.000357798746001566,2.027002207030871e-06,0.0,-2.220446049250313e-16,1.783541857622918e-06,4.2263910574806006e-08,411.5226337448561,0.3902211115561654
14,0.08525347709655762,-1.5378095351425818,1.1250583934197795e-05,0.00011617226625485482,0.00011616960334956404,1.523658934530828e-07,0.0,2.220446049250313e-16,6.958642390146304e-07,2.4916351150541454e-08,411.5226337448561,0.39033995794857906
