iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,rho,maxabsLagmult
0,0.0,-0.4120780633195592,0.0,6.021443924924371,5.937826786039537,0.0,0.0,1.0,1.0
1,0.3083000183105469,-0.8141158636568128,0.5541539946454589,0.8974683638378804,0.00084135974682916,0.0,0.0,1.0,0.9333282504499757
2,0.4918529987335205,-0.8141118857906142,8.825146642552333e-05,0.7951782196666021,2.532052081809287e-07,0.0,0.0,3.3333333333333335,0.8666591240408797
3,0.9079680442810059,-0.8141118918777732,2.1073424255447017e-08,0.45804294360714176,4.8608025060045324e-14,0.0,0.0,11.111111111111112,0.6444286921525193
4,1.6389949321746826,-1.2264964495045003,0.5409931644375089,0.02819363304765342,0.0002831071918926395,0.0,0.0,11.111111111111112,0.27588653191333273
5,2.413646936416626,-1.3268172357675017,0.2323680843728446,0.003329826611359504,3.9942272393233855e-05,0.0019603361097906735,2.9727204703184316e-05,11.111111111111112,0.236967395076534
6,3.115710973739624,-1.334324254483005,0.025826013983960925,0.0011452203628077038,4.134556878405958e-06,0.0006659518349680177,2.442651654545633e-05,11.111111111111112,0.24187541299103218
7,4.1752259731292725,-1.3352172380067477,0.00434939249020002,0.0003418001175624612,4.0375036354492646e-08,0.00019851399217015725,8.246470418569352e-06,11.111111111111112,0.24303048431557434
8,4.356037139892578,-1.3353606454920786,0.0008789069155969575,0.00010404726683355047,5.7371047324588404e-05,5.429378842995467e-05,2.1544338173612856e-06,11.111111111111112,0.2432993116828983
9,4.640123128890991,-1.335388709416486,0.00021801306008742218,2.091722126341446e-05,5.324874687110956e-06,1.2452721389568243e-05,5.279708944741172e-07,11.111111111111112,0.2433691661792413
10,4.93086314201355,-1.335394486270892,4.490190913935395e-05,4.9712809337988625e-06,2.3197150770493112e-07,3.122925408626276e-06,1.3282612429276037e-07,11.111111111111112,0.24338686360316847
11,5.342069864273071,-1.3353957230739186,1.049185669849736e-05,1.2199844867004732e-06,1.0641121300165572e-08,7.429655214066888e-07,3.3589060681453415e-08,11.111111111111112,0.2433912975069305
12,5.768085956573486,-1.3353959990116562,2.4902332674569823e-06,3.0104266597072896e-07,7.56769244154983e-10,1.763004432997799e-07,8.393859728907615e-09,11.111111111111112,0.2433924367545239
13,7.5633368492126465,-1.3353960612726907,5.962326831740991e-07,7.441504980029563e-08,4.9341470708777996e-11,4.1871549837584776e-08,2.102057583754726e-09,11.111111111111112,0.24339272778923562
14,8.15866208076477,-1.3353960754715817,1.4136482746161737e-07,1.8427490040842556e-08,3.3074094930427095e-12,9.987552369676634e-09,5.232994688789424e-10,11.111111111111112,0.24339280173059355
15,8.994241952896118,-1.335396078743639,2.580956827951785e-08,4.568107691886204e-09,1.8434570953418874e-13,2.3956693310979606e-09,1.297893734073819e-10,11.111111111111112,0.2433928203991579
16,9.736601114273071,-1.3353960795044086,0.0,1.132884162703929e-09,7.739144776716229e-15,5.77946110641442e-10,3.2115687995966306e-11,11.111111111111112,0.24339282508749846
17,10.604674100875854,-1.3353960796826438,0.0,2.809493480212731e-10,1.5270647270124224e-15,1.4017384236447237e-10,7.952966272083253e-12,11.111111111111112,0.2433928262597091
18,11.573539972305298,-1.3353960797246844,0.0,6.966805335168857e-11,1.9669705978312462e-15,3.416029809519019e-11,1.9720390553243936e-12,11.111111111111112,0.24339282655175767
19,12.266119956970215,-1.3353960797346593,0.0,1.727229784244959e-11,1.4054463544616626e-15,8.359487162821145e-12,4.883133594849969e-13,11.111111111111112,0.24339282662431683
20,12.967185020446777,-1.3353960797370388,0.0,4.2811003494195945e-12,9.99481930888521e-16,2.0875391592260298e-12,1.2079019680668035e-13,11.111111111111112,0.2433928266423053
21,13.554789066314697,-1.335396079737608,2.1073424255447017e-08,1.0608503032009747e-12,1.1226841135509475e-15,5.224473858576543e-13,2.9928451130602726e-14,11.111111111111112,0.24339282664675746
22,14.026679992675781,-1.3353960797377449,0.0,2.6284435588100617e-13,1.3125418861052248e-15,1.305114123495515e-13,7.41264830545204e-15,11.111111111111112,0.24339282664785797
23,14.52030611038208,-1.3353960797377784,0.0,6.510771520341061e-14,8.173402137847831e-16,3.2572638198965524e-14,1.833878227803021e-15,11.111111111111112,0.2433928266481296
24,14.945135116577148,-1.3353960797377857,0.0,1.6154222428487275e-14,9.03523837615385e-16,8.104755945857848e-15,4.539996897806496e-16,11.111111111111112,0.2433928266481967
25,15.168558120727539,-1.3353960797377882,0.0,4.120053533549361e-15,9.647950646743499e-16,2.0273031429433204e-15,1.1228245745853192e-16,11.111111111111112,0.24339282664821332
26,15.497804880142212,-1.3353960797377886,0.0,2.012000492929681e-15,1.7592774285323818e-15,4.940954565567109e-16,2.7644626617901982e-17,11.111111111111112,0.24339282664821746
27,15.600456953048706,-1.3353960797377886,0.0,1.858188171809525e-15,1.841467620293896e-15,1.2833025952131892e-16,6.663337791154764e-18,11.111111111111112,0.24339282664821843
28,15.688714981079102,-1.3353960797377884,0.0,8.670112389167909e-16,8.636454264151515e-16,3.9254374368955684e-17,2.2351708871716192e-18,11.111111111111112,0.24339282664821865
29,15.946399927139282,-1.335396079737789,0.0,1.7972593571352406e-15,1.7970729435981237e-15,1.3227358069911647e-17,7.555070643109301e-19,11.111111111111112,0.24339282664821874
30,16.028242826461792,-1.3353960797377886,0.0,1.4188118999220757e-15,1.417694869720744e-15,2.6045732159318136e-17,1.923115881902485e-18,37.037037037037045,0.2433928266482186
31,16.092160940170288,-1.3353960797377886,0.0,1.0059382017360776e-15,1.0058473121978322e-15,7.837510202603796e-18,4.304688823483967e-19,37.037037037037045,0.24339282664821874
32,16.15735101699829,-1.3353960797377886,0.0,1.2293655161252928e-15,1.229241585691602e-15,8.325614232470071e-18,5.007033750448985e-19,37.037037037037045,0.2433928266482186
33,16.229142904281616,-1.3353960797377886,0.0,1.1238409807335517e-15,1.1237024393169214e-15,9.099934545409467e-18,5.783122053907766e-19,123.45679012345683,0.2433928266482188
34,16.323673963546753,-1.3353960797377886,0.0,1.0045250373845647e-15,1.0045165839798488e-15,2.139347404259446e-18,1.1258622061803976e-19,123.45679012345683,0.24339282664821865
35,16.39450478553772,-1.3353960797377886,0.0,1.4356312524960155e-15,1.435617548460833e-15,3.0279769469249892e-18,2.1464114713540173e-19,411.5226337448561,0.24339282664821887
36,16.446152925491333,-1.3353960797377886,0.0,1.0031460771360946e-15,1.0031434740259204e-15,1.2833600382489031e-18,6.185482707335994e-20,411.5226337448561,0.2433928266482186
37,16.503576040267944,-1.3353960797377886,0.0,1.1955465936162635e-15,1.1955457081537222e-15,7.255669626354098e-19,4.813668262716114e-20,411.5226337448561,0.2433928266482189
38,16.56041693687439,-1.3353960797377886,0.0,1.1576443438769342e-15,1.1576418931168944e-15,1.339432546129909e-18,6.361571881200836e-20,1371.7421124828536,0.24339282664821846
39,16.64259910583496,-1.3353960797377886,0.0,9.984913438629423e-16,9.984912728418639e-16,1.9986750184023922e-19,1.2685574665667905e-20,1371.7421124828536,0.24339282664821874
40,16.70078682899475,-1.3353960797377886,0.0,1.4064752287138542e-15,1.4064750657254146e-15,3.545491358111649e-19,1.8508070800338503e-20,4572.4737082761785,0.24339282664821837
41,16.754804849624634,-1.3353960797377886,0.0,1.0008423406628513e-15,1.0008423267869051e-15,7.775891275125527e-20,5.612567386770519e-21,4572.4737082761785,0.24339282664821874
42,16.807456970214844,-1.3353960797377886,0.0,1.2137446551129341e-15,1.2137446458162186e-15,7.691597145018318e-20,4.1868342631623436e-21,4572.4737082761785,0.24339282664821846
43,16.89452600479126,-1.3353960797377886,0.0,1.1512778732959408e-15,1.151277857021688e-15,9.115730717925184e-20,6.523023592116958e-21,15241.579027587262,0.24339282664821887
44,16.988157033920288,-1.3353960797377886,0.0,9.994477687014838e-16,9.994477679370044e-16,2.0743080255406985e-20,1.122728261162013e-21,15241.579027587262,0.2433928266482186
45,17.041789054870605,-1.3353960797377886,0.0,1.3927019704660556e-15,1.3927019694482058e-15,2.648461422289101e-20,1.6749552087430398e-21,50805.263425290876,0.243392826648219
46,17.098248958587646,-1.3353960797377886,0.0,9.99505595747661e-16,9.995055955931995e-16,8.739005133382783e-21,5.168375618935234e-22,50805.263425290876,0.24339282664821865
47,17.148664951324463,-1.3353960797377886,0.0,1.2205082372739153e-15,1.2205082372208597e-15,4.894242312158851e-21,3.76348897913309e-22,169350.87808430294,0.24339282664821885
48,17.208465099334717,-1.3353960797377886,0.0,1.0129798195277186e-15,1.012979819517745e-15,2.437662430949825e-21,1.2956209794930513e-22,169350.87808430294,0.24339282664821862
49,17.273643970489502,-1.3353960797377886,0.0,1.2575245149116846e-15,1.2575245149047947e-15,2.176133663663705e-21,1.231924335839639e-22,564502.9269476765,0.2433928266482188
