iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,tr_radius,barrier_parameter,maxabsLagmult
0,0.0,-0.4120780633195592,0.0,1.0105427227037544,0.9454405596728572,1.1102230246251565e-16,1.09923071745065e-18,1.0,0.1,0.8422909491570261
1,0.46901798248291016,-0.9335018009457461,0.4703010101928201,1.8292744095655966,1.2114141528821603,1.1610404086686974,0.011495449590779182,6.354449039738555,0.1,0.7371576419318419
2,0.7494509220123291,-2.082339148679539,0.6948371127514461,4.314950867729798,0.6502442160113373,3.6860527150409474,0.036495571436048986,37.61685610764427,0.1,0.7447271197857133
3,1.126434087753296,-0.9083709745790578,0.7750379961736733,1.5706462112699242,0.23055924599845698,0.933183228469471,0.009239437905638326,37.61685610764427,0.1,1.2035104613891585
4,1.3725531101226807,-0.6298951663919623,0.26070222031425333,0.9296542846767696,0.11292192510774172,0.2800587015068663,0.0027728584307610523,37.61685610764427,0.1,1.8168132429099395
5,1.6221270561218262,-0.616208331793584,0.05912737897735911,0.7998352971876125,0.06789986938921336,0.1844845410516085,0.0018265796143723614,37.61685610764427,0.1,2.502731874030446
6,1.9432830810546875,-0.5158047679612644,0.08660451680027723,0.8139988847579118,0.04519407982529201,0.007500350878733242,7.426089978943804e-05,37.61685610764427,0.1,3.436128512411361
7,2.3375940322875977,-0.5380861758427192,0.051505284234116655,0.8129475287714736,0.046121361344442925,0.0026527907222029246,2.626525467527648e-05,37.61685610764427,0.1,3.6641162016225777
8,2.6403298377990723,-0.5542036338462395,0.020015771001846518,0.8207355776489637,0.04626026535055405,0.0004006301436518811,3.966635085662189e-06,37.61685610764427,0.1,3.767616614147514
9,2.65846586227417,-0.5542036338462395,0.0,0.8154316145963458,0.019178790021325238,0.0004006301436518811,3.966635085662189e-06,188.08428053822132,0.020000000000000004,1.1603902600342115
10,2.9471139907836914,-0.5690870011037226,0.012039087465923996,0.7862390335353119,0.01897094931212523,0.000144939164520963,1.4350412328808218e-06,188.08428053822132,0.020000000000000004,1.1887008641625267
11,3.2697510719299316,-0.5811720120911914,0.01086631383473049,0.7600452911166552,0.01887234032477253,0.00011807618177761547,1.1690711067090642e-06,188.08428053822132,0.020000000000000004,1.2136900387505345
12,3.566740036010742,-0.5929624543719457,0.010323795256096696,0.7344230034332774,0.018739293161626706,0.0001065804722881758,1.0552522008730277e-06,188.08428053822132,0.020000000000000004,1.2379949332249325
13,3.894944906234741,-0.6040256868690937,0.009791392974237685,0.7096220860785782,0.01860614207943118,9.587117207621176e-05,9.492195255070472e-07,188.08428053822132,0.020000000000000004,1.2614638702372418
14,4.209556818008423,-0.6145855486719854,0.009363717887749196,0.6854713827763805,0.018465440005645057,8.767868200654227e-05,8.681057624410126e-07,188.08428053822132,0.020000000000000004,1.284154101650597
15,4.53918194770813,-0.6246333718761856,0.008955350373600601,0.6619872528856138,0.018319012412553456,8.01980118452228e-05,7.940397212398297e-07,188.08428053822132,0.020000000000000004,1.306143691908721
16,4.831902980804443,-0.6342215367386654,0.008585390172615644,0.6391833769128576,0.018167955825579066,7.370868770384398e-05,7.297889871667721e-07,188.08428053822132,0.020000000000000004,1.3274096176349037
17,5.173674821853638,-0.6433774502279902,0.00824439438100377,0.6170332846903273,0.01801217592830024,6.796974290690372e-05,6.729677515535021e-07,188.08428053822132,0.020000000000000004,1.3480094315070306
18,5.4657981395721436,-0.6521331748721733,0.007926164894420298,0.5955679745690665,0.017852690645442336,6.282376794630729e-05,6.220175044188841e-07,188.08428053822132,0.020000000000000004,1.3679414470200455
19,5.70218300819397,-0.6605130641396111,0.007630817557384474,0.5747506444996973,0.017689621669286407,5.822910364594591e-05,5.765257786727318e-07,188.08428053822132,0.020000000000000004,1.3872396280234507
20,6.100854873657227,-0.6685436840670256,0.0073551116986142594,0.5545873670197566,0.01752369763131902,5.40973972611436e-05,5.356177946647881e-07,188.08428053822132,0.020000000000000004,1.4059138270416722
21,6.554301023483276,-0.6763039197369385,0.0070190835512985,0.5359630075192303,0.017313119569859238,4.926742754784996e-05,4.877963123549501e-07,188.08428053822132,0.020000000000000004,1.424251145390034
22,6.8426148891448975,-0.6837650245292572,0.006937527068549039,0.5166544160085822,0.017163889131480665,4.8129040164157644e-05,4.765251501401747e-07,188.08428053822132,0.020000000000000004,1.441831872479176
23,7.1658549308776855,-0.6910098575827321,0.00659353824637183,0.4987771059786667,0.016955882675460904,4.3474664514153716e-05,4.3044222291241303e-07,188.08428053822132,0.020000000000000004,1.4590508932734056
