iteration,time,cost,distance,residual,gradnorm,maxviolation,meanviolation,mu,num_inner,inner_status,TR_radius,dxtype,normdx,minxfeasi,minyfeasi,compl,mineigvalHw,ared/pred,radius_update,dual_clipping,maxabsLagmult
0,0.0,-0.3819566722356616,0.0,11.87008953013411,11.827891843156133,0,0.0,0.1,,,,,,,,,,,,,1.0
1,0.44514918327331543,-0.3819566722356616,0.0,11.87008953013411,11.827891843156133,0,0.0,0.1,1.0,unsuccessful,0.39269908169872414,,0.30692543069792877,0.012067252689390401,-186.17473954377226,33.55817901168327,,0.05878081486183222,reduced,,1.0
1,0.7316365242004395,-0.3819566722356616,0.0,11.87008953013411,11.827891843156133,0,0.0,0.1,2.0,unsuccessful,0.09817477042468103,,0.09817477042468105,0.00517407236612871,1.2940849702963906,29.70299495286744,,0.06019191849393465,reduced,,1.0
1,1.0176925659179688,-0.38389461079558046,0.024538766071714863,1276.4804783584273,1276.3714712192532,0,0.0,0.1,3.0,successful,0.02454369260617026,,0.024543692606170262,0.0026876643741669697,1.292365971176002,16.341425434700934,,0.1107298117113726,reduced,False,848.7954829397343
1,1.3018105030059814,-0.3866194853848214,0.006135846148286434,125.75232001721206,125.73322457455092,0,0.0,0.1,4.0,successful,0.006135923151542565,,0.006135923151542566,0.003887951131027028,-15.51121605719294,0.5799785117138759,,1.2436923868660454,expanded,True,19.647343344059323
1,1.5861186981201172,-0.3922288318854096,0.012271230319369905,131.81325590388855,131.79403730291753,0,0.0,0.1,5.0,successful,0.01227184630308513,,0.01227184630308513,0.005889919855746236,1.297793063298062,0.1300320999177142,,0.9629387822539957,expanded,False,25.462543759961296
1,1.8710825443267822,-0.40371650851183516,0.024538766071728436,81.93100855772289,81.90178506225301,0,0.0,0.1,6.0,successful,0.02454369260617026,,0.024543692606170266,0.009186496109248075,1.3065641587821826,0.21645071950562275,,1.0625541181311564,expanded,False,8.955619707027841
1,2.1548328399658203,-0.4266515734778732,0.049048015595411616,62.52802488033072,62.48926476943566,0,0.0,0.1,7.0,successful,0.04908738521234052,,0.04908738521234051,0.014624313956517107,1.3299631886626506,0.1321373695574626,,1.0059426446907638,expanded,False,9.285229152826048
1,2.440366744995117,-0.4690338706895704,0.09786116982311524,34.02375261001356,33.95731350163428,0,0.0,0.1,8.0,successful,0.09817477042468103,,0.09817477042468102,0.023366387564614764,0.9949710120143429,0.26503668012049353,,1.057686571498051,expanded,False,3.5864386405137556
1,2.7275240421295166,-0.5299304288785024,0.19388305158888228,12.886729523434216,12.716446113648518,0,0.0,0.1,9.0,successful,0.19634954084936207,,0.19634954084936207,0.03674161227507902,1.6025571593390135,0.23666002267818156,,1.024106339142746,expanded,False,3.5704127909998755
1,3.102047920227051,-0.5508206176388943,0.16274458041693127,2.213362455715302,0.40175733074294856,0,0.0,0.1,10.0,successful,0.39269908169872414,,0.1641967740819709,0.04181996096621915,2.0571843523378925,0.07487097021630733,,0.9250071063024935,unchanged,False,2.3104654795314934
1,3.3876824378967285,-0.5501602591901191,0.013209842687532418,2.2361616583269446,0.017650830375674244,0,0.0,0.0802125844320371,11.0,converged,0.39269908169872414,,0.013210611113393007,0.042376038135826646,2.1404552418367593,0.0011496295280928293,,,,,2.359330126485429
2,3.675483465194702,-0.5547340309453606,0.0030175980413576463,1.7938686056501643,0.029823112196179,0,0.0,0.06363516057763005,1.0,converged,0.39269908169872414,,0.0030176072006547535,0.04193664712483669,1.6987859696226568,0.0013343533089323753,,,,,1.9173288956311554
3,3.9590072631835938,-0.5615044813873623,0.004450959300931451,1.4234191396093148,0.03682113098880723,0,0.0,0.04990275367454951,1.0,converged,0.39269908169872414,,0.004450988693891803,0.04128233304829541,1.3293964300489158,0.0016479355367532021,,,,,1.5473080531207533
4,4.244987487792969,-0.5705255323887529,0.005952931077378168,1.1166271581129477,0.04074819562878633,0,0.0,0.03866101448886935,1.0,converged,0.39269908169872414,,0.005953001397113507,0.04041984922076555,1.0240551791323145,0.001824445567710614,,,,,1.2411162326614944
5,4.616492748260498,-0.5824481430625039,0.00790972354672006,0.8656513513516925,0.04424320586165707,0,0.0,0.03866101448886935,1.0,successful,0.39269908169872414,,0.00790988850479936,0.03929900669056714,0.7749572317882749,0.0019821465546943054,,1.2200486215716482,unchanged,False,0.990864273821608
5,4.8991780281066895,-0.5857871752936566,0.0022299129585421065,0.8644846067824986,0.0003974557482316141,0,0.0,0.029571912856667864,2.0,converged,0.39269908169872414,,0.0022299166546426493,0.03899723708658508,0.7755421645072713,2.1197542769061463e-06,,,,,0.991371905239418
6,5.278475284576416,-0.599009958629506,0.008844289500353425,0.6625004451003518,0.039933421778634355,0,0.0,0.029571912856667864,1.0,successful,0.39269908169872414,,0.008844520111950202,0.03778143519629063,0.5748583012594309,0.0017897462448092933,,1.2277722347024045,unchanged,False,0.7891779529637275
6,5.566308259963989,-0.6028744547849018,0.002608480693434788,0.6612462343109566,0.0006050787587644624,0,0.0,0.02231854600638572,2.0,converged,0.39269908169872414,,0.0026084866096762007,0.03744099911796648,0.5755103310701034,2.234146259776014e-06,,,,,0.7898185133849167
7,5.941607475280762,-0.6203558829706246,0.011819471418098332,0.5009265997220504,0.042441186921108404,0,0.0,0.02231854600638572,1.0,successful,0.39269908169872414,,0.011820021841877826,0.035888196570882956,0.416682364011392,0.0019032981900882645,,1.2348734624965025,unchanged,False,0.6288026157649841
7,6.226739168167114,-0.6256483385799467,0.0036292146390749093,0.4990560333105449,0.0011000809539997596,0,0.0,0.01660893182351244,2.0,converged,0.39269908169872414,,0.0036292305728841097,0.03543849307201491,0.41754768285683774,3.329711488095579e-06,,,,,0.6297662225811113
8,6.598306894302368,-0.6487354176401272,0.015852570819748283,0.3741520594054702,0.04461189756722543,0,0.0,0.01660893182351244,1.0,successful,0.39269908169872414,,0.01585389889141446,0.03348719225784709,0.2942676801586399,0.00199963785085737,,1.2407437979639198,unchanged,False,0.5032704117721915
8,6.881192684173584,-0.6559032630043042,0.005033638048893768,0.3713882350349023,0.00202026707250329,0,0.0,0.012178710219007306,2.0,converged,0.39269908169872414,,0.005033680562601409,0.032903077677417805,0.29538753801625656,4.962832504435806e-06,,,,,0.5047508758808609
9,7.251849412918091,-0.6861460459144318,0.021235735054658148,0.2763579155188245,0.04625355303561539,0,0.0,0.012178710219007306,1.0,successful,0.39269908169872414,,0.021238927761072324,0.030528796303709985,0.20195952813522777,0.002061197012697345,,1.244476895712217,unchanged,False,0.40645607100161807
9,7.53227424621582,-0.695629538797996,0.006907695921252215,0.272343859164839,0.003720238919915164,0,0.0,0.008792732709946413,2.0,converged,0.39269908169872414,,0.006907805793150108,0.02978711031388471,0.20334348171145705,7.370842503484806e-06,,,,,0.4087905729538711
10,7.9080469608306885,-0.734471786770538,0.028172835469813307,0.20244593560170496,0.047477813350059295,0,0.0,0.008792732709946413,1.0,successful,0.39269908169872414,,0.028180291511472288,0.027058481685966928,0.1346266702553269,0.0020613431536096417,,1.244738849644212,unchanged,False,0.33248539746681516
10,8.191672801971436,-0.7465216592786467,0.009291152024052922,0.19671957644309276,0.006745955418926429,0,0.0,0.006245577103973449,2.0,converged,0.39269908169872414,,0.009291419387697014,0.026129786600683373,0.13621021298319705,1.0914110017156796e-05,,,,,0.33635055242425055
11,8.566827297210693,-0.7945657513602098,0.03650044396488115,0.14845017123053444,0.049629040025610555,0,0.0,0.006245577103973449,1.0,successful,0.39269908169872414,,0.03651666224101225,0.02327771143341026,0.08674035637635018,0.0019666407760995006,,1.239887716425683,unchanged,False,0.2755344252117729
11,8.933953285217285,-0.8087669667535895,0.012465779046763463,0.13969347830512766,0.0037160964436215274,0,0.0,0.004361076575027317,2.0,converged,0.39269908169872414,,0.012466424796199556,0.021581838571779463,0.08777742509152904,2.6682505761300143e-05,,,,,0.2883610965898942
12,9.308722734451294,-0.8647142582944135,0.04521202312470254,0.11330863115664612,0.057159855920372114,0,0.0,0.004361076575027317,1.0,successful,0.39269908169872414,,0.045242854707341476,0.01955857765957184,0.054287708003339506,0.0017457251546138415,,1.2275653447412869,unchanged,False,0.22883764098975462
12,9.768683433532715,-0.8802952852535594,0.016446325378285727,0.09774587992649478,0.006951453751783086,0,0.0,0.004361076575027317,2.0,successful,0.39269908169872414,,0.016447808348305344,0.017069585267596877,0.05507898652674089,6.260458651429118e-05,,0.9912185335274821,unchanged,False,0.25206962776061853
