[ 0.          0.99168397 -0.33249083  0.1839459   1.20070946],[-0.99168397  0.         -0.7498639  -1.77101682 -0.48101977],[ 0.33249083  0.7498639   0.          0.04789975 -0.34090093],[-0.1839459   1.77101682 -0.04789975  0.         -0.07909354],[-1.20070946  0.48101977  0.34090093  0.07909354  0.        ]
[ 5.70517893 -3.91260593 -0.12091205  0.89338874 -2.61680518],[-3.91260593  4.32754327 -1.16317854 -0.58674907  1.87042121],[-0.12091205 -1.16317854  4.95119806  0.63613383 -0.2382947 ],[ 0.89338874 -0.58674907  0.63613383  2.26544385 -1.47580896],[-2.61680518  1.87042121 -0.2382947  -1.47580896  4.15061939]
[ 4.77536375  0.93009464 -1.35966231 -1.83655835 -1.97557128],[ 0.93009464  3.44997569  0.92544872 -1.21623401 -3.13534313],[-1.35966231  0.92544872  7.69608195 -2.53535602 -3.28247671],[-1.83655835 -1.21623401 -2.53535602  5.09556682  1.4282733 ],[-1.97557128 -3.13534313 -3.28247671  1.4282733   5.8328889 ]
