iteration,time,cost,distance,residual,gradnorm,complviolation,dualviolation,manviolation,maxviolation,meanviolation,second_order_residual,condition_number,rho,maxabsLagmult
559,124.75837898254395,40000010.79189071,9.092209794432642e-05,6.978764585060088,6.978764585060088,0.0,0.0,0,0,0.0,1.222951863109283,17314066.167315368,123.45679012345683,0.0
560,125.02004885673523,40000010.79168816,7.565256876712091e-05,6.262548042706035,6.262548042706035,0.0,0.0,0,0,0.0,-9.034340818633659,-2343878.6565655465,123.45679012345683,0.0
561,125.28246808052063,40000010.79149091,7.368969085228126e-05,5.452032505856189,5.452032505856189,0.0,0.0,0,0,0.0,-11.408906903170271,-1856135.9283099193,123.45679012345683,0.0
562,125.54843974113464,40000010.79126136,8.589704804072868e-05,5.954362169367405,5.954362169367405,0.0,0.0,0,0,0.0,-1.1138716181487953,-19012735.812878944,123.45679012345683,0.0
563,125.81207966804504,40000010.79105837,7.58558082204036e-05,5.293116268895547,5.293116268895547,0.0,0.0,0,0,0.0,-5.181478857507201,-4087419.415748927,123.45679012345683,0.0
564,126.0757257938385,40000010.79084913,7.857745847809651e-05,7.931888219802447,7.931888219802447,0.0,0.0,0,0,0.0,-2.398013874814817,-8832323.380758712,123.45679012345683,0.0
565,126.33711314201355,40000010.7906441,7.645652509068578e-05,5.973137888165604,5.973137888165604,0.0,0.0,0,0,0.0,-0.5818045284477832,-36406004.94709095,123.45679012345683,0.0
566,126.60108208656311,40000010.79046115,6.84425760334164e-05,6.0512934897117345,6.0512934897117345,0.0,0.0,0,0,0.0,-1.1369121454696074,-18631322.1755637,123.45679012345683,0.0
567,126.72549510002136,40000010.79035313,4.0647133927911634e-05,7.8894149574085555,7.8894149574085555,0.0,0.0,0,0,0.0,-2.999613795168425,-7061839.246803751,123.45679012345683,0.0
568,126.9866316318512,40000010.79015438,7.499499806814639e-05,11.50715169746566,11.50715169746566,0.0,0.0,0,0,0.0,1.1088943312377721,19103631.91042604,123.45679012345683,0.0
569,127.24860262870789,40000010.789970934,6.815027461102405e-05,8.90510204790088,8.90510204790088,0.0,0.0,0,0,0.0,-4.448088963088056,-4762699.893071673,123.45679012345683,0.0
570,127.51047420501709,40000010.78972917,9.012072738196077e-05,6.1711274279913235,6.1711274279913235,0.0,0.0,0,0,0.0,-8.976392471183711,-2360218.932342109,123.45679012345683,0.0
571,127.77291536331177,40000010.7895414,7.015455613739726e-05,5.0274468814391,5.0274468814391,0.0,0.0,0,0,0.0,-7.396216778906474,-2864612.6481345934,123.45679012345683,0.0
572,128.03511261940002,40000010.78934147,7.482540309969181e-05,5.464473040237349,5.464473040237349,0.0,0.0,0,0,0.0,-8.447377119620773,-2508280.059873363,123.45679012345683,0.0
573,128.30141830444336,40000010.78914477,7.3718381842648e-05,6.208116966179106,6.208116966179106,0.0,0.0,0,0,0.0,-5.928127149433201,-3574397.978697951,123.45679012345683,0.0
574,128.5496187210083,40000010.78895529,7.119621378100942e-05,8.491318899323966,8.491318899323966,0.0,0.0,0,0,0.0,-0.6571033815529334,-32248413.390584104,123.45679012345683,0.0
575,128.81272649765015,40000010.78874681,7.782603029717176e-05,6.992225379078388,6.992225379078388,0.0,0.0,0,0,0.0,2.178420258708743,9728012.42694551,123.45679012345683,0.0
576,129.07540440559387,40000010.78853767,7.806682940124343e-05,4.790786943644802,4.790786943644802,0.0,0.0,0,0,0.0,-8.451841109143247,-2507483.594447588,123.45679012345683,0.0
577,129.33901381492615,40000010.78833291,7.699644406460386e-05,7.9215311429965345,7.9215311429965345,0.0,0.0,0,0,0.0,2.480884602002838,8542917.608630976,123.45679012345683,0.0
578,129.41570591926575,40000010.78826435,2.5756397419478723e-05,8.405061260547782,8.405061260547782,0.0,0.0,0,0,0.0,3.871644814429357,5474256.73925104,123.45679012345683,0.0
579,129.67771744728088,40000010.78807284,7.137601928137972e-05,5.900245087516616,5.900245087516616,0.0,0.0,0,0,0.0,-3.3435830208233805,-6339139.977472536,123.45679012345683,0.0
580,129.94101858139038,40000010.787862994,7.831879793790129e-05,2.673524717933401,2.673524717933401,0.0,0.0,0,0,0.0,-0.2625053246389006,-80747302.08732614,123.45679012345683,0.0
581,130.2047951221466,40000010.787306145,0.00020860024517988855,4.2358185748252115,4.2358185748252115,0.0,0.0,0,0,0.0,-5.9831170929595325,-3543250.01261006,123.45679012345683,0.0
582,130.467218875885,40000010.787110806,7.338151684962115e-05,6.5503846886584185,6.5503846886584185,0.0,0.0,0,0,0.0,1.8437786407582122,11498549.260531677,123.45679012345683,0.0
583,130.72888851165771,40000010.78688483,8.444492389673674e-05,4.733852558992191,4.733852558992191,0.0,0.0,0,0,0.0,-3.0486059650341657,-6954667.300202916,123.45679012345683,0.0
584,130.99165964126587,40000010.78664181,9.087142893228101e-05,2.683885685111383,2.683885685111383,0.0,0.0,0,0,0.0,-1.4043954175753135,-15097867.528618565,123.45679012345683,0.0
585,131.25414729118347,40000010.78638037,9.878803795901584e-05,10.150952741180657,10.150952741180657,0.0,0.0,0,0,0.0,-10.44043413774268,-2031030.9463910072,123.45679012345683,0.0
586,131.51843190193176,40000010.78618104,7.40330209450557e-05,5.705484049859593,5.705484049859593,0.0,0.0,0,0,0.0,-2.8591394202735607,-7416898.868935135,123.45679012345683,0.0
587,131.78181171417236,40000010.785961546,8.32640514045115e-05,12.225164020093029,12.225164020093029,0.0,0.0,0,0,0.0,-2.625040464339236,-8078799.794411134,123.45679012345683,0.0
588,132.04558801651,40000010.785725504,8.743621362835872e-05,5.951743125450553,5.951743125450553,0.0,0.0,0,0,0.0,-5.62678120852012,-3769201.050741029,123.45679012345683,0.0
589,132.08153080940247,40000010.7856956,1.1434095115646415e-05,7.834094268066711,7.834094268066711,0.0,0.0,0,0,0.0,-13.385746698690257,-1584419.9592287855,123.45679012345683,0.0
590,132.3471987247467,40000010.78547936,8.108520504653378e-05,8.272918919042478,8.272918919042478,0.0,0.0,0,0,0.0,-5.3999662141735945,-3927773.741876362,123.45679012345683,0.0
591,132.37976622581482,40000010.78545605,8.650582903705449e-06,7.628522140393681,7.628522140393681,0.0,0.0,0,0,0.0,-0.944939433190979,-22445861.47547786,123.45679012345683,0.0
592,132.64578890800476,40000010.7852579,7.38840956435522e-05,4.259871062873183,4.259871062873183,0.0,0.0,0,0,0.0,-6.415365388144523,-3306290.7776980978,123.45679012345683,0.0
593,132.91150426864624,40000010.78508614,6.45919670293646e-05,6.520387583935333,6.520387583935333,0.0,0.0,0,0,0.0,-5.658137620929402,-3748941.4449019255,123.45679012345683,0.0
594,133.0507926940918,40000010.784980506,3.975955686511114e-05,7.999433550699874,7.999433550699874,0.0,0.0,0,0,0.0,-1.81191462682858,-11707288.32021806,123.45679012345683,0.0
595,133.09762239456177,40000010.78495402,1.0039789362888522e-05,8.76204387959522,8.76204387959522,0.0,0.0,0,0,0.0,-2.0834074747646527,-10181762.553657621,123.45679012345683,0.0
596,133.36083936691284,40000010.784762666,7.148899445898828e-05,7.0802598523350255,7.0802598523350255,0.0,0.0,0,0,0.0,4.468790748001151,4747106.222719051,123.45679012345683,0.0
597,133.608389377594,40000010.784582905,6.746341885684792e-05,7.891542697522752,7.891542697522752,0.0,0.0,0,0,0.0,-3.2368307021935583,-6554192.5342677245,123.45679012345683,0.0
598,133.87535285949707,40000010.784393094,7.146835834223222e-05,9.984036362315614,9.984036362315614,0.0,0.0,0,0,0.0,-0.4973385109842838,-42658808.101956606,123.45679012345683,0.0
599,134.14017868041992,40000010.784199454,7.206777426647694e-05,6.306097595148299,6.306097595148299,0.0,0.0,0,0,0.0,-3.870137489822429,-5482221.336746173,123.45679012345683,0.0
600,134.35647177696228,40000010.78401297,7.009111512530209e-05,7.915497609965772,7.915497609965772,0.0,0.0,0,0,0.0,-3.0849301008313437,-6877948.746761491,123.45679012345683,0.0
601,134.62364721298218,40000010.78380425,7.790930735871029e-05,4.991604960603447,4.991604960603447,0.0,0.0,0,0,0.0,-8.74359969534391,-2426821.546301858,123.45679012345683,0.0
602,134.88641333580017,40000010.78356182,9.109063996415e-05,6.987870026936513,6.987870026936513,0.0,0.0,0,0,0.0,-3.5362245116317084,-6000893.43489935,123.45679012345683,0.0
603,134.93825507164001,40000010.78352843,1.2651866868037337e-05,7.982787620485981,7.982787620485981,0.0,0.0,0,0,0.0,-9.080954220125575,-2336834.9979287814,123.45679012345683,0.0
604,135.19957852363586,40000010.78330737,8.311409422186667e-05,9.491206727677653,9.491206727677653,0.0,0.0,0,0,0.0,2.348459158108945,9036526.616308374,123.45679012345683,0.0
605,135.46121191978455,40000010.78309596,7.85517253064316e-05,3.091684351455466,3.091684351455466,0.0,0.0,0,0,0.0,-1.9346977087278638,-10969715.084444474,123.45679012345683,0.0
606,135.48295664787292,40000010.78307999,6.675221273402913e-06,9.240897099719858,9.240897099719858,0.0,0.0,0,0,0.0,-9.496531363097175,-2234835.451602348,123.45679012345683,0.0
607,135.7444200515747,40000010.78286414,8.036605017747922e-05,4.519576214410573,4.519576214410573,0.0,0.0,0,0,0.0,-6.47817304101395,-3276290.545393869,123.45679012345683,0.0
608,136.00751638412476,40000010.78265215,7.9384772359687e-05,2.7409943195073905,2.7409943195073905,0.0,0.0,0,0,0.0,-8.420892177128566,-2520582.5184742664,123.45679012345683,0.0
609,136.27019715309143,40000010.782375276,0.00010391507219895495,4.427598646210345,4.427598646210345,0.0,0.0,0,0,0.0,-6.29229769588028,-3373504.480658183,123.45679012345683,0.0
610,136.53194999694824,40000010.78216422,7.919887413632675e-05,4.814740781607732,4.814740781607732,0.0,0.0,0,0,0.0,-5.447380487689648,-3896967.8577093314,123.45679012345683,0.0
611,136.74606037139893,40000010.78200994,5.860435742172435e-05,10.287373846186117,10.287373846186117,0.0,0.0,0,0,0.0,-2.55751206325239,-8300702.78553782,123.45679012345683,0.0
612,136.87084579467773,40000010.78190299,3.982718294444385e-05,8.452073385691346,8.452073385691346,0.0,0.0,0,0,0.0,-5.499808886150855,-3860085.77193853,123.45679012345683,0.0
613,137.13855171203613,40000010.781675816,8.496211298257835e-05,6.455052433162135,6.455052433162135,0.0,0.0,0,0,0.0,-5.855099131499275,-3626069.6445699674,123.45679012345683,0.0
614,137.2959041595459,40000010.781566076,4.137793550063121e-05,8.107620163638911,8.107620163638911,0.0,0.0,0,0,0.0,0.49506742200673454,42886310.888574965,123.45679012345683,0.0
615,137.39755249023438,40000010.78149467,2.6769794040980202e-05,7.947657875477583,7.947657875477583,0.0,0.0,0,0,0.0,-6.256688279010881,-3393489.4590454446,123.45679012345683,0.0
616,137.66036677360535,40000010.781303875,7.14605767028695e-05,6.96635981041358,6.96635981041358,0.0,0.0,0,0,0.0,6.845721684284338,3101654.9445407568,123.45679012345683,0.0
617,137.75612998008728,40000010.781228155,2.8582792768171722e-05,8.377705012748969,8.377705012748969,0.0,0.0,0,0,0.0,-4.343722370764123,-4888317.717526748,123.45679012345683,0.0
618,138.01852917671204,40000010.78102096,7.749670328612459e-05,6.494985888602042,6.494985888602042,0.0,0.0,0,0,0.0,-10.710889056975482,-1982527.9865087154,123.45679012345683,0.0
619,138.28113865852356,40000010.780785635,8.804401754500116e-05,3.805121216089622,3.805121216089622,0.0,0.0,0,0,0.0,3.3729712655660586,6295915.986344596,123.45679012345683,0.0
620,138.38022923469543,40000010.78073302,2.0180309821195856e-05,7.997642931640841,7.997642931640841,0.0,0.0,0,0,0.0,-2.999941723218204,-7078887.141484199,123.45679012345683,0.0
621,138.4508411884308,40000010.780661516,2.707018126726906e-05,9.513086332978311,9.513086332978311,0.0,0.0,0,0,0.0,-0.19224803843451713,-110464830.75404765,123.45679012345683,0.0
622,138.71330404281616,40000010.7804672,7.222490457112302e-05,3.521993880560262,3.521993880560262,0.0,0.0,0,0,0.0,0.9768562017125143,21740880.695641126,123.45679012345683,0.0
623,138.97639989852905,40000010.78028585,6.805708612446212e-05,3.597952732463631,3.597952732463631,0.0,0.0,0,0,0.0,2.4609334594872454,8630354.466863234,123.45679012345683,0.0
624,139.23844981193542,40000010.78008776,7.467918787550772e-05,6.974717432425624,6.974717432425624,0.0,0.0,0,0,0.0,-3.6853681883765153,-5763287.571672286,123.45679012345683,0.0
625,139.41111612319946,40000010.77997572,4.2170965416453395e-05,7.948536729159574,7.948536729159574,0.0,0.0,0,0,0.0,0.17748612397365138,119673930.73619176,123.45679012345683,0.0
626,139.67284297943115,40000010.77978351,7.176705541358379e-05,4.547213531677783,4.547213531677783,0.0,0.0,0,0,0.0,-1.197155767323849,-17743339.927659694,123.45679012345683,0.0
627,139.9358639717102,40000010.779570885,7.985892919785773e-05,5.140994597033899,5.140994597033899,0.0,0.0,0,0,0.0,0.20997406670385513,101168266.29579228,123.45679012345683,0.0
628,140.19881629943848,40000010.779376864,7.36056896331599e-05,10.684571298250214,10.684571298250214,0.0,0.0,0,0,0.0,-4.391322736636714,-4837678.376623884,123.45679012345683,0.0
629,140.24065327644348,40000010.77934541,1.1454370534339698e-05,8.404491619408036,8.404491619408036,0.0,0.0,0,0,0.0,-5.1547581097624935,-4121236.9203134235,123.45679012345683,0.0
630,140.51310777664185,40000010.779133126,8.015510101572712e-05,11.016383329614435,11.016383329614435,0.0,0.0,0,0,0.0,-3.4478507344489486,-6161858.401245132,123.45679012345683,0.0
631,140.79303741455078,40000010.778944016,7.148066679588691e-05,13.30200798491701,13.30200798491701,0.0,0.0,0,0,0.0,-3.48706832649164,-6092863.795117862,123.45679012345683,0.0
632,141.05783033370972,40000010.77875971,6.815159089558454e-05,7.720364355883493,7.720364355883493,0.0,0.0,0,0,0.0,-10.489298413755836,-2025611.719517808,123.45679012345683,0.0
633,141.32176756858826,40000010.77853072,8.597156865489651e-05,7.521040983809845,7.521040983809845,0.0,0.0,0,0,0.0,2.3664185995652263,8979184.513597662,123.45679012345683,0.0
634,141.58666896820068,40000010.778366596,6.148939025347248e-05,6.451507809144336,6.451507809144336,0.0,0.0,0,0,0.0,-1.6169833859828189,-13141410.898644999,123.45679012345683,0.0
635,141.81959414482117,40000010.77819082,6.626209784237779e-05,8.37042081865353,8.37042081865353,0.0,0.0,0,0,0.0,0.6400442035667392,33201485.674347125,123.45679012345683,0.0
636,142.00423741340637,40000010.77805361,5.146043907265791e-05,7.92951620414114,7.92951620414114,0.0,0.0,0,0,0.0,-0.6455905115726479,-32917428.885002013,123.45679012345683,0.0
637,142.26969647407532,40000010.77786094,7.21178701760416e-05,6.0123205995182,6.0123205995182,0.0,0.0,0,0,0.0,-5.66406957551142,-3752117.734829065,123.45679012345683,0.0
638,142.53469562530518,40000010.777654864,7.732981113074481e-05,5.118959244746279,5.118959244746279,0.0,0.0,0,0,0.0,1.6103792131240884,13197759.544994416,123.45679012345683,0.0
639,142.60433840751648,40000010.77758952,2.4864403702481845e-05,7.9531337010177054,7.9531337010177054,0.0,0.0,0,0,0.0,-5.227139981136187,-4066041.5865940973,123.45679012345683,0.0
640,142.8734929561615,40000010.77737621,7.989517122897947e-05,6.1881849585910915,6.1881849585910915,0.0,0.0,0,0,0.0,-12.34734081093783,-1721419.8451673363,123.45679012345683,0.0
641,143.14097476005554,40000010.77717937,7.395891702292285e-05,6.3201488364708505,6.3201488364708505,0.0,0.0,0,0,0.0,0.4108241792191005,51740033.237604894,123.45679012345683,0.0
642,143.4056100845337,40000010.77698033,7.484390467701417e-05,6.899172015631757,6.899172015631757,0.0,0.0,0,0,0.0,-4.245439675748471,-5007059.8509682445,123.45679012345683,0.0
643,143.66770195960999,40000010.77677445,7.75061478871145e-05,8.021930632961707,8.021930632961707,0.0,0.0,0,0,0.0,3.5597855054965115,5971794.801213266,123.45679012345683,0.0
644,143.9291594028473,40000010.776590474,6.91467637235198e-05,8.225766025189538,8.225766025189538,0.0,0.0,0,0,0.0,4.895665322284542,4342483.994462872,123.45679012345683,0.0
645,144.02046155929565,40000010.77652802,2.3521174960509517e-05,8.726646820058114,8.726646820058114,0.0,0.0,0,0,0.0,4.159991298908334,5110515.506433205,123.45679012345683,0.0
646,144.09354901313782,40000010.77645337,2.8060014183105722e-05,8.738132447719634,8.738132447719634,0.0,0.0,0,0,0.0,-3.9013597810599956,-5449411.517739691,123.45679012345683,0.0
647,144.3551287651062,40000010.776269175,6.864739679457807e-05,3.734917640863651,3.734917640863651,0.0,0.0,0,0,0.0,-4.953785576013657,-4291896.064615298,123.45679012345683,0.0
648,144.61619353294373,40000010.776051775,8.167899940959378e-05,3.414702091736395,3.414702091736395,0.0,0.0,0,0,0.0,0.749248133421762,28378241.61266141,123.45679012345683,0.0
649,144.87810921669006,40000010.775819875,8.725273751052673e-05,4.865636664193457,4.865636664193457,0.0,0.0,0,0,0.0,-0.5746504557864237,-37002742.13092966,123.45679012345683,0.0
650,145.14058256149292,40000010.77562411,7.370166900796858e-05,6.094277628812199,6.094277628812199,0.0,0.0,0,0,0.0,3.1957629901636198,6654039.392717007,123.45679012345683,0.0
651,145.4017252922058,40000010.77542839,7.372557279864204e-05,7.5778482916629715,7.5778482916629715,0.0,0.0,0,0,0.0,-5.255973116261723,-4046031.4691010923,123.45679012345683,0.0
652,145.6656310558319,40000010.77520463,8.444594543602367e-05,9.755291912260198,9.755291912260198,0.0,0.0,0,0,0.0,-2.0194130781521573,-10531324.492737873,123.45679012345683,0.0
653,145.9310953617096,40000010.77495556,9.307503495396268e-05,5.843479716742383,5.843479716742383,0.0,0.0,0,0,0.0,-7.876953613673752,-2700088.934115559,123.45679012345683,0.0
654,145.95945405960083,40000010.77494523,4.196337378429548e-06,7.996338798062958,7.996338798062958,0.0,0.0,0,0,0.0,-0.538683990773882,-39482386.8268649,123.45679012345683,0.0
655,146.22156739234924,40000010.7747251,8.257951696894794e-05,6.647691771673742,6.647691771673742,0.0,0.0,0,0,0.0,-1.8826147267031723,-11297987.7286783,123.45679012345683,0.0
656,146.48272562026978,40000010.77449505,8.640450495502805e-05,5.9239756328828905,5.9239756328828905,0.0,0.0,0,0,0.0,0.08788856006291194,242022821.88548797,123.45679012345683,0.0
657,146.73527216911316,40000010.77426281,8.789544383163689e-05,10.076428836770335,10.076428836770335,0.0,0.0,0,0,0.0,-2.9225457284033576,-7278702.262670342,123.45679012345683,0.0
658,146.79618430137634,40000010.77422356,1.4415400590748863e-05,7.909988450303044,7.909988450303044,0.0,0.0,0,0,0.0,-7.922899755286382,-2684947.723628785,123.45679012345683,0.0
659,146.97049164772034,40000010.774081096,5.3868557159983236e-05,9.834151265989165,9.834151265989165,0.0,0.0,0,0,0.0,-3.2925035725884326,-6461149.433186634,123.45679012345683,0.0
660,147.09765195846558,40000010.7739702,4.140687365085237e-05,7.909786537481427,7.909786537481427,0.0,0.0,0,0,0.0,-1.6631348781418769,-12791487.573574515,123.45679012345683,0.0
661,147.35974407196045,40000010.77378154,7.048609322093972e-05,3.3258544231786074,3.3258544231786074,0.0,0.0,0,0,0.0,-4.287118497866342,-4962546.190768543,123.45679012345683,0.0
662,147.62117743492126,40000010.77356548,8.163229304800507e-05,7.445006366724585,7.445006366724585,0.0,0.0,0,0,0.0,-7.760092466553538,-2741751.885904425,123.45679012345683,0.0
663,147.882572889328,40000010.77337533,7.153574616927943e-05,7.483601964657283,7.483601964657283,0.0,0.0,0,0,0.0,-4.606966534415226,-4618504.954989239,123.45679012345683,0.0
664,147.99713230133057,40000010.77329117,3.170200594083565e-05,7.899493599480157,7.899493599480157,0.0,0.0,0,0,0.0,-4.639910646627302,-4585815.452306495,123.45679012345683,0.0
665,148.260187625885,40000010.77311341,6.662726430442809e-05,5.970511630671969,5.970511630671969,0.0,0.0,0,0,0.0,-0.993077255500382,-21427102.111416876,123.45679012345683,0.0
666,148.52285408973694,40000010.77290001,8.001797998457323e-05,2.6897084235225113,2.6897084235225113,0.0,0.0,0,0,0.0,-8.052580537006516,-2642625.4050051435,123.45679012345683,0.0
667,148.64844179153442,40000010.77277332,4.8155142248328245e-05,7.946834456782239,7.946834456782239,0.0,0.0,0,0,0.0,-3.495958047652875,-6087223.533475381,123.45679012345683,0.0
668,148.90957832336426,40000010.772580855,7.212020087507064e-05,5.744689911781059,5.744689911781059,0.0,0.0,0,0,0.0,4.4617215252646245,4769851.167792193,123.45679012345683,0.0
669,149.17408323287964,40000010.77241707,6.139527785207627e-05,3.005061368804305,3.005061368804305,0.0,0.0,0,0,0.0,-4.6602450811336755,-4566852.902358794,123.45679012345683,0.0
670,149.43617129325867,40000010.772204235,8.05077484741974e-05,7.538135183740211,7.538135183740211,0.0,0.0,0,0,0.0,4.445880047240453,4787318.803986002,123.45679012345683,0.0
671,149.44610023498535,40000010.77220033,1.7303321799035475e-06,8.349831147038348,8.349831147038348,0.0,0.0,0,0,0.0,-12.423838512874287,-1713148.1002378718,123.45679012345683,0.0
672,149.52907705307007,40000010.7721241,2.8784534933323834e-05,8.988135626051301,8.988135626051301,0.0,0.0,0,0,0.0,5.017259863628985,4242215.710321572,123.45679012345683,0.0
673,149.7924702167511,40000010.77191601,7.7726442269625e-05,4.191754844965638,4.191754844965638,0.0,0.0,0,0,0.0,-3.267034780417131,-6515223.637246604,123.45679012345683,0.0
674,150.0565586090088,40000010.771725096,7.203836732210995e-05,6.25669590405597,6.25669590405597,0.0,0.0,0,0,0.0,4.493544758481205,4737136.719632525,123.45679012345683,0.0
675,150.08917880058289,40000010.771704525,7.979053531482005e-06,8.043657740998155,8.043657740998155,0.0,0.0,0,0,0.0,-0.9740385514010584,-21854014.369122885,123.45679012345683,0.0
676,150.35098528862,40000010.7715082,7.377971812693444e-05,7.301325902355142,7.301325902355142,0.0,0.0,0,0,0.0,2.3248557976104425,9156587.288228432,123.45679012345683,0.0
677,150.61343431472778,40000010.771326065,6.864037742528946e-05,8.00201314446256,8.00201314446256,0.0,0.0,0,0,0.0,-4.6762009384797585,-4552576.28967597,123.45679012345683,0.0
678,150.63652658462524,40000010.77131061,5.906802253434717e-06,8.688250750323352,8.688250750323352,0.0,0.0,0,0,0.0,-9.112771103011376,-2336157.127839349,123.45679012345683,0.0
679,150.9005777835846,40000010.77108757,8.848001227515245e-05,24.21777043665105,24.21777043665105,0.0,0.0,0,0,0.0,-0.6102142921881022,-34889668.0361874,123.45679012345683,0.0
680,151.1636414527893,40000010.770897835,6.639363161952837e-05,4.1264388941478645,4.1264388941478645,0.0,0.0,0,0,0.0,-4.238166101388685,-5023669.734788919,123.45679012345683,0.0
681,151.42600107192993,40000010.77070502,7.246897061835743e-05,2.681767716794876,2.681767716794876,0.0,0.0,0,0,0.0,5.746644698524153,3705160.093047673,123.45679012345683,0.0
682,151.47577118873596,40000010.77064928,2.149267681816928e-05,8.014593275342683,8.014593275342683,0.0,0.0,0,0,0.0,0.31486600221831534,67624151.79281616,123.45679012345683,0.0
683,151.5191307067871,40000010.77061987,1.1195741314030681e-05,8.71621649220227,8.71621649220227,0.0,0.0,0,0,0.0,-2.6340305338794994,-8083702.297111255,123.45679012345683,0.0
684,151.78238701820374,40000010.77043004,7.119327895808988e-05,6.703508755384601,6.703508755384601,0.0,0.0,0,0,0.0,-3.3285106754347,-6397388.700851045,123.45679012345683,0.0
685,152.04475855827332,40000010.770230405,7.481470300271048e-05,2.929427314930666,2.929427314930666,0.0,0.0,0,0,0.0,-3.9494649815311673,-5391843.490693224,123.45679012345683,0.0
686,152.36071348190308,40000010.77001103,8.288586709262443e-05,6.492187011620515,6.492187011620515,0.0,0.0,0,0,0.0,-0.3316850995464779,-64205839.12588335,123.45679012345683,0.0
687,152.62377882003784,40000010.76982086,7.151627543761708e-05,5.597218453849666,5.597218453849666,0.0,0.0,0,0,0.0,-5.534168529751773,-3848309.664475412,123.45679012345683,0.0
688,152.69014143943787,40000010.76975524,2.5030575643176283e-05,8.267524431631042,8.267524431631042,0.0,0.0,0,0,0.0,-6.147275103981045,-3464553.391721968,123.45679012345683,0.0
689,152.7673375606537,40000010.76969744,2.19093491382061e-05,9.225066929740004,9.225066929740004,0.0,0.0,0,0,0.0,-6.819928893609463,-3122889.0561358035,123.45679012345683,0.0
690,153.02927780151367,40000010.769464284,8.782838837924696e-05,9.364380349634787,9.364380349634787,0.0,0.0,0,0,0.0,-3.2474542322027635,-6558731.967454166,123.45679012345683,0.0
691,153.0790605545044,40000010.76943046,1.2511155501244201e-05,8.003831381756674,8.003831381756674,0.0,0.0,0,0,0.0,5.538896963654151,3845419.073099614,123.45679012345683,0.0
692,153.3406481742859,40000010.769250035,6.75552273771505e-05,4.637591227240429,4.637591227240429,0.0,0.0,0,0,0.0,-2.2641715807590153,-9407578.644774534,123.45679012345683,0.0
693,153.3500621318817,40000010.76924736,1.5804365728500901e-06,8.511779651670397,8.511779651670397,0.0,0.0,0,0,0.0,2.7015421031309548,7884535.17298842,123.45679012345683,0.0
694,153.61150979995728,40000010.76903941,7.78285937555846e-05,4.063305511766163,4.063305511766163,0.0,0.0,0,0,0.0,-1.6019090075177247,-13297606.8238672,123.45679012345683,0.0
695,153.78246879577637,40000010.76889368,5.622152234610148e-05,13.063475773881702,13.063475773881702,0.0,0.0,0,0,0.0,-8.82751227044968,-2413183.511298031,123.45679012345683,0.0
696,154.02302885055542,40000010.76871196,6.754044803589255e-05,8.162959712346664,8.162959712346664,0.0,0.0,0,0,0.0,-3.8954058674301977,-5468854.1569539,123.45679012345683,0.0
697,154.11989903450012,40000010.768652566,2.2447846355318288e-05,8.677060434462861,8.677060434462861,0.0,0.0,0,0,0.0,-3.741574871630125,-5693789.573357641,123.45679012345683,0.0
698,154.38589429855347,40000010.76844816,7.64030503376263e-05,2.658233894721314,2.658233894721314,0.0,0.0,0,0,0.0,4.979465474820874,4278545.72111511,123.45679012345683,0.0
699,154.6478488445282,40000010.76805362,0.00014871205244140304,4.2588575673076,4.2588575673076,0.0,0.0,0,0,0.0,7.203178028153281,2958011.437022263,123.45679012345683,0.0
700,154.90643692016602,40000010.767847575,7.812554188583722e-05,8.719948927943129,8.719948927943129,0.0,0.0,0,0,0.0,-2.5763073211507277,-8270848.119680434,123.45679012345683,0.0
701,154.94238138198853,40000010.7678311,6.2043074283373464e-06,8.690126392864947,8.690126392864947,0.0,0.0,0,0,0.0,-9.012599568613663,-2364282.995092003,123.45679012345683,0.0
702,155.20441055297852,40000010.76763397,7.367231447103093e-05,2.6695450448469966,2.6695450448469966,0.0,0.0,0,0,0.0,-2.357584289167445,-9038675.391636869,123.45679012345683,0.0
703,155.25649070739746,40000010.76756042,2.828739280503873e-05,8.526824381352972,8.526824381352972,0.0,0.0,0,0,0.0,-6.597594979408052,-3229944.70712704,123.45679012345683,0.0
704,155.51880645751953,40000010.76735914,7.531559576655101e-05,3.3835789308002773,3.3835789308002773,0.0,0.0,0,0,0.0,-4.726940126796585,-4508408.700669968,123.45679012345683,0.0
705,155.7807023525238,40000010.76715572,7.661090866218162e-05,2.787084573491147,2.787084573491147,0.0,0.0,0,0,0.0,-3.8968214359458218,-5469104.39484273,123.45679012345683,0.0
706,156.04300951957703,40000010.7669335,8.411076826051218e-05,7.056143840656005,7.056143840656005,0.0,0.0,0,0,0.0,-2.422742587101554,-8797209.075746408,123.45679012345683,0.0
707,156.04783248901367,40000010.76693215,6.318514063094418e-07,8.011279538129019,8.011279538129019,0.0,0.0,0,0,0.0,0.8558767412932198,24902383.096192308,123.45679012345683,0.0
708,156.1061749458313,40000010.76689207,1.5146427478678615e-05,8.12987301090462,8.12987301090462,0.0,0.0,0,0,0.0,3.515849663310597,6062146.828691945,123.45679012345683,0.0
709,156.23380303382874,40000010.76678983,3.8685231143758254e-05,9.182476763501919,9.182476763501919,0.0,0.0,0,0,0.0,-6.4354837671999725,-3311978.9138049907,123.45679012345683,0.0
710,156.49519753456116,40000010.76660733,6.822308006880753e-05,4.635123040088366,4.635123040088366,0.0,0.0,0,0,0.0,1.9586838117612977,10882411.71083805,123.45679012345683,0.0
